# PEG_GLN
# Upscaled from ../surface/PEG/GLN.dat to radius: 34.89955667698373 bead probs: 1.0
# surf-centre-dist[nm],U[kJ/mol]
  0.000000, 39.240512
  0.002000, 38.978897
  0.004000, 38.703486
  0.006000, 38.437192
  0.008000, 38.196118
  0.010000, 37.949632
  0.012000, 37.704064
  0.014000, 37.437351
  0.016000, 37.182913
  0.018000, 36.915477
  0.020000, 36.648469
  0.022000, 36.388696
  0.024000, 36.135437
  0.026000, 35.873361
  0.028000, 35.606863
  0.030000, 35.351987
  0.032000, 35.109562
  0.034000, 34.868130
  0.036000, 34.619182
  0.038000, 34.376342
  0.040000, 34.136203
  0.042000, 33.900202
  0.044000, 33.670792
  0.046000, 33.442402
  0.048000, 33.215299
  0.050000, 32.991770
  0.052000, 32.772616
  0.054000, 32.557185
  0.056000, 32.344927
  0.058000, 32.132033
  0.060000, 31.924739
  0.062000, 31.716264
  0.064000, 31.522627
  0.066000, 31.340642
  0.068000, 31.157242
  0.070000, 30.979743
  0.072000, 30.799921
  0.074000, 30.628520
  0.076000, 30.459959
  0.078000, 30.294604
  0.080000, 30.137145
  0.082000, 29.986527
  0.084000, 29.839691
  0.086000, 29.692197
  0.088000, 29.546167
  0.090000, 29.403123
  0.092000, 29.267079
  0.094000, 29.130253
  0.096000, 28.988875
  0.098000, 28.856275
  0.100000, 28.724005
  0.102000, 28.592076
  0.104000, 28.460740
  0.106000, 28.333019
  0.108000, 28.200909
  0.110000, 28.069403
  0.112000, 27.942099
  0.114000, 27.807291
  0.116000, 27.669267
  0.118000, 27.531039
  0.120000, 27.382924
  0.122000, 27.235360
  0.124000, 27.083696
  0.126000, 26.929119
  0.128000, 26.770125
  0.130000, 26.608852
  0.132000, 26.440463
  0.134000, 26.265504
  0.136000, 26.094969
  0.138000, 25.919132
  0.140000, 25.732319
  0.142000, 25.529548
  0.144000, 25.316197
  0.146000, 25.094940
  0.148000, 24.858295
  0.150000, 24.611086
  0.152000, 24.347548
  0.154000, 24.066069
  0.156000, 23.774473
  0.158000, 23.472071
  0.160000, 23.151115
  0.162000, 22.815860
  0.164000, 22.470968
  0.166000, 22.119063
  0.168000, 21.764886
  0.170000, 21.411074
  0.172000, 21.058470
  0.174000, 20.710169
  0.176000, 20.377755
  0.178000, 20.056228
  0.180000, 19.739714
  0.182000, 19.435443
  0.184000, 19.147233
  0.186000, 18.863176
  0.188000, 18.584817
  0.190000, 18.314652
  0.192000, 18.059946
  0.194000, 17.812833
  0.196000, 17.579864
  0.198000, 17.350018
  0.200000, 17.126093
  0.202000, 16.914874
  0.204000, 16.709702
  0.206000, 16.507691
  0.208000, 16.310355
  0.210000, 16.119157
  0.212000, 15.938615
  0.214000, 15.761440
  0.216000, 15.593775
  0.218000, 15.424965
  0.220000, 15.258787
  0.222000, 15.099818
  0.224000, 14.941568
  0.226000, 14.791840
  0.228000, 14.639313
  0.230000, 14.494432
  0.232000, 14.347429
  0.234000, 14.205202
  0.236000, 14.067901
  0.238000, 13.922383
  0.240000, 13.780712
  0.242000, 13.644998
  0.244000, 13.508538
  0.246000, 13.373670
  0.248000, 13.233620
  0.250000, 13.103762
  0.252000, 12.970874
  0.254000, 12.830946
  0.256000, 12.693717
  0.258000, 12.555835
  0.260000, 12.420977
  0.262000, 12.286824
  0.264000, 12.154750
  0.266000, 12.021790
  0.268000, 11.891086
  0.270000, 11.760628
  0.272000, 11.635404
  0.274000, 11.511249
  0.276000, 11.385514
  0.278000, 11.251435
  0.280000, 11.117574
  0.282000, 10.988507
  0.284000, 10.843156
  0.286000, 10.690481
  0.288000, 10.535466
  0.290000, 10.372997
  0.292000, 10.201169
  0.294000, 10.031735
  0.296000,  9.852960
  0.298000,  9.664423
  0.300000,  9.468874
  0.302000,  9.266164
  0.304000,  9.053560
  0.306000,  8.827585
  0.308000,  8.588849
  0.310000,  8.347884
  0.312000,  8.101699
  0.314000,  7.848731
  0.316000,  7.592808
  0.318000,  7.338158
  0.320000,  7.072364
  0.322000,  6.811791
  0.324000,  6.555794
  0.326000,  6.284733
  0.328000,  6.011055
  0.330000,  5.745640
  0.332000,  5.479055
  0.334000,  5.215030
  0.336000,  4.951852
  0.338000,  4.683716
  0.340000,  4.421832
  0.342000,  4.166926
  0.344000,  3.914594
  0.346000,  3.665858
  0.348000,  3.419941
  0.350000,  3.177904
  0.352000,  2.937203
  0.354000,  2.696453
  0.356000,  2.462253
  0.358000,  2.233339
  0.360000,  2.004973
  0.362000,  1.781295
  0.364000,  1.562424
  0.366000,  1.352533
  0.368000,  1.148710
  0.370000,  0.950172
  0.372000,  0.755343
  0.374000,  0.560986
  0.376000,  0.367957
  0.378000,  0.181722
  0.380000,  0.001156
  0.382000, -0.173109
  0.384000, -0.341865
  0.386000, -0.506861
  0.388000, -0.664022
  0.390000, -0.819558
  0.392000, -0.972584
  0.394000, -1.122143
  0.396000, -1.266944
  0.398000, -1.407600
  0.400000, -1.538449
  0.402000, -1.662411
  0.404000, -1.780630
  0.406000, -1.898620
  0.408000, -2.013401
  0.410000, -2.122752
  0.412000, -2.225750
  0.414000, -2.326605
  0.416000, -2.420505
  0.418000, -2.506174
  0.420000, -2.586822
  0.422000, -2.664189
  0.424000, -2.736792
  0.426000, -2.804585
  0.428000, -2.867640
  0.430000, -2.932460
  0.432000, -2.992303
  0.434000, -3.050222
  0.436000, -3.100998
  0.438000, -3.148131
  0.440000, -3.191478
  0.442000, -3.234190
  0.444000, -3.272999
  0.446000, -3.307401
  0.448000, -3.339104
  0.450000, -3.371665
  0.452000, -3.399221
  0.454000, -3.428853
  0.456000, -3.455397
  0.458000, -3.478376
  0.460000, -3.499785
  0.462000, -3.519307
  0.464000, -3.534239
  0.466000, -3.547537
  0.468000, -3.558468
  0.470000, -3.563887
  0.472000, -3.565318
  0.474000, -3.563685
  0.476000, -3.563551
  0.478000, -3.563579
  0.480000, -3.558861
  0.482000, -3.555313
  0.484000, -3.550001
  0.486000, -3.539993
  0.488000, -3.528350
  0.490000, -3.515033
  0.492000, -3.497552
  0.494000, -3.477207
  0.496000, -3.457040
  0.498000, -3.432889
  0.500000, -3.410344
  0.502000, -3.383756
  0.504000, -3.356062
  0.506000, -3.327279
  0.508000, -3.300158
  0.510000, -3.271210
  0.512000, -3.240179
  0.514000, -3.210829
  0.516000, -3.179966
  0.518000, -3.148144
  0.520000, -3.112101
  0.522000, -3.077381
  0.524000, -3.042676
  0.526000, -3.003300
  0.528000, -2.963311
  0.530000, -2.923284
  0.532000, -2.885615
  0.534000, -2.845299
  0.536000, -2.805476
  0.538000, -2.764572
  0.540000, -2.722690
  0.542000, -2.678551
  0.544000, -2.630853
  0.546000, -2.579845
  0.548000, -2.528375
  0.550000, -2.476918
  0.552000, -2.425976
  0.554000, -2.376725
  0.556000, -2.325352
  0.558000, -2.273981
  0.560000, -2.223606
  0.562000, -2.174839
  0.564000, -2.126986
  0.566000, -2.078336
  0.568000, -2.027176
  0.570000, -1.973371
  0.572000, -1.923366
  0.574000, -1.872642
  0.576000, -1.822624
  0.578000, -1.772523
  0.580000, -1.721797
  0.582000, -1.673412
  0.584000, -1.624412
  0.586000, -1.573060
  0.588000, -1.527016
  0.590000, -1.480023
  0.592000, -1.434227
  0.594000, -1.387614
  0.596000, -1.343624
  0.598000, -1.298403
  0.600000, -1.252462
  0.602000, -1.209542
  0.604000, -1.169313
  0.606000, -1.130172
  0.608000, -1.090505
  0.610000, -1.048584
  0.612000, -1.009530
  0.614000, -0.970198
  0.616000, -0.930929
  0.618000, -0.893376
  0.620000, -0.859402
  0.622000, -0.825878
  0.624000, -0.788199
  0.626000, -0.754924
  0.628000, -0.720103
  0.630000, -0.685769
  0.632000, -0.654764
  0.634000, -0.619837
  0.636000, -0.588788
  0.638000, -0.560304
  0.640000, -0.534398
  0.642000, -0.509455
  0.644000, -0.481588
  0.646000, -0.456433
  0.648000, -0.433952
  0.650000, -0.412898
  0.652000, -0.389296
  0.654000, -0.365002
  0.656000, -0.345249
  0.658000, -0.325708
  0.660000, -0.311920
  0.662000, -0.296053
  0.664000, -0.279903
  0.666000, -0.263110
  0.668000, -0.249327
  0.670000, -0.234269
  0.672000, -0.223778
  0.674000, -0.216690
  0.676000, -0.204828
  0.678000, -0.195127
  0.680000, -0.186490
  0.682000, -0.179509
  0.684000, -0.171987
  0.686000, -0.167467
  0.688000, -0.165984
  0.690000, -0.164734
  0.692000, -0.162336
  0.694000, -0.163402
  0.696000, -0.168401
