# PEG_AFUC
# Upscaled from ../surface/PEG/AFUC.dat to radius: 34.89955667698373 bead probs: 1.0
# surf-centre-dist[nm],U[kJ/mol]
  0.004000, 52.883426
  0.010000, 52.154429
  0.016000, 51.372890
  0.022000, 50.531185
  0.028000, 49.563172
  0.034000, 48.489267
  0.040000, 47.478733
  0.046000, 46.387587
  0.052000, 45.346593
  0.058000, 44.339260
  0.064000, 43.329061
  0.070000, 42.358742
  0.076000, 41.409882
  0.082000, 40.508508
  0.088000, 39.642599
  0.094000, 38.777046
  0.100000, 37.922778
  0.106000, 37.082792
  0.112000, 36.309666
  0.118000, 35.565614
  0.124000, 34.861817
  0.130000, 34.189834
  0.136000, 33.578779
  0.142000, 32.988110
  0.148000, 32.410428
  0.154000, 31.862691
  0.160000, 31.355905
  0.166000, 30.864721
  0.172000, 30.357830
  0.178000, 29.820062
  0.184000, 29.251624
  0.190000, 28.670699
  0.196000, 28.037037
  0.202000, 27.362820
  0.208000, 26.645658
  0.214000, 25.916469
  0.220000, 25.150211
  0.226000, 24.383381
  0.232000, 23.612928
  0.238000, 22.845315
  0.244000, 22.086304
  0.250000, 21.312200
  0.256000, 20.567794
  0.262000, 19.837039
  0.268000, 19.125417
  0.274000, 18.428403
  0.280000, 17.763129
  0.286000, 17.104338
  0.292000, 16.454772
  0.298000, 15.809005
  0.304000, 15.165905
  0.310000, 14.519271
  0.316000, 13.892567
  0.322000, 13.252384
  0.328000, 12.578020
  0.334000, 11.879423
  0.340000, 11.124135
  0.346000, 10.289133
  0.352000,  9.407752
  0.358000,  8.483651
  0.364000,  7.530552
  0.370000,  6.569413
  0.376000,  5.618147
  0.382000,  4.685965
  0.388000,  3.804955
  0.394000,  2.969420
  0.400000,  2.173883
  0.406000,  1.413476
  0.412000,  0.700048
  0.418000,  0.035851
  0.424000, -0.595727
  0.430000, -1.171274
  0.436000, -1.704810
  0.442000, -2.196866
  0.448000, -2.646526
  0.454000, -3.069545
  0.460000, -3.468040
  0.466000, -3.833641
  0.472000, -4.157639
  0.478000, -4.438305
  0.484000, -4.684304
  0.490000, -4.911122
  0.496000, -5.115150
  0.502000, -5.285754
  0.508000, -5.437739
  0.514000, -5.559511
  0.520000, -5.657325
  0.526000, -5.720253
  0.532000, -5.781703
  0.538000, -5.832109
  0.544000, -5.869850
  0.550000, -5.887272
  0.556000, -5.889897
  0.562000, -5.859955
  0.568000, -5.824468
  0.574000, -5.779444
  0.580000, -5.715109
  0.586000, -5.633275
  0.592000, -5.524346
  0.598000, -5.409695
  0.604000, -5.283729
  0.610000, -5.148543
  0.616000, -5.005666
  0.622000, -4.862650
  0.628000, -4.716457
  0.634000, -4.565382
  0.640000, -4.421569
  0.646000, -4.275796
  0.652000, -4.111578
  0.658000, -3.951452
  0.664000, -3.812485
  0.670000, -3.675068
  0.676000, -3.543864
  0.682000, -3.420546
  0.688000, -3.294537
  0.694000, -3.173218
  0.700000, -3.067110
  0.706000, -2.971573
  0.712000, -2.884181
  0.718000, -2.805878
  0.724000, -2.731618
  0.730000, -2.661743
  0.736000, -2.597983
  0.742000, -2.548388
  0.748000, -2.498133
  0.754000, -2.453020
  0.760000, -2.422873
  0.766000, -2.385235
  0.772000, -2.352870
  0.778000, -2.323677
  0.784000, -2.293992
  0.790000, -2.281857
  0.796000, -2.271679
  0.802000, -2.260807
  0.808000, -2.245967
  0.814000, -2.225501
  0.820000, -2.213472
  0.826000, -2.206409
  0.832000, -2.198122
  0.838000, -2.176832
  0.844000, -2.155082
  0.850000, -2.130223
  0.856000, -2.094049
  0.862000, -2.052784
  0.868000, -2.027227
  0.874000, -2.008032
  0.880000, -1.980088
  0.886000, -1.950940
  0.892000, -1.919117
  0.898000, -1.879392
  0.904000, -1.845108
  0.910000, -1.816523
  0.916000, -1.781503
  0.922000, -1.738319
  0.928000, -1.685051
  0.934000, -1.639247
  0.940000, -1.589188
  0.946000, -1.537922
  0.952000, -1.486222
  0.958000, -1.432532
  0.964000, -1.376351
  0.970000, -1.320121
  0.976000, -1.274483
  0.982000, -1.222648
  0.988000, -1.161662
  0.994000, -1.109825
  1.000000, -1.065375
  1.006000, -1.019757
  1.012000, -0.978757
  1.018000, -0.937236
  1.024000, -0.885040
  1.030000, -0.834774
  1.036000, -0.791065
  1.042000, -0.752099
  1.048000, -0.718331
  1.054000, -0.687976
  1.060000, -0.656176
  1.066000, -0.621381
  1.072000, -0.585559
  1.078000, -0.555060
  1.084000, -0.527034
  1.090000, -0.503852
  1.096000, -0.483762
  1.102000, -0.458880
  1.108000, -0.436979
  1.114000, -0.409791
  1.120000, -0.376125
  1.126000, -0.358329
  1.132000, -0.347063
  1.138000, -0.337287
  1.144000, -0.324573
  1.150000, -0.308249
  1.156000, -0.293887
  1.162000, -0.281244
  1.168000, -0.272683
  1.174000, -0.260824
  1.180000, -0.246889
  1.186000, -0.232035
  1.192000, -0.215069
  1.198000, -0.202243
  1.204000, -0.199554
  1.210000, -0.196476
  1.216000, -0.194208
  1.222000, -0.190007
  1.228000, -0.181992
  1.234000, -0.170675
  1.240000, -0.163371
  1.246000, -0.161084
  1.252000, -0.156682
  1.258000, -0.151010
  1.264000, -0.141906
  1.270000, -0.139898
  1.276000, -0.138227
  1.282000, -0.134449
  1.288000, -0.127549
  1.294000, -0.116883
  1.300000, -0.107181
  1.306000, -0.095987
  1.312000, -0.088694
  1.318000, -0.082305
  1.324000, -0.072644
  1.330000, -0.064564
  1.336000, -0.062473
  1.342000, -0.059726
  1.348000, -0.059619
  1.354000, -0.055702
  1.360000, -0.049980
  1.366000, -0.043006
  1.372000, -0.040103
  1.378000, -0.036713
  1.384000, -0.031585
  1.390000, -0.027576
  1.396000, -0.024916
  1.402000, -0.023251
  1.408000, -0.023143
  1.414000, -0.021275
  1.420000, -0.022405
  1.426000, -0.018404
  1.432000, -0.017317
  1.438000, -0.014734
  1.444000, -0.013864
  1.450000, -0.016323
  1.456000, -0.014512
  1.462000, -0.015215
  1.468000, -0.013123
  1.474000, -0.012800
  1.480000, -0.008623
  1.486000, -0.005267
  1.492000, -0.001308
  1.498000,  0.000000
  1.504000,  0.000000
