# PMF between COM of ACYS and TiO2 slab.
#
#              ACYS
# z (nm)   (kJ/mol)                
  0.1504  189.62486
  0.1536  189.18056
  0.1568  188.73736
  0.1600  188.29316
  0.1632  187.84346
  0.1664  187.38546
  0.1696  186.91696
  0.1728  186.43016
  0.1760  185.91746
  0.1792  185.37006
  0.1824  184.77606
  0.1856  184.11876
  0.1888  183.37576
  0.1920  182.52276
  0.1952  181.52546
  0.1984  180.34286
  0.2016  178.93026
  0.2048  177.23026
  0.2080  175.18156
  0.2112  172.71126
  0.2144  169.74796
  0.2176  166.21246
  0.2208  162.04086
  0.2240  157.17236
  0.2272  151.56776
  0.2304  145.21836
  0.2336  138.15456
  0.2368  130.44606
  0.2400  122.21136
  0.2432  113.60276
  0.2464  104.80116
  0.2496   96.02076
  0.2528   87.48076
  0.2560   79.41476
  0.2592   72.03976
  0.2624   65.51276
  0.2656   59.88776
  0.2688   55.10776
  0.2720   51.07876
  0.2752   47.71776
  0.2784   44.94176
  0.2816   42.62576
  0.2848   40.60876
  0.2880   38.80176
  0.2912   37.20376
  0.2944   35.81576
  0.2976   34.59976
  0.3008   33.51976
  0.3040   32.61176
  0.3072   31.92576
  0.3104   31.44976
  0.3136   31.10576
  0.3168   30.78476
  0.3200   30.41776
  0.3232   29.98076
  0.3264   29.46676
  0.3296   28.87776
  0.3328   28.18276
  0.3360   27.34976
  0.3392   26.35876
  0.3424   25.18876
  0.3456   23.85576
  0.3488   22.38676
  0.3520   20.82976
  0.3552   19.24676
  0.3584   17.68976
  0.3616   16.19076
  0.3648   14.78076
  0.3680   13.47376
  0.3712   12.28376
  0.3744   11.20376
  0.3776   10.22976
  0.3808    9.34776
  0.3840    8.54176
  0.3872    7.80076
  0.3904    7.10476
  0.3936    6.45076
  0.3968    5.83176
  0.4000    5.24176
  0.4032    4.67976
  0.4064    4.14676
  0.4096    3.63676
  0.4128    3.16276
  0.4160    2.71976
  0.4192    2.31176
  0.4224    1.94276
  0.4256    1.60676
  0.4288    1.30276
  0.4320    1.02676
  0.4352    0.77876
  0.4384    0.54476
  0.4416    0.32776
  0.4448    0.12276
  0.4480   -0.07224
  0.4512   -0.25524
  0.4544   -0.43224
  0.4576   -0.60124
  0.4608   -0.75724
  0.4640   -0.90324
  0.4672   -1.03424
  0.4704   -1.14724
  0.4736   -1.24124
  0.4768   -1.31724
  0.4800   -1.37524
  0.4832   -1.41224
  0.4864   -1.44024
  0.4896   -1.45724
  0.4928   -1.47024
  0.4960   -1.48224
  0.4992   -1.50424
  0.5024   -1.52724
  0.5056   -1.55224
  0.5088   -1.57224
  0.5120   -1.58724
  0.5152   -1.59424
  0.5184   -1.58724
  0.5216   -1.55924
  0.5248   -1.51224
  0.5280   -1.44824
  0.5312   -1.36924
  0.5344   -1.28824
  0.5376   -1.21424
  0.5408   -1.15524
  0.5440   -1.11624
  0.5472   -1.10324
  0.5504   -1.10624
  0.5536   -1.12024
  0.5568   -1.13424
  0.5600   -1.13824
  0.5632   -1.12824
  0.5664   -1.10124
  0.5696   -1.05324
  0.5728   -0.99324
  0.5760   -0.92624
  0.5792   -0.85824
  0.5824   -0.79524
  0.5856   -0.74024
  0.5888   -0.69124
  0.5920   -0.64924
  0.5952   -0.60924
  0.5984   -0.57224
  0.6016   -0.53324
  0.6048   -0.49624
  0.6080   -0.46024
  0.6112   -0.42324
  0.6144   -0.38824
  0.6176   -0.36024
  0.6208   -0.33924
  0.6240   -0.32224
  0.6272   -0.31324
  0.6304   -0.30824
  0.6336   -0.30324
  0.6368   -0.30024
  0.6400   -0.29324
  0.6432   -0.27724
  0.6464   -0.25724
  0.6496   -0.23324
  0.6528   -0.20924
  0.6560   -0.19324
  0.6592   -0.18524
  0.6624   -0.19124
  0.6656   -0.21024
  0.6688   -0.22824
  0.6720   -0.23824
  0.6752   -0.23224
  0.6784   -0.19624
  0.6816   -0.13424
  0.6848   -0.06224
  0.6880    0.00676
  0.6912    0.06276
  0.6944    0.09076
  0.6976    0.08676
  0.7008    0.06576
  0.7040    0.03776
  0.7072    0.01176
  0.7104    0.00076
  0.7136    0.01076
  0.7168    0.04076
  0.7200    0.08276
  0.7232    0.13476
  0.7264    0.18576
  0.7296    0.22576
  0.7328    0.25676
  0.7360    0.27676
  0.7392    0.28576
  0.7424    0.28876
  0.7456    0.28976
  0.7488    0.28976
  0.7520    0.29576
  0.7552    0.30176
  0.7584    0.30976
  0.7616    0.31976
  0.7648    0.32976
  0.7680    0.33576
  0.7712    0.34376
  0.7744    0.35376
  0.7776    0.36576
  0.7808    0.38076
  0.7840    0.39676
  0.7872    0.41176
  0.7904    0.42576
  0.7936    0.43376
  0.7968    0.43476
