# #Autogenerated fromHID,HIE at pH: 7.4
# #h[nm],U[kJ/mol]
  0.163200,227.377340
  0.164200,223.548740
  0.165200,219.720140
  0.166200,215.891540
  0.167200,211.774945
  0.168200,207.586351
  0.169200,203.397757
  0.170200,199.184890
  0.171200,194.955840
  0.172200,190.726790
  0.173200,186.582640
  0.174200,182.565840
  0.175200,178.549040
  0.176200,174.598112
  0.177200,170.910675
  0.178200,167.223237
  0.179200,163.535800
  0.180200,160.252925
  0.181200,156.970050
  0.182200,153.687175
  0.183200,150.615150
  0.184200,147.595837
  0.185200,144.576525
  0.186200,141.591150
  0.187200,138.628400
  0.188200,135.665650
  0.189200,132.732250
  0.190200,129.842875
  0.191200,126.953500
  0.192200,124.095850
  0.193200,121.365100
  0.194200,118.634350
  0.195200,115.903600
  0.196200,113.398537
  0.197200,110.893475
  0.198200,108.388412
  0.199200,106.027800
  0.200200,103.703300
  0.201200,101.378800
  0.202200, 99.080137
  0.203200, 96.798700
  0.204200, 94.517262
  0.205200, 92.247875
  0.206200, 89.996562
  0.207200, 87.745250
  0.208200, 85.506275
  0.209200, 83.316650
  0.210200, 81.127025
  0.211200, 78.937400
  0.212200, 76.757337
  0.213200, 74.577275
  0.214200, 72.397212
  0.215200, 70.185400
  0.216200, 67.965650
  0.217200, 65.745900
  0.218200, 63.535337
  0.219200, 61.330900
  0.220200, 59.126462
  0.221200, 56.956725
  0.222200, 54.839037
  0.223200, 52.721350
  0.224200, 50.619087
  0.225200, 48.578525
  0.226200, 46.537962
  0.227200, 44.497400
  0.228200, 42.481962
  0.229200, 40.466525
  0.230200, 38.451087
  0.231200, 36.457700
  0.232200, 34.469825
  0.233200, 32.481950
  0.234200, 30.553925
  0.235200, 28.665800
  0.236200, 26.777675
  0.237200, 24.938200
  0.238200, 23.171700
  0.239200, 21.405200
  0.240200, 19.646912
  0.241200, 17.921475
  0.242200, 16.196037
  0.243200, 14.470600
  0.244200, 12.720412
  0.245200, 10.970225
  0.246200,  9.220037
  0.247200,  7.471800
  0.248200,  5.724050
  0.249200,  3.976300
  0.250200,  2.270400
  0.251200,  0.592400
  0.252200, -1.085600
  0.253200, -2.722425
  0.254200, -4.297488
  0.255200, -5.872550
  0.256200, -7.431800
  0.257200, -8.927800
  0.258200,-10.423800
  0.259200,-11.919800
  0.260200,-13.366113
  0.261200,-14.812425
  0.262200,-16.258738
  0.263200,-17.660600
  0.264200,-19.051350
  0.265200,-20.442100
  0.266200,-21.776113
  0.267200,-23.072300
  0.268200,-24.368488
  0.269200,-25.609250
  0.270200,-26.766875
  0.271200,-27.924500
  0.272200,-29.052400
  0.273200,-30.061400
  0.274200,-31.070400
  0.275200,-32.079400
  0.276200,-32.972338
  0.277200,-33.865275
  0.278200,-34.758213
  0.279200,-35.599900
  0.280200,-36.428775
  0.281200,-37.257650
  0.282200,-38.070100
  0.283200,-38.871600
  0.284200,-39.673100
  0.285200,-40.460550
  0.286200,-41.226925
  0.287200,-41.993300
  0.288200,-42.745163
  0.289200,-43.438975
  0.290200,-44.132788
  0.291200,-44.826600
  0.292200,-45.426913
  0.293200,-46.027225
  0.294200,-46.627538
  0.295200,-47.167000
  0.296200,-47.691250
  0.297200,-48.215500
  0.298200,-48.713313
  0.299200,-49.193500
  0.300200,-49.673688
  0.301200,-50.143250
  0.302200,-50.596875
  0.303200,-51.050500
  0.304200,-51.498400
  0.305200,-51.923400
  0.306200,-52.348400
  0.307200,-52.773400
  0.308200,-53.154963
  0.309200,-53.536525
  0.310200,-53.918088
  0.311200,-54.252700
  0.312200,-54.575575
  0.313200,-54.898450
  0.314200,-55.168825
  0.315200,-55.404200
  0.316200,-55.639575
  0.317200,-55.831425
  0.318200,-55.957988
  0.319200,-56.084550
  0.320200,-56.188913
  0.321200,-56.204475
  0.322200,-56.220038
  0.323200,-56.235600
  0.324200,-56.162100
  0.325200,-56.088600
  0.326200,-56.015100
  0.327200,-55.895750
  0.328200,-55.764937
  0.329200,-55.634125
  0.330200,-55.484825
  0.331200,-55.323200
  0.332200,-55.161575
  0.333200,-54.988625
  0.334200,-54.798687
  0.335200,-54.608750
  0.336200,-54.411550
  0.337200,-54.185300
  0.338200,-53.959050
  0.339200,-53.732800
  0.340200,-53.477362
  0.341200,-53.221925
  0.342200,-52.966487
  0.343200,-52.707300
  0.344200,-52.447175
  0.345200,-52.187050
  0.346200,-51.938700
  0.347200,-51.698200
  0.348200,-51.457700
  0.349200,-51.230950
  0.350200,-51.024825
  0.351200,-50.818700
  0.352200,-50.619825
  0.353200,-50.449950
  0.354200,-50.280075
  0.355200,-50.110200
  0.356200,-49.965262
  0.357200,-49.820325
  0.358200,-49.675387
  0.359200,-49.534800
  0.360200,-49.395300
  0.361200,-49.255800
  0.362200,-49.109212
  0.363200,-48.957900
  0.364200,-48.806587
  0.365200,-48.643500
  0.366200,-48.462750
  0.367200,-48.282000
  0.368200,-48.086887
  0.369200,-47.834325
  0.370200,-47.581762
  0.371200,-47.329200
  0.372200,-46.997387
  0.373200,-46.665575
  0.374200,-46.333762
  0.375200,-45.969650
  0.376200,-45.597462
  0.377200,-45.225275
  0.378200,-44.850200
  0.379200,-44.473200
  0.380200,-44.096200
  0.381200,-43.715525
  0.382200,-43.329337
  0.383200,-42.943150
  0.384200,-42.557562
  0.385200,-42.174375
  0.386200,-41.791187
  0.387200,-41.408000
  0.388200,-41.067187
  0.389200,-40.726375
  0.390200,-40.385562
  0.391200,-40.094100
  0.392200,-39.814975
  0.393200,-39.535850
  0.394200,-39.289875
  0.395200,-39.066000
  0.396200,-38.842125
  0.397200,-38.633500
  0.398200,-38.447750
  0.399200,-38.262000
  0.400200,-38.078987
  0.401200,-37.906925
  0.402200,-37.734862
  0.403200,-37.562800
  0.404200,-37.387925
  0.405200,-37.213050
  0.406200,-37.038175
  0.407200,-36.863600
  0.408200,-36.689100
  0.409200,-36.514600
  0.410200,-36.341562
  0.411200,-36.169500
  0.412200,-35.997437
  0.413200,-35.826975
  0.414200,-35.658912
  0.415200,-35.490850
  0.416200,-35.324150
  0.417200,-35.162900
  0.418200,-35.001650
  0.419200,-34.840400
  0.420200,-34.682400
  0.421200,-34.524400
  0.422200,-34.366400
  0.423200,-34.193850
  0.424200,-34.017662
  0.425200,-33.841475
  0.426200,-33.636412
  0.427200,-33.412100
  0.428200,-33.187787
  0.429200,-32.948025
  0.430200,-32.685087
  0.431200,-32.422150
  0.432200,-32.156850
  0.433200,-31.882100
  0.434200,-31.607350
  0.435200,-31.332600
  0.436200,-31.049912
  0.437200,-30.767225
  0.438200,-30.484537
  0.439200,-30.192350
  0.440200,-29.897787
  0.441200,-29.603225
  0.442200,-29.301050
  0.443200,-28.993800
  0.444200,-28.686550
  0.445200,-28.380625
  0.446200,-28.076687
  0.447200,-27.772750
  0.448200,-27.473625
  0.449200,-27.193750
  0.450200,-26.913875
  0.451200,-26.634000
  0.452200,-26.396812
  0.453200,-26.159625
  0.454200,-25.922437
  0.455200,-25.713600
  0.456200,-25.511850
  0.457200,-25.310100
  0.458200,-25.119150
  0.459200,-24.935400
  0.460200,-24.751650
  0.461200,-24.574100
  0.462200,-24.405850
  0.463200,-24.237600
  0.464200,-24.074787
  0.465200,-23.933725
  0.466200,-23.792662
  0.467200,-23.651600
  0.468200,-23.531100
  0.469200,-23.410600
  0.470200,-23.290100
  0.471200,-23.176550
  0.472200,-23.064737
  0.473200,-22.952925
  0.474200,-22.845950
  0.475200,-22.742200
  0.476200,-22.638450
  0.477200,-22.540725
  0.478200,-22.452037
  0.479200,-22.363350
  0.480200,-22.278150
  0.481200,-22.206900
  0.482200,-22.135650
  0.483200,-22.064400
  0.484200,-22.005650
  0.485200,-21.946900
  0.486200,-21.888150
  0.487200,-21.839400
  0.488200,-21.793150
  0.489200,-21.746900
  0.490200,-21.707437
  0.491200,-21.672500
  0.492200,-21.637562
