#Name  kT        Joules        kJ/mol    
GLY    2.363     9.789E-21     5.908     
ALA    6.957     2.882E-20     17.392    
ARG    8.370     3.467E-20     20.926    
ASN    9.017     3.735E-20     22.543    
ASP    3.098     1.283E-20     7.745     
CYS    8.874     3.676E-20     22.185    
GLN    8.515     3.527E-20     21.287    
GLU    8.153     3.377E-20     20.383    
HID    7.178     2.973E-20     17.946    
HIE    7.178     2.973E-20     17.946    
HIP    7.178     2.973E-20     17.946    
HIS    7.178     2.973E-20     17.946    
ILE    6.013     2.491E-20     15.032    
LEU    5.938     2.459E-20     14.845    
LYS    7.178     2.973E-20     17.946    
MET    7.935     3.287E-20     19.838    
PHE    8.802     3.646E-20     22.006    
PRO    6.710     2.779E-20     16.775    
SER    8.659     3.586E-20     21.647    
THR    7.252     3.004E-20     18.130    
TRP    10.498    4.348E-20     26.245    
TYR    7.863     3.257E-20     19.656    
VAL    6.088     2.522E-20     15.220    
CYM    8.874     3.676E-20     22.185    
PAS    3.098     1.283E-20     7.745     
PGL    8.153     3.377E-20     20.383    
BGL    3.773     1.563E-20     9.434     
MAN    6.138     2.542E-20     15.345    
FUC    6.636     2.748E-20     16.589    
NGL    6.213     2.573E-20     15.532    
NGA    5.359     2.220E-20     13.397    
NC4    1.249     5.172E-21     3.121     
MAS    0.470     1.947E-21     1.175     
DMP    1.940     8.037E-21     4.851     
MMM    2.993     1.240E-20     7.483     
BTE    3.514     1.456E-20     8.786     
CHO    1.249     5.172E-21     3.121     
CHL    4.928     2.041E-20     12.320    
