#Name  kT        Joules        kJ/mol    
GLY    3.176     1.315E-20     7.939     
ALA    8.159     3.379E-20     20.397    
ARG    9.691     4.014E-20     24.227    
ASN    10.392    4.304E-20     25.980    
ASP    3.973     1.645E-20     9.932     
CYS    10.237    4.240E-20     25.592    
GLN    9.847     4.079E-20     24.619    
GLU    9.456     3.916E-20     23.639    
HID    8.399     3.479E-20     20.997    
HIE    8.399     3.479E-20     20.997    
HIP    8.399     3.479E-20     20.997    
HIS    8.399     3.479E-20     20.997    
ILE    7.135     2.955E-20     17.838    
LEU    7.054     2.922E-20     17.634    
LYS    8.399     3.479E-20     20.997    
MET    9.219     3.819E-20     23.048    
PHE    10.159    4.208E-20     25.398    
PRO    7.891     3.268E-20     19.727    
SER    10.003    4.143E-20     25.009    
THR    8.479     3.512E-20     21.197    
TRP    11.996    4.969E-20     29.991    
TYR    9.140     3.786E-20     22.851    
VAL    7.216     2.989E-20     18.041    
CYM    10.237    4.240E-20     25.592    
PAS    3.973     1.645E-20     9.932     
PGL    9.456     3.916E-20     23.639    
BGL    4.706     1.949E-20     11.764    
MAN    7.271     3.011E-20     18.176    
FUC    7.810     3.235E-20     19.526    
NGL    7.352     3.045E-20     18.380    
NGA    6.426     2.662E-20     16.064    
NC4    1.966     8.141E-21     4.914     
MAS    1.120     4.640E-21     2.801     
DMP    2.717     1.125E-20     6.792     
MMM    3.859     1.598E-20     9.648     
BTE    4.425     1.833E-20     11.061    
CHO    1.966     8.141E-21     4.914     
CHL    5.958     2.468E-20     14.895    
