#Name  kT        Joules        kJ/mol    
GLY    0.392     1.623E-21     0.979     
ALA    0.559     2.317E-21     1.398     
ARG    0.610     2.528E-21     1.526     
ASN    0.634     2.624E-21     1.584     
ASP    0.419     1.734E-21     1.047     
CYS    0.628     2.603E-21     1.571     
GLN    0.616     2.549E-21     1.539     
GLU    0.603     2.496E-21     1.506     
HID    0.567     2.350E-21     1.418     
HIE    0.567     2.350E-21     1.418     
HIP    0.567     2.350E-21     1.418     
HIS    0.567     2.350E-21     1.418     
ILE    0.525     2.175E-21     1.313     
LEU    0.522     2.164E-21     1.306     
LYS    0.567     2.350E-21     1.418     
MET    0.595     2.463E-21     1.487     
PHE    0.626     2.592E-21     1.565     
PRO    0.550     2.280E-21     1.376     
SER    0.621     2.571E-21     1.552     
THR    0.570     2.361E-21     1.425     
TRP    0.687     2.844E-21     1.717     
TYR    0.592     2.452E-21     1.480     
VAL    0.528     2.186E-21     1.319     
CYM    0.628     2.603E-21     1.571     
PAS    0.419     1.734E-21     1.047     
PGL    0.603     2.496E-21     1.506     
BGL    0.443     1.837E-21     1.109     
MAN    0.530     2.194E-21     1.324     
FUC    0.548     2.268E-21     1.369     
NGL    0.532     2.205E-21     1.331     
NGA    0.501     2.076E-21     1.253     
NC4    0.351     1.453E-21     0.877     
MAS    0.322     1.334E-21     0.805     
DMP    0.376     1.558E-21     0.941     
MMM    0.415     1.718E-21     1.037     
BTE    0.434     1.797E-21     1.085     
CHO    0.351     1.453E-21     0.877     
CHL    0.486     2.011E-21     1.214     
