#Name  kT        Joules        kJ/mol    
GLY    2.011     8.330E-21     5.028     
ALA    4.445     1.841E-20     11.113    
ARG    5.188     2.149E-20     12.969    
ASN    5.526     2.289E-20     13.816    
ASP    2.402     9.951E-21     6.006     
CYS    5.451     2.258E-20     13.629    
GLN    5.263     2.180E-20     13.158    
GLU    5.074     2.102E-20     12.684    
HID    4.562     1.889E-20     11.404    
HIE    4.562     1.889E-20     11.404    
HIP    4.562     1.889E-20     11.404    
HIS    4.562     1.889E-20     11.404    
ILE    3.947     1.635E-20     9.869     
LEU    3.908     1.619E-20     9.770     
LYS    4.562     1.889E-20     11.404    
MET    4.959     2.054E-20     12.399    
PHE    5.414     2.242E-20     13.535    
PRO    4.315     1.787E-20     10.788    
SER    5.339     2.211E-20     13.347    
THR    4.600     1.905E-20     11.501    
TRP    6.299     2.609E-20     15.748    
TYR    4.921     2.038E-20     12.303    
VAL    3.987     1.651E-20     9.968     
CYM    5.451     2.258E-20     13.629    
PAS    2.402     9.951E-21     6.006     
PGL    5.074     2.102E-20     12.684    
BGL    2.762     1.144E-20     6.904     
MAN    4.013     1.662E-20     10.034    
FUC    4.276     1.771E-20     10.690    
NGL    4.053     1.679E-20     10.132    
NGA    3.602     1.492E-20     9.005     
NC4    1.416     5.865E-21     3.540     
MAS    0.999     4.138E-21     2.498     
DMP    1.786     7.396E-21     4.464     
MMM    2.347     9.720E-21     5.867     
BTE    2.624     1.087E-20     6.560     
CHO    1.416     5.865E-21     3.540     
CHL    3.374     1.397E-20     8.435     
