# Generated by Parinaz Mosaddeghi Amini at University College Dublin, March 2023
# PMF between COM of side chain analogos ASP and Iron (fe-111) slab.
# 
# z(nm), (KJ/mol)
  0.212565, 69.886488
  0.214704, 62.774193
  0.216842, 55.623286
  0.218981, 48.497698
  0.221120, 41.456703
  0.223259, 34.566744
  0.225397, 27.897013
  0.227536, 21.514603
  0.229675, 15.484371
  0.231813,  9.860501
  0.233952,  4.689430
  0.236091, -0.002780
  0.238230, -4.202190
  0.240368, -7.920535
  0.242507,-11.186582
  0.244646,-14.045853
  0.246784,-16.548071
  0.248923,-18.754087
  0.251062,-20.718750
  0.253201,-22.493820
  0.255339,-24.128256
  0.257478,-25.650238
  0.259617,-27.071720
  0.261755,-28.396743
  0.263894,-29.623310
  0.266033,-30.737910
  0.268172,-31.734010
  0.270310,-32.606410
  0.272449,-33.347394
  0.274588,-33.953950
  0.276726,-34.422338
  0.278865,-34.753671
  0.281004,-34.952042
  0.283143,-35.027778
  0.285281,-34.992672
  0.287420,-34.870611
  0.289559,-34.668814
  0.291697,-34.404013
  0.293836,-34.084794
  0.295975,-33.716787
  0.298114,-33.300913
  0.300252,-32.830179
  0.302391,-32.310956
  0.304530,-31.745938
  0.306668,-31.141529
  0.308807,-30.499487
  0.310946,-29.822415
  0.313085,-29.128650
  0.315223,-28.421800
  0.317362,-27.714794
  0.319501,-27.012124
  0.321639,-26.322846
  0.323778,-25.641740
  0.325917,-24.964348
  0.328056,-24.291195
  0.330194,-23.624095
  0.332333,-22.963808
  0.334472,-22.320967
  0.336610,-21.697713
  0.338749,-21.109257
  0.340888,-20.560062
  0.343027,-20.049182
  0.345165,-19.559774
  0.347304,-19.081280
  0.349443,-18.595077
  0.351581,-18.088163
  0.353720,-17.545805
  0.355859,-16.970107
  0.357998,-16.372204
  0.360136,-15.765225
  0.362275,-15.167635
  0.364414,-14.596919
  0.366552,-14.065196
  0.368691,-13.571681
  0.370830,-13.122518
  0.372969,-12.711292
  0.375107,-12.330646
  0.377246,-11.983762
  0.379385,-11.669256
  0.381523,-11.390597
  0.383662,-11.147321
  0.385801,-10.941368
  0.387940,-10.770173
  0.390078,-10.633940
  0.392217,-10.526596
  0.394356,-10.445959
  0.396494,-10.395122
  0.398633,-10.377390
  0.400772,-10.397031
  0.402911,-10.451228
  0.405049,-10.542180
  0.407188,-10.665158
  0.409327,-10.792646
  0.411465,-10.901214
  0.413604,-10.972859
  0.415743,-10.987417
  0.417882,-10.930394
  0.420020,-10.802159
  0.422159,-10.602626
  0.424298,-10.342536
  0.426436,-10.021288
  0.428575, -9.641620
  0.430714, -9.209685
  0.432853, -8.727600
  0.434991, -8.203401
  0.437130, -7.643261
  0.439269, -7.055198
  0.441407, -6.455387
  0.443546, -5.856513
  0.445685, -5.273228
  0.447824, -4.712618
  0.449962, -4.181134
  0.452101, -3.682647
  0.454240, -3.221980
  0.456378, -2.783746
  0.458517, -2.376262
  0.460656, -2.004619
  0.462795, -1.674432
  0.464933, -1.402470
  0.467072, -1.201635
  0.469211, -1.074086
  0.471349, -1.010303
  0.473488, -1.003947
  0.475627, -1.045743
  0.477766, -1.109272
  0.479904, -1.188426
  0.482043, -1.267301
  0.484182, -1.344235
  0.486320, -1.424561
  0.488459, -1.507241
  0.490598, -1.601782
  0.492737, -1.708827
  0.494875, -1.829023
  0.497014, -1.962167
  0.499153, -2.113650
  0.501291, -2.281756
  0.503430, -2.478072
  0.505569, -2.700374
  0.507707, -2.957640
  0.509846, -3.239019
  0.511985, -3.530969
  0.514124, -3.825664
  0.516262, -4.101790
  0.518401, -4.359447
  0.520540, -4.592139
  0.522678, -4.798666
  0.524817, -4.988737
  0.526956, -5.167195
  0.529095, -5.351076
  0.531233, -5.535408
  0.533372, -5.732255
  0.535511, -5.936184
  0.537649, -6.146019
  0.539788, -6.354192
  0.541927, -6.549633
  0.544066, -6.728068
  0.546204, -6.881174
  0.548343, -7.010333
  0.550482, -7.110904
  0.552620, -7.189028
  0.554759, -7.242237
  0.556898, -7.283762
  0.559037, -7.323680
  0.561175, -7.354629
  0.563314, -7.386903
  0.565453, -7.420538
  0.567591, -7.450606
  0.569730, -7.467885
  0.571869, -7.467698
  0.574008, -7.438346
  0.576146, -7.378417
  0.578285, -7.281375
  0.580424, -7.158730
  0.582562, -7.012011
  0.584701, -6.849262
  0.586840, -6.679912
  0.588979, -6.510723
  0.591117, -6.350011
  0.593256, -6.193923
  0.595395, -6.050313
  0.597533, -5.907835
  0.599672, -5.772796
  0.601811, -5.632590
  0.603950, -5.480554
  0.606088, -5.311989
  0.608227, -5.136290
  0.610366, -4.945052
  0.612504, -4.749039
  0.614643, -4.550380
  0.616782, -4.348955
  0.618921, -4.148540
  0.621059, -3.954437
  0.623198, -3.772070
  0.625337, -3.597496
  0.627475, -3.434128
  0.629614, -3.286138
  0.631753, -3.142879
  0.633892, -3.012048
  0.636030, -2.882924
  0.638169, -2.758537
  0.640308, -2.631587
  0.642446, -2.502413
  0.644585, -2.372308
  0.646724, -2.241012
