# Generated by Parinaz Mosaddeghi Amini at University College Dublin, March 2023
# PMF between COM of side chain analogos GAN and Iron (fe-111) slab.
# 
# z(nm), (KJ/mol)
  0.220867, 46.912942
  0.222412, 41.235388
  0.223956, 35.529881
  0.225501, 29.832649
  0.227046, 24.180882
  0.228590, 18.613238
  0.230135, 13.163069
  0.231680,  7.863316
  0.233224,  2.744327
  0.234769, -2.170401
  0.236314, -6.856684
  0.237859,-11.296670
  0.239403,-15.474249
  0.240948,-19.377232
  0.242493,-22.989800
  0.244037,-26.311378
  0.245582,-29.345402
  0.247127,-32.101766
  0.248671,-34.595736
  0.250216,-36.854667
  0.251761,-38.896105
  0.253305,-40.754915
  0.254850,-42.453203
  0.256395,-44.015747
  0.257939,-45.461442
  0.259484,-46.803280
  0.261029,-48.056663
  0.262573,-49.226732
  0.264118,-50.322661
  0.265663,-51.351132
  0.267207,-52.316714
  0.268752,-53.223537
  0.270297,-54.067191
  0.271842,-54.841401
  0.273386,-55.527636
  0.274931,-56.108610
  0.276476,-56.572760
  0.278020,-56.901318
  0.279565,-57.101413
  0.281110,-57.184976
  0.282654,-57.167795
  0.284199,-57.071014
  0.285744,-56.911731
  0.287288,-56.699544
  0.288833,-56.442274
  0.290378,-56.140077
  0.291922,-55.781044
  0.293467,-55.373526
  0.295012,-54.926906
  0.296556,-54.467331
  0.298101,-54.005791
  0.299646,-53.559715
  0.301191,-53.155971
  0.302735,-52.796392
  0.304280,-52.466076
  0.305825,-52.154008
  0.307369,-51.838162
  0.308914,-51.506831
  0.310459,-51.144892
  0.312003,-50.757385
  0.313548,-50.328948
  0.315093,-49.869919
  0.316637,-49.384656
  0.318182,-48.876648
  0.319727,-48.338078
  0.321271,-47.772491
  0.322816,-47.179049
  0.324361,-46.558402
  0.325905,-45.905291
  0.327450,-45.223360
  0.328995,-44.519582
  0.330539,-43.786118
  0.332084,-43.037805
  0.333629,-42.263892
  0.335174,-41.479920
  0.336718,-40.683389
  0.338263,-39.881342
  0.339808,-39.078342
  0.341352,-38.285249
  0.342897,-37.505284
  0.344442,-36.745318
  0.345986,-36.011019
  0.347531,-35.310451
  0.349076,-34.646885
  0.350620,-34.012878
  0.352165,-33.410725
  0.353710,-32.834769
  0.355254,-32.288193
  0.356799,-31.758210
  0.358344,-31.241800
  0.359888,-30.741361
  0.361433,-30.255881
  0.362978,-29.784091
  0.364523,-29.330423
  0.366067,-28.896375
  0.367612,-28.478027
  0.369157,-28.071226
  0.370701,-27.678769
  0.372246,-27.289621
  0.373791,-26.903885
  0.375335,-26.520933
  0.376880,-26.132949
  0.378425,-25.734670
  0.379969,-25.323314
  0.381514,-24.898329
  0.383059,-24.464605
  0.384603,-24.031183
  0.386148,-23.607914
  0.387693,-23.195418
  0.389237,-22.803790
  0.390782,-22.436086
  0.392327,-22.092657
  0.393871,-21.771296
  0.395416,-21.470696
  0.396961,-21.195668
  0.398506,-20.937804
  0.400050,-20.700002
  0.401595,-20.483910
  0.403140,-20.289286
  0.404684,-20.107350
  0.406229,-19.932279
  0.407774,-19.766201
  0.409318,-19.594677
  0.410863,-19.409270
  0.412408,-19.205049
  0.413952,-18.979713
  0.415497,-18.727788
  0.417042,-18.451946
  0.418586,-18.151191
  0.420131,-17.842783
  0.421676,-17.526744
  0.423220,-17.203295
  0.424765,-16.878639
  0.426310,-16.549951
  0.427855,-16.211689
  0.429399,-15.861283
  0.430944,-15.499670
  0.432489,-15.127399
  0.434033,-14.752122
  0.435578,-14.394243
  0.437123,-14.058059
  0.438667,-13.757626
  0.440212,-13.494260
  0.441757,-13.276828
  0.443301,-13.098165
  0.444846,-12.954712
  0.446391,-12.837607
  0.447935,-12.742047
  0.449480,-12.658412
  0.451025,-12.581958
  0.452569,-12.508235
  0.454114,-12.435767
  0.455659,-12.364903
  0.457203,-12.289236
  0.458748,-12.216038
  0.460293,-12.141413
  0.461838,-12.069448
  0.463382,-11.993420
  0.464927,-11.914158
  0.466472,-11.831480
  0.468016,-11.740961
  0.469561,-11.648227
  0.471106,-11.548458
  0.472650,-11.440587
  0.474195,-11.321938
  0.475740,-11.196348
  0.477284,-11.059579
  0.478829,-10.906987
  0.480374,-10.738925
  0.481918,-10.554829
  0.483463,-10.346422
  0.485008,-10.119237
  0.486552, -9.870483
  0.488097, -9.597149
  0.489642, -9.299547
  0.491187, -8.978061
  0.492731, -8.637633
  0.494276, -8.280513
  0.495821, -7.903809
  0.497365, -7.508732
  0.498910, -7.101287
  0.500455, -6.684803
  0.501999, -6.260126
  0.503544, -5.827100
  0.505089, -5.390395
  0.506633, -4.946394
  0.508178, -4.507130
  0.509723, -4.070557
  0.511267, -3.636204
  0.512812, -3.213813
  0.514357, -2.804681
  0.515901, -2.409193
  0.517446, -2.031123
  0.518991, -1.673957
  0.520535, -1.337922
  0.522080, -1.030105
  0.523625, -0.746719
