# Generated by Parinaz Mosaddeghi Amini at University College Dublin, March 2023
# PMF between COM of side chain analogos PRO and Iron (fe-111) slab.
# 
# z(nm), (KJ/mol)
  0.237616, 22.653461
  0.238573, 18.621379
  0.239530, 14.577976
  0.240487, 10.535626
  0.241443,  6.506276
  0.242400,  2.506902
  0.243357, -1.452558
  0.244313, -5.360567
  0.245270, -9.201339
  0.246227,-12.967496
  0.247184,-16.646769
  0.248140,-20.229307
  0.249097,-23.705356
  0.250054,-27.070570
  0.251011,-30.312801
  0.251967,-33.429112
  0.252924,-36.407289
  0.253881,-39.241136
  0.254838,-41.928779
  0.255794,-44.464845
  0.256751,-46.845967
  0.257708,-49.075163
  0.258664,-51.151562
  0.259621,-53.084418
  0.260578,-54.883158
  0.261535,-56.555898
  0.262491,-58.115755
  0.263448,-59.574930
  0.264405,-60.949742
  0.265362,-62.247851
  0.266318,-63.477096
  0.267275,-64.645058
  0.268232,-65.755771
  0.269188,-66.813872
  0.270145,-67.822989
  0.271102,-68.788227
  0.272059,-69.712586
  0.273015,-70.602211
  0.273972,-71.455232
  0.274929,-72.273293
  0.275886,-73.051485
  0.276842,-73.784430
  0.277799,-74.466756
  0.278756,-75.094177
  0.279713,-75.663143
  0.280669,-76.173054
  0.281626,-76.626631
  0.282583,-77.018556
  0.283539,-77.358737
  0.284496,-77.639521
  0.285453,-77.869742
  0.286410,-78.047282
  0.287366,-78.176229
  0.288323,-78.256636
  0.289280,-78.283892
  0.290237,-78.259413
  0.291193,-78.184305
  0.292150,-78.051798
  0.293107,-77.856405
  0.294064,-77.601190
  0.295020,-77.282701
  0.295977,-76.906065
  0.296934,-76.484632
  0.297890,-76.024356
  0.298847,-75.532857
  0.299804,-75.025295
  0.300761,-74.504559
  0.301717,-73.986392
  0.302674,-73.473594
  0.303631,-72.973375
  0.304588,-72.478544
  0.305544,-71.993577
  0.306501,-71.516479
  0.307458,-71.046614
  0.308415,-70.592492
  0.309371,-70.141134
  0.310328,-69.697664
  0.311285,-69.260638
  0.312241,-68.836135
  0.313198,-68.423919
  0.314155,-68.020069
  0.315112,-67.630746
  0.316068,-67.253227
  0.317025,-66.894195
  0.317982,-66.545513
  0.318939,-66.202292
  0.319895,-65.868810
  0.320852,-65.533587
  0.321809,-65.194656
  0.322766,-64.851564
  0.323722,-64.503047
  0.324679,-64.145502
  0.325636,-63.786426
  0.326592,-63.428345
  0.327549,-63.069617
  0.328506,-62.715664
  0.329463,-62.371762
  0.330419,-62.040164
  0.331376,-61.727195
  0.332333,-61.433290
  0.333290,-61.156919
  0.334246,-60.911442
  0.335203,-60.687165
  0.336160,-60.488195
  0.337117,-60.304839
  0.338073,-60.139660
  0.339030,-59.984820
  0.339987,-59.847265
  0.340943,-59.716364
  0.341900,-59.598372
  0.342857,-59.483433
  0.343814,-59.370835
  0.344770,-59.264170
  0.345727,-59.155872
  0.346684,-59.046799
  0.347641,-58.928111
  0.348597,-58.797370
  0.349554,-58.651900
  0.350511,-58.489944
  0.351468,-58.307550
  0.352424,-58.104972
  0.353381,-57.883986
  0.354338,-57.647165
  0.355294,-57.392524
  0.356251,-57.125712
  0.357208,-56.846598
  0.358165,-56.560314
  0.359121,-56.266750
  0.360078,-55.964202
  0.361035,-55.653825
  0.361992,-55.339759
  0.362948,-55.019224
  0.363905,-54.693215
  0.364862,-54.357302
  0.365819,-54.013455
  0.366775,-53.666618
  0.367732,-53.317246
  0.368689,-52.966730
  0.369645,-52.614536
  0.370602,-52.261622
  0.371559,-51.911992
  0.372516,-51.570728
  0.373472,-51.233027
  0.374429,-50.901991
  0.375386,-50.579250
  0.376343,-50.265851
  0.377299,-49.956411
  0.378256,-49.650929
  0.379213,-49.347464
  0.380170,-49.039927
  0.381126,-48.737934
  0.382083,-48.434122
  0.383040,-48.124582
  0.383996,-47.804839
  0.384953,-47.475386
  0.385910,-47.133767
  0.386867,-46.779487
  0.387823,-46.417240
  0.388780,-46.044004
  0.389737,-45.654246
  0.390694,-45.254256
  0.391650,-44.839913
  0.392607,-44.412626
  0.393564,-43.973708
  0.394521,-43.522140
  0.395477,-43.059254
  0.396434,-42.587611
  0.397391,-42.105003
  0.398347,-41.613136
  0.399304,-41.111641
  0.400261,-40.603687
  0.401218,-40.090787
  0.402174,-39.576192
  0.403131,-39.058837
  0.404088,-38.544217
  0.405045,-38.038288
  0.406001,-37.536109
  0.406958,-37.041664
  0.407915,-36.561095
  0.408872,-36.084766
  0.409828,-35.618786
  0.410785,-35.163406
  0.411742,-34.719806
  0.412698,-34.284082
  0.413655,-33.857917
  0.414612,-33.440176
  0.415569,-33.035324
  0.416525,-32.641355
  0.417482,-32.259246
  0.418439,-31.891567
  0.419396,-31.538935
  0.420352,-31.206818
  0.421309,-30.896395
  0.422266,-30.610215
  0.423223,-30.349585
  0.424179,-30.116274
  0.425136,-29.915344
  0.426093,-29.744058
  0.427049,-29.599665
  0.428006,-29.479181
  0.428963,-29.382848
  0.429920,-29.303662
  0.430876,-29.238121
  0.431833,-29.180237
  0.432790,-29.127282
  0.433747,-29.072870
  0.434703,-29.017497
  0.435660,-28.952841
  0.436617,-28.882894
  0.437574,-28.807087
  0.438530,-28.726073
  0.439487,-28.637766
  0.440444,-28.548057
  0.441400,-28.457012
  0.442357,-28.366389
  0.443314,-28.277399
  0.444271,-28.190081
  0.445227,-28.109667
  0.446184,-28.032469
  0.447141,-27.956828
  0.448098,-27.881541
  0.449054,-27.806680
  0.450011,-27.730633
  0.450968,-27.652101
  0.451925,-27.569914
  0.452881,-27.490898
  0.453838,-27.402949
  0.454795,-27.315798
  0.455751,-27.229600
  0.456708,-27.146041
  0.457665,-27.059839
  0.458622,-26.972206
  0.459578,-26.879668
  0.460535,-26.784303
  0.461492,-26.683291
  0.462449,-26.578012
  0.463405,-26.466571
  0.464362,-26.346326
  0.465319,-26.221065
  0.466276,-26.095839
  0.467232,-25.969292
  0.468189,-25.837831
  0.469146,-25.712371
  0.470102,-25.592285
  0.471059,-25.480200
  0.472016,-25.375553
  0.472973,-25.283799
  0.473929,-25.202826
  0.474886,-25.135742
  0.475843,-25.079929
  0.476800,-25.031161
  0.477756,-24.998581
  0.478713,-24.973898
  0.479670,-24.957051
  0.480627,-24.951707
  0.481583,-24.950022
  0.482540,-24.954277
  0.483497,-24.961605
  0.484453,-24.972726
  0.485410,-24.989825
  0.486367,-25.007404
  0.487324,-25.025730
  0.488280,-25.046540
  0.489237,-25.070791
  0.490194,-25.094388
  0.491151,-25.117816
  0.492107,-25.145220
  0.493064,-25.171525
  0.494021,-25.196267
  0.494978,-25.222575
  0.495934,-25.247415
  0.496891,-25.268906
  0.497848,-25.287467
  0.498804,-25.297685
  0.499761,-25.303610
  0.500718,-25.295942
  0.501675,-25.279946
  0.502631,-25.245834
  0.503588,-25.194643
  0.504545,-25.125243
  0.505502,-25.042272
  0.506458,-24.937551
  0.507415,-24.815434
  0.508372,-24.673153
  0.509329,-24.512181
  0.510285,-24.333275
  0.511242,-24.139752
  0.512199,-23.926098
  0.513155,-23.688739
  0.514112,-23.436290
  0.515069,-23.164720
  0.516026,-22.870589
  0.516982,-22.556292
  0.517939,-22.224235
  0.518896,-21.877715
  0.519853,-21.514884
  0.520809,-21.140707
  0.521766,-20.759138
  0.522723,-20.374217
  0.523680,-19.979304
  0.524636,-19.586660
  0.525593,-19.195334
