# Generated by Parinaz Mosaddeghi Amini at University College Dublin, March 2023
# PMF between COM of side chain analogos ALA and Iron (fe-111) slab.
# 
# z(nm), (KJ/mol)
  0.203151,100.132608
  0.205044, 95.758332
  0.206936, 91.306522
  0.208829, 86.787608
  0.210722, 82.215507
  0.212614, 77.610035
  0.214507, 72.989927
  0.216400, 68.373735
  0.218292, 63.781020
  0.220185, 59.233691
  0.222078, 54.754685
  0.223970, 50.363461
  0.225863, 46.083553
  0.227756, 41.934729
  0.229648, 37.939019
  0.231541, 34.117319
  0.233434, 30.485967
  0.235326, 27.066847
  0.237219, 23.871135
  0.239111, 20.911858
  0.241004, 18.191493
  0.242897, 15.713864
  0.244789, 13.469056
  0.246682, 11.450168
  0.248575,  9.635201
  0.250467,  8.014607
  0.252360,  6.564871
  0.254253,  5.264794
  0.256145,  4.105781
  0.258038,  3.073810
  0.259931,  2.158839
  0.261823,  1.349520
  0.263716,  0.643867
  0.265609,  0.031698
  0.267501, -0.492178
  0.269394, -0.936170
  0.271287, -1.310315
  0.273179, -1.623172
  0.275072, -1.885993
  0.276965, -2.109837
  0.278857, -2.303383
  0.280750, -2.467219
  0.282643, -2.607185
  0.284535, -2.719744
  0.286428, -2.801204
  0.288320, -2.851335
  0.290213, -2.865554
  0.292106, -2.845364
  0.293998, -2.793347
  0.295891, -2.706091
  0.297784, -2.588378
  0.299676, -2.446686
  0.301569, -2.278595
  0.303462, -2.091339
  0.305354, -1.891937
  0.307247, -1.677073
  0.309140, -1.450899
  0.311032, -1.212690
  0.312925, -0.961355
  0.314818, -0.699184
  0.316710, -0.424142
  0.318603, -0.138142
  0.320496,  0.164743
  0.322388,  0.482383
  0.324281,  0.821434
  0.326174,  1.171527
  0.328066,  1.538983
  0.329959,  1.919743
  0.331852,  2.312194
  0.333744,  2.716373
  0.335637,  3.126644
  0.337529,  3.538516
  0.339422,  3.953713
  0.341315,  4.363420
  0.343207,  4.765822
  0.345100,  5.156777
  0.346993,  5.537629
  0.348885,  5.907758
  0.350778,  6.261431
  0.352671,  6.601282
  0.354563,  6.921507
  0.356456,  7.230451
  0.358349,  7.528402
  0.360241,  7.814720
  0.362134,  8.093107
  0.364027,  8.365812
  0.365919,  8.636329
  0.367812,  8.895305
  0.369705,  9.154720
  0.371597,  9.411305
  0.373490,  9.665522
  0.375383,  9.917140
  0.377275, 10.168762
  0.379168, 10.412842
  0.381060, 10.650178
  0.382953, 10.885560
  0.384846, 11.113170
  0.386738, 11.331111
  0.388631, 11.539579
  0.390524, 11.736065
  0.392416, 11.918329
  0.394309, 12.084980
  0.396202, 12.238058
  0.398094, 12.377973
  0.399987, 12.503335
  0.401880, 12.617852
  0.403772, 12.716895
  0.405665, 12.805602
  0.407558, 12.881504
  0.409450, 12.947590
  0.411343, 13.007028
  0.413236, 13.062080
  0.415128, 13.114063
  0.417021, 13.161806
  0.418914, 13.206547
  0.420806, 13.254455
  0.422699, 13.297556
  0.424592, 13.340987
  0.426484, 13.383086
  0.428377, 13.423791
  0.430269, 13.462412
  0.432162, 13.497941
  0.434055, 13.533168
  0.435947, 13.564804
  0.437840, 13.591872
  0.439733, 13.613871
  0.441625, 13.631332
  0.443518, 13.643515
  0.445411, 13.645566
  0.447303, 13.643479
  0.449196, 13.627542
  0.451089, 13.604186
  0.452981, 13.569601
  0.454874, 13.521788
  0.456767, 13.463374
  0.458659, 13.395482
  0.460552, 13.315660
  0.462445, 13.221957
  0.464337, 13.116751
  0.466230, 13.004367
  0.468123, 12.878140
  0.470015, 12.739985
  0.471908, 12.593614
  0.473801, 12.440021
  0.475693, 12.280485
  0.477586, 12.112371
  0.479478, 11.937308
  0.481371, 11.762868
  0.483264, 11.583346
