# Generated by Parinaz Mosaddeghi Amini at University College Dublin, March 2023
# PMF between COM of side chain analogos HIE and Iron (fe-111) slab.
# 
# z(nm), (KJ/mol)
  0.223056, 35.780471
  0.224983, 27.995460
  0.226910, 20.231013
  0.228837, 12.569180
  0.230763,  5.100790
  0.232690, -2.086500
  0.234617, -8.915304
  0.236543,-15.317441
  0.238470,-21.255881
  0.240397,-26.716053
  0.242324,-31.690176
  0.244250,-36.167601
  0.246177,-40.149016
  0.248104,-43.645174
  0.250030,-46.678047
  0.251957,-49.312852
  0.253884,-51.632217
  0.255811,-53.714939
  0.257737,-55.621753
  0.259664,-57.385433
  0.261591,-59.010483
  0.263517,-60.484928
  0.265444,-61.801387
  0.267371,-62.951874
  0.269298,-63.943199
  0.271224,-64.786102
  0.273151,-65.496254
  0.275078,-66.080515
  0.277004,-66.537194
  0.278931,-66.855808
  0.280858,-67.020617
  0.282785,-67.015043
  0.284711,-66.834582
  0.286638,-66.505905
  0.288565,-66.051032
  0.290491,-65.497508
  0.292418,-64.870451
  0.294345,-64.166731
  0.296272,-63.376170
  0.298198,-62.496655
  0.300125,-61.536680
  0.302052,-60.515685
  0.303978,-59.458300
  0.305905,-58.375300
  0.307832,-57.275712
  0.309759,-56.154592
  0.311685,-55.011806
  0.313612,-53.831897
  0.315539,-52.623844
  0.317465,-51.385123
  0.319392,-50.134514
  0.321319,-48.887593
  0.323246,-47.651821
  0.325172,-46.442126
  0.327099,-45.268855
  0.329026,-44.134428
  0.330952,-43.042983
  0.332879,-42.000529
  0.334806,-41.004827
  0.336733,-40.056097
  0.338659,-39.150094
  0.340586,-38.281928
  0.342513,-37.450722
  0.344439,-36.645821
  0.346366,-35.867352
  0.348293,-35.121097
  0.350220,-34.404242
  0.352146,-33.734569
  0.354073,-33.120776
  0.356000,-32.563756
  0.357926,-32.065266
  0.359853,-31.622256
  0.361780,-31.222111
  0.363707,-30.856605
  0.365633,-30.501154
  0.367560,-30.137953
  0.369487,-29.765664
  0.371413,-29.383878
  0.373340,-28.996426
  0.375267,-28.612167
  0.377194,-28.243612
