# PMF between COM of SARG and TiO2 slab.
#
#              SARG
# z (nm)   (kJ/mol)                
  0.1504  306.94022
  0.1536  306.50684
  0.1568  306.07930
  0.1600  305.65867
  0.1632  305.24494
  0.1664  304.83644
  0.1696  304.43504
  0.1728  304.03734
  0.1760  303.64114
  0.1792  303.24654
  0.1824  302.85004
  0.1856  302.44624
  0.1888  302.03234
  0.1920  301.60224
  0.1952  301.14764
  0.1984  300.65514
  0.2016  300.11244
  0.2048  299.49974
  0.2080  298.79114
  0.2112  297.95324
  0.2144  296.94244
  0.2176  295.70064
  0.2208  294.16204
  0.2240  292.24734
  0.2272  289.86594
  0.2304  286.92294
  0.2336  283.31974
  0.2368  278.96844
  0.2400  273.79524
  0.2432  267.75984
  0.2464  260.87164
  0.2496  253.20174
  0.2528  244.88844
  0.2560  236.11104
  0.2592  227.06934
  0.2624  217.93834
  0.2656  208.87164
  0.2688  200.01664
  0.2720  191.58564
  0.2752  183.85964
  0.2784  177.11564
  0.2816  171.40064
  0.2848  166.34264
  0.2880  161.40164
  0.2912  156.39964
  0.2944  151.46564
  0.2976  146.66164
  0.3008  142.04564
  0.3040  137.79764
  0.3072  133.94164
  0.3104  130.20264
  0.3136  126.37864
  0.3168  122.59164
  0.3200  118.99764
  0.3232  115.56964
  0.3264  112.23964
  0.3296  109.05164
  0.3328  106.12564
  0.3360  103.49864
  0.3392  101.04064
  0.3424   98.58164
  0.3456   96.04864
  0.3488   93.48964
  0.3520   90.93964
  0.3552   88.33564
  0.3584   85.49764
  0.3616   82.25964
  0.3648   78.54364
  0.3680   74.39264
  0.3712   69.89364
  0.3744   65.17064
  0.3776   60.30664
  0.3808   55.34864
  0.3840   50.31964
  0.3872   45.29064
  0.3904   40.37764
  0.3936   35.70764
  0.3968   31.36464
  0.4000   27.37964
  0.4032   23.77564
  0.4064   20.54664
  0.4096   17.67264
  0.4128   15.09864
  0.4160   12.76964
  0.4192   10.65564
  0.4224    8.72864
  0.4256    6.98764
  0.4288    5.40964
  0.4320    3.95664
  0.4352    2.59864
  0.4384    1.33664
  0.4416    0.18364
  0.4448   -0.84736
  0.4480   -1.73736
  0.4512   -2.47736
  0.4544   -3.07736
  0.4576   -3.56736
  0.4608   -3.99336
  0.4640   -4.40536
  0.4672   -4.79636
  0.4704   -5.12336
  0.4736   -5.35036
  0.4768   -5.49536
  0.4800   -5.62136
  0.4832   -5.78736
  0.4864   -5.99836
  0.4896   -6.20536
  0.4928   -6.36136
  0.4960   -6.45636
  0.4992   -6.51736
  0.5024   -6.59436
  0.5056   -6.69236
  0.5088   -6.79636
  0.5120   -6.87536
  0.5152   -6.91336
  0.5184   -6.93636
  0.5216   -6.96436
  0.5248   -7.01936
  0.5280   -7.07736
  0.5312   -7.10636
  0.5344   -7.09036
