C_morph-1         ALA   0.085  10.581
C_amorph-1        ALA   0.091  10.204
C_amorph-1        ALA   0.093   9.825
C_amorph-1        ALA   0.095   9.400
C_amorph-1        ALA   0.097   8.966
C_amorph-1        ALA   0.099   8.541
C_amorph-1        ALA   0.101   8.115
C_amorph-1        ALA   0.103   7.696
C_amorph-1        ALA   0.105   7.296
C_amorph-1        ALA   0.107   6.884
C_amorph-1        ALA   0.109   6.469
C_amorph-1        ALA   0.111   6.044
C_amorph-1        ALA   0.113   5.621
C_amorph-1        ALA   0.115   5.210
C_amorph-1        ALA   0.117   4.794
C_amorph-1        ALA   0.119   4.378
C_amorph-1        ALA   0.121   3.965
C_amorph-1        ALA   0.123   3.559
C_amorph-1        ALA   0.125   3.158
C_amorph-1        ALA   0.127   2.763
C_amorph-1        ALA   0.129   2.373
C_amorph-1        ALA   0.131   1.986
C_amorph-1        ALA   0.133   1.606
C_amorph-1        ALA   0.135   1.229
C_amorph-1        ALA   0.137   0.857
C_amorph-1        ALA   0.139   0.491
C_amorph-1        ALA   0.141   0.136
C_amorph-1        ALA   0.143  -0.207
C_amorph-1        ALA   0.145  -0.545
C_amorph-1        ALA   0.147  -0.877
C_amorph-1        ALA   0.149  -1.199
C_amorph-1        ALA   0.151  -1.512
C_amorph-1        ALA   0.153  -1.818
C_amorph-1        ALA   0.155  -2.115
C_amorph-1        ALA   0.157  -2.404
C_amorph-1        ALA   0.159  -2.685
C_amorph-1        ALA   0.161  -2.955
C_amorph-1        ALA   0.163  -3.215
C_amorph-1        ALA   0.165  -3.469
C_amorph-1        ALA   0.167  -3.712
C_amorph-1        ALA   0.169  -3.945
C_amorph-1        ALA   0.171  -4.170
C_amorph-1        ALA   0.173  -4.384
C_amorph-1        ALA   0.175  -4.589
C_amorph-1        ALA   0.177  -4.783
C_amorph-1        ALA   0.179  -4.968
C_amorph-1        ALA   0.181  -5.143
C_amorph-1        ALA   0.183  -5.308
C_amorph-1        ALA   0.185  -5.463
C_amorph-1        ALA   0.187  -5.608
C_amorph-1        ALA   0.189  -5.742
C_amorph-1        ALA   0.191  -5.867
C_amorph-1        ALA   0.193  -5.983
C_amorph-1        ALA   0.195  -6.088
C_amorph-1        ALA   0.197  -6.184
C_amorph-1        ALA   0.199  -6.270
C_amorph-1        ALA   0.201  -6.346
C_amorph-1        ALA   0.203  -6.412
C_amorph-1        ALA   0.205  -6.470
C_amorph-1        ALA   0.207  -6.518
C_amorph-1        ALA   0.209  -6.556
C_amorph-1        ALA   0.211  -6.587
C_amorph-1        ALA   0.213  -6.609
C_amorph-1        ALA   0.215  -6.621
C_amorph-1        ALA   0.217  -6.625
C_amorph-1        ALA   0.219  -6.621
C_amorph-1        ALA   0.221  -6.608
C_amorph-1        ALA   0.223  -6.588
C_amorph-1        ALA   0.225  -6.560
C_amorph-1        ALA   0.227  -6.525
C_amorph-1        ALA   0.229  -6.482
C_amorph-1        ALA   0.231  -6.432
C_amorph-1        ALA   0.233  -6.375
C_amorph-1        ALA   0.235  -6.311
C_amorph-1        ALA   0.237  -6.241
C_amorph-1        ALA   0.239  -6.165
C_amorph-1        ALA   0.241  -6.084
C_amorph-1        ALA   0.243  -5.997
C_amorph-1        ALA   0.245  -5.904
C_amorph-1        ALA   0.247  -5.806
C_amorph-1        ALA   0.249  -5.702
C_amorph-1        ALA   0.251  -5.595
C_amorph-1        ALA   0.253  -5.482
C_amorph-1        ALA   0.255  -5.366
C_amorph-1        ALA   0.257  -5.246
C_amorph-1        ALA   0.259  -5.122
C_amorph-1        ALA   0.261  -4.994
C_amorph-1        ALA   0.263  -4.863
C_amorph-1        ALA   0.265  -4.730
C_amorph-1        ALA   0.267  -4.593
C_amorph-1        ALA   0.269  -4.454
C_amorph-1        ALA   0.271  -4.313
C_amorph-1        ALA   0.273  -4.169
C_amorph-1        ALA   0.275  -4.024
C_amorph-1        ALA   0.277  -3.878
C_amorph-1        ALA   0.279  -3.730
C_amorph-1        ALA   0.281  -3.580
C_amorph-1        ALA   0.283  -3.430
C_amorph-1        ALA   0.285  -3.279
C_amorph-1        ALA   0.287  -3.127
C_amorph-1        ALA   0.289  -2.975
C_amorph-1        ALA   0.291  -2.823
C_amorph-1        ALA   0.293  -2.671
C_amorph-1        ALA   0.295  -2.519
C_amorph-1        ALA   0.297  -2.367
C_amorph-1        ALA   0.299  -2.215
C_amorph-1        ALA   0.301  -2.064
C_amorph-1        ALA   0.303  -1.913
C_amorph-1        ALA   0.305  -1.764
C_amorph-1        ALA   0.307  -1.616
C_amorph-1        ALA   0.309  -1.468
C_amorph-1        ALA   0.311  -1.322
C_amorph-1        ALA   0.313  -1.178
C_amorph-1        ALA   0.315  -1.035
C_amorph-1        ALA   0.317  -0.892
C_amorph-1        ALA   0.319  -0.751
C_amorph-1        ALA   0.321  -0.612
C_amorph-1        ALA   0.323  -0.475
C_amorph-1        ALA   0.325  -0.340
C_amorph-1        ALA   0.327  -0.206
C_amorph-1        ALA   0.329  -0.075
C_amorph-1        ALA   0.331   0.055
C_amorph-1        ALA   0.333   0.183
C_amorph-1        ALA   0.335   0.309
C_amorph-1        ALA   0.337   0.433
C_amorph-1        ALA   0.339   0.554
C_amorph-1        ALA   0.341   0.673
C_amorph-1        ALA   0.343   0.790
C_amorph-1        ALA   0.345   0.905
C_amorph-1        ALA   0.347   1.017
C_amorph-1        ALA   0.349   1.128
C_amorph-1        ALA   0.351   1.236
C_amorph-1        ALA   0.353   1.342
C_amorph-1        ALA   0.355   1.445
C_amorph-1        ALA   0.357   1.546
C_amorph-1        ALA   0.359   1.644
C_amorph-1        ALA   0.361   1.739
C_amorph-1        ALA   0.363   1.832
C_amorph-1        ALA   0.365   1.924
C_amorph-1        ALA   0.367   2.013
C_amorph-1        ALA   0.369   2.099
C_amorph-1        ALA   0.371   2.183
C_amorph-1        ALA   0.373   2.264
C_amorph-1        ALA   0.375   2.342
C_amorph-1        ALA   0.377   2.418
C_amorph-1        ALA   0.379   2.492
C_amorph-1        ALA   0.381   2.563
C_amorph-1        ALA   0.383   2.631
C_amorph-1        ALA   0.385   2.696
C_amorph-1        ALA   0.387   2.759
C_amorph-1        ALA   0.389   2.818
C_amorph-1        ALA   0.391   2.873
C_amorph-1        ALA   0.393   2.926
C_amorph-1        ALA   0.395   2.977
C_amorph-1        ALA   0.397   3.023
C_amorph-1        ALA   0.399   3.066
C_amorph-1        ALA   0.401   3.106
C_amorph-1        ALA   0.403   3.142
C_amorph-1        ALA   0.405   3.175
C_amorph-1        ALA   0.407   3.205
C_amorph-1        ALA   0.409   3.231
C_amorph-1        ALA   0.411   3.253
C_amorph-1        ALA   0.413   3.272
C_amorph-1        ALA   0.415   3.287
C_amorph-1        ALA   0.417   3.298
C_amorph-1        ALA   0.419   3.306
C_amorph-1        ALA   0.421   3.310
C_amorph-1        ALA   0.423   3.310
C_amorph-1        ALA   0.425   3.306
C_amorph-1        ALA   0.427   3.299
C_amorph-1        ALA   0.429   3.287
C_amorph-1        ALA   0.431   3.272
C_amorph-1        ALA   0.433   3.253
C_amorph-1        ALA   0.435   3.230
C_amorph-1        ALA   0.437   3.204
C_amorph-1        ALA   0.439   3.173
C_amorph-1        ALA   0.441   3.139
C_amorph-1        ALA   0.443   3.102
C_amorph-1        ALA   0.445   3.060
C_amorph-1        ALA   0.447   3.015
C_amorph-1        ALA   0.449   2.967
C_amorph-1        ALA   0.451   2.915
C_amorph-1        ALA   0.453   2.859
C_amorph-1        ALA   0.455   2.801
C_amorph-1        ALA   0.457   2.739
C_amorph-1        ALA   0.459   2.675
C_amorph-1        ALA   0.461   2.608
C_amorph-1        ALA   0.463   2.537
C_amorph-1        ALA   0.465   2.464
C_amorph-1        ALA   0.467   2.390
C_amorph-1        ALA   0.469   2.314
C_amorph-1        ALA   0.471   2.234
C_amorph-1        ALA   0.473   2.152
C_amorph-1        ALA   0.475   2.069
C_amorph-1        ALA   0.477   1.985
C_amorph-1        ALA   0.479   1.899
C_amorph-1        ALA   0.481   1.813
C_amorph-1        ALA   0.483   1.726
C_amorph-1        ALA   0.485   1.638
C_amorph-1        ALA   0.487   1.549
C_amorph-1        ALA   0.489   1.459
C_amorph-1        ALA   0.491   1.369
C_amorph-1        ALA   0.493   1.280
C_amorph-1        ALA   0.495   1.191
C_amorph-1        ALA   0.497   1.103
C_amorph-1        ALA   0.499   1.015
C_amorph-1        ALA   0.501   0.927
C_amorph-1        ALA   0.503   0.840
C_amorph-1        ALA   0.505   0.755
C_amorph-1        ALA   0.507   0.670
C_amorph-1        ALA   0.509   0.588
C_amorph-1        ALA   0.511   0.507
C_amorph-1        ALA   0.513   0.426
C_amorph-1        ALA   0.515   0.348
C_amorph-1        ALA   0.517   0.272
C_amorph-1        ALA   0.519   0.198
C_amorph-1        ALA   0.521   0.126
C_amorph-1        ALA   0.523   0.056
