graphene  ALA                 0.2150     16.1529
graphene  ALA                 0.2190     15.4329
graphene  ALA                 0.2210     15.0302
graphene  ALA                 0.2230     14.6758
graphene  ALA                 0.2250     14.3311
graphene  ALA                 0.2270     13.9399
graphene  ALA                 0.2290     13.5251
graphene  ALA                 0.2310     13.0908
graphene  ALA                 0.2330     12.6561
graphene  ALA                 0.2350     12.2310
graphene  ALA                 0.2370     11.7902
graphene  ALA                 0.2390     11.3472
graphene  ALA                 0.2410     10.8932
graphene  ALA                 0.2430     10.4235
graphene  ALA                 0.2450      9.9536
graphene  ALA                 0.2470      9.4821
graphene  ALA                 0.2490      9.0052
graphene  ALA                 0.2510      8.5347
graphene  ALA                 0.2530      8.0674
graphene  ALA                 0.2550      7.5867
graphene  ALA                 0.2570      7.1053
graphene  ALA                 0.2590      6.6288
graphene  ALA                 0.2610      6.1531
graphene  ALA                 0.2630      5.6747
graphene  ALA                 0.2650      5.2032
graphene  ALA                 0.2670      4.7360
graphene  ALA                 0.2690      4.2708
graphene  ALA                 0.2710      3.8102
graphene  ALA                 0.2730      3.3501
graphene  ALA                 0.2750      2.8946
graphene  ALA                 0.2770      2.4494
graphene  ALA                 0.2790      2.0157
graphene  ALA                 0.2810      1.5895
graphene  ALA                 0.2830      1.1711
graphene  ALA                 0.2850      0.7614
graphene  ALA                 0.2870      0.3561
graphene  ALA                 0.2890     -0.0419
graphene  ALA                 0.2910     -0.4276
graphene  ALA                 0.2930     -0.8052
graphene  ALA                 0.2950     -1.1760
graphene  ALA                 0.2970     -1.5360
graphene  ALA                 0.2990     -1.8877
graphene  ALA                 0.3010     -2.2274
graphene  ALA                 0.3030     -2.5532
graphene  ALA                 0.3050     -2.8670
graphene  ALA                 0.3070     -3.1702
graphene  ALA                 0.3090     -3.4635
graphene  ALA                 0.3110     -3.7430
graphene  ALA                 0.3130     -4.0087
graphene  ALA                 0.3150     -4.2623
graphene  ALA                 0.3170     -4.5027
graphene  ALA                 0.3190     -4.7309
graphene  ALA                 0.3210     -4.9468
graphene  ALA                 0.3230     -5.1482
graphene  ALA                 0.3250     -5.3353
graphene  ALA                 0.3270     -5.5075
graphene  ALA                 0.3290     -5.6654
graphene  ALA                 0.3310     -5.8104
graphene  ALA                 0.3330     -5.9420
graphene  ALA                 0.3350     -6.0597
graphene  ALA                 0.3370     -6.1628
graphene  ALA                 0.3390     -6.2529
graphene  ALA                 0.3410     -6.3292
graphene  ALA                 0.3430     -6.3915
graphene  ALA                 0.3450     -6.4405
graphene  ALA                 0.3470     -6.4763
graphene  ALA                 0.3490     -6.4986
graphene  ALA                 0.3510     -6.5082
graphene  ALA                 0.3530     -6.5054
graphene  ALA                 0.3550     -6.4902
graphene  ALA                 0.3570     -6.4623
graphene  ALA                 0.3590     -6.4229
graphene  ALA                 0.3610     -6.3726
graphene  ALA                 0.3630     -6.3113
graphene  ALA                 0.3650     -6.2398
graphene  ALA                 0.3670     -6.1581
graphene  ALA                 0.3690     -6.0671
graphene  ALA                 0.3710     -5.9664
graphene  ALA                 0.3730     -5.8566
graphene  ALA                 0.3750     -5.7379
graphene  ALA                 0.3770     -5.6111
graphene  ALA                 0.3790     -5.4780
graphene  ALA                 0.3810     -5.3382
graphene  ALA                 0.3830     -5.1921
graphene  ALA                 0.3850     -5.0408
graphene  ALA                 0.3870     -4.8839
graphene  ALA                 0.3890     -4.7221
graphene  ALA                 0.3910     -4.5551
graphene  ALA                 0.3930     -4.3837
graphene  ALA                 0.3950     -4.2098
graphene  ALA                 0.3970     -4.0332
graphene  ALA                 0.3990     -3.8539
graphene  ALA                 0.4010     -3.6719
graphene  ALA                 0.4030     -3.4879
graphene  ALA                 0.4050     -3.3029
graphene  ALA                 0.4070     -3.1174
graphene  ALA                 0.4090     -2.9310
graphene  ALA                 0.4110     -2.7438
graphene  ALA                 0.4130     -2.5573
graphene  ALA                 0.4150     -2.3713
graphene  ALA                 0.4170     -2.1855
graphene  ALA                 0.4190     -2.0010
graphene  ALA                 0.4210     -1.8173
graphene  ALA                 0.4230     -1.6352
graphene  ALA                 0.4250     -1.4550
graphene  ALA                 0.4270     -1.2766
graphene  ALA                 0.4290     -1.1004
graphene  ALA                 0.4310     -0.9261
graphene  ALA                 0.4330     -0.7543
graphene  ALA                 0.4350     -0.5848
graphene  ALA                 0.4370     -0.4176
graphene  ALA                 0.4390     -0.2531
graphene  ALA                 0.4410     -0.0917
graphene  ALA                 0.4430      0.0671
graphene  ALA                 0.4450      0.2230
graphene  ALA                 0.4470      0.3756
graphene  ALA                 0.4490      0.5250
graphene  ALA                 0.4510      0.6712
graphene  ALA                 0.4530      0.8142
graphene  ALA                 0.4550      0.9540
graphene  ALA                 0.4570      1.0903
graphene  ALA                 0.4590      1.2233
graphene  ALA                 0.4610      1.3533
graphene  ALA                 0.4630      1.4800
graphene  ALA                 0.4650      1.6031
graphene  ALA                 0.4670      1.7232
graphene  ALA                 0.4690      1.8403
graphene  ALA                 0.4710      1.9537
graphene  ALA                 0.4730      2.0637
graphene  ALA                 0.4750      2.1704
graphene  ALA                 0.4770      2.2733
graphene  ALA                 0.4790      2.3728
graphene  ALA                 0.4810      2.4693
graphene  ALA                 0.4830      2.5626
graphene  ALA                 0.4850      2.6527
graphene  ALA                 0.4870      2.7392
graphene  ALA                 0.4890      2.8217
graphene  ALA                 0.4910      2.9008
graphene  ALA                 0.4930      2.9764
graphene  ALA                 0.4950      3.0486
graphene  ALA                 0.4970      3.1176
graphene  ALA                 0.4990      3.1830
graphene  ALA                 0.5010      3.2449
graphene  ALA                 0.5030      3.3031
graphene  ALA                 0.5050      3.3571
graphene  ALA                 0.5070      3.4075
graphene  ALA                 0.5090      3.4546
graphene  ALA                 0.5110      3.4984
graphene  ALA                 0.5130      3.5384
graphene  ALA                 0.5150      3.5745
graphene  ALA                 0.5170      3.6066
graphene  ALA                 0.5190      3.6342
graphene  ALA                 0.5210      3.6578
graphene  ALA                 0.5230      3.6776
graphene  ALA                 0.5250      3.6936
graphene  ALA                 0.5270      3.7058
