# #Autogenerated fromHID,HIE at pH: 7.4
# #h[nm],U[kJ/mol]
  0.022500,322.125244
  0.023500,321.551958
  0.024500,320.978672
  0.025500,320.405385
  0.026500,319.832099
  0.027500,319.273935
  0.028500,318.730893
  0.029500,318.187851
  0.030500,317.644809
  0.031500,317.101768
  0.032500,316.419337
  0.033500,315.736906
  0.034500,315.054475
  0.035500,314.372044
  0.036500,313.680995
  0.037500,312.981328
  0.038500,312.281661
  0.039500,311.581995
  0.040500,310.882328
  0.041500,310.240022
  0.042500,309.597717
  0.043500,308.955412
  0.044500,308.313106
  0.045500,307.686329
  0.046500,307.075078
  0.047500,306.463828
  0.048500,305.852578
  0.049500,305.241327
  0.050500,304.622490
  0.051500,304.003652
  0.052500,303.384815
  0.053500,302.765977
  0.054500,302.137444
  0.055500,301.499216
  0.056500,300.860987
  0.057500,300.222759
  0.058500,299.584530
  0.059500,298.912996
  0.060500,298.241462
  0.061500,297.569928
  0.062500,296.898395
  0.063500,296.205549
  0.064500,295.491393
  0.065500,294.777236
  0.066500,294.063079
  0.067500,293.348923
  0.068500,292.580520
  0.069500,291.812118
  0.070500,291.043716
  0.071500,290.275313
  0.072500,289.473175
  0.073500,288.637301
  0.074500,287.801427
  0.075500,286.965553
  0.076500,286.129679
  0.077500,285.212740
  0.078500,284.295801
  0.079500,283.378862
  0.080500,282.461923
  0.081500,281.495692
  0.082500,280.480171
  0.083500,279.464650
  0.084500,278.449129
  0.085500,277.433608
  0.086500,276.302553
  0.087500,275.171498
  0.088500,274.040442
  0.089500,272.909387
  0.090500,271.711498
  0.091500,270.446774
  0.092500,269.182050
  0.093500,267.917327
  0.094500,266.652603
  0.095500,265.237752
  0.096500,263.822902
  0.097500,262.408052
  0.098500,260.993201
  0.099500,259.496341
  0.100500,257.917472
  0.101500,256.338602
  0.102500,254.759732
  0.103500,253.180862
  0.104500,251.418507
  0.105500,249.656151
  0.106500,247.893795
  0.107500,246.131439
  0.108500,244.269058
  0.109500,242.306649
  0.110500,240.344241
  0.111500,238.381833
  0.112500,236.419425
  0.113500,234.286174
  0.114500,232.152924
  0.115500,230.019673
  0.116500,227.886422
  0.117500,225.725552
  0.118500,223.537061
  0.119500,221.348571
  0.120500,219.160080
  0.121500,216.971590
  0.122500,214.857999
  0.123500,212.744408
  0.124500,210.630817
  0.125500,208.517226
  0.126500,206.463895
  0.127500,204.470826
  0.128500,202.477757
  0.129500,200.484687
  0.130500,198.491618
  0.131500,196.615000
  0.132500,194.738381
  0.133500,192.861763
  0.134500,190.985145
  0.135500,189.165458
  0.136500,187.402701
  0.137500,185.639945
  0.138500,183.877188
  0.139500,182.114432
  0.140500,180.440308
  0.141500,178.766184
  0.142500,177.092060
  0.143500,175.417937
  0.144500,173.774499
  0.145500,172.161748
  0.146500,170.548998
  0.147500,168.936247
  0.148500,167.323496
  0.149500,165.790417
  0.150500,164.257338
  0.151500,162.724258
  0.152500,161.191179
  0.153500,159.701658
  0.154500,158.255694
  0.155500,156.809730
  0.156500,155.363767
  0.157500,153.917803
  0.158500,152.527546
  0.159500,151.137289
  0.160500,149.747032
  0.161500,148.356775
  0.162500,146.987974
  0.163500,145.640629
  0.164500,144.293285
  0.165500,142.945940
  0.166500,141.598596
  0.167500,140.303575
  0.168500,139.008553
  0.169500,137.713532
  0.170500,136.418511
  0.171500,135.151008
  0.172500,133.911023
  0.173500,132.671039
  0.174500,131.431054
  0.175500,130.191069
  0.176500,129.005916
  0.177500,127.820762
  0.178500,126.635608
  0.179500,125.450455
  0.180500,124.287360
  0.181500,123.146325
  0.182500,122.005290
  0.183500,120.864255
  0.184500,119.723220
  0.185500,118.631247
  0.186500,117.539275
  0.187500,116.447302
  0.188500,115.355330
  0.189500,114.294352
  0.190500,113.264368
  0.191500,112.234385
  0.192500,111.204401
  0.193500,110.174418
  0.194500,109.206147
  0.195500,108.237877
  0.196500,107.269606
  0.197500,106.301335
  0.198500,105.349794
  0.199500,104.414983
  0.200500,103.480172
  0.201500,102.545361
  0.202500,101.610550
  0.203500,100.682979
  0.204500, 99.755409
  0.205500, 98.827838
  0.206500, 97.900267
  0.207500, 96.988337
  0.208500, 96.092049
  0.209500, 95.195761
  0.210500, 94.299472
  0.211500, 93.403184
  0.212500, 92.585710
  0.213500, 91.768237
  0.214500, 90.950763
  0.215500, 90.133290
  0.216500, 89.359316
  0.217500, 88.628843
  0.218500, 87.898369
  0.219500, 87.167896
  0.220500, 86.437423
  0.221500, 85.751226
  0.222500, 85.065029
  0.223500, 84.378832
  0.224500, 83.692635
  0.225500, 83.010567
  0.226500, 82.332630
  0.227500, 81.654692
  0.228500, 80.976755
  0.229500, 80.298817
  0.230500, 79.639322
  0.231500, 78.979827
  0.232500, 78.320331
  0.233500, 77.660836
  0.234500, 77.024939
  0.235500, 76.412642
  0.236500, 75.800344
  0.237500, 75.188046
  0.238500, 74.575749
  0.239500, 74.031039
  0.240500, 73.486329
  0.241500, 72.941619
  0.242500, 72.396909
  0.243500, 71.882055
  0.244500, 71.397057
  0.245500, 70.912059
  0.246500, 70.427061
  0.247500, 69.942063
  0.248500, 69.493322
  0.249500, 69.044580
  0.250500, 68.595839
  0.251500, 68.147098
  0.252500, 67.707693
  0.253500, 67.277625
  0.254500, 66.847556
  0.255500, 66.417488
  0.256500, 65.987420
  0.257500, 65.583738
  0.258500, 65.180055
  0.259500, 64.776373
  0.260500, 64.372691
  0.261500, 63.981807
  0.262500, 63.603722
  0.263500, 63.225637
  0.264500, 62.847553
  0.265500, 62.469468
  0.266500, 62.100008
  0.267500, 61.730548
  0.268500, 61.361088
  0.269500, 60.991629
  0.270500, 60.624893
  0.271500, 60.260880
  0.272500, 59.896868
  0.273500, 59.532855
  0.274500, 59.168843
  0.275500, 58.829334
  0.276500, 58.489825
  0.277500, 58.150316
  0.278500, 57.810808
  0.279500, 57.481295
  0.280500, 57.161778
  0.281500, 56.842261
  0.282500, 56.522744
  0.283500, 56.203226
  0.284500, 55.885741
  0.285500, 55.568256
  0.286500, 55.250771
  0.287500, 54.933285
  0.288500, 54.614959
  0.289500, 54.295792
  0.290500, 53.976624
  0.291500, 53.657457
  0.292500, 53.338289
  0.293500, 53.018051
  0.294500, 52.697812
  0.295500, 52.377573
  0.296500, 52.057334
  0.297500, 51.730095
  0.298500, 51.395855
  0.299500, 51.061616
  0.300500, 50.727377
  0.301500, 50.393138
  0.302500, 50.035445
  0.303500, 49.677752
  0.304500, 49.320059
  0.305500, 48.962367
  0.306500, 48.590289
  0.307500, 48.203827
  0.308500, 47.817365
  0.309500, 47.430903
  0.310500, 47.044441
  0.311500, 46.630240
  0.312500, 46.216040
  0.313500, 45.801840
  0.314500, 45.387640
  0.315500, 44.959162
  0.316500, 44.516405
  0.317500, 44.073649
  0.318500, 43.630892
  0.319500, 43.188136
  0.320500, 42.706165
  0.321500, 42.224194
  0.322500, 41.742223
  0.323500, 41.260253
  0.324500, 40.763273
  0.325500, 40.251284
  0.326500, 39.739296
  0.327500, 39.227307
  0.328500, 38.715318
  0.329500, 38.186477
  0.330500, 37.657636
  0.331500, 37.128794
  0.332500, 36.599953
  0.333500, 36.064018
  0.334500, 35.520988
  0.335500, 34.977959
  0.336500, 34.434930
  0.337500, 33.891900
  0.338500, 33.328676
  0.339500, 32.765452
  0.340500, 32.202228
  0.341500, 31.639004
  0.342500, 31.070870
  0.343500, 30.497825
  0.344500, 29.924780
  0.345500, 29.351736
  0.346500, 28.778691
  0.347500, 28.214396
  0.348500, 27.650101
  0.349500, 27.085806
  0.350500, 26.521511
  0.351500, 25.973982
  0.352500, 25.443218
  0.353500, 24.912454
  0.354500, 24.381690
  0.355500, 23.850926
  0.356500, 23.366415
  0.357500, 22.881903
  0.358500, 22.397391
  0.359500, 21.912879
  0.360500, 21.451483
  0.361500, 21.013204
  0.362500, 20.574925
  0.363500, 20.136646
  0.364500, 19.698367
  0.365500, 19.299083
  0.366500, 18.899799
  0.367500, 18.500515
  0.368500, 18.101231
  0.369500, 17.718211
  0.370500, 17.351455
  0.371500, 16.984699
  0.372500, 16.617944
  0.373500, 16.251188
  0.374500, 15.911076
  0.375500, 15.570964
  0.376500, 15.230852
  0.377500, 14.890740
  0.378500, 14.565373
  0.379500, 14.254753
  0.380500, 13.944132
  0.381500, 13.633511
  0.382500, 13.322890
  0.383500, 13.044121
  0.384500, 12.765351
  0.385500, 12.486582
  0.386500, 12.207812
  0.387500, 11.946302
  0.388500, 11.702052
  0.389500, 11.457801
  0.390500, 11.213551
  0.391500, 10.969300
  0.392500, 10.753543
  0.393500, 10.537787
  0.394500, 10.322030
  0.395500, 10.106273
  0.396500,  9.901112
  0.397500,  9.706547
  0.398500,  9.511982
  0.399500,  9.317417
  0.400500,  9.122852
  0.401500,  8.943009
  0.402500,  8.763166
  0.403500,  8.583323
  0.404500,  8.403480
  0.405500,  8.229791
  0.406500,  8.062256
  0.407500,  7.894722
  0.408500,  7.727187
  0.409500,  7.559653
  0.410500,  7.404996
  0.411500,  7.250339
  0.412500,  7.095682
  0.413500,  6.941025
  0.414500,  6.793102
  0.415500,  6.651912
  0.416500,  6.510723
  0.417500,  6.369533
  0.418500,  6.228344
  0.419500,  6.100003
  0.420500,  5.971663
  0.421500,  5.843322
  0.422500,  5.714981
  0.423500,  5.590938
  0.424500,  5.471194
  0.425500,  5.351449
  0.426500,  5.231704
  0.427500,  5.111959
  0.428500,  4.996547
  0.429500,  4.881135
  0.430500,  4.765723
  0.431500,  4.650310
  0.432500,  4.537067
  0.433500,  4.425993
  0.434500,  4.314920
  0.435500,  4.203846
  0.436500,  4.092772
  0.437500,  3.993609
  0.438500,  3.894446
  0.439500,  3.795283
  0.440500,  3.696120
  0.441500,  3.603743
  0.442500,  3.518153
  0.443500,  3.432562
  0.444500,  3.346972
  0.445500,  3.261381
  0.446500,  3.186780
  0.447500,  3.112179
  0.448500,  3.037578
  0.449500,  2.962977
  0.450500,  2.889829
  0.451500,  2.818133
  0.452500,  2.746438
  0.453500,  2.674742
  0.454500,  2.603046
  0.455500,  2.531161
  0.456500,  2.459276
  0.457500,  2.387390
  0.458500,  2.315505
  0.459500,  2.244459
  0.460500,  2.174251
  0.461500,  2.104043
  0.462500,  2.033835
  0.463500,  1.963627
  0.464500,  1.898811
  0.465500,  1.833995
  0.466500,  1.769180
  0.467500,  1.704364
  0.468500,  1.641105
  0.469500,  1.579402
  0.470500,  1.517699
  0.471500,  1.455997
  0.472500,  1.394294
  0.473500,  1.334533
  0.474500,  1.274771
  0.475500,  1.215010
  0.476500,  1.155249
  0.477500,  1.097469
  0.478500,  1.041670
  0.479500,  0.985870
  0.480500,  0.930071
  0.481500,  0.874272
  0.482500,  0.828149
  0.483500,  0.782025
  0.484500,  0.735902
  0.485500,  0.689778
  0.486500,  0.650203
  0.487500,  0.617175
  0.488500,  0.584148
  0.489500,  0.551121
  0.490500,  0.518093
  0.491500,  0.495987
  0.492500,  0.473881
  0.493500,  0.451774
  0.494500,  0.429668
  0.495500,  0.409308
  0.496500,  0.390694
  0.497500,  0.372080
  0.498500,  0.353466
  0.499500,  0.334852
  0.500500,  0.308480
  0.501500,  0.282107
  0.502500,  0.255735
  0.503500,  0.229363
  0.504500,  0.199283
  0.505500,  0.165496
  0.506500,  0.131709
  0.507500,  0.097922
  0.508500,  0.064135
  0.509500,  0.031722
  0.510500, -0.000690
  0.511500, -0.033103
  0.512500, -0.065515
  0.513500, -0.093497
  0.514500, -0.117050
  0.515500, -0.140603
  0.516500, -0.164155
  0.517500, -0.187708
  0.518500, -0.196424
  0.519500, -0.205141
  0.520500, -0.213858
  0.521500, -0.222575
  0.522500, -0.222866
  0.523500, -0.214731
  0.524500, -0.206597
  0.525500, -0.198462
  0.526500, -0.190327
  0.527500, -0.174678
  0.528500, -0.159029
  0.529500, -0.143380
  0.530500, -0.127731
  0.531500, -0.112693
  0.532500, -0.098264
  0.533500, -0.083835
  0.534500, -0.069407
  0.535500, -0.054978
  0.536500, -0.050040
  0.537500, -0.045102
  0.538500, -0.040163
  0.539500, -0.035225
  0.540500, -0.033986
  0.541500, -0.036445
  0.542500, -0.038905
  0.543500, -0.041365
  0.544500, -0.043825
  0.545500, -0.051142
  0.546500, -0.058459
  0.547500, -0.065776
  0.548500, -0.073093
  0.549500, -0.078813
  0.550500, -0.082934
  0.551500, -0.087056
  0.552500, -0.091177
  0.553500, -0.095299
  0.554500, -0.091315
  0.555500, -0.087332
  0.556500, -0.083348
  0.557500, -0.079365
  0.558500, -0.071701
  0.559500, -0.060357
  0.560500, -0.049013
  0.561500, -0.037669
  0.562500, -0.026325
  0.563500, -0.012295
  0.564500,  0.001736
  0.565500,  0.015766
  0.566500,  0.029797
  0.567500,  0.042817
