# #h[nm], U[kJ/mol]
  0.155866, 47.581841
  0.157479, 42.391684
  0.159091, 37.370599
  0.160704, 32.580793
  0.162316, 28.063421
  0.163929, 23.839599
  0.165541, 19.908308
  0.167154, 16.259193
  0.168766, 12.875241
  0.170379,  9.729563
  0.171991,  6.800487
  0.173604,  4.050260
  0.175217,  1.448699
  0.176829, -1.041373
  0.178442, -3.442396
  0.180054, -5.772525
  0.181667, -8.043056
  0.183279,-10.257243
  0.184892,-12.417707
  0.186504,-14.525703
  0.188117,-16.569109
  0.189729,-18.543150
  0.191342,-20.435599
  0.192955,-22.242464
  0.194567,-23.951448
  0.196180,-25.564656
  0.197792,-27.081024
  0.199405,-28.512439
  0.201017,-29.872031
  0.202630,-31.167544
  0.204242,-32.411617
  0.205855,-33.619452
  0.207467,-34.790924
  0.209080,-35.935864
  0.210693,-37.051156
  0.212305,-38.136672
  0.213918,-39.185781
  0.215530,-40.201719
  0.217143,-41.177266
  0.218755,-42.106799
  0.220368,-42.987369
  0.221980,-43.814653
  0.223593,-44.585872
  0.225206,-45.298693
  0.226818,-45.954216
  0.228431,-46.551656
  0.230043,-47.086400
  0.231656,-47.561195
  0.233268,-47.975727
  0.234881,-48.335675
  0.236493,-48.649643
  0.238106,-48.923965
  0.239718,-49.169255
  0.241331,-49.394908
  0.242944,-49.605481
  0.244556,-49.795623
  0.246169,-49.957900
  0.247781,-50.077523
  0.249394,-50.139073
  0.251006,-50.136290
  0.252619,-50.067692
  0.254231,-49.947075
  0.255844,-49.791119
  0.257456,-49.636424
  0.259069,-49.494174
  0.260682,-49.382277
  0.262294,-49.303276
  0.263907,-49.254627
  0.265519,-49.228098
  0.267132,-49.205727
  0.268744,-49.173975
  0.270357,-49.127950
  0.271969,-49.055893
  0.273582,-48.965107
  0.275195,-48.845796
  0.276807,-48.710459
  0.278420,-48.556288
  0.280032,-48.389093
  0.281645,-48.206817
  0.283257,-48.008237
  0.284870,-47.792428
  0.286482,-47.562979
  0.288095,-47.315042
  0.289707,-47.049599
  0.291320,-46.760780
  0.292933,-46.453830
  0.294545,-46.123464
  0.296158,-45.774302
  0.297770,-45.394528
  0.299383,-44.997479
  0.300995,-44.570641
  0.302608,-44.121328
  0.304220,-43.654264
  0.305833,-43.175366
  0.307445,-42.692173
  0.309058,-42.207731
  0.310671,-41.726495
  0.312283,-41.252299
  0.313896,-40.785353
  0.315508,-40.324802
  0.317121,-39.872550
  0.318733,-39.427508
  0.320346,-38.988068
  0.321958,-38.560120
  0.323571,-38.138368
  0.325184,-37.738181
  0.326796,-37.356884
  0.328409,-36.995621
  0.330021,-36.663511
  0.331634,-36.358053
  0.333246,-36.087018
  0.334859,-35.847900
  0.336471,-35.638576
  0.338084,-35.457993
  0.339696,-35.297009
  0.341309,-35.159354
  0.342922,-35.033445
  0.344534,-34.917999
  0.346147,-34.813877
  0.347759,-34.719441
  0.349372,-34.632918
  0.350984,-34.558159
  0.352597,-34.490371
  0.354209,-34.428407
  0.355822,-34.373758
  0.357434,-34.325201
  0.359047,-34.276582
  0.360660,-34.233432
  0.362272,-34.186339
  0.363885,-34.138039
  0.365497,-34.088214
  0.367110,-34.029316
  0.368722,-33.963675
  0.370335,-33.885957
  0.371947,-33.795906
  0.373560,-33.690712
  0.375173,-33.568740
  0.376785,-33.426021
  0.378398,-33.257834
  0.380010,-33.070469
  0.381623,-32.855413
  0.383235,-32.619237
  0.384848,-32.356397
  0.386460,-32.075614
  0.388073,-31.776964
  0.389685,-31.470762
  0.391298,-31.152771
  0.392911,-30.826083
  0.394523,-30.492852
  0.396136,-30.156314
  0.397748,-29.814337
  0.399361,-29.464085
  0.400973,-29.103581
  0.402586,-28.741574
  0.404198,-28.375102
  0.405811,-27.999518
  0.407423,-27.624509
  0.409036,-27.246116
  0.410649,-26.860548
  0.412261,-26.471814
  0.413874,-26.079769
  0.415486,-25.692211
  0.417099,-25.299228
  0.418711,-24.906175
  0.420324,-24.509525
  0.421936,-24.110206
  0.423549,-23.706419
  0.425162,-23.301607
  0.426774,-22.897031
  0.428387,-22.492742
  0.429999,-22.084845
  0.431612,-21.677801
  0.433224,-21.271903
  0.434837,-20.867271
  0.436449,-20.467483
  0.438062,-20.068959
  0.439674,-19.673641
  0.441287,-19.286051
  0.442900,-18.893375
  0.444512,-18.510055
  0.446125,-18.130554
  0.447737,-17.756337
  0.449350,-17.383333
  0.450962,-17.014087
  0.452575,-16.647094
  0.454187,-16.274624
  0.455800,-15.901344
  0.457412,-15.520458
  0.459025,-15.129213
  0.460638,-14.737313
  0.462250,-14.333171
  0.463863,-13.924666
  0.465475,-13.508043
  0.467088,-13.091242
  0.468700,-12.673039
  0.470313,-12.251280
  0.471925,-11.837476
  0.473538,-11.427989
  0.475151,-11.022582
  0.476763,-10.625994
  0.478376,-10.238591
  0.479988, -9.859176
  0.481601, -9.492974
  0.483213, -9.133883
  0.484826, -8.786323
  0.486438, -8.450015
  0.488051, -8.126063
  0.489663, -7.815818
  0.491276, -7.516070
  0.492889, -7.233892
  0.494501, -6.962818
  0.496114, -6.709294
  0.497726, -6.474610
  0.499339, -6.252010
  0.500951, -6.050856
  0.502564, -5.866149
  0.504176, -5.702785
  0.505789, -5.558139
  0.507401, -5.438261
  0.509014, -5.339627
  0.510627, -5.261817
  0.512239, -5.205413
  0.513852, -5.169304
  0.515464, -5.150321
  0.517077, -5.142692
  0.518689, -5.145338
  0.520302, -5.154924
  0.521914, -5.169626
  0.523527, -5.185395
  0.525140, -5.204320
  0.526752, -5.222004
  0.528365, -5.238344
  0.529977, -5.250706
  0.531590, -5.261051
  0.533202, -5.269141
  0.534815, -5.274603
  0.536427, -5.281048
  0.538040, -5.287231
  0.539652, -5.293992
  0.541265, -5.302354
  0.542878, -5.305883
  0.544490, -5.313328
  0.546103, -5.319636
  0.547715, -5.329058
  0.549328, -5.338901
  0.550940, -5.346569
  0.552553, -5.354148
  0.554165, -5.362177
  0.555778, -5.373076
  0.557390, -5.380194
  0.559003, -5.389622
  0.560616, -5.396497
  0.562228, -5.406154
  0.563841, -5.412104
  0.565453, -5.425303
  0.567066, -5.436365
  0.568678, -5.448932
  0.570291, -5.457880
  0.571903, -5.468955
  0.573516, -5.475205
  0.575129, -5.479725
  0.576741, -5.476967
  0.578354, -5.471168
  0.579966, -5.460676
  0.581579, -5.443683
  0.583191, -5.423864
  0.584804, -5.398488
  0.586416, -5.372372
  0.588029, -5.346092
  0.589641, -5.319268
  0.591254, -5.296925
  0.592867, -5.274710
  0.594479, -5.255321
  0.596092, -5.241502
  0.597704, -5.230183
  0.599317, -5.219236
  0.600929, -5.208815
  0.602542, -5.194850
  0.604154, -5.179400
  0.605767, -5.160803
  0.607379, -5.136775
  0.608992, -5.107405
  0.610605, -5.073944
  0.612217, -5.033916
  0.613830, -4.991072
  0.615442, -4.944414
  0.617055, -4.900483
  0.618667, -4.859345
  0.620280, -4.814302
  0.621892, -4.775415
  0.623505, -4.742040
  0.625118, -4.710425
  0.626730, -4.684107
  0.628343, -4.663055
  0.629955, -4.639423
  0.631568, -4.614863
  0.633180, -4.588433
  0.634793, -4.560819
  0.636405, -4.529609
  0.638018, -4.494918
  0.639630, -4.458793
  0.641243, -4.417552
  0.642856, -4.380047
  0.644468, -4.341172
  0.646081, -4.300792
  0.647693, -4.258860
  0.649306, -4.219822
  0.650918, -4.183894
  0.652531, -4.148638
  0.654143, -4.114909
  0.655756, -4.081456
  0.657368, -4.048722
  0.658981, -4.013850
  0.660594, -3.981349
  0.662206, -3.948691
  0.663819, -3.908787
  0.665431, -3.867760
  0.667044, -3.826024
  0.668656, -3.778817
  0.670269, -3.731062
  0.671881, -3.681027
  0.673494, -3.627916
  0.675107, -3.573219
  0.676719, -3.517280
  0.678332, -3.463160
  0.679944, -3.410439
  0.681557, -3.359108
  0.683169, -3.305021
  0.684782, -3.255474
  0.686394, -3.209495
  0.688007, -3.170883
  0.689619, -3.129588
  0.691232, -3.094967
  0.692845, -3.060540
  0.694457, -3.031578
  0.696070, -3.006516
  0.697682, -2.982338
  0.699295, -2.960619
  0.700907, -2.939637
  0.702520, -2.918773
  0.704132, -2.902212
  0.705745, -2.883733
  0.707357, -2.864664
  0.708970, -2.845415
  0.710583, -2.832337
  0.712195, -2.810627
  0.713808, -2.788918
  0.715420, -2.761495
  0.717033, -2.730715
  0.718645, -2.698000
  0.720258, -2.660651
  0.721870, -2.622375
  0.723483, -2.578766
  0.725095, -2.530491
  0.726708, -2.479724
  0.728321, -2.427753
  0.729933, -2.374243
  0.731546, -2.319150
  0.733158, -2.264716
  0.734771, -2.210601
  0.736383, -2.158695
  0.737996, -2.108235
  0.739608, -2.059749
  0.741221, -2.015678
  0.742834, -1.976370
  0.744446, -1.940056
  0.746059, -1.910460
  0.747671, -1.886881
  0.749284, -1.860952
  0.750896, -1.840312
  0.752509, -1.822206
  0.754121, -1.798348
  0.755734, -1.777675
  0.757346, -1.755241
  0.758959, -1.728181
  0.760572, -1.701698
  0.762184, -1.670406
  0.763797, -1.634765
  0.765409, -1.599869
  0.767022, -1.562952
  0.768634, -1.522609
  0.770247, -1.482459
  0.771859, -1.441508
  0.773472, -1.400078
  0.775084, -1.360867
  0.776697, -1.321104
  0.778310, -1.287374
  0.779922, -1.254627
  0.781535, -1.220587
  0.783147, -1.190745
  0.784760, -1.165120
  0.786372, -1.143928
  0.787985, -1.123638
  0.789597, -1.105637
  0.791210, -1.091063
  0.792823, -1.075663
  0.794435, -1.062540
  0.796048, -1.050605
  0.797660, -1.037892
  0.799273, -1.026439
  0.800885, -1.014040
  0.802498, -1.000632
  0.804110, -0.983806
  0.805723, -0.965693
  0.807335, -0.949751
  0.808948, -0.926845
  0.810561, -0.905443
  0.812173, -0.883762
  0.813786, -0.861008
  0.815398, -0.835605
  0.817011, -0.811103
  0.818623, -0.787020
  0.820236, -0.763352
  0.821848, -0.741768
  0.823461, -0.718468
  0.825073, -0.696965
  0.826686, -0.683185
  0.828299, -0.668737
  0.829911, -0.653829
  0.831524, -0.643949
  0.833136, -0.639880
  0.834749, -0.636574
  0.836361, -0.639864
  0.837974, -0.639899
  0.839586, -0.648668
  0.841199, -0.659973
  0.842812, -0.668832
  0.844424, -0.682141
  0.846037, -0.691170
  0.847649, -0.701024
  0.849262, -0.709417
  0.850874, -0.719686
  0.852487, -0.728085
  0.854099, -0.733783
  0.855712, -0.735809
  0.857324, -0.735937
  0.858937, -0.734881
  0.860550, -0.730178
  0.862162, -0.723873
  0.863775, -0.716886
  0.865387, -0.708243
  0.867000, -0.696326
  0.868612, -0.683650
  0.870225, -0.673365
  0.871837, -0.657616
  0.873450, -0.642602
  0.875062, -0.629427
  0.876675, -0.613023
  0.878288, -0.599234
  0.879900, -0.584097
  0.881513, -0.569101
  0.883125, -0.557067
  0.884738, -0.547629
  0.886350, -0.540659
  0.887963, -0.539165
  0.889575, -0.536761
  0.891188, -0.540739
  0.892801, -0.548168
  0.894413, -0.558466
  0.896026, -0.574590
  0.897638, -0.596604
  0.899251, -0.620882
  0.900863, -0.651927
  0.902476, -0.684236
  0.904088, -0.718614
  0.905701, -0.756737
  0.907313, -0.790475
  0.908926, -0.821913
  0.910539, -0.856230
  0.912151, -0.884089
  0.913764, -0.910493
  0.915376, -0.926034
  0.916989, -0.938788
  0.918601, -0.943457
  0.920214, -0.941535
  0.921826, -0.931530
  0.923439, -0.918459
  0.925051, -0.897962
  0.926664, -0.873441
  0.928277, -0.848508
  0.929889, -0.816021
  0.931502, -0.780203
  0.933114, -0.745684
  0.934727, -0.709311
  0.936339, -0.676306
  0.937952, -0.643185
  0.939564, -0.613624
  0.941177, -0.586630
  0.942790, -0.567819
  0.944402, -0.552280
  0.946015, -0.543885
  0.947627, -0.539372
  0.949240, -0.543619
  0.950852, -0.553323
  0.952465, -0.568285
  0.954077, -0.589107
  0.955690, -0.610653
  0.957302, -0.638862
  0.958915, -0.668355
  0.960528, -0.699827
  0.962140, -0.732073
  0.963753, -0.763820
  0.965365, -0.794814
  0.966978, -0.823780
  0.968590, -0.850984
  0.970203, -0.874225
  0.971815, -0.894504
  0.973428, -0.903986
  0.975040, -0.911145
  0.976653, -0.909080
  0.978266, -0.904170
  0.979878, -0.891747
  0.981491, -0.868706
  0.983103, -0.841383
  0.984716, -0.809951
  0.986328, -0.774860
  0.987941, -0.734649
  0.989553, -0.692294
  0.991166, -0.649187
  0.992779, -0.606183
  0.994391, -0.567937
  0.996004, -0.530784
  0.997616, -0.502249
  0.999229, -0.477440
  1.000841, -0.460967
  1.002454, -0.450057
  1.004066, -0.445047
  1.005679, -0.447618
  1.007291, -0.456262
  1.008904, -0.472983
  1.010517, -0.497072
  1.012129, -0.522812
  1.013742, -0.552346
  1.015354, -0.581409
  1.016967, -0.612758
  1.018579, -0.642784
  1.020192, -0.669085
  1.021804, -0.698404
  1.023417, -0.722584
  1.025029, -0.746965
  1.026642, -0.767230
  1.028255, -0.781098
