1.390440000000000009e-01 7.397087100000000248e+01
1.412769999999999859e-01 6.791244199999999864e+01
1.435089999999999977e-01 6.193327200000000232e+01
1.457419999999999827e-01 5.607529399999999953e+01
1.479750000000000232e-01 5.038528500000000321e+01
1.502070000000000072e-01 4.490055000000000263e+01
1.524400000000000199e-01 3.965793299999999988e+01
1.546720000000000039e-01 3.467994000000000199e+01
1.569050000000000167e-01 2.999235200000000034e+01
1.591370000000000007e-01 2.561034799999999834e+01
1.613700000000000134e-01 2.154082199999999858e+01
1.636019999999999974e-01 1.778512600000000177e+01
1.658350000000000102e-01 1.433116399999999935e+01
1.680670000000000219e-01 1.117316699999999940e+01
1.703000000000000069e-01 8.293855000000000643e+00
1.725320000000000187e-01 5.673790999999999585e+00
1.747650000000000037e-01 3.290109000000000172e+00
1.769970000000000154e-01 1.116233000000000031e+00
1.792300000000000004e-01 -8.723809999999999620e-01
1.814629999999999854e-01 -2.703161999999999843e+00
1.836949999999999972e-01 -4.399486999999999703e+00
1.859279999999999822e-01 -5.989302000000000348e+00
1.881599999999999939e-01 -7.487275999999999598e+00
1.903929999999999789e-01 -8.908075000000000188e+00
1.926249999999999907e-01 -1.025417599999999929e+01
1.948579999999999757e-01 -1.152691300000000041e+01
1.970899999999999874e-01 -1.271564599999999956e+01
1.993230000000000279e-01 -1.380725499999999961e+01
2.015549999999999842e-01 -1.479610899999999951e+01
2.037880000000000247e-01 -1.567564899999999994e+01
2.060199999999999809e-01 -1.644677099999999825e+01
2.082530000000000214e-01 -1.711529600000000073e+01
2.104860000000000064e-01 -1.769568900000000156e+01
2.127180000000000182e-01 -1.820408499999999918e+01
2.149510000000000032e-01 -1.865883499999999984e+01
2.171830000000000149e-01 -1.907411099999999848e+01
2.194159999999999999e-01 -1.946360800000000069e+01
2.216480000000000117e-01 -1.983517300000000105e+01
2.238809999999999967e-01 -2.019240900000000138e+01
2.261130000000000084e-01 -2.052730599999999939e+01
2.283459999999999934e-01 -2.084827900000000156e+01
2.305780000000000052e-01 -2.114545599999999936e+01
2.328109999999999902e-01 -2.142242200000000096e+01
2.350430000000000019e-01 -2.167182400000000086e+01
2.372759999999999869e-01 -2.189506199999999936e+01
2.395090000000000274e-01 -2.209199699999999922e+01
2.417409999999999837e-01 -2.225836500000000129e+01
2.439740000000000242e-01 -2.239735100000000045e+01
2.462059999999999804e-01 -2.250056400000000068e+01
2.484390000000000209e-01 -2.256435000000000102e+01
2.506709999999999772e-01 -2.259013799999999961e+01
2.529040000000000177e-01 -2.256007800000000074e+01
2.551360000000000294e-01 -2.248112599999999972e+01
2.573690000000000144e-01 -2.234272199999999842e+01
2.596010000000000262e-01 -2.214934999999999832e+01
2.618340000000000112e-01 -2.190432200000000051e+01
2.640660000000000229e-01 -2.159931699999999921e+01
2.662990000000000079e-01 -2.125849300000000142e+01
2.685319999999999929e-01 -2.087815300000000107e+01
2.707640000000000047e-01 -2.046627600000000058e+01
2.729969999999999897e-01 -2.002824700000000036e+01
2.752290000000000014e-01 -1.956767500000000126e+01
2.774619999999999864e-01 -1.909079499999999996e+01
2.796939999999999982e-01 -1.859758499999999870e+01
2.819269999999999832e-01 -1.808976399999999884e+01
2.841589999999999949e-01 -1.756280299999999883e+01
2.863919999999999799e-01 -1.702154099999999914e+01
2.886239999999999917e-01 -1.646420600000000078e+01
2.908569999999999767e-01 -1.589616799999999941e+01
2.930889999999999884e-01 -1.531803700000000035e+01
2.953220000000000289e-01 -1.473400799999999933e+01
2.975550000000000139e-01 -1.415809600000000046e+01
2.997870000000000257e-01 -1.359157800000000016e+01
3.020200000000000107e-01 -1.304059699999999999e+01
3.042519999999999669e-01 -1.250871899999999926e+01
3.064850000000000074e-01 -1.199419199999999996e+01
3.087169999999999637e-01 -1.149989199999999911e+01
3.109500000000000042e-01 -1.102371300000000076e+01
3.131820000000000159e-01 -1.056484500000000004e+01
3.154150000000000009e-01 -1.011435499999999976e+01
3.176470000000000127e-01 -9.672060000000000102e+00
3.198799999999999977e-01 -9.231540999999999997e+00
3.221120000000000094e-01 -8.794370000000000687e+00
3.243449999999999944e-01 -8.357072999999999752e+00
3.265770000000000062e-01 -7.913734999999999964e+00
3.288099999999999912e-01 -7.472667000000000392e+00
3.310429999999999762e-01 -7.031333000000000055e+00
3.332749999999999879e-01 -6.586827000000000432e+00
3.355079999999999729e-01 -6.137434999999999974e+00
3.377399999999999847e-01 -5.693440999999999974e+00
3.399729999999999697e-01 -5.246196000000000303e+00
3.422049999999999814e-01 -4.803372999999999671e+00
3.444379999999999664e-01 -4.364053000000000182e+00
3.466699999999999782e-01 -3.931707999999999981e+00
3.489029999999999632e-01 -3.503899000000000097e+00
3.511349999999999749e-01 -3.075695000000000068e+00
3.533680000000000154e-01 -2.650860999999999912e+00
3.555999999999999717e-01 -2.228219999999999867e+00
3.578330000000000122e-01 -1.807827999999999991e+00
3.600659999999999972e-01 -1.388870000000000049e+00
3.622980000000000089e-01 -9.670670000000000099e-01
3.645309999999999939e-01 -5.475109999999999699e-01
3.667630000000000057e-01 -1.307329999999999881e-01
3.689959999999999907e-01 2.826460000000000083e-01
3.712280000000000024e-01 6.924599999999999644e-01
3.734609999999999874e-01 1.095102000000000020e+00
3.756929999999999992e-01 1.482121999999999939e+00
3.779259999999999842e-01 1.856832000000000038e+00
3.801579999999999959e-01 2.219685999999999826e+00
3.823909999999999809e-01 2.562342000000000120e+00
3.846229999999999927e-01 2.892497999999999791e+00
3.868559999999999777e-01 3.196788999999999881e+00
3.890889999999999627e-01 3.487782999999999856e+00
3.913209999999999744e-01 3.760562999999999878e+00
3.935540000000000149e-01 4.021003999999999579e+00
3.957859999999999712e-01 4.268709000000000309e+00
3.980190000000000117e-01 4.504204999999999792e+00
4.002509999999999679e-01 4.731645000000000323e+00
4.024840000000000084e-01 4.958728999999999942e+00
4.047159999999999647e-01 5.186345000000000205e+00
4.069490000000000052e-01 5.407051000000000052e+00
4.091809999999999614e-01 5.630391999999999619e+00
4.114140000000000019e-01 5.851899999999999658e+00
4.136460000000000137e-01 6.066824999999999690e+00
4.158789999999999987e-01 6.273200000000000109e+00
4.181119999999999837e-01 6.463633999999999880e+00
4.203439999999999954e-01 6.642465999999999759e+00
4.225769999999999804e-01 6.801605000000000345e+00
4.248089999999999922e-01 6.937923999999999758e+00
4.270419999999999772e-01 7.050760999999999612e+00
4.292739999999999889e-01 7.128656000000000326e+00
4.315069999999999739e-01 7.178403000000000311e+00
4.337389999999999857e-01 7.195128000000000412e+00
4.359719999999999707e-01 7.178937000000000346e+00
4.382039999999999824e-01 7.130592000000000041e+00
4.404369999999999674e-01 7.045283000000000406e+00
4.426689999999999792e-01 6.927532000000000245e+00
4.449019999999999642e-01 6.784807999999999950e+00
4.471350000000000047e-01 6.615469000000000044e+00
4.493670000000000164e-01 6.422658000000000200e+00
4.516000000000000014e-01 6.211375000000000313e+00
4.538320000000000132e-01 5.984880000000000422e+00
4.560649999999999982e-01 5.742820000000000036e+00
4.582970000000000099e-01 5.493337999999999610e+00
4.605299999999999949e-01 5.237407000000000146e+00
4.627620000000000067e-01 4.977970000000000006e+00
4.649949999999999917e-01 4.714620000000000033e+00
4.672270000000000034e-01 4.451322000000000223e+00
4.694599999999999884e-01 4.187600999999999907e+00
4.716920000000000002e-01 3.923214999999999897e+00
4.739249999999999852e-01 3.662351000000000134e+00
4.761579999999999702e-01 3.400650000000000173e+00
4.783899999999999819e-01 3.148978000000000055e+00
4.806229999999999669e-01 2.901257000000000197e+00
4.828549999999999787e-01 2.660077999999999943e+00
4.850879999999999637e-01 2.430398999999999976e+00
4.873199999999999754e-01 2.210834000000000188e+00
4.895530000000000159e-01 2.003471999999999920e+00
4.917849999999999722e-01 1.810100000000000042e+00
4.940180000000000127e-01 1.627769999999999939e+00
4.962499999999999689e-01 1.454250000000000043e+00
4.984830000000000094e-01 1.289546000000000081e+00
5.007150000000000212e-01 1.133923000000000014e+00
5.029480000000000617e-01 9.815139999999999976e-01
5.051799999999999624e-01 8.326719999999999677e-01
5.074130000000000029e-01 6.856459999999999777e-01
5.096460000000000434e-01 5.404759999999999565e-01
5.118780000000000552e-01 3.965049999999999963e-01
5.141109999999999847e-01 2.512869999999999826e-01
5.163429999999999964e-01 1.076130000000000003e-01
5.185760000000000369e-01 -3.242699999999999749e-02
5.208080000000000487e-01 -1.703310000000000102e-01
