
# PMF between COMs of AALA and COLL.
#
#               PMF
# z (nm)   (kJ/mol)   
  0.252  121.426222
  0.255  112.267589
  0.258  102.972418
  0.261   93.702614
  0.264   84.649010
  0.267   75.987717
  0.270   67.860124
  0.273   60.383073
  0.276   53.654537
  0.279   47.739698
  0.282   42.616272
  0.285   38.203560
  0.288   34.423948
  0.291   31.207444
  0.294   28.463147
  0.297   26.090252
  0.300   23.984926
  0.303   22.059857
  0.306   20.266876
  0.309   18.596570
  0.312   17.053135
  0.315   15.648046
  0.318   14.378539
  0.321   13.246439
  0.324   12.234784
  0.327   11.324293
  0.330   10.500136
  0.333    9.757752
  0.336    9.078154
  0.339    8.458274
  0.342    7.896847
  0.345    7.387107
  0.348    6.933769
  0.351    6.528320
  0.354    6.168778
  0.357    5.852230
  0.360    5.572814
  0.363    5.319845
  0.366    5.091278
  0.369    4.886183
  0.372    4.693015
  0.375    4.515675
  0.378    4.343647
  0.381    4.183672
  0.384    4.030160
  0.387    3.886024
  0.390    3.748270
  0.393    3.614032
  0.396    3.492086
  0.399    3.374451
  0.402    3.268829
  0.405    3.175727
  0.408    3.093168
  0.411    3.021258
  0.414    2.955261
  0.417    2.899774
  0.420    2.844563
  0.423    2.794524
  0.426    2.737956
  0.429    2.682296
  0.432    2.619084
  0.435    2.556530
  0.438    2.484819
  0.441    2.410410
  0.444    2.330609
  0.447    2.254826
  0.450    2.184359
  0.453    2.124058
  0.456    2.071367
  0.459    2.027743
  0.462    1.994290
  0.465    1.974725
  0.468    1.960722
  0.471    1.957756
  0.474    1.957207
  0.477    1.961796
  0.480    1.966347
  0.483    1.976722
  0.486    1.989011
  0.489    1.994818
  0.492    2.003482
  0.495    2.011880
  0.498    2.016945
  0.501    2.022540
  0.504    2.027055
  0.507    2.040526
  0.510    2.043737
  0.513    2.053945
  0.516    2.063471
  0.519    2.079945
  0.522    2.099448
  0.525    2.121068
  0.528    2.144886
  0.531    2.171738
  0.534    2.197077
  0.537    2.223244
  0.540    2.255096
  0.543    2.285378
  0.546    2.319024
  0.549    2.352358
  0.552    2.389222
  0.555    2.429251
  0.558    2.470764
  0.561    2.518377
  0.564    2.567775
  0.567    2.621038
  0.570    2.665138
  0.573    2.712104
  0.576    2.758218
  0.579    2.802545
  0.582    2.841897
  0.585    2.883225
  0.588    2.919285
  0.591    2.951754
  0.594    2.980558
  0.597    3.011577
  0.600    3.038232
  0.603    3.069345
  0.606    3.097373
  0.609    3.117608
  0.612    3.135758
  0.615    3.149901
  0.618    3.166813
  0.621    3.178569
  0.624    3.187641
  0.627    3.194480
  0.630    3.194917
  0.633    3.194272
  0.636    3.188736
  0.639    3.185562
  0.642    3.180340
  0.645    3.171593
  0.648    3.154481
  0.651    3.135341
  0.654    3.111331
  0.657    3.085104
  0.660    3.052523
  0.663    3.012024
  0.666    2.969819
  0.669    2.920949
  0.672    2.875447
  0.675    2.826597
  0.678    2.777758
  0.681    2.730039
  0.684    2.679939
  0.687    2.639544
  0.690    2.597889
  0.693    2.560455
  0.696    2.521693
  0.699    2.488101
  0.702    2.449938
  0.705    2.413937
  0.708    2.376285
  0.711    2.337341
  0.714    2.299941
  0.717    2.258438
  0.720    2.217594
  0.723    2.180729
  0.726    2.143396
  0.729    2.106059
  0.732    2.069850
  0.735    2.036181
  0.738    2.003122
  0.741    1.973128
  0.744    1.943364
  0.747    1.917794
  0.750    1.891380
