
# PMF between COMs of ATYR and CRC5.
#
#               PMF
# z (nm)   (kJ/mol)   
  0.252  240.385761
  0.255  240.043736
  0.258  239.645842
  0.261  239.179693
  0.264  254.362117
  0.267  250.838006
  0.270  246.936139
  0.273  243.040399
  0.276  239.562278
  0.279  236.294561
  0.282  233.082338
  0.285  229.783862
  0.288  226.327457
  0.291  222.646047
  0.294  218.652216
  0.297  214.293741
  0.300  209.492481
  0.303  204.173353
  0.306  198.270660
  0.309  191.709511
  0.312  184.433207
  0.315  176.400675
  0.318  167.604571
  0.321  158.078946
  0.324  147.938367
  0.327  137.365883
  0.330  126.606974
  0.333  115.956075
  0.336  105.684973
  0.339   96.035107
  0.342   87.148244
  0.345   79.052786
  0.348   71.694929
  0.351   65.061229
  0.354   59.157478
  0.357   53.963863
  0.360   49.398396
  0.363   45.292885
  0.366   41.449353
  0.369   37.709595
  0.372   34.056227
  0.375   30.597668
  0.378   27.442812
  0.381   24.623706
  0.384   22.104728
  0.387   19.846979
  0.390   17.840380
  0.393   16.030873
  0.396   14.380467
  0.399   12.856968
  0.402   11.475289
  0.405   10.283616
  0.408    9.296982
  0.411    8.454390
  0.414    7.681049
  0.417    6.911211
  0.420    6.151446
  0.423    5.422126
  0.426    4.756816
  0.429    4.151691
  0.432    3.608091
  0.435    3.105615
  0.438    2.656521
  0.441    2.272420
  0.444    1.938170
  0.447    1.669724
  0.450    1.442324
  0.453    1.239460
  0.456    1.038578
  0.459    0.824134
  0.462    0.593392
  0.465    0.366371
  0.468    0.173955
  0.471    0.030778
  0.474   -0.067825
  0.477   -0.129204
  0.480   -0.174652
  0.483   -0.216816
  0.486   -0.251873
  0.489   -0.277479
  0.492   -0.279122
  0.495   -0.259960
  0.498   -0.219654
  0.501   -0.170096
  0.504   -0.122343
  0.507   -0.077750
  0.510   -0.063468
  0.513   -0.071001
  0.516   -0.100801
  0.519   -0.145027
  0.522   -0.202605
  0.525   -0.261009
  0.528   -0.301878
  0.531   -0.336201
  0.534   -0.355576
  0.537   -0.357538
  0.540   -0.339931
  0.543   -0.324950
  0.546   -0.293072
  0.549   -0.256933
  0.552   -0.209972
  0.555   -0.169279
  0.558   -0.143158
  0.561   -0.131638
  0.564   -0.133386
  0.567   -0.159709
  0.570   -0.194266
  0.573   -0.230189
  0.576   -0.273111
  0.579   -0.303412
  0.582   -0.326293
  0.585   -0.338605
  0.588   -0.334918
  0.591   -0.316359
  0.594   -0.284569
  0.597   -0.248968
  0.600   -0.210707
  0.603   -0.175503
  0.606   -0.152131
  0.609   -0.135534
  0.612   -0.133876
  0.615   -0.144302
  0.618   -0.160224
  0.621   -0.179738
  0.624   -0.202276
  0.627   -0.220393
  0.630   -0.232955
  0.633   -0.235278
  0.636   -0.225190
  0.639   -0.208261
  0.642   -0.176403
  0.645   -0.134051
  0.648   -0.089753
  0.651   -0.038865
