
# PMF between COMs of AASN and COLR.
#
#               PMF
# z (nm)   (kJ/mol)   
  0.252  152.470896
  0.255  142.430989
  0.258  131.826461
  0.261  120.850233
  0.264  109.790194
  0.267   98.952271
  0.270   88.655401
  0.273   79.196081
  0.276   70.770743
  0.279   63.390348
  0.282   56.977618
  0.285   51.393696
  0.288   46.510236
  0.291   42.224014
  0.294   38.434716
  0.297   35.069359
  0.300   32.058651
  0.303   29.351667
  0.306   26.919249
  0.309   24.737898
  0.312   22.785512
  0.315   21.034443
  0.318   19.443933
  0.321   17.973722
  0.324   16.601355
  0.327   15.325247
  0.330   14.148759
  0.333   13.083856
  0.336   12.141108
  0.339   11.324449
  0.342   10.633824
  0.345   10.065301
  0.348    9.595365
  0.351    9.208772
  0.354    8.879318
  0.357    8.578182
  0.360    8.291149
  0.363    8.006893
  0.366    7.718081
  0.369    7.419690
  0.372    7.128423
  0.375    6.836871
  0.378    6.553316
  0.381    6.277560
  0.384    6.018088
  0.387    5.778070
  0.390    5.550844
  0.393    5.337883
  0.396    5.149191
  0.399    4.974519
  0.402    4.817268
  0.405    4.676425
  0.408    4.553598
  0.411    4.434274
  0.414    4.322689
  0.417    4.229588
  0.420    4.139983
  0.423    4.052202
  0.426    3.972870
  0.429    3.896278
  0.432    3.825049
  0.435    3.749837
  0.438    3.670333
  0.441    3.578920
  0.444    3.477745
  0.447    3.357049
  0.450    3.218539
  0.453    3.079094
  0.456    2.944013
  0.459    2.828196
  0.462    2.744190
  0.465    2.708271
  0.468    2.706989
  0.471    2.748208
  0.474    2.799715
  0.477    2.852409
  0.480    2.884088
  0.483    2.887606
  0.486    2.860575
  0.489    2.792797
  0.492    2.707092
  0.495    2.612727
  0.498    2.521780
  0.501    2.438118
  0.504    2.377263
  0.507    2.331376
  0.510    2.305585
  0.513    2.299309
  0.516    2.305424
  0.519    2.327893
  0.522    2.352573
  0.525    2.385785
  0.528    2.417895
  0.531    2.448833
  0.534    2.483666
  0.537    2.519841
  0.540    2.549434
  0.543    2.573330
  0.546    2.591734
  0.549    2.606927
  0.552    2.615564
  0.555    2.608325
  0.558    2.607299
  0.561    2.600521
  0.564    2.591497
  0.567    2.589640
  0.570    2.594088
  0.573    2.605947
  0.576    2.626232
  0.579    2.643025
  0.582    2.667756
  0.585    2.688949
  0.588    2.705257
  0.591    2.724386
  0.594    2.738633
  0.597    2.748317
  0.600    2.762050
  0.603    2.771392
  0.606    2.783016
  0.609    2.790799
  0.612    2.796100
  0.615    2.802546
  0.618    2.808467
  0.621    2.821942
  0.624    2.836946
  0.627    2.857255
  0.630    2.888950
  0.633    2.928781
  0.636    2.962576
  0.639    2.999781
  0.642    3.020554
  0.645    3.028046
  0.648    3.020596
  0.651    3.000311
  0.654    2.966339
  0.657    2.921520
  0.660    2.878230
  0.663    2.834907
  0.666    2.798880
  0.669    2.767051
  0.672    2.755045
  0.675    2.739562
  0.678    2.732687
  0.681    2.731699
  0.684    2.731448
  0.687    2.726604
  0.690    2.714815
  0.693    2.710769
  0.696    2.696398
  0.699    2.683079
  0.702    2.671512
  0.705    2.657607
  0.708    2.648040
  0.711    2.629612
  0.714    2.612140
  0.717    2.598397
  0.720    2.575451
  0.723    2.547030
  0.726    2.521428
  0.729    2.491325
  0.732    2.464668
  0.735    2.442536
  0.738    2.419595
  0.741    2.395161
  0.744    2.372060
  0.747    2.348053
  0.750    2.314325
  0.753    2.283097
  0.756    2.248277
  0.759    2.217903
  0.762    2.192218
  0.765    2.173861
  0.768    2.154357
  0.771    2.131971
  0.774    2.115291
  0.777    2.097442
  0.780    2.086172
  0.783    2.074423
  0.786    2.056800
  0.789    2.036677
  0.792    2.014053
  0.795    1.983181
  0.798    1.946473
  0.801    1.905874
  0.804    1.860277
  0.807    1.816436
  0.810    1.773424
  0.813    1.736578
  0.816    1.703572
  0.819    1.676315
  0.822    1.660218
  0.825    1.649408
  0.828    1.644718
  0.831    1.644633
  0.834    1.642748
  0.837    1.638097
  0.840    1.632350
  0.843    1.622803
  0.846    1.610774
  0.849    1.591495
  0.852    1.566132
  0.855    1.534844
  0.858    1.499993
  0.861    1.472145
  0.864    1.447729
  0.867    1.422742
  0.870    1.410592
