# #Autogenerated fromHID,HIE,HIP at pH: 7.4
# #h[nm],U[kJ/mol]
  0.223000,  8.357686
  0.224000,  8.086838
  0.225000,  7.815990
  0.226000,  7.552351
  0.227000,  7.288711
  0.228000,  7.020192
  0.229000,  6.751672
  0.230000,  6.471397
  0.231000,  6.191123
  0.232000,  5.917505
  0.233000,  5.643887
  0.234000,  5.351018
  0.235000,  5.058150
  0.236000,  4.749609
  0.237000,  4.441069
  0.238000,  4.126761
  0.239000,  3.812453
  0.240000,  3.493991
  0.241000,  3.175528
  0.242000,  2.854019
  0.243000,  2.532510
  0.244000,  2.207634
  0.245000,  1.882758
  0.246000,  1.554736
  0.247000,  1.226714
  0.248000,  0.893893
  0.249000,  0.561072
  0.250000,  0.224735
  0.251000, -0.111602
  0.252000, -0.447750
  0.253000, -0.783898
  0.254000, -1.121333
  0.255000, -1.458768
  0.256000, -1.799712
  0.257000, -2.140656
  0.258000, -2.481326
  0.259000, -2.821996
  0.260000, -3.161056
  0.261000, -3.500117
  0.262000, -3.837355
  0.263000, -4.174594
  0.264000, -4.511032
  0.265000, -4.847469
  0.266000, -5.183320
  0.267000, -5.519171
  0.268000, -5.854117
  0.269000, -6.189064
  0.270000, -6.521623
  0.271000, -6.854183
  0.272000, -7.182914
  0.273000, -7.511645
  0.274000, -7.837139
  0.275000, -8.162632
  0.276000, -8.483264
  0.277000, -8.803896
  0.278000, -9.119399
  0.279000, -9.434902
  0.280000, -9.747471
  0.281000,-10.060039
  0.282000,-10.368702
  0.283000,-10.677364
  0.284000,-10.979262
  0.285000,-11.281161
  0.286000,-11.577484
  0.287000,-11.873808
  0.288000,-12.165307
  0.289000,-12.456807
  0.290000,-12.741739
  0.291000,-13.026671
  0.292000,-13.304649
  0.293000,-13.582627
  0.294000,-13.852925
  0.295000,-14.123223
  0.296000,-14.385264
  0.297000,-14.647306
  0.298000,-14.901251
  0.299000,-15.155197
  0.300000,-15.401306
  0.301000,-15.647415
  0.302000,-15.885882
  0.303000,-16.124349
  0.304000,-16.353918
  0.305000,-16.583488
  0.306000,-16.803175
  0.307000,-17.022863
  0.308000,-17.232464
  0.309000,-17.442066
  0.310000,-17.641592
  0.311000,-17.841119
  0.312000,-18.030631
  0.313000,-18.220144
  0.314000,-18.399455
  0.315000,-18.578767
  0.316000,-18.747772
  0.317000,-18.916777
  0.318000,-19.074697
  0.319000,-19.232617
  0.320000,-19.379252
  0.321000,-19.525887
  0.322000,-19.661246
  0.323000,-19.796605
  0.324000,-19.920696
  0.325000,-20.044787
  0.326000,-20.157453
  0.327000,-20.270118
  0.328000,-20.371357
  0.329000,-20.472596
  0.330000,-20.562396
  0.331000,-20.652196
  0.332000,-20.730321
  0.333000,-20.808446
  0.334000,-20.874765
  0.335000,-20.941085
  0.336000,-20.996104
  0.337000,-21.051123
  0.338000,-21.094556
  0.339000,-21.137990
  0.340000,-21.169736
  0.341000,-21.201482
  0.342000,-21.221645
  0.343000,-21.241809
  0.344000,-21.250884
  0.345000,-21.259959
  0.346000,-21.258491
  0.347000,-21.257023
  0.348000,-21.244773
  0.349000,-21.232524
  0.350000,-21.210098
  0.351000,-21.187673
  0.352000,-21.155114
  0.353000,-21.122554
  0.354000,-21.080139
  0.355000,-21.037724
  0.356000,-20.985652
  0.357000,-20.933579
  0.358000,-20.872651
  0.359000,-20.811722
  0.360000,-20.741992
  0.361000,-20.672261
  0.362000,-20.594017
  0.363000,-20.515773
  0.364000,-20.430383
  0.365000,-20.344993
  0.366000,-20.251933
  0.367000,-20.158874
  0.368000,-20.058051
  0.369000,-19.957227
  0.370000,-19.850243
  0.371000,-19.743259
  0.372000,-19.630613
  0.373000,-19.517967
  0.374000,-19.399922
  0.375000,-19.281877
  0.376000,-19.158518
  0.377000,-19.035159
  0.378000,-18.906617
  0.379000,-18.778074
  0.380000,-18.645631
  0.381000,-18.513188
  0.382000,-18.377541
  0.383000,-18.241894
  0.384000,-18.102901
  0.385000,-17.963909
