# AuFCC100-Ablate75_CS-4945-AC
# h[nm],U(h)[kJ/mol]
0.149999999999999994,147.434037546419460796
0.150999999999999995,144.435951995404991521
0.151999999999999996,140.368815193188396506
0.152999999999999997,136.098038615956085096
0.153999999999999998,131.986113907777195209
0.154999999999999999,128.133512357845404495
0.156000000000000000,124.520101437198945860
0.157000000000000001,121.083627786465100939
0.158000000000000002,117.759583816704932246
0.159000000000000002,114.498340271476578778
0.160000000000000003,111.269680866351819759
0.161000000000000004,108.061016417703811499
0.162000000000000005,104.873009571249468763
0.163000000000000006,101.714697266865954361
0.164000000000000007,98.599166298250878526
0.165000000000000008,95.540214281952628994
0.166000000000000009,92.550072808997128959
0.167000000000000010,89.638084651428201255
0.168000000000000010,86.810147154750922027
0.169000000000000011,84.068715877473806586
0.170000000000000012,81.413177901300187500
0.171000000000000013,78.840435229519201243
0.172000000000000014,76.345574552913078037
0.173000000000000015,73.922534280655796124
0.174000000000000016,71.564709997271393149
0.175000000000000017,69.265464175401490365
0.176000000000000018,67.018524918070113472
0.177000000000000018,64.818272203122191399
0.178000000000000019,62.659919324663079010
0.179000000000000020,60.539602829585263066
0.180000000000000021,58.454397063509887289
0.181000000000000022,56.402270213830277612
0.182000000000000023,54.381998097539600678
0.183000000000000024,52.393050397399235862
0.184000000000000025,50.435461997418897795
0.185000000000000026,48.509699802669771884
0.186000000000000026,46.616533159268975339
0.187000000000000027,44.756913859000768241
0.188000000000000028,42.931869806218827534
0.189000000000000029,41.142414787917743979
0.190000000000000030,39.389475436521664165
0.191000000000000031,37.673835403265101718
0.192000000000000032,35.996095948407912601
0.193000000000000033,34.356651574989101050
0.194000000000000034,32.755678953308418500
0.195000000000000034,31.193137170631075605
0.196000000000000035,29.668777262524987037
0.197000000000000036,28.182159008876290329
0.198000000000000037,26.732673082249554852
0.199000000000000038,25.319566795656044178
0.200000000000000039,23.941971891385023241
0.201000000000000040,22.598933026262336909
0.202000000000000041,21.289435828715802757
0.203000000000000042,20.012433619469184976
0.204000000000000042,18.766872093238664121
0.205000000000000043,17.551711448353650269
0.206000000000000044,16.365945621467091087
0.207000000000000045,15.208618433661333924
0.208000000000000046,14.078836581664566197
0.209000000000000047,12.975779513855959735
0.210000000000000048,11.898706316209503697
0.211000000000000049,10.846959799741545893
0.212000000000000050,9.819968030121968283
0.213000000000000050,8.817243573808125845
0.214000000000000051,7.838380755346856965
0.215000000000000052,6.883051229345430677
0.216000000000000053,5.950998169942262273
0.217000000000000054,5.042029372202821769
0.218000000000000055,4.156009545373412273
0.219000000000000056,3.292852058830794792
0.220000000000000057,2.452510379179129174
0.221000000000000058,1.634969412420531842
0.222000000000000058,0.840236939425756946
0.223000000000000059,0.068335306889113309
0.224000000000000060,-0.680706489772165968
0.225000000000000061,-1.406860219976691084
0.226000000000000062,-2.110105239986107328
0.227000000000000063,-2.790434657354532000
0.228000000000000064,-3.447860792015884357
0.229000000000000065,-4.082419906472175342
0.230000000000000066,-4.694176193805068564
0.231000000000000066,-5.283225026476903174
0.232000000000000067,-5.849695481143435849
0.233000000000000068,-6.393752165041306945
0.234000000000000069,-6.915596378032077496
0.235000000000000070,-7.415466651199901449
0.236000000000000071,-7.893638708140588101
0.237000000000000072,-8.350424898887490954
0.238000000000000073,-8.786173158935671523
0.239000000000000073,-9.201265547194827477
0.240000000000000074,-9.596116417068259352
0.241000000000000075,-9.971170274351774054
0.242000000000000076,-10.326899374407940257
0.243000000000000077,-10.663801109218315588
0.244000000000000078,-10.982395232563526122
0.245000000000000079,-11.283220968833006737
0.246000000000000080,-11.566834047917994965
0.247000000000000081,-11.833803705379338567
0.248000000000000081,-12.084709683680086911
0.249000000000000082,-12.320139266799536415
0.250000000000000111,-12.540684377058921584
0.251000000000000112,-12.746938759536787344
