# #Autogenerated fromHID,HIE,HIP at pH: 7.4
# #h[nm],U[kJ/mol]
  0.403000, 13.292573
  0.404000, 13.048799
  0.405000, 12.805026
  0.406000, 12.557319
  0.407000, 12.309612
  0.408000, 12.075673
  0.409000, 11.841734
  0.410000, 11.623947
  0.411000, 11.406161
  0.412000, 11.180996
  0.413000, 10.955832
  0.414000, 10.722474
  0.415000, 10.489116
  0.416000, 10.259043
  0.417000, 10.028970
  0.418000,  9.797850
  0.419000,  9.566731
  0.420000,  9.330902
  0.421000,  9.095072
  0.422000,  8.859858
  0.423000,  8.624643
  0.424000,  8.393917
  0.425000,  8.163191
  0.426000,  7.937659
  0.427000,  7.712127
  0.428000,  7.490093
  0.429000,  7.268059
  0.430000,  7.048647
  0.431000,  6.829235
  0.432000,  6.613662
  0.433000,  6.398089
  0.434000,  6.187476
  0.435000,  5.976863
  0.436000,  5.770511
  0.437000,  5.564159
  0.438000,  5.361321
  0.439000,  5.158484
  0.440000,  4.960810
  0.441000,  4.763135
  0.442000,  4.571254
  0.443000,  4.379373
  0.444000,  4.193697
  0.445000,  4.008022
  0.446000,  3.827939
  0.447000,  3.647856
  0.448000,  3.472361
  0.449000,  3.296867
  0.450000,  3.126766
  0.451000,  2.956665
  0.452000,  2.792804
  0.453000,  2.628942
  0.454000,  2.472048
  0.455000,  2.315153
  0.456000,  2.163663
  0.457000,  2.012172
  0.458000,  1.864651
  0.459000,  1.717130
  0.460000,  1.575326
  0.461000,  1.433521
  0.462000,  1.297807
  0.463000,  1.162094
  0.464000,  1.030774
  0.465000,  0.899455
  0.466000,  0.773006
  0.467000,  0.646558
  0.468000,  0.526071
  0.469000,  0.405585
  0.470000,  0.289428
  0.471000,  0.173272
  0.472000,  0.062153
  0.473000, -0.048966
  0.474000, -0.154040
  0.475000, -0.259114
  0.476000, -0.359009
  0.477000, -0.458903
  0.478000, -0.553962
  0.479000, -0.649021
  0.480000, -0.738935
  0.481000, -0.828849
  0.482000, -0.913252
  0.483000, -0.997656
  0.484000, -1.076375
  0.485000, -1.155093
  0.486000, -1.229226
  0.487000, -1.303359
  0.488000, -1.373061
  0.489000, -1.442762
  0.490000, -1.507075
  0.491000, -1.571388
  0.492000, -1.631072
  0.493000, -1.690755
  0.494000, -1.745659
  0.495000, -1.800564
  0.496000, -1.850206
  0.497000, -1.899848
  0.498000, -1.944826
  0.499000, -1.989804
  0.500000, -2.030127
  0.501000, -2.070450
  0.502000, -2.106365
  0.503000, -2.142279
  0.504000, -2.173742
  0.505000, -2.205206
  0.506000, -2.232008
  0.507000, -2.258811
  0.508000, -2.281427
  0.509000, -2.304042
  0.510000, -2.322360
  0.511000, -2.340678
  0.512000, -2.354602
  0.513000, -2.368526
  0.514000, -2.378257
  0.515000, -2.387989
  0.516000, -2.393719
  0.517000, -2.399448
  0.518000, -2.401056
  0.519000, -2.402665
  0.520000, -2.400666
  0.521000, -2.398668
  0.522000, -2.393213
  0.523000, -2.387757
  0.524000, -2.378314
  0.525000, -2.368871
  0.526000, -2.355687
  0.527000, -2.342503
  0.528000, -2.325996
  0.529000, -2.309490
  0.530000, -2.289838
  0.531000, -2.270186
  0.532000, -2.247541
  0.533000, -2.224896
  0.534000, -2.199310
  0.535000, -2.173724
  0.536000, -2.144768
  0.537000, -2.115812
  0.538000, -2.084450
  0.539000, -2.053088
  0.540000, -2.019739
  0.541000, -1.986390
  0.542000, -1.950967
  0.543000, -1.915544
  0.544000, -1.878137
  0.545000, -1.840731
  0.546000, -1.801211
  0.547000, -1.761691
  0.548000, -1.720192
  0.549000, -1.678692
  0.550000, -1.635091
  0.551000, -1.591490
  0.552000, -1.546249
  0.553000, -1.501008
  0.554000, -1.454712
  0.555000, -1.408416
  0.556000, -1.360649
  0.557000, -1.312883
  0.558000, -1.263966
  0.559000, -1.215049
  0.560000, -1.165506
  0.561000, -1.115962
  0.562000, -1.065654
  0.563000, -1.015345
  0.564000, -0.964503
  0.565000, -0.913660
  0.566000, -0.862597
  0.567000, -0.811533
  0.568000, -0.760131
  0.569000, -0.708729
  0.570000, -0.657146
  0.571000, -0.605564
  0.572000, -0.553822
  0.573000, -0.502081
  0.574000, -0.450449
  0.575000, -0.398816
  0.576000, -0.347622
  0.577000, -0.296427
  0.578000, -0.245772
  0.579000, -0.195116
  0.580000, -0.145212
  0.581000, -0.095307
  0.582000, -0.046262
  0.583000,  0.002783
  0.584000,  0.051086
  0.585000,  0.099388
  0.586000,  0.146775
  0.587000,  0.194163
  0.588000,  0.240154
  0.589000,  0.286144
  0.590000,  0.330795
  0.591000,  0.375445
  0.592000,  0.418710
  0.593000,  0.461974
  0.594000,  0.503889
  0.595000,  0.545804
  0.596000,  0.586181
  0.597000,  0.626558
  0.598000,  0.665328
  0.599000,  0.704098
  0.600000,  0.741384
  0.601000,  0.778670
  0.602000,  0.814065
  0.603000,  0.849460
  0.604000,  0.882852
  0.605000,  0.916245
  0.606000,  0.947895
  0.607000,  0.979545
  0.608000,  1.009295
  0.609000,  1.039045
  0.610000,  1.066526
  0.611000,  1.094006
  0.612000,  1.119319
  0.613000,  1.144631
  0.614000,  1.167915
  0.615000,  1.191200
  0.616000,  1.212329
  0.617000,  1.233458
  0.618000,  1.252392
  0.619000,  1.271325
  0.620000,  1.288169
  0.621000,  1.305013
  0.622000,  1.319724
  0.623000,  1.334436
  0.624000,  1.346870
  0.625000,  1.359305
  0.626000,  1.369528
  0.627000,  1.379751
  0.628000,  1.387648
  0.629000,  1.395545
  0.630000,  1.401208
  0.631000,  1.406871
  0.632000,  1.410502
  0.633000,  1.414134
  0.634000,  1.415739
  0.635000,  1.417345
  0.636000,  1.416771
  0.637000,  1.416197
  0.638000,  1.413395
  0.639000,  1.410594
  0.640000,  1.405930
  0.641000,  1.401266
  0.642000,  1.394642
  0.643000,  1.388019
  0.644000,  1.379402
  0.645000,  1.370785
  0.646000,  1.360249
  0.647000,  1.349714
  0.648000,  1.337332
  0.649000,  1.324949
  0.650000,  1.310809
  0.651000,  1.296669
  0.652000,  1.280807
  0.653000,  1.264946
  0.654000,  1.247599
  0.655000,  1.230252
  0.656000,  1.211390
  0.657000,  1.192529
  0.658000,  1.172126
  0.659000,  1.151722
  0.660000,  1.129996
  0.661000,  1.108270
  0.662000,  1.085255
  0.663000,  1.062241
  0.664000,  1.038055
  0.665000,  1.013870
  0.666000,  0.988344
  0.667000,  0.962817
  0.668000,  0.935938
  0.669000,  0.909059
  0.670000,  0.881212
  0.671000,  0.853364
  0.672000,  0.824695
  0.673000,  0.796026
  0.674000,  0.766515
  0.675000,  0.737004
  0.676000,  0.706746
  0.677000,  0.676488
  0.678000,  0.645533
  0.679000,  0.614578
  0.680000,  0.583033
  0.681000,  0.551488
  0.682000,  0.519368
  0.683000,  0.487248
  0.684000,  0.454643
  0.685000,  0.422037
  0.686000,  0.388926
  0.687000,  0.355815
  0.688000,  0.322394
  0.689000,  0.288973
  0.690000,  0.255264
  0.691000,  0.221554
  0.692000,  0.187624
  0.693000,  0.153694
  0.694000,  0.119652
  0.695000,  0.085611
  0.696000,  0.051528
  0.697000,  0.017445
  0.698000, -0.016525
  0.699000, -0.050495
  0.700000, -0.084160
  0.701000, -0.117825
  0.702000, -0.151305
  0.703000, -0.184786
  0.704000, -0.218050
  0.705000, -0.251313
  0.706000, -0.284200
  0.707000, -0.317088
  0.708000, -0.349652
  0.709000, -0.382216
  0.710000, -0.414298
  0.711000, -0.446381
  0.712000, -0.477951
  0.713000, -0.509521
  0.714000, -0.540590
  0.715000, -0.571658
  0.716000, -0.602162
  0.717000, -0.632666
  0.718000, -0.662430
  0.719000, -0.692195
  0.720000, -0.721233
  0.721000, -0.750272
  0.722000, -0.778672
  0.723000, -0.807071
  0.724000, -0.834783
  0.725000, -0.862495
  0.726000, -0.889354
  0.727000, -0.916213
  0.728000, -0.942333
  0.729000, -0.968453
  0.730000, -0.993701
  0.731000, -1.018950
  0.732000, -1.043227
  0.733000, -1.067504
  0.734000, -1.090884
  0.735000, -1.114264
  0.736000, -1.136671
  0.737000, -1.159079
  0.738000, -1.180529
  0.739000, -1.201979
  0.740000, -1.222504
  0.741000, -1.243029
  0.742000, -1.262519
  0.743000, -1.282009
  0.744000, -1.300436
  0.745000, -1.318863
  0.746000, -1.336243
  0.747000, -1.353623
  0.748000, -1.369961
  0.749000, -1.386298
  0.750000, -1.401720
  0.751000, -1.417142
  0.752000, -1.431540
  0.753000, -1.445937
  0.754000, -1.459288
  0.755000, -1.472638
  0.756000, -1.484921
  0.757000, -1.497204
  0.758000, -1.508469
  0.759000, -1.519733
  0.760000, -1.529976
  0.761000, -1.540219
  0.762000, -1.549502
  0.763000, -1.558784
  0.764000, -1.567067
  0.765000, -1.575350
  0.766000, -1.582698
  0.767000, -1.590046
  0.768000, -1.596464
  0.769000, -1.602883
  0.770000, -1.608389
  0.771000, -1.613894
  0.772000, -1.618451
  0.773000, -1.623008
  0.774000, -1.626749
  0.775000, -1.630490
  0.776000, -1.633324
  0.777000, -1.636158
  0.778000, -1.638046
  0.779000, -1.639934
  0.780000, -1.641063
  0.781000, -1.642191
  0.782000, -1.642607
  0.783000, -1.643023
  0.784000, -1.642657
  0.785000, -1.642291
  0.786000, -1.641287
  0.787000, -1.640283
  0.788000, -1.638544
  0.789000, -1.636805
  0.790000, -1.634334
  0.791000, -1.631863
  0.792000, -1.628734
  0.793000, -1.625606
  0.794000, -1.621909
  0.795000, -1.618213
  0.796000, -1.613919
  0.797000, -1.609624
  0.798000, -1.604813
  0.799000, -1.600003
  0.800000, -1.594681
  0.801000, -1.589358
  0.802000, -1.583592
  0.803000, -1.577825
  0.804000, -1.571598
  0.805000, -1.565372
  0.806000, -1.558593
  0.807000, -1.551814
  0.808000, -1.544697
  0.809000, -1.537579
  0.810000, -1.530142
  0.811000, -1.522704
  0.812000, -1.514930
  0.813000, -1.507156
  0.814000, -1.499090
  0.815000, -1.491023
  0.816000, -1.482666
  0.817000, -1.474309
  0.818000, -1.465621
  0.819000, -1.456933
  0.820000, -1.447981
  0.821000, -1.439028
  0.822000, -1.429939
  0.823000, -1.420850
  0.824000, -1.411496
  0.825000, -1.402143
  0.826000, -1.392644
  0.827000, -1.383145
  0.828000, -1.373622
  0.829000, -1.364099
  0.830000, -1.354357
  0.831000, -1.344614
  0.832000, -1.334711
  0.833000, -1.324808
  0.834000, -1.314870
  0.835000, -1.304931
  0.836000, -1.294988
  0.837000, -1.285045
  0.838000, -1.275053
  0.839000, -1.265061
  0.840000, -1.254907
  0.841000, -1.244754
  0.842000, -1.234614
  0.843000, -1.224473
  0.844000, -1.214348
  0.845000, -1.204223
  0.846000, -1.194113
  0.847000, -1.184002
  0.848000, -1.173803
  0.849000, -1.163603
  0.850000, -1.153428
  0.851000, -1.143253
  0.852000, -1.133059
  0.853000, -1.122866
  0.854000, -1.112685
  0.855000, -1.102504
  0.856000, -1.092390
  0.857000, -1.082276
  0.858000, -1.072213
  0.859000, -1.062150
  0.860000, -1.052132
  0.861000, -1.042114
  0.862000, -1.032139
  0.863000, -1.022164
  0.864000, -1.012327
  0.865000, -1.002491
  0.866000, -0.992710
  0.867000, -0.982929
  0.868000, -0.973221
  0.869000, -0.963513
  0.870000, -0.953801
  0.871000, -0.944090
  0.872000, -0.934434
  0.873000, -0.924778
  0.874000, -0.915195
  0.875000, -0.905612
  0.876000, -0.896110
  0.877000, -0.886608
  0.878000, -0.877191
  0.879000, -0.867774
  0.880000, -0.858444
  0.881000, -0.849115
  0.882000, -0.839872
  0.883000, -0.830630
  0.884000, -0.821464
  0.885000, -0.812299
  0.886000, -0.803221
  0.887000, -0.794143
  0.888000, -0.785152
  0.889000, -0.776161
  0.890000, -0.767219
  0.891000, -0.758278
  0.892000, -0.749376
  0.893000, -0.740474
  0.894000, -0.731656
  0.895000, -0.722837
  0.896000, -0.714168
  0.897000, -0.705499
  0.898000, -0.696937
  0.899000, -0.688376
  0.900000, -0.679937
  0.901000, -0.671499
  0.902000, -0.663095
  0.903000, -0.654690
  0.904000, -0.646375
  0.905000, -0.638060
  0.906000, -0.629881
  0.907000, -0.621701
  0.908000, -0.613619
  0.909000, -0.605538
  0.910000, -0.597578
  0.911000, -0.589618
  0.912000, -0.581703
  0.913000, -0.573789
  0.914000, -0.566009
  0.915000, -0.558228
  0.916000, -0.550578
  0.917000, -0.542927
  0.918000, -0.535428
  0.919000, -0.527929
  0.920000, -0.520516
  0.921000, -0.513103
  0.922000, -0.505822
  0.923000, -0.498541
  0.924000, -0.491406
  0.925000, -0.484271
  0.926000, -0.477261
  0.927000, -0.470252
  0.928000, -0.463375
  0.929000, -0.456498
  0.930000, -0.449777
  0.931000, -0.443056
  0.932000, -0.436517
  0.933000, -0.429978
  0.934000, -0.423613
  0.935000, -0.417248
  0.936000, -0.411057
  0.937000, -0.404866
  0.938000, -0.398810
  0.939000, -0.392753
  0.940000, -0.386924
  0.941000, -0.381096
  0.942000, -0.375453
  0.943000, -0.369811
  0.944000, -0.364357
  0.945000, -0.358904
  0.946000, -0.353656
  0.947000, -0.348408
  0.948000, -0.343342
  0.949000, -0.338277
  0.950000, -0.333436
  0.951000, -0.328595
  0.952000, -0.323950
  0.953000, -0.319305
  0.954000, -0.314832
  0.955000, -0.310360
  0.956000, -0.306127
  0.957000, -0.301895
  0.958000, -0.297885
  0.959000, -0.293874
  0.960000, -0.290119
  0.961000, -0.286363
  0.962000, -0.282806
  0.963000, -0.279249
  0.964000, -0.275898
  0.965000, -0.272546
  0.966000, -0.269410
  0.967000, -0.266273
  0.968000, -0.263421
  0.969000, -0.260570
  0.970000, -0.257982
  0.971000, -0.255394
  0.972000, -0.252985
  0.973000, -0.250575
  0.974000, -0.248348
  0.975000, -0.246122
  0.976000, -0.244195
  0.977000, -0.242269
  0.978000, -0.240569
  0.979000, -0.238869
  0.980000, -0.237390
  0.981000, -0.235911
