0.140743	66.08
0.14298	59.73
0.145217	53.42
0.147454	47.18
0.149691	41.08
0.151928	35.16
0.154165	29.44
0.156402	23.99
0.158639	18.82
0.160876	13.96
0.163113	9.43
0.165349	5.23
0.167586	1.36
0.169823	-2.2
0.17206	-5.46
0.174297	-8.45
0.176534	-11.18
0.178771	-13.66
0.181008	-15.94
0.183245	-18
0.185482	-19.87
0.187719	-21.58
0.189955	-23.14
0.192192	-24.57
0.194429	-25.91
0.196666	-27.16
0.198903	-28.34
0.20114	-29.42
0.203377	-30.4
0.205614	-31.26
0.207851	-31.98
0.210088	-32.55
0.212325	-32.99
0.214562	-33.31
0.216798	-33.55
0.219035	-33.72
0.221272	-33.84
0.223509	-33.91
0.225746	-33.93
0.227983	-33.87
0.23022	-33.73
0.232457	-33.51
0.234694	-33.23
0.236931	-32.9
0.239168	-32.55
0.241404	-32.21
0.243641	-31.88
0.245878	-31.57
0.248115	-31.26
0.250352	-30.95
0.252589	-30.64
0.254826	-30.3
0.257063	-29.93
0.2593	-29.5
0.261537	-29.03
0.263774	-28.5
0.266011	-27.94
0.268247	-27.34
0.270484	-26.72
0.272721	-26.08
0.274958	-25.44
0.277195	-24.78
0.279432	-24.15
0.281669	-23.51
0.283906	-22.9
0.286143	-22.32
0.28838	-21.76
0.290617	-21.24
0.292853	-20.75
0.29509	-20.31
0.297327	-19.9
0.299564	-19.53
0.301801	-19.19
0.304038	-18.88
0.306275	-18.59
0.308512	-18.3
0.310749	-18.01
0.312986	-17.71
0.315223	-17.39
0.31746	-17.06
0.319696	-16.7
0.321933	-16.34
0.32417	-15.97
0.326407	-15.6
0.328644	-15.24
0.330881	-14.89
0.333118	-14.54
0.335355	-14.21
0.337592	-13.87
0.339829	-13.54
0.342066	-13.2
0.344302	-12.85
0.346539	-12.49
0.348776	-12.13
0.351013	-11.77
0.35325	-11.41
0.355487	-11.08
0.357724	-10.77
0.359961	-10.47
0.362198	-10.2
0.364435	-9.93
0.366672	-9.67
0.368909	-9.4
0.371145	-9.13
0.373382	-8.84
0.375619	-8.56
0.377856	-8.27
0.380093	-8
0.38233	-7.75
0.384567	-7.52
0.386804	-7.34
0.389041	-7.17
0.391278	-7.03
0.393515	-6.91
0.395751	-6.8
0.397988	-6.7
0.400225	-6.59
0.402462	-6.47
0.404699	-6.34
0.406936	-6.19
0.409173	-6.02
0.41141	-5.83
0.413647	-5.61
0.415884	-5.36
0.418121	-5.09
0.420357	-4.79
0.422594	-4.48
0.424831	-4.14
0.427068	-3.78
0.429305	-3.41
0.431542	-3.04
0.433779	-2.66
0.436016	-2.27
0.438253	-1.88
0.44049	-1.49
0.442727	-1.11
0.444964	-0.74
0.4472	-0.37
0.449437	-0.01
0.451674	0.33
0.453911	0.65
0.456148	0.95
0.458385	1.23
0.460622	1.48
0.462859	1.7
0.465096	1.89
0.467333	2.03
0.46957	2.14
0.471806	2.21
0.474043	2.24
0.47628	2.23
0.478517	2.18
0.480754	2.1
0.482991	1.98
0.485228	1.84
0.487465	1.66
0.489702	1.47
0.491939	1.26
0.494176	1.04
0.496413	0.82
0.498649	0.59
0.500886	0.35
0.503123	0.12
0.50536	-0.1
0.507597	-0.32
0.509834	-0.54
0.512071	-0.74
0.514308	-0.94
0.516545	-1.12
0.518782	-1.29
0.521019	-1.46
0.523255	-1.62
0.525492	-1.77
0.527729	-1.91
0.529966	-2.06
0.532203	-2.2
0.53444	-2.33
0.536677	-2.46
0.538914	-2.59
0.541151	-2.71
0.543388	-2.82
0.545625	-2.92
0.547862	-3.01
0.550098	-3.08
0.552335	-3.15
0.554572	-3.21
0.556809	-3.26
0.559046	-3.3
0.561283	-3.33
0.56352	-3.36
0.565757	-3.38
0.567994	-3.4
0.570231	-3.41
0.572468	-3.42
0.574704	-3.43
0.576941	-3.44
0.579178	-3.45
0.581415	-3.45
0.583652	-3.45
0.585889	-3.45
0.588126	-3.44
0.590363	-3.43
0.5926	-3.41
0.594837	-3.38
0.597074	-3.35
0.599311	-3.31
0.601547	-3.26
0.603784	-3.21
0.606021	-3.14
0.608258	-3.07
0.610495	-3
0.612732	-2.92
0.614969	-2.83
0.617206	-2.75
0.619443	-2.66
0.62168	-2.57
0.623917	-2.48
0.626153	-2.4
0.62839	-2.32
0.630627	-2.25
0.632864	-2.18
0.635101	-2.12
0.637338	-2.06
0.639575	-2.01
0.641812	-1.96
0.644049	-1.92
0.646286	-1.87
0.648523	-1.83
0.65076	-1.78
0.652996	-1.74
0.655233	-1.69
0.65747	-1.64
0.659707	-1.59
0.661944	-1.53
0.664181	-1.47
0.666418	-1.41
0.668655	-1.34
0.670892	-1.26
0.673129	-1.19
0.675366	-1.13
0.677602	-1.06
0.679839	-0.99
0.682076	-0.92
0.684313	-0.85
0.68655	-0.79
0.688787	-0.74
0.691024	-0.68
0.693261	-0.62
0.695498	-0.56
0.697735	-0.5
0.699972	-0.44
0.702208	-0.38
0.704445	-0.31
0.706682	-0.25
0.708919	-0.18
0.711156	-0.12
0.713393	-0.05
0.71563	0.01
0.717867	0.08
0.720104	0.14
0.722341	0.21
0.724578	0.27
0.726815	0.33
0.729051	0.38
0.731288	0.44
0.733525	0.49
0.735762	0.54
0.737999	0.58
0.740236	0.62
0.742473	0.67
0.74471	0.7
0.746947	0.73
0.749184	0.75
0.751421	0.77
0.753657	0.78
0.755894	0.78
0.758131	0.79
0.760368	0.78
0.762605	0.77
0.764842	0.76
0.767079	0.74
0.769316	0.72
0.771553	0.7
0.77379	0.68
0.776027	0.66
0.778264	0.64
0.7805	0.61
0.782737	0.59
0.784974	0.57
0.787211	0.55
0.789448	0.52
0.791685	0.49
0.793922	0.46
0.796159	0.43
0.798396	0.4
0.800633	0.37
0.80287	0.34
0.805106	0.31
0.807343	0.28
0.80958	0.25
0.811817	0.22
0.814054	0.2
0.816291	0.18
0.818528	0.15
0.820765	0.13
0.823002	0.11
0.825239	0.09
0.827476	0.07
0.829713	0.05
0.831949	0.02
0.834186	-0.01
0.836423	-0.05
0.83866	-0.08
0.840897	-0.12
0.843134	-0.16
0.845371	-0.21
0.847608	-0.25
0.849845	-0.29
0.852082	-0.33
0.854319	-0.36
0.856555	-0.39
0.858792	-0.42
0.861029	-0.43
0.863266	-0.45
0.865503	-0.45
0.86774	-0.46
0.869977	-0.45
0.872214	-0.45
0.874451	-0.44
0.876688	-0.43
0.878925	-0.42
0.881162	-0.41
0.883398	-0.4
0.885635	-0.39
0.887872	-0.38
0.890109	-0.38
0.892346	-0.38
0.894583	-0.37
0.89682	-0.37
0.899057	-0.37
0.901294	-0.37
0.903531	-0.37
0.905768	-0.38
0.908004	-0.38
0.910241	-0.39
0.912478	-0.39
0.914715	-0.39
0.916952	-0.4
0.919189	-0.41
0.921426	-0.41
0.923663	-0.42
0.9259	-0.43
0.928137	-0.43
0.930374	-0.44
0.932611	-0.44
0.934847	-0.44
0.937084	-0.45
