# #h[nm], U[kJ/mol]
  0.187598, 99.516554
  0.189786, 95.787083
  0.191974, 91.842446
  0.194162, 87.698010
  0.196350, 83.377531
  0.198537, 78.912506
  0.200725, 74.346047
  0.202913, 69.726157
  0.205101, 65.110895
  0.207289, 60.560991
  0.209477, 56.136248
  0.211664, 51.891030
  0.213852, 47.858867
  0.216040, 44.063881
  0.218228, 40.517109
  0.220416, 37.210219
  0.222603, 34.138107
  0.224791, 31.288810
  0.226979, 28.645173
  0.229167, 26.182587
  0.231355, 23.880390
  0.233543, 21.723863
  0.235730, 19.695934
  0.237918, 17.791500
  0.240106, 16.012485
  0.242294, 14.345875
  0.244482, 12.783808
  0.246670, 11.309054
  0.248857,  9.907221
  0.251045,  8.564077
  0.253233,  7.284215
  0.255421,  6.077813
  0.257609,  4.959982
  0.259796,  3.944082
  0.261984,  3.030516
  0.264172,  2.210788
  0.266360,  1.466510
  0.268548,  0.781398
  0.270736,  0.149124
  0.272923, -0.436495
  0.275111, -0.968453
  0.277299, -1.435217
  0.279487, -1.825454
  0.281675, -2.131039
  0.283863, -2.347154
  0.286050, -2.474416
  0.288238, -2.520275
  0.290426, -2.491944
  0.292614, -2.401331
  0.294802, -2.253919
  0.296989, -2.061580
  0.299177, -1.827507
  0.301365, -1.561351
  0.303553, -1.268438
  0.305741, -0.958976
  0.307929, -0.637221
  0.310116, -0.310983
  0.312304,  0.022656
  0.314492,  0.361085
  0.316680,  0.713306
  0.318868,  1.085925
  0.321056,  1.482449
  0.323243,  1.913140
  0.325431,  2.369912
  0.327619,  2.869024
  0.329807,  3.397198
  0.331995,  3.947350
  0.334182,  4.507986
  0.336370,  5.072567
  0.338558,  5.621706
  0.340746,  6.149877
  0.342934,  6.648000
  0.345122,  7.108128
  0.347309,  7.528912
  0.349497,  7.907276
  0.351685,  8.240391
  0.353873,  8.540525
  0.356061,  8.803399
  0.358249,  9.045276
  0.360436,  9.265418
  0.362624,  9.474969
  0.364812,  9.682169
  0.367000,  9.893219
  0.369188, 10.112409
  0.371375, 10.338243
  0.373563, 10.579856
  0.375751, 10.826723
  0.377939, 11.094802
  0.380127, 11.376272
  0.382315, 11.673837
  0.384502, 11.984754
  0.386690, 12.319580
  0.388878, 12.668821
  0.391066, 13.033132
  0.393254, 13.413327
  0.395442, 13.806322
  0.397629, 14.210892
  0.399817, 14.619039
  0.402005, 15.019837
  0.404193, 15.414394
  0.406381, 15.792809
  0.408568, 16.147186
  0.410756, 16.471601
  0.412944, 16.758129
  0.415132, 16.992321
  0.417320, 17.171736
  0.419508, 17.292409
  0.421695, 17.361647
  0.423883, 17.377154
  0.426071, 17.357529
  0.428259, 17.320871
  0.430447, 17.282414
  0.432635, 17.267311
  0.434822, 17.272508
  0.437010, 17.305594
  0.439198, 17.358109
  0.441386, 17.412749
  0.443574, 17.457080
  0.445761, 17.492212
  0.447949, 17.516891
  0.450137, 17.542349
  0.452325, 17.584367
  0.454513, 17.665261
  0.456701, 17.791878
  0.458888, 17.978956
  0.461076, 18.220481
  0.463264, 18.509307
  0.465452, 18.831893
  0.467640, 19.174252
  0.469828, 19.530125
  0.472015, 19.874091
  0.474203, 20.190380
  0.476391, 20.468590
  0.478579, 20.690459
  0.480767, 20.850485
  0.482955, 20.944772
  0.485142, 20.979369
  0.487330, 20.948149
  0.489518, 20.852230
  0.491706, 20.694217
  0.493894, 20.460240
  0.496081, 20.154457
  0.498269, 19.768795
  0.500457, 19.299051
  0.502645, 18.741424
  0.504833, 18.099630
  0.507021, 17.382846
  0.509208, 16.591294
  0.511396, 15.734600
  0.513584, 14.825617
  0.515772, 13.876864
  0.517960, 12.897856
  0.520148, 11.902561
  0.522335, 10.908092
  0.524523,  9.924626
  0.526711,  8.964614
  0.528899,  8.042746
  0.531087,  7.162744
  0.533274,  6.334662
  0.535462,  5.558353
  0.537650,  4.841733
  0.539838,  4.176486
  0.542026,  3.564222
  0.544214,  3.004398
  0.546401,  2.489794
  0.548589,  2.014172
  0.550777,  1.574464
  0.552965,  1.165161
  0.555153,  0.783224
  0.557341,  0.424171
  0.559528,  0.089983
  0.561716, -0.223314
  0.563904, -0.514873
  0.566092, -0.783993
  0.568280, -1.029289
  0.570467, -1.250188
  0.572655, -1.447013
  0.574843, -1.621237
  0.577031, -1.770388
  0.579219, -1.896642
  0.581407, -2.004949
  0.583594, -2.095644
  0.585782, -2.174013
  0.587970, -2.236330
  0.590158, -2.291897
  0.592346, -2.335485
  0.594534, -2.369695
  0.596721, -2.397572
  0.598909, -2.409887
  0.601097, -2.422694
  0.603285, -2.426766
  0.605473, -2.426149
  0.607660, -2.413115
  0.609848, -2.397475
  0.612036, -2.376536
  0.614224, -2.350655
  0.616412, -2.320941
  0.618600, -2.285304
  0.620787, -2.242319
  0.622975, -2.194603
  0.625163, -2.140385
  0.627351, -2.078339
  0.629539, -2.010674
  0.631727, -1.938508
  0.633914, -1.858070
  0.636102, -1.772675
  0.638290, -1.683019
  0.640478, -1.586983
  0.642666, -1.492370
  0.644853, -1.395829
  0.647041, -1.302920
  0.649229, -1.212477
  0.651417, -1.127144
  0.653605, -1.047721
  0.655793, -0.973754
  0.657980, -0.910153
  0.660168, -0.846947
  0.662356, -0.791534
  0.664544, -0.744192
  0.666732, -0.701347
  0.668920, -0.660987
  0.671107, -0.621978
  0.673295, -0.587068
  0.675483, -0.547755
  0.677671, -0.512007
  0.679859, -0.477456
  0.682046, -0.438630
  0.684234, -0.399804
  0.686422, -0.356770
  0.688610, -0.310132
  0.690798, -0.265080
  0.692986, -0.221423
  0.695173, -0.174506
  0.697361, -0.125891
  0.699549, -0.077647
  0.701737, -0.031105
  0.703925,  0.015379
  0.706113,  0.061499
  0.708300,  0.103065
  0.710488,  0.144246
  0.712676,  0.183293
  0.714864,  0.218163
  0.717052,  0.251412
  0.719239,  0.280782
  0.721427,  0.311122
  0.723615,  0.340183
  0.725803,  0.368503
  0.727991,  0.398282
  0.730179,  0.427608
  0.732366,  0.462496
  0.734554,  0.499984
  0.736742,  0.544401
  0.738930,  0.593407
  0.741118,  0.649047
  0.743306,  0.711686
  0.745493,  0.782082
  0.747681,  0.858822
  0.749869,  0.945390
  0.752057,  1.037249
  0.754245,  1.134741
  0.756432,  1.238447
  0.758620,  1.347885
  0.760808,  1.459120
  0.762996,  1.572910
  0.765184,  1.688706
  0.767372,  1.802575
  0.769559,  1.924071
  0.771747,  2.039917
  0.773935,  2.147927
  0.776123,  2.255082
  0.778311,  2.357091
  0.780499,  2.455886
  0.782686,  2.545787
  0.784874,  2.631327
  0.787062,  2.713544
  0.789250,  2.788062
  0.791438,  2.852565
  0.793626,  2.910386
  0.795813,  2.957625
  0.798001,  2.997771
  0.800189,  3.029645
  0.802377,  3.048951
  0.804565,  3.065088
  0.806752,  3.072308
  0.808940,  3.072279
  0.811128,  3.070029
  0.813316,  3.057618
  0.815504,  3.041734
  0.817692,  3.018847
  0.819879,  2.991775
  0.822067,  2.959478
  0.824255,  2.925977
  0.826443,  2.887768
  0.828631,  2.845689
  0.830819,  2.801510
  0.833006,  2.750479
  0.835194,  2.699867
  0.837382,  2.643846
  0.839570,  2.582850
  0.841758,  2.518844
  0.843945,  2.451755
  0.846133,  2.380321
  0.848321,  2.304578
  0.850509,  2.223698
