# #h[nm], U[kJ/mol]
  0.161755, 69.421084
  0.164262, 63.582070
  0.166769, 57.682964
  0.169276, 51.773382
  0.171783, 45.899072
  0.174290, 40.108853
  0.176797, 34.450939
  0.179304, 28.971738
  0.181811, 23.715200
  0.184318, 18.719134
  0.186825, 14.017012
  0.189332,  9.631042
  0.191839,  5.576099
  0.194346,  1.858801
  0.196853, -1.532288
  0.199360, -4.616918
  0.201868, -7.424009
  0.204375, -9.971281
  0.206882,-12.269955
  0.209389,-14.323167
  0.211896,-16.122342
  0.214403,-17.667666
  0.216910,-18.970670
  0.219417,-20.063282
  0.221924,-20.996980
  0.224431,-21.831979
  0.226938,-22.603876
  0.229445,-23.342635
  0.231952,-24.042550
  0.234459,-24.681169
  0.236966,-25.219120
  0.239473,-25.614335
  0.241980,-25.848190
  0.244487,-25.910995
  0.246994,-25.822129
  0.249501,-25.610504
  0.252008,-25.312407
  0.254516,-24.947225
  0.257023,-24.527235
  0.259530,-24.067924
  0.262037,-23.568099
  0.264544,-23.033204
  0.267051,-22.477077
  0.269558,-21.902390
  0.272065,-21.334466
  0.274572,-20.786668
  0.277079,-20.277833
  0.279586,-19.820926
  0.282093,-19.422285
  0.284600,-19.078776
  0.287107,-18.781737
  0.289614,-18.516521
  0.292121,-18.258666
  0.294628,-17.982932
  0.297135,-17.677865
  0.299642,-17.321133
  0.302149,-16.917366
  0.304656,-16.474097
  0.307164,-16.001595
  0.309671,-15.497771
  0.312178,-14.978915
  0.314685,-14.435507
  0.317192,-13.878719
  0.319699,-13.295494
  0.322206,-12.700412
  0.324713,-12.094078
  0.327220,-11.484098
  0.329727,-10.867141
  0.332234,-10.247228
  0.334741, -9.627261
  0.337248, -9.001307
  0.339755, -8.380252
  0.342262, -7.765569
  0.344769, -7.170172
  0.347276, -6.606953
  0.349783, -6.089771
  0.352290, -5.624963
  0.354797, -5.206743
  0.357304, -4.826136
  0.359812, -4.473171
  0.362319, -4.129328
  0.364826, -3.789347
  0.367333, -3.445304
  0.369840, -3.096467
  0.372347, -2.743005
  0.374854, -2.390587
  0.377361, -2.041849
  0.379868, -1.708309
  0.382375, -1.388338
  0.384882, -1.091669
  0.387389, -0.822162
  0.389896, -0.589091
  0.392403, -0.399937
  0.394910, -0.249298
  0.397417, -0.140221
  0.399924, -0.082059
  0.402431, -0.072157
  0.404938, -0.114310
  0.407445, -0.200470
  0.409952, -0.328577
  0.412460, -0.483386
  0.414967, -0.662316
  0.417474, -0.846928
  0.419981, -1.032415
  0.422488, -1.209390
  0.424995, -1.373778
  0.427502, -1.518254
  0.430009, -1.631932
  0.432516, -1.718923
  0.435023, -1.781471
  0.437530, -1.808530
  0.440037, -1.802600
  0.442544, -1.767856
  0.445051, -1.694927
  0.447558, -1.597022
  0.450065, -1.466795
  0.452572, -1.312249
  0.455079, -1.126506
  0.457586, -0.918634
  0.460093, -0.699914
  0.462600, -0.466784
  0.465108, -0.220138
  0.467615,  0.027976
  0.470122,  0.284978
  0.472629,  0.538767
  0.475136,  0.787288
  0.477643,  1.019185
  0.480150,  1.230564
  0.482657,  1.404235
  0.485164,  1.533103
  0.487671,  1.610838
  0.490178,  1.631539
  0.492685,  1.589205
  0.495192,  1.485539
  0.497699,  1.320471
  0.500206,  1.096432
  0.502713,  0.818406
  0.505220,  0.497067
  0.507727,  0.141176
  0.510234, -0.229293
  0.512741, -0.618230
  0.515248, -1.008727
  0.517756, -1.396216
  0.520263, -1.769447
  0.522770, -2.128120
  0.525277, -2.463206
  0.527784, -2.776231
  0.530291, -3.063745
  0.532798, -3.327121
  0.535305, -3.563897
  0.537812, -3.780489
  0.540319, -3.978700
  0.542826, -4.165438
  0.545333, -4.341592
  0.547840, -4.509218
  0.550347, -4.664302
  0.552854, -4.808147
  0.555361, -4.941210
  0.557868, -5.051019
  0.560375, -5.139847
  0.562882, -5.200637
  0.565389, -5.244312
  0.567896, -5.262336
  0.570404, -5.262178
  0.572911, -5.252290
  0.575418, -5.238642
  0.577925, -5.232753
  0.580432, -5.228915
  0.582939, -5.234566
  0.585446, -5.246588
  0.587953, -5.259935
  0.590460, -5.271949
  0.592967, -5.274265
  0.595474, -5.264831
  0.597981, -5.235685
  0.600488, -5.187702
  0.602995, -5.119765
  0.605502, -5.036542
  0.608009, -4.934329
  0.610516, -4.823004
  0.613023, -4.705023
  0.615530, -4.581250
  0.618037, -4.465578
  0.620544, -4.354366
  0.623052, -4.248858
  0.625559, -4.147302
  0.628066, -4.053218
  0.630573, -3.966798
  0.633080, -3.879575
  0.635587, -3.796070
  0.638094, -3.711843
  0.640601, -3.627389
  0.643108, -3.538793
  0.645615, -3.444445
  0.648122, -3.343175
  0.650629, -3.235002
  0.653136, -3.117705
  0.655643, -2.991638
  0.658150, -2.858460
  0.660657, -2.718257
  0.663164, -2.574570
  0.665671, -2.426470
  0.668178, -2.279804
  0.670685, -2.134970
  0.673192, -1.994242
  0.675700, -1.857275
  0.678207, -1.727707
  0.680714, -1.605628
  0.683221, -1.488311
  0.685728, -1.374093
  0.688235, -1.264448
  0.690742, -1.156072
  0.693249, -1.046220
  0.695756, -0.937139
  0.698263, -0.828174
  0.700770, -0.716886
  0.703277, -0.601671
  0.705784, -0.487442
  0.708291, -0.377744
  0.710798, -0.270538
  0.713305, -0.170860
  0.715812, -0.076559
  0.718319,  0.007665
  0.720826,  0.081938
  0.723333,  0.147873
  0.725840,  0.204854
  0.728348,  0.253725
  0.730855,  0.293842
  0.733362,  0.332241
  0.735869,  0.369182
  0.738376,  0.401221
  0.740883,  0.433078
  0.743390,  0.463298
  0.745897,  0.493764
  0.748404,  0.519273
  0.750911,  0.547114
  0.753418,  0.574783
  0.755925,  0.596226
  0.758432,  0.614418
  0.760939,  0.626769
  0.763446,  0.628379
  0.765953,  0.632194
  0.768460,  0.628571
  0.770967,  0.621761
  0.773474,  0.609326
  0.775981,  0.597904
  0.778488,  0.585855
  0.780996,  0.574342
  0.783503,  0.561087
  0.786010,  0.548466
  0.788517,  0.537498
  0.791024,  0.532189
  0.793531,  0.519523
  0.796038,  0.507151
  0.798545,  0.493170
  0.801052,  0.477054
  0.803559,  0.455925
  0.806066,  0.426795
  0.808573,  0.395708
  0.811080,  0.358291
  0.813587,  0.317114
  0.816094,  0.275645
  0.818601,  0.225487
  0.821108,  0.174221
  0.823615,  0.125852
  0.826122,  0.078672
  0.828629,  0.032394
  0.831136, -0.014539
  0.833644, -0.056395
  0.836151, -0.098954
  0.838658, -0.138527
  0.841165, -0.176734
  0.843672, -0.212110
  0.846179, -0.248824
  0.848686, -0.282405
  0.851193, -0.314536
  0.853700, -0.344923
  0.856207, -0.369899
  0.858714, -0.389998
  0.861221, -0.406880
  0.863728, -0.415700
  0.866235, -0.419585
  0.868742, -0.417901
  0.871249, -0.415183
  0.873756, -0.407969
  0.876263, -0.402922
  0.878770, -0.398145
  0.881277, -0.389977
  0.883784, -0.383580
  0.886292, -0.374829
  0.888799, -0.373194
  0.891306, -0.371421
  0.893813, -0.373204
  0.896320, -0.375927
  0.898827, -0.381390
  0.901334, -0.388537
  0.903841, -0.394134
  0.906348, -0.404453
  0.908855, -0.416939
  0.911362, -0.428491
  0.913869, -0.442660
  0.916376, -0.453017
  0.918883, -0.456688
  0.921390, -0.459156
  0.923897, -0.457608
  0.926404, -0.447712
  0.928911, -0.431248
  0.931418, -0.408848
  0.933925, -0.378539
  0.936432, -0.344757
  0.938940, -0.303075
  0.941447, -0.260130
  0.943954, -0.216644
  0.946461, -0.172413
  0.948968, -0.129398
  0.951475, -0.087146
  0.953982, -0.048500
  0.956489, -0.007191
  0.958996,  0.023908
  0.961503,  0.051741
  0.964010,  0.077890
  0.966517,  0.100968
  0.969024,  0.124584
  0.971531,  0.144354
  0.974038,  0.166701
  0.976545,  0.183614
  0.979052,  0.204078
  0.981559,  0.219963
  0.984066,  0.236512
  0.986573,  0.253882
  0.989080,  0.269561
  0.991588,  0.285127
  0.994095,  0.297427
  0.996602,  0.312722
  0.999109,  0.326239
  1.001616,  0.342444
  1.004123,  0.358364
  1.006630,  0.376672
  1.009137,  0.394861
  1.011644,  0.415863
  1.014151,  0.434859
  1.016658,  0.451854
  1.019165,  0.468951
  1.021672,  0.486847
  1.024179,  0.498163
  1.026686,  0.512048
  1.029193,  0.525124
  1.031700,  0.543392
  1.034207,  0.561283
  1.036714,  0.586881
  1.039221,  0.613279
  1.041728,  0.640748
  1.044236,  0.670403
  1.046743,  0.703104
  1.049250,  0.733157
  1.051757,  0.760945
  1.054264,  0.788145
  1.056771,  0.808471
  1.059278,  0.820933
  1.061785,  0.830970
  1.064292,  0.832856
  1.066799,  0.828042
  1.069306,  0.823100
  1.071813,  0.810727
  1.074320,  0.797191
  1.076827,  0.782781
  1.079334,  0.767517
  1.081841,  0.751310
  1.084348,  0.731733
  1.086855,  0.716018
  1.089362,  0.698689
  1.091869,  0.677518
  1.094377,  0.655444
  1.096884,  0.630879
  1.099391,  0.605474
  1.101898,  0.585376
  1.104405,  0.563258
  1.106912,  0.544127
  1.109419,  0.529100
  1.111926,  0.515476
  1.114433,  0.503906
  1.116940,  0.498740
  1.119447,  0.494897
  1.121954,  0.493110
  1.124461,  0.495340
  1.126968,  0.497785
  1.129475,  0.501200
  1.131982,  0.505902
  1.134489,  0.507033
  1.136996,  0.509314
