# z (nm)   (kJ/mol)
  0.0860  266.03072
  0.0880  262.56735
  0.0900  260.13590
  0.0920  257.00222
  0.0940  254.22061
  0.0960  251.56092
  0.0980  248.93040
  0.1000  246.21313
  0.1020  243.46232
  0.1040  240.62474
  0.1060  237.68443
  0.1080  234.63377
  0.1100  231.44349
  0.1120  228.10447
  0.1140  224.60806
  0.1160  220.95665
  0.1180  217.14546
  0.1200  213.19048
  0.1220  209.09841
  0.1240  204.87956
  0.1260  200.55452
  0.1280  196.13632
  0.1300  191.63320
  0.1320  187.07302
  0.1340  182.47634
  0.1360  177.87044
  0.1380  173.29674
  0.1400  168.79170
  0.1420  164.39071
  0.1440  160.12471
  0.1460  156.00434
  0.1480  152.03015
  0.1500  148.18301
  0.1520  144.42917
  0.1540  140.73831
  0.1560  137.07633
  0.1580  133.45184
  0.1600  129.86910
  0.1620  126.34394
  0.1640  122.86546
  0.1660  119.41245
  0.1680  115.95931
  0.1700  112.49081
  0.1720  109.01203
  0.1740  105.55635
  0.1760  102.17056
  0.1780   98.88338
  0.1800   95.70684
  0.1820   92.61671
  0.1840   89.58392
  0.1860   86.56858
  0.1880   83.55653
  0.1900   80.55572
  0.1920   77.56609
  0.1940   74.59280
  0.1960   71.64121
  0.1980   68.71652
  0.2000   65.82436
  0.2020   62.99501
  0.2040   60.23433
  0.2060   57.56068
  0.2080   54.96721
  0.2100   52.44061
  0.2120   49.98382
  0.2140   47.55883
  0.2160   45.14911
  0.2180   42.75355
  0.2200   40.36229
  0.2220   37.99267
  0.2240   35.66367
  0.2260   33.39765
  0.2280   31.21831
  0.2300   29.12984
  0.2320   27.11040
  0.2340   25.15248
  0.2360   23.21831
  0.2380   21.30320
  0.2400   19.38784
  0.2420   17.49105
  0.2440   15.62496
  0.2460   13.81739
  0.2480   12.08763
  0.2500   10.45114
  0.2520    8.90011
  0.2540    7.43489
  0.2560    6.02217
  0.2580    4.64056
  0.2600    3.27613
  0.2620    1.90774
  0.2640    0.54997
  0.2660   -0.78918
  0.2680   -2.08572
  0.2700   -3.32436
  0.2720   -4.50633
  0.2740   -5.62495
  0.2760   -6.67899
  0.2780   -7.67621
  0.2800   -8.64071
  0.2820   -9.56357
  0.2840  -10.44650
  0.2860  -11.29118
  0.2880  -12.09646
  0.2900  -12.85775
  0.2920  -13.57895
  0.2940  -14.26441
  0.2960  -14.92304
  0.2980  -15.53952
  0.3000  -16.12536
  0.3020  -16.66025
  0.3040  -17.14888
  0.3060  -17.58358
  0.3080  -17.96863
  0.3100  -18.30206
  0.3120  -18.60083
  0.3140  -18.85459
  0.3160  -19.07680
  0.3180  -19.27124
  0.3200  -19.43595
  0.3220  -19.57226
  0.3240  -19.68165
  0.3260  -19.77058
  0.3280  -19.83013
  0.3300  -19.86603
  0.3320  -19.86939
  0.3340  -19.84240
  0.3360  -19.78847
  0.3380  -19.71413
  0.3400  -19.62467
  0.3420  -19.53593
  0.3440  -19.44162
  0.3460  -19.34283
  0.3480  -19.25397
  0.3500  -19.16609
  0.3520  -19.06801
  0.3540  -18.95897
  0.3560  -18.82850
  0.3580  -18.67944
  0.3600  -18.51707
  0.3620  -18.33620
  0.3640  -18.15237
  0.3660  -17.96706
  0.3680  -17.80412
  0.3700  -17.65596
  0.3720  -17.52530
  0.3740  -17.40444
  0.3760  -17.28722
  0.3780  -17.14740
  0.3800  -16.99875
  0.3820  -16.83615
  0.3840  -16.66125
  0.3860  -16.48335
  0.3880  -16.30081
  0.3900  -16.11386
  0.3920  -15.92362
  0.3940  -15.72857
  0.3960  -15.51692
  0.3980  -15.30756
  0.4000  -15.09579
  0.4020  -14.89921
  0.4040  -14.71776
  0.4060  -14.55438
  0.4080  -14.40964
  0.4100  -14.27522
  0.4120  -14.14459
  0.4140  -14.00529
  0.4160  -13.84522
  0.4180  -13.65599
  0.4200  -13.43652
  0.4220  -13.18683
  0.4240  -12.90897
  0.4260  -12.61264
  0.4280  -12.29302
  0.4300  -11.97511
  0.4320  -11.65299
  0.4340  -11.34596
  0.4360  -11.04299
  0.4380  -10.75189
  0.4400  -10.47273
  0.4420  -10.19059
  0.4440   -9.90145
  0.4460   -9.60637
  0.4480   -9.30085
  0.4500   -8.98582
  0.4520   -8.68386
  0.4540   -8.40272
  0.4560   -8.14912
  0.4580   -7.93760
  0.4600   -7.74686
  0.4620   -7.58740
  0.4640   -7.44192
  0.4660   -7.30557
  0.4680   -7.17883
  0.4700   -7.05547
  0.4720   -6.94524
  0.4740   -6.84418
  0.4760   -6.73758
  0.4780   -6.62758
  0.4800   -6.50601
  0.4820   -6.36667
  0.4840   -6.21030
  0.4860   -6.04113
  0.4880   -5.86493
  0.4900   -5.68436
  0.4920   -5.51014
  0.4940   -5.33993
  0.4960   -5.16808
  0.4980   -5.00007
  0.5000   -4.83377
  0.5020   -4.66189
  0.5040   -4.48512
  0.5060   -4.29944
  0.5080   -4.11361
  0.5100   -3.93368
  0.5120   -3.76758
  0.5140   -3.62340
  0.5160   -3.48122
  0.5180   -3.36446
  0.5200   -3.24919
  0.5220   -3.14159
  0.5240   -3.02956
  0.5260   -2.91811
  0.5280   -2.80493
  0.5300   -2.68237
  0.5320   -2.55676
  0.5340   -2.42401
  0.5360   -2.28549
  0.5380   -2.15562
  0.5400   -2.02390
  0.5420   -1.89486
  0.5440   -1.78393
  0.5460   -1.67483
  0.5480   -1.57515
  0.5500   -1.48666
  0.5520   -1.40021
  0.5540   -1.31388
  0.5560   -1.22409
  0.5580   -1.13803
  0.5600   -1.05407
  0.5620   -0.96918
  0.5640   -0.87915
  0.5660   -0.79467
  0.5680   -0.70696
  0.5700   -0.62465
  0.5720   -0.54331
  0.5740   -0.46641
  0.5760   -0.39375
  0.5780   -0.31719
  0.5800   -0.24645
  0.5820   -0.18485
  0.5840   -0.13232
  0.5860   -0.09620
  0.5880   -0.07992
  0.5900   -0.07353
  0.5920   -0.08645
  0.5940   -0.10822
  0.5960   -0.13872
  0.5980   -0.17327
  0.6000   -0.20396
  0.6020   -0.23787
  0.6040   -0.26458
  0.6060   -0.28754
  0.6080   -0.31445
  0.6100   -0.34142
  0.6120   -0.36564
  0.6140   -0.38729
  0.6160   -0.40200
  0.6180   -0.40698
  0.6200   -0.39788
  0.6220   -0.37885
  0.6240   -0.36585
  0.6260   -0.34615
  0.6280   -0.33733
  0.6300   -0.33828
  0.6320   -0.35683
  0.6340   -0.39457
  0.6360   -0.44727
  0.6380   -0.50498
  0.6400   -0.56000
  0.6420   -0.60959
  0.6440   -0.63970
  0.6460   -0.65471
  0.6480   -0.64325
  0.6500   -0.61599
  0.6520   -0.57447
  0.6540   -0.52657
  0.6560   -0.48656
  0.6580   -0.44861
  0.6600   -0.42178
  0.6620   -0.41092
  0.6640   -0.41599
  0.6660   -0.43389
  0.6680   -0.45155
  0.6700   -0.47888
  0.6720   -0.49950
  0.6740   -0.50779
  0.6760   -0.51182
  0.6780   -0.52053
  0.6800   -0.51580
  0.6820   -0.51178
  0.6840   -0.50426
  0.6860   -0.49478
  0.6880   -0.48333
  0.6900   -0.46957
  0.6920   -0.44770
  0.6940   -0.42359
  0.6960   -0.38384
  0.6980   -0.34329
  0.7000   -0.29928
  0.7020   -0.26125
  0.7040   -0.22096
  0.7060   -0.18870
  0.7080   -0.17719
  0.7100   -0.16759
  0.7120   -0.16935
  0.7140   -0.17670
  0.7160   -0.18291
  0.7180   -0.19691
  0.7200   -0.20452
  0.7220   -0.20539
  0.7240   -0.20630
  0.7260   -0.19850
  0.7280   -0.18096
  0.7300   -0.15752
  0.7320   -0.11965
  0.7340   -0.07951
  0.7360   -0.04030
  0.7380    0.00503
  0.7400    0.04327
  0.7420    0.07832
  0.7440    0.10279
  0.7460    0.11537
  0.7480    0.12101
  0.7500    0.10946
  0.7520    0.08810
  0.7540    0.06034
  0.7560    0.02731
  0.7580   -0.01074
  0.7600   -0.04695
  0.7620   -0.08485
  0.7640   -0.11983
  0.7660   -0.14079
  0.7680   -0.15835
  0.7700   -0.16529
  0.7720   -0.15454
  0.7740   -0.13612
  0.7760   -0.09955
  0.7780   -0.05652
  0.7800   -0.01031
  0.7820    0.03214
  0.7840    0.06614
  0.7860    0.09174
  0.7880    0.10433
  0.7900    0.10069
  0.7920    0.09637
  0.7940    0.07113
  0.7960    0.04983
  0.7980    0.02743
  0.8000    0.00816
  0.8020    0.00355
  0.8040   -0.00176
  0.8060    0.00764
  0.8080    0.01485
  0.8100    0.02251
  0.8120    0.03652
  0.8140    0.04265
  0.8160    0.04470
  0.8180    0.04505
  0.8200    0.04375
  0.8220    0.03637
  0.8240    0.04040
  0.8260    0.04541
  0.8280    0.05121
  0.8300    0.05534
  0.8320    0.06561
  0.8340    0.07803
  0.8360    0.08629
  0.8380    0.09743
  0.8400    0.10421
  0.8420    0.10333
  0.8440    0.10795
  0.8460    0.09871
  0.8480    0.08124
  0.8500    0.05999
  0.8520    0.04861
  0.8540    0.02545
  0.8560   -0.00146
  0.8580   -0.01574
  0.8600   -0.02488
  0.8620   -0.01982
  0.8640   -0.00528
  0.8660    0.01708
  0.8680    0.04601
  0.8700    0.06998
  0.8720    0.09629
  0.8740    0.11376
  0.8760    0.12164
  0.8780    0.12111
  0.8800    0.10331
  0.8820    0.07507
  0.8840    0.04004
  0.8860   -0.00200
  0.8880   -0.04775
  0.8900   -0.08789
  0.8920   -0.12445
  0.8940   -0.15185
  0.8960   -0.16596
  0.8980   -0.17284
  0.9000   -0.16088
  0.9020   -0.14021
  0.9040   -0.10574
  0.9060   -0.07567
  0.9080   -0.03735
  0.9100   -0.00090
  0.9120    0.02051
  0.9140    0.02720
  0.9160    0.02083
  0.9180   -0.00013
  0.9200   -0.02763
  0.9220   -0.05599
  0.9240   -0.08895
  0.9260   -0.10605
  0.9280   -0.10914
  0.9300   -0.09851
  0.9320   -0.06605
  0.9340   -0.03386
  0.9360   -0.00976
  0.9380    0.01005
  0.9400    0.02065
  0.9420    0.02100
  0.9440    0.01680
  0.9460    0.00773
  0.9480    0.00030
  0.9500   -0.00317
  0.9520    0.00636
  0.9540    0.01032
  0.9560    0.02532
  0.9580    0.04156
  0.9600    0.06156
  0.9620    0.07811
  0.9640    0.08727
  0.9660    0.09050
  0.9680    0.08486
  0.9700    0.07155
  0.9720    0.06239
  0.9740    0.03786
  0.9760    0.01666
  0.9780   -0.00124
  0.9800   -0.01602
  0.9820   -0.02184
  0.9840   -0.01607
  0.9860   -0.00932
  0.9880    0.00332
  0.9900    0.01862
  0.9920    0.03143
  0.9940    0.04352
  0.9960    0.04000
  0.9980    0.03701
  1.0000    0.03033
