# z (nm)   (kJ/mol)
  0.0820  275.44019
  0.0840  271.89149
  0.0860  269.26816
  0.0880  266.02200
  0.0900  262.88713
  0.0920  260.17724
  0.0940  257.32658
  0.0960  254.50966
  0.0980  251.61547
  0.1000  248.71594
  0.1020  245.74090
  0.1040  242.70405
  0.1060  239.58473
  0.1080  236.36981
  0.1100  233.05665
  0.1120  229.63684
  0.1140  226.09299
  0.1160  222.41778
  0.1180  218.59184
  0.1200  214.62424
  0.1220  210.52926
  0.1240  206.32805
  0.1260  202.05508
  0.1280  197.75128
  0.1300  193.44199
  0.1320  189.16035
  0.1340  184.91373
  0.1360  180.71892
  0.1380  176.56784
  0.1400  172.45088
  0.1420  168.36571
  0.1440  164.30136
  0.1460  160.25255
  0.1480  156.22807
  0.1500  152.24911
  0.1520  148.33771
  0.1540  144.51814
  0.1560  140.82072
  0.1580  137.26498
  0.1600  133.85314
  0.1620  130.57617
  0.1640  127.41275
  0.1660  124.32263
  0.1680  121.27540
  0.1700  118.24155
  0.1720  115.18925
  0.1740  112.11385
  0.1760  109.02582
  0.1780  105.93913
  0.1800  102.87421
  0.1820   99.86513
  0.1840   96.91337
  0.1860   94.02294
  0.1880   91.18592
  0.1900   88.39255
  0.1920   85.62821
  0.1940   82.88134
  0.1960   80.14299
  0.1980   77.42353
  0.2000   74.72985
  0.2020   72.07366
  0.2040   69.47223
  0.2060   66.93620
  0.2080   64.48057
  0.2100   62.10300
  0.2120   59.79583
  0.2140   57.55096
  0.2160   55.35088
  0.2180   53.18842
  0.2200   51.05231
  0.2220   48.93824
  0.2240   46.85085
  0.2260   44.79941
  0.2280   42.78424
  0.2300   40.80179
  0.2320   38.86342
  0.2340   36.96670
  0.2360   35.11450
  0.2380   33.30699
  0.2400   31.55158
  0.2420   29.85908
  0.2440   28.23042
  0.2460   26.65593
  0.2480   25.13452
  0.2500   23.64131
  0.2520   22.17030
  0.2540   20.71824
  0.2560   19.27483
  0.2580   17.84731
  0.2600   16.47138
  0.2620   15.13486
  0.2640   13.86109
  0.2660   12.64822
  0.2680   11.49272
  0.2700   10.38066
  0.2720    9.30448
  0.2740    8.25519
  0.2760    7.22822
  0.2780    6.21592
  0.2800    5.23352
  0.2820    4.28727
  0.2840    3.36547
  0.2860    2.48082
  0.2880    1.62963
  0.2900    0.81613
  0.2920    0.02673
  0.2940   -0.72240
  0.2960   -1.44356
  0.2980   -2.13815
  0.3000   -2.81301
  0.3020   -3.47200
  0.3040   -4.10740
  0.3060   -4.71731
  0.3080   -5.31355
  0.3100   -5.87645
  0.3120   -6.41031
  0.3140   -6.90799
  0.3160   -7.37555
  0.3180   -7.81524
  0.3200   -8.22323
  0.3220   -8.59292
  0.3240   -8.93189
  0.3260   -9.23198
  0.3280   -9.50225
  0.3300   -9.74023
  0.3320   -9.95721
  0.3340  -10.17208
  0.3360  -10.37043
  0.3380  -10.57314
  0.3400  -10.77136
  0.3420  -10.97310
  0.3440  -11.15792
  0.3460  -11.32906
  0.3480  -11.47282
  0.3500  -11.58392
  0.3520  -11.65133
  0.3540  -11.67665
  0.3560  -11.67226
  0.3580  -11.65037
  0.3600  -11.61396
  0.3620  -11.57537
  0.3640  -11.54055
  0.3660  -11.52662
  0.3680  -11.52879
  0.3700  -11.54509
  0.3720  -11.57533
  0.3740  -11.60082
  0.3760  -11.61643
  0.3780  -11.62016
  0.3800  -11.59739
  0.3820  -11.56118
  0.3840  -11.50050
  0.3860  -11.42352
  0.3880  -11.33157
  0.3900  -11.23473
  0.3920  -11.14374
  0.3940  -11.05575
  0.3960  -10.96568
  0.3980  -10.88455
  0.4000  -10.81485
  0.4020  -10.74883
  0.4040  -10.66879
  0.4060  -10.59037
  0.4080  -10.49957
  0.4100  -10.40536
  0.4120  -10.29172
  0.4140  -10.16367
  0.4160  -10.02376
  0.4180   -9.87902
  0.4200   -9.73047
  0.4220   -9.58872
  0.4240   -9.44377
  0.4260   -9.30204
  0.4280   -9.16329
  0.4300   -9.02889
  0.4320   -8.89288
  0.4340   -8.76157
  0.4360   -8.62754
  0.4380   -8.48944
  0.4400   -8.35302
  0.4420   -8.21119
  0.4440   -8.07414
  0.4460   -7.94677
  0.4480   -7.81775
  0.4500   -7.70160
  0.4520   -7.58750
  0.4540   -7.47584
  0.4560   -7.36771
  0.4580   -7.25336
  0.4600   -7.13461
  0.4620   -7.01108
  0.4640   -6.87819
  0.4660   -6.74656
  0.4680   -6.61944
  0.4700   -6.49721
  0.4720   -6.38075
  0.4740   -6.26495
  0.4760   -6.15868
  0.4780   -6.05833
  0.4800   -5.96415
  0.4820   -5.87343
  0.4840   -5.78582
  0.4860   -5.69761
  0.4880   -5.61637
  0.4900   -5.53338
  0.4920   -5.45026
  0.4940   -5.37055
  0.4960   -5.28608
  0.4980   -5.19713
  0.5000   -5.10949
  0.5020   -5.02338
  0.5040   -4.92928
  0.5060   -4.84889
  0.5080   -4.77087
  0.5100   -4.69629
  0.5120   -4.62055
  0.5140   -4.54823
  0.5160   -4.48721
  0.5180   -4.42768
  0.5200   -4.36502
  0.5220   -4.30372
  0.5240   -4.23371
  0.5260   -4.14963
  0.5280   -4.05355
  0.5300   -3.94504
  0.5320   -3.82461
  0.5340   -3.69059
  0.5360   -3.54789
  0.5380   -3.39841
  0.5400   -3.24319
  0.5420   -3.08709
  0.5440   -2.94058
  0.5460   -2.79955
  0.5480   -2.66485
  0.5500   -2.53505
  0.5520   -2.40976
  0.5540   -2.29049
  0.5560   -2.17263
  0.5580   -2.05784
  0.5600   -1.94234
  0.5620   -1.81814
  0.5640   -1.69442
  0.5660   -1.56152
  0.5680   -1.41911
  0.5700   -1.27246
  0.5720   -1.12757
  0.5740   -0.98042
  0.5760   -0.83881
  0.5780   -0.70274
  0.5800   -0.57597
  0.5820   -0.46450
  0.5840   -0.36032
  0.5860   -0.26429
  0.5880   -0.17622
  0.5900   -0.09748
  0.5920   -0.02259
  0.5940    0.04858
  0.5960    0.11704
  0.5980    0.17725
  0.6000    0.24252
  0.6020    0.30233
  0.6040    0.36204
  0.6060    0.42571
  0.6080    0.50034
  0.6100    0.57023
  0.6120    0.63503
  0.6140    0.69109
  0.6160    0.73843
  0.6180    0.75959
  0.6200    0.76220
  0.6220    0.73823
  0.6240    0.69007
  0.6260    0.63293
  0.6280    0.58018
  0.6300    0.52616
  0.6320    0.49350
  0.6340    0.46805
  0.6360    0.45759
  0.6380    0.45527
  0.6400    0.46662
  0.6420    0.47033
  0.6440    0.46941
  0.6460    0.45912
  0.6480    0.43670
  0.6500    0.39867
  0.6520    0.34870
  0.6540    0.28507
  0.6560    0.22983
  0.6580    0.16864
  0.6600    0.11059
  0.6620    0.05934
  0.6640    0.01748
  0.6660   -0.01265
  0.6680   -0.03319
  0.6700   -0.05666
  0.6720   -0.07889
  0.6740   -0.10423
  0.6760   -0.13068
  0.6780   -0.15990
  0.6800   -0.19759
  0.6820   -0.23337
  0.6840   -0.26855
  0.6860   -0.30694
  0.6880   -0.33196
  0.6900   -0.35598
  0.6920   -0.37669
  0.6940   -0.39486
  0.6960   -0.41568
  0.6980   -0.43989
  0.7000   -0.47161
  0.7020   -0.50564
  0.7040   -0.54268
  0.7060   -0.56615
  0.7080   -0.59895
  0.7100   -0.61652
  0.7120   -0.61886
  0.7140   -0.61409
  0.7160   -0.59810
  0.7180   -0.58198
  0.7200   -0.56650
  0.7220   -0.55196
  0.7240   -0.54296
  0.7260   -0.53511
  0.7280   -0.54729
  0.7300   -0.56224
  0.7320   -0.57887
  0.7340   -0.59688
  0.7360   -0.62095
  0.7380   -0.64487
  0.7400   -0.66472
  0.7420   -0.68197
  0.7440   -0.69367
  0.7460   -0.70149
  0.7480   -0.69799
  0.7500   -0.69987
  0.7520   -0.69053
  0.7540   -0.68071
  0.7560   -0.66787
  0.7580   -0.65054
  0.7600   -0.62753
  0.7620   -0.61549
  0.7640   -0.60868
  0.7660   -0.60663
  0.7680   -0.61097
  0.7700   -0.62119
  0.7720   -0.63889
  0.7740   -0.65645
  0.7760   -0.67544
  0.7780   -0.69654
  0.7800   -0.71221
  0.7820   -0.72153
  0.7840   -0.72076
  0.7860   -0.71665
  0.7880   -0.70297
  0.7900   -0.68870
  0.7920   -0.66788
  0.7940   -0.65220
  0.7960   -0.63273
  0.7980   -0.61067
  0.8000   -0.60027
  0.8020   -0.59204
  0.8040   -0.58052
  0.8060   -0.57408
  0.8080   -0.56131
  0.8100   -0.55644
  0.8120   -0.55179
  0.8140   -0.54740
  0.8160   -0.53798
  0.8180   -0.52544
  0.8200   -0.50438
  0.8220   -0.48653
  0.8240   -0.46231
  0.8260   -0.42717
  0.8280   -0.39480
  0.8300   -0.35848
  0.8320   -0.32930
  0.8340   -0.29280
  0.8360   -0.25843
  0.8380   -0.23113
  0.8400   -0.20447
  0.8420   -0.18250
  0.8440   -0.16696
  0.8460   -0.15406
  0.8480   -0.13948
  0.8500   -0.13277
  0.8520   -0.12895
  0.8540   -0.12691
  0.8560   -0.12527
  0.8580   -0.12331
  0.8600   -0.12452
  0.8620   -0.12019
  0.8640   -0.10088
  0.8660   -0.08085
  0.8680   -0.05687
  0.8700   -0.02385
  0.8720    0.00549
  0.8740    0.03281
  0.8760    0.05264
  0.8780    0.06039
  0.8800    0.05698
  0.8820    0.04775
  0.8840    0.03576
  0.8860    0.01920
  0.8880    0.00237
  0.8900   -0.00481
  0.8920   -0.00932
  0.8940   -0.00739
  0.8960    0.00361
  0.8980    0.01919
  0.9000    0.03500
  0.9020    0.04565
  0.9040    0.05357
  0.9060    0.06156
  0.9080    0.06364
  0.9100    0.06830
  0.9120    0.06809
  0.9140    0.06948
  0.9160    0.06365
  0.9180    0.06037
  0.9200    0.05582
  0.9220    0.04864
  0.9240    0.04120
  0.9260    0.03408
  0.9280    0.03264
  0.9300    0.03001
  0.9320    0.03023
  0.9340    0.03582
  0.9360    0.03879
  0.9380    0.05233
  0.9400    0.06239
  0.9420    0.07740
  0.9440    0.09296
  0.9460    0.10057
  0.9480    0.10203
  0.9500    0.11166
  0.9520    0.10698
  0.9540    0.10153
  0.9560    0.09120
  0.9580    0.07971
  0.9600    0.06288
  0.9620    0.04354
  0.9640    0.01938
  0.9660   -0.00892
  0.9680   -0.04306
  0.9700   -0.07696
  0.9720   -0.10974
  0.9740   -0.13339
  0.9760   -0.14719
  0.9780   -0.14877
  0.9800   -0.14183
  0.9820   -0.13127
  0.9840   -0.11554
  0.9860   -0.10062
  0.9880   -0.08995
  0.9900   -0.08624
  0.9920   -0.09500
  0.9940   -0.11165
  0.9960   -0.13343
  0.9980   -0.15202
  1.0000   -0.18054
