# z (nm)   (kJ/mol)
  0.1480  252.25626
  0.1500  247.83211
  0.1520  245.13232
  0.1540  242.65525
  0.1560  240.22593
  0.1580  237.67612
  0.1600  235.15527
  0.1620  232.56005
  0.1640  229.92672
  0.1660  227.19822
  0.1680  224.36595
  0.1700  221.40250
  0.1720  218.28236
  0.1740  214.98768
  0.1760  211.50412
  0.1780  207.82507
  0.1800  203.94705
  0.1820  199.89853
  0.1840  195.71218
  0.1860  191.44287
  0.1880  187.14049
  0.1900  182.85438
  0.1920  178.62372
  0.1940  174.47731
  0.1960  170.43372
  0.1980  166.49058
  0.2000  162.63916
  0.2020  158.86028
  0.2040  155.12982
  0.2060  151.43804
  0.2080  147.78095
  0.2100  144.17341
  0.2120  140.62775
  0.2140  137.15380
  0.2160  133.74948
  0.2180  130.39708
  0.2200  127.06620
  0.2220  123.72844
  0.2240  120.37416
  0.2260  117.00868
  0.2280  113.66636
  0.2300  110.39892
  0.2320  107.24817
  0.2340  104.24399
  0.2360  101.38933
  0.2380   98.64521
  0.2400   95.96151
  0.2420   93.28507
  0.2440   90.59437
  0.2460   87.88694
  0.2480   85.17744
  0.2500   82.48295
  0.2520   79.79001
  0.2540   77.10174
  0.2560   74.44089
  0.2580   71.84817
  0.2600   69.40186
  0.2620   67.14229
  0.2640   65.06191
  0.2660   63.07988
  0.2680   61.10467
  0.2700   59.05622
  0.2720   56.92173
  0.2740   54.75276
  0.2760   52.62784
  0.2780   50.62333
  0.2800   48.78872
  0.2820   47.09313
  0.2840   45.47670
  0.2860   43.86838
  0.2880   42.22687
  0.2900   40.56554
  0.2920   38.92974
  0.2940   37.33719
  0.2960   35.77204
  0.2980   34.20875
  0.3000   32.63347
  0.3020   31.06227
  0.3040   29.52235
  0.3060   28.05485
  0.3080   26.66902
  0.3100   25.35216
  0.3120   24.08681
  0.3140   22.84847
  0.3160   21.63265
  0.3180   20.42897
  0.3200   19.23830
  0.3220   18.05063
  0.3240   16.86377
  0.3260   15.68569
  0.3280   14.52657
  0.3300   13.40272
  0.3320   12.32954
  0.3340   11.30125
  0.3360   10.32072
  0.3380    9.39520
  0.3400    8.51213
  0.3420    7.65874
  0.3440    6.82946
  0.3460    6.02109
  0.3480    5.23069
  0.3500    4.46842
  0.3520    3.74077
  0.3540    3.04576
  0.3560    2.38942
  0.3580    1.77691
  0.3600    1.20894
  0.3620    0.68366
  0.3640    0.18671
  0.3660   -0.28559
  0.3680   -0.75308
  0.3700   -1.22144
  0.3720   -1.69426
  0.3740   -2.16343
  0.3760   -2.61982
  0.3780   -3.04228
  0.3800   -3.42237
  0.3820   -3.76237
  0.3840   -4.07170
  0.3860   -4.36525
  0.3880   -4.67364
  0.3900   -4.99756
  0.3920   -5.33738
  0.3940   -5.69123
  0.3960   -6.03844
  0.3980   -6.38189
  0.4000   -6.70839
  0.4020   -6.99885
  0.4040   -7.25491
  0.4060   -7.46838
  0.4080   -7.66374
  0.4100   -7.83494
  0.4120   -8.00931
  0.4140   -8.19084
  0.4160   -8.37745
  0.4180   -8.56014
  0.4200   -8.71848
  0.4220   -8.84820
  0.4240   -8.94362
  0.4260   -9.02032
  0.4280   -9.08389
