# z (nm)   (kJ/mol)
  0.0820  257.97600
  0.0840  255.19054
  0.0860  252.82217
  0.0880  250.47275
  0.0900  248.04210
  0.0920  245.64951
  0.0940  243.16406
  0.0960  240.71447
  0.0980  238.21443
  0.1000  235.65281
  0.1020  233.02539
  0.1040  230.30712
  0.1060  227.48229
  0.1080  224.53836
  0.1100  221.45386
  0.1120  218.21393
  0.1140  214.79444
  0.1160  211.18507
  0.1180  207.37783
  0.1200  203.36711
  0.1220  199.18069
  0.1240  194.84904
  0.1260  190.41258
  0.1280  185.92560
  0.1300  181.44235
  0.1320  177.00794
  0.1340  172.65559
  0.1360  168.40200
  0.1380  164.25247
  0.1400  160.19866
  0.1420  156.22405
  0.1440  152.30971
  0.1460  148.44567
  0.1480  144.62182
  0.1500  140.84712
  0.1520  137.12464
  0.1540  133.45984
  0.1560  129.85645
  0.1580  126.31316
  0.1600  122.81695
  0.1620  119.37512
  0.1640  115.97338
  0.1660  112.61207
  0.1680  109.28117
  0.1700  105.97752
  0.1720  102.69995
  0.1740   99.45772
  0.1760   96.26121
  0.1780   93.14819
  0.1800   90.14598
  0.1820   87.27584
  0.1840   84.52854
  0.1860   81.86539
  0.1880   79.24706
  0.1900   76.62503
  0.1920   73.97225
  0.1940   71.27217
  0.1960   68.54980
  0.1980   65.83737
  0.2000   63.18786
  0.2020   60.63802
  0.2040   58.23637
  0.2060   55.96186
  0.2080   53.81082
  0.2100   51.74646
  0.2120   49.71535
  0.2140   47.68773
  0.2160   45.64380
  0.2180   43.59613
  0.2200   41.55191
  0.2220   39.52842
  0.2240   37.54928
  0.2260   35.62489
  0.2280   33.75631
  0.2300   31.95144
  0.2320   30.20287
  0.2340   28.52451
  0.2360   26.90184
  0.2380   25.33586
  0.2400   23.82425
  0.2420   22.34468
  0.2440   20.89530
  0.2460   19.46456
  0.2480   18.05953
  0.2500   16.68615
  0.2520   15.34125
  0.2540   14.05354
  0.2560   12.81557
  0.2580   11.63337
  0.2600   10.50853
  0.2620    9.44077
  0.2640    8.41212
  0.2660    7.42164
  0.2680    6.46571
  0.2700    5.53618
  0.2720    4.63281
  0.2740    3.75946
  0.2760    2.92517
  0.2780    2.12468
  0.2800    1.36855
  0.2820    0.66038
  0.2840    0.00117
  0.2860   -0.61563
  0.2880   -1.19441
  0.2900   -1.72332
  0.2920   -2.22660
  0.2940   -2.69683
  0.2960   -3.15152
  0.2980   -3.56871
  0.3000   -3.96937
  0.3020   -4.33702
  0.3040   -4.65682
  0.3060   -4.94133
  0.3080   -5.18979
  0.3100   -5.39837
  0.3120   -5.57343
  0.3140   -5.72033
  0.3160   -5.85447
  0.3180   -5.97884
  0.3200   -6.09159
  0.3220   -6.19752
  0.3240   -6.28874
  0.3260   -6.36502
  0.3280   -6.40873
  0.3300   -6.41768
  0.3320   -6.39035
  0.3340   -6.31911
  0.3360   -6.22313
  0.3380   -6.09749
  0.3400   -5.96366
  0.3420   -5.81981
  0.3440   -5.68244
  0.3460   -5.54424
  0.3480   -5.41908
  0.3500   -5.30252
  0.3520   -5.19898
  0.3540   -5.11317
  0.3560   -5.02648
  0.3580   -4.94774
