fe2o3 sphere 20 -0.025 1AX8 -2.5694130487296496
fe2o3 sphere 20 -0.05 1AX8 -4.023209629933842
fe2o3 sphere 20 0.0 1AX8 -5.5098870856793
fe2o3 sphere 20 0.025 1AX8 -16.200910260118956
fe2o3 sphere 20 0.05 1AX8 -26.14754612890864
fe2o3 sphere 50 -0.025 1AX8 -2.6649804582952976
fe2o3 sphere 50 -0.05 1AX8 -3.8977369426817643
fe2o3 sphere 50 0.0 1AX8 -6.396533533922009
fe2o3 sphere 50 0.025 1AX8 -16.108087579054835
fe2o3 sphere 50 0.05 1AX8 -26.409243593521072
fe2o3 sphere 5 -0.025 1AX8 -2.135381926087574
fe2o3 sphere 5 -0.05 1AX8 -4.093699269227512
fe2o3 sphere 5 0.0 1AX8 -2.951625950348662
fe2o3 sphere 5 0.025 1AX8 -12.86891237883724
fe2o3 sphere 5 0.05 1AX8 -23.334104269849636
fe2o3 sphere 20 -0.025 1DH4 -9.317562733799665
fe2o3 sphere 20 -0.05 1DH4 -11.948026554617234
fe2o3 sphere 20 0.0 1DH4 -5.820444538883891
fe2o3 sphere 20 0.025 1DH4 -3.7319063530811674
fe2o3 sphere 20 0.05 1DH4 -5.970460319768459
fe2o3 sphere 50 -0.025 1DH4 -10.055193980580992
fe2o3 sphere 50 -0.05 1DH4 -12.822781650116703
fe2o3 sphere 50 0.0 1DH4 -6.719172891194578
fe2o3 sphere 50 0.025 1DH4 -4.041748090536095
fe2o3 sphere 50 0.05 1DH4 -5.667267031839878
fe2o3 sphere 5 -0.025 1DH4 -5.637085378329136
fe2o3 sphere 5 -0.05 1DH4 -9.602719682704356
fe2o3 sphere 5 0.0 1DH4 -2.91481710946807
fe2o3 sphere 5 0.025 1DH4 -3.0513125344305165
fe2o3 sphere 5 0.05 1DH4 -6.972551816718907
fe2o3 sphere 20 -0.025 1HPT -2.0930396174047345
fe2o3 sphere 20 -0.05 1HPT -5.166266494301303
fe2o3 sphere 20 0.0 1HPT -2.040050489236837
fe2o3 sphere 20 0.025 1HPT -5.049921242468159
fe2o3 sphere 20 0.05 1HPT -9.373595767309082
fe2o3 sphere 50 -0.025 1HPT -2.064897789661699
fe2o3 sphere 50 -0.05 1HPT -4.9790571843988065
fe2o3 sphere 50 0.0 1HPT -2.2074512755225433
fe2o3 sphere 50 0.025 1HPT -5.210388851971323
fe2o3 sphere 50 0.05 1HPT -9.391918096219822
fe2o3 sphere 5 -0.025 1HPT -2.1324444429902476
fe2o3 sphere 5 -0.05 1HPT -5.849323771207283
fe2o3 sphere 5 0.0 1HPT -1.4390257415674017
fe2o3 sphere 5 0.025 1HPT -4.3492829417371635
fe2o3 sphere 5 0.05 1HPT -9.13737552908126
fe2o3 sphere 20 -0.025 1HUP -10.188927374144738
fe2o3 sphere 20 -0.05 1HUP -19.63924070132889
fe2o3 sphere 20 0.0 1HUP -2.9546437583401897
fe2o3 sphere 20 0.025 1HUP -15.328765898704411
fe2o3 sphere 20 0.05 1HUP -30.327224788242884
fe2o3 sphere 50 -0.025 1HUP -9.391102426047363
fe2o3 sphere 50 -0.05 1HUP -17.663667543974917
fe2o3 sphere 50 0.0 1HUP -3.1251083626801393
fe2o3 sphere 50 0.025 1HUP -15.694814082415279
fe2o3 sphere 50 0.05 1HUP -30.788760419285087
fe2o3 sphere 5 -0.025 1HUP -6.058220766257952
fe2o3 sphere 5 -0.05 1HUP -13.417631283099709
fe2o3 sphere 5 0.0 1HUP -1.6700791678995184
fe2o3 sphere 5 0.025 1HUP -13.43054637511217
fe2o3 sphere 5 0.05 1HUP -28.03752560848283
fe2o3 sphere 20 -0.025 1IMV -22.921197698804278
fe2o3 sphere 20 -0.05 1IMV -39.347995101091215
fe2o3 sphere 20 0.0 1IMV -5.646627329316696
fe2o3 sphere 20 0.025 1IMV -17.91654793993705
fe2o3 sphere 20 0.05 1IMV -37.49489131458384
fe2o3 sphere 50 -0.025 1IMV -22.811394330576263
fe2o3 sphere 50 -0.05 1IMV -38.88410816174528
fe2o3 sphere 50 0.0 1IMV -6.446851297266383
