# #Autogenerated fromHID,HIE,HIP at pH: 7.4
# #h[nm],U[kJ/mol]
  0.150128,243.919739
  0.151128,237.487430
  0.152128,231.068838
  0.153128,224.663142
  0.154128,218.319302
  0.155128,212.077043
  0.156128,206.012422
  0.157128,200.178237
  0.158128,194.600754
  0.159128,189.223739
  0.160128,183.966562
  0.161128,178.748456
  0.162128,173.558892
  0.163128,168.453022
  0.164128,163.491202
  0.165128,158.678671
  0.166128,153.941157
  0.167128,149.213036
  0.168128,144.484650
  0.169128,139.798368
  0.170128,135.205662
  0.171128,130.718011
  0.172128,126.341758
  0.173128,122.057015
  0.174128,117.833106
  0.175128,113.638687
  0.176128,109.451490
  0.177128,105.278642
  0.178128,101.150750
  0.179128, 97.124047
  0.180128, 93.232640
  0.181128, 89.487110
  0.182128, 85.831935
  0.183128, 82.193910
  0.184128, 78.600056
  0.185128, 75.111000
  0.186128, 71.794021
  0.187128, 68.592387
  0.188128, 65.426935
  0.189128, 62.276798
  0.190128, 59.136951
  0.191128, 55.940970
  0.192128, 52.658448
  0.193128, 49.404920
  0.194128, 46.374350
  0.195128, 43.637075
  0.196128, 41.104505
  0.197128, 38.637577
  0.198128, 36.157875
  0.199128, 33.619555
  0.200128, 31.035725
  0.201128, 28.427549
  0.202128, 25.851454
  0.203128, 23.352110
  0.204128, 20.971254
  0.205128, 18.718849
  0.206128, 16.590867
  0.207128, 14.570633
  0.208128, 12.634562
  0.209128, 10.744271
  0.210128,  8.863257
  0.211128,  6.989465
  0.212128,  5.128981
  0.213128,  3.283519
  0.214128,  1.451287
  0.215128, -0.384192
  0.216128, -2.197632
  0.217128, -3.924235
  0.218128, -5.483223
  0.219128, -6.872658
  0.220128, -8.144451
  0.221128, -9.384010
  0.222128,-10.644540
  0.223128,-11.928305
  0.224128,-13.235334
  0.225128,-14.546884
  0.226128,-15.847066
  0.227128,-17.119095
  0.228128,-18.322382
  0.229128,-19.426184
  0.230128,-20.425783
  0.231128,-21.327967
  0.232128,-22.165412
  0.233128,-22.976939
  0.234128,-23.779445
  0.235128,-24.572557
  0.236128,-25.358043
  0.237128,-26.118198
  0.238128,-26.847734
  0.239128,-27.550698
  0.240128,-28.222727
  0.241128,-28.856806
  0.242128,-29.439995
  0.243128,-29.957465
  0.244128,-30.426827
  0.245128,-30.865453
  0.246128,-31.287170
  0.247128,-31.685190
  0.248128,-32.065066
  0.249128,-32.428584
  0.250128,-32.772568
  0.251128,-33.112040
  0.252128,-33.421940
  0.253128,-33.691728
  0.254128,-33.898143
  0.255128,-34.058686
  0.256128,-34.168534
  0.257128,-34.254489
  0.258128,-34.324795
  0.259128,-34.401669
  0.260128,-34.482066
  0.261128,-34.550924
  0.262128,-34.611495
  0.263128,-34.649041
  0.264128,-34.665717
  0.265128,-34.647370
  0.266128,-34.603571
  0.267128,-34.526557
  0.268128,-34.422618
  0.269128,-34.299647
  0.270128,-34.158650
  0.271128,-34.008230
  0.272128,-33.844384
  0.273128,-33.674672
  0.274128,-33.497563
  0.275128,-33.294396
  0.276128,-33.080044
  0.277128,-32.837940
  0.278128,-32.562435
  0.279128,-32.271885
  0.280128,-31.966331
  0.281128,-31.654682
  0.282128,-31.350612
  0.283128,-31.058393
  0.284128,-30.770241
  0.285128,-30.489001
  0.286128,-30.198140
  0.287128,-29.893747
  0.288128,-29.564039
  0.289128,-29.211362
  0.290128,-28.841597
  0.291128,-28.453830
  0.292128,-28.061636
  0.293128,-27.670959
  0.294128,-27.278450
  0.295128,-26.877494
  0.296128,-26.470826
  0.297128,-26.052721
  0.298128,-25.634773
  0.299128,-25.205981
  0.300128,-24.776600
  0.301128,-24.357149
  0.302128,-23.952055
  0.303128,-23.589753
  0.304128,-23.251848
  0.305128,-22.928246
  0.306128,-22.615444
  0.307128,-22.287607
  0.308128,-21.932200
  0.309128,-21.547643
  0.310128,-21.157707
  0.311128,-20.753440
  0.312128,-20.362057
  0.313128,-19.983207
  0.314128,-19.623023
  0.315128,-19.296233
  0.316128,-18.993082
  0.317128,-18.713991
  0.318128,-18.442274
  0.319128,-18.176994
  0.320128,-17.918808
  0.321128,-17.661280
  0.322128,-17.414488
  0.323128,-17.175961
  0.324128,-16.955251
  0.325128,-16.750922
  0.326128,-16.557804
  0.327128,-16.380762
  0.328128,-16.212038
  0.329128,-16.048896
  0.330128,-15.889515
  0.331128,-15.739858
  0.332128,-15.606148
  0.333128,-15.485600
  0.334128,-15.388721
  0.335128,-15.317369
  0.336128,-15.273472
  0.337128,-15.259885
  0.338128,-15.272638
  0.339128,-15.298840
  0.340128,-15.327162
  0.341128,-15.355084
  0.342128,-15.362885
  0.343128,-15.357544
  0.344128,-15.333054
  0.345128,-15.293406
  0.346128,-15.248914
  0.347128,-15.204636
  0.348128,-15.182139
  0.349128,-15.180396
  0.350128,-15.197151
  0.351128,-15.243445
  0.352128,-15.310996
  0.353128,-15.399514
  0.354128,-15.505907
  0.355128,-15.600915
  0.356128,-15.682516
  0.357128,-15.736480
  0.358128,-15.764676
  0.359128,-15.776748
  0.360128,-15.781139
  0.361128,-15.786477
  0.362128,-15.799395
  0.363128,-15.819127
  0.364128,-15.842907
  0.365128,-15.866039
  0.366128,-15.880388
  0.367128,-15.884072
  0.368128,-15.871375
  0.369128,-15.855126
  0.370128,-15.815610
  0.371128,-15.769669
  0.372128,-15.716744
  0.373128,-15.663262
  0.374128,-15.600439
  0.375128,-15.547981
  0.376128,-15.484367
  0.377128,-15.417973
  0.378128,-15.332372
  0.379128,-15.219725
  0.380128,-15.086738
  0.381128,-14.943842
  0.382128,-14.797176
  0.383128,-14.656139
  0.384128,-14.535463
  0.385128,-14.437529
  0.386128,-14.367410
  0.387128,-14.307213
  0.388128,-14.210527
  0.389128,-14.037151
  0.390128,-13.768865
  0.391128,-13.464017
  0.392128,-13.190424
  0.393128,-12.984735
  0.394128,-12.837443
  0.395128,-12.715024
  0.396128,-12.585145
  0.397128,-12.424972
  0.398128,-12.215256
  0.399128,-11.979134
  0.400128,-11.722337
  0.401128,-11.473739
  0.402128,-11.240441
  0.403128,-11.032950
  0.404128,-10.835890
  0.405128,-10.645198
  0.406128,-10.443779
  0.407128,-10.213708
  0.408128, -9.958422
  0.409128, -9.689615
  0.410128, -9.414165
  0.411128, -9.151715
  0.412128, -8.896409
  0.413128, -8.662272
  0.414128, -8.435517
  0.415128, -8.208944
  0.416128, -7.981539
  0.417128, -7.750678
  0.418128, -7.524767
  0.419128, -7.306620
  0.420128, -7.100470
  0.421128, -6.900496
  0.422128, -6.707536
  0.423128, -6.503972
  0.424128, -6.297555
  0.425128, -6.081960
  0.426128, -5.859189
  0.427128, -5.629845
  0.428128, -5.414580
  0.429128, -5.215908
  0.430128, -5.040631
  0.431128, -4.890877
  0.432128, -4.758388
  0.433128, -4.632076
  0.434128, -4.511063
  0.435128, -4.387503
  0.436128, -4.261219
  0.437128, -4.129435
  0.438128, -4.002266
  0.439128, -3.887198
  0.440128, -3.779901
  0.441128, -3.682942
  0.442128, -3.605149
  0.443128, -3.547494
  0.444128, -3.497670
  0.445128, -3.463414
  0.446128, -3.429023
  0.447128, -3.409193
  0.448128, -3.393347
  0.449128, -3.367929
  0.450128, -3.346588
  0.451128, -3.316574
  0.452128, -3.274075
  0.453128, -3.232737
  0.454128, -3.187968
  0.455128, -3.148282
  0.456128, -3.106017
  0.457128, -3.071261
  0.458128, -3.040889
  0.459128, -3.015199
  0.460128, -3.011098
  0.461128, -3.030431
  0.462128, -3.060253
  0.463128, -3.084920
  0.464128, -3.104565
  0.465128, -3.089459
  0.466128, -3.046549
  0.467128, -2.960652
  0.468128, -2.848339
  0.469128, -2.726638
  0.470128, -2.626871
  0.471128, -2.557339
  0.472128, -2.521988
  0.473128, -2.507693
  0.474128, -2.481088
  0.475128, -2.425329
  0.476128, -2.335023
  0.477128, -2.218669
  0.478128, -2.088750
  0.479128, -1.969846
  0.480128, -1.860173
  0.481128, -1.748516
  0.482128, -1.604880
  0.483128, -1.434931
  0.484128, -1.265597
  0.485128, -1.113652
  0.486128, -0.983108
  0.487128, -0.876204
  0.488128, -0.776438
  0.489128, -0.673869
  0.490128, -0.558526
  0.491128, -0.422519
  0.492128, -0.271365
  0.493128, -0.107426
  0.494128,  0.058126
  0.495128,  0.230907
  0.496128,  0.410247
  0.497128,  0.599003
  0.498128,  0.800329
  0.499128,  0.996171
  0.500128,  1.186161
  0.501128,  1.357749
  0.502128,  1.505432
  0.503128,  1.628603
  0.504128,  1.733475
  0.505128,  1.826535
  0.506128,  1.914920
  0.507128,  1.999909
  0.508128,  2.076529
  0.509128,  2.145647
  0.510128,  2.219391
  0.511128,  2.306247
  0.512128,  2.396155
  0.513128,  2.482940
  0.514128,  2.563232
  0.515128,  2.617323
  0.516128,  2.626465
  0.517128,  2.591892
  0.518128,  2.504949
  0.519128,  2.372504
  0.520128,  2.198738
  0.521128,  2.007055
