#Name  kT        Joules        kJ/mol    
ALA    0.937     3.881E-21     2.343     
ARG    5.295     2.193E-20     13.236    
LYS    6.590     2.730E-20     16.476    
HID    5.362     2.221E-20     13.404    
HIE    5.365     2.222E-20     13.412    
ASP    6.020     2.494E-20     15.051    
GLU    5.099     2.112E-20     12.748    
SER    3.888     1.610E-20     9.719     
THR    3.319     1.375E-20     8.297     
ASN    5.124     2.122E-20     12.811    
GLN    4.495     1.862E-20     11.236    
CYS    9.336     3.867E-20     23.341    
GLY    4.826     1.999E-20     12.065    
PRO    4.511     1.868E-20     11.276    
VAL    1.972     8.168E-21     4.930     
ILE    2.120     8.780E-21     5.299     
LEU    2.094     8.674E-21     5.235     
MET    5.469     2.265E-20     13.672    
PHE    3.363     1.393E-20     8.408     
TYR    4.050     1.678E-20     10.125    
TRP    4.819     1.996E-20     12.048    
HIP    6.354     2.632E-20     15.884    
ETA    18.051    7.477E-20     45.128    
PHO    6.976     2.889E-20     17.439    
CHL    11.873    4.918E-20     29.682    
DGL    5.449     2.257E-20     13.621    
EST    4.134     1.712E-20     10.336    
CYM    9.381     3.886E-20     23.452    
GAN    4.607     1.908E-20     11.517    
HIS    5.636     2.334E-20     14.089    
X00    1.424     5.899E-21     3.560     
X01    6.676     2.765E-20     16.690    
X02    5.938     2.460E-20     14.845    
X03    4.380     1.814E-20     10.950    
X04    11.583    4.798E-20     28.958    
X05    4.713     1.952E-20     11.783    
X06    3.565     1.477E-20     8.912     
X07    4.703     1.948E-20     11.757    
X08    4.699     1.946E-20     11.747    
X09    1.138     4.714E-21     2.845     
X0A    1.115     4.620E-21     2.789     
X0B    3.114     1.290E-20     7.785     
X0C    6.005     2.487E-20     15.011    
X0D    2.631     1.090E-20     6.576     
X0E    4.197     1.738E-20     10.492    
X0F    2.675     1.108E-20     6.687     
X0G    4.284     1.774E-20     10.710    
X0H    3.514     1.456E-20     8.786     
X0I    1.076     4.458E-21     2.691     
X0J    5.652     2.341E-20     14.129    
X0K    7.890     3.268E-20     19.724    
X0L    6.411     2.655E-20     16.028    
X0M    9.836     4.074E-20     24.590    
X0N    3.647     1.511E-20     9.117     
X0O    4.786     1.983E-20     11.966    
X0P    1.632     6.760E-21     4.080     
X0Q    15.025    6.223E-20     37.563    
X0R    9.836     4.074E-20     24.590    
X0S    7.890     3.268E-20     19.724    
X0T    3.647     1.511E-20     9.117     
X0U    5.652     2.341E-20     14.129    
X0V    6.411     2.655E-20     16.028    
X0W    9.463     3.919E-20     23.657    
X0X    5.863     2.429E-20     14.658    
X0Y    5.125     2.123E-20     12.812    
X0Z    5.125     2.123E-20     12.812    
X10    5.402     2.238E-20     13.505    
X11    4.000     1.657E-20     10.000    
X12    5.036     2.086E-20     12.589    
X13    4.750     1.967E-20     11.874    
X14    4.786     1.983E-20     11.966    
X15    1.679     6.956E-21     4.198     
X16    1.972     8.169E-21     4.931     
X17    1.553     6.432E-21     3.883     
X18    2.087     8.646E-21     5.219     
X19    2.270     9.403E-21     5.676     
X1A    2.410     9.982E-21     6.025     
X1B    2.410     9.983E-21     6.025     
X1C    2.798     1.159E-20     6.995     
X1D    6.980     2.891E-20     17.450    
X1E    11.873    4.918E-20     29.683    
X1F    4.135     1.713E-20     10.337    
X1G    6.354     2.632E-20     15.884    
X1H    18.051    7.477E-20     45.127    
X1I    7.398     3.064E-20     18.496    
X1J    4.936     2.044E-20     12.339    
X1K    4.607     1.908E-20     11.516    
X1L    5.320     2.204E-20     13.301    
X1M    4.883     2.022E-20     12.206    
X1N    5.414     2.243E-20     13.536    
X1O    5.425     2.247E-20     13.563    
X1P    5.409     2.240E-20     13.523    
X1Q    2.868     1.188E-20     7.171     
X1R    4.683     1.940E-20     11.707    
X1S    3.474     1.439E-20     8.686     
X1T    36.849    1.526E-19     92.123    
X1U    4.298     1.780E-20     10.745    
X1V    8.956     3.709E-20     22.390    
X1W    7.865     3.258E-20     19.663    
X1X    4.805     1.990E-20     12.012    
X1Y    4.462     1.848E-20     11.155    
X1Z    4.179     1.731E-20     10.448    
X20    6.643     2.752E-20     16.608    
X21    4.826     1.999E-20     12.064    
X22    8.398     3.478E-20     20.995    
X23    4.732     1.960E-20     11.830    
X24    13.746    5.694E-20     34.365    
X25    7.518     3.114E-20     18.796    
X26    5.057     2.095E-20     12.644    
X27    3.408     1.412E-20     8.520     
X28    8.182     3.389E-20     20.455    
X29    1.879     7.782E-21     4.697     
X2A    5.998     2.484E-20     14.995    
X2B    4.743     1.964E-20     11.856    
X2C    4.178     1.730E-20     10.444    
X2D    5.931     2.457E-20     14.829    
X2E    4.985     2.065E-20     12.463    
X2F    4.595     1.903E-20     11.488    
X2G    6.336     2.624E-20     15.840    
X2H    4.490     1.860E-20     11.224    
