#Name  kT        Joules        kJ/mol    
ALA    1.642     6.800E-21     4.104     
ARG    9.276     3.842E-20     23.190    
LYS    11.547    4.783E-20     28.867    
HID    9.393     3.891E-20     23.484    
HIE    9.400     3.893E-20     23.499    
ASP    10.548    4.369E-20     26.369    
GLU    8.934     3.700E-20     22.334    
SER    6.811     2.821E-20     17.028    
THR    5.814     2.408E-20     14.536    
ASN    8.978     3.719E-20     22.445    
GLN    7.875     3.262E-20     19.686    
CYS    16.357    6.775E-20     40.893    
GLY    8.455     3.502E-20     21.138    
PRO    7.902     3.273E-20     19.756    
VAL    3.455     1.431E-20     8.637     
ILE    3.714     1.538E-20     9.285     
LEU    3.669     1.520E-20     9.172     
MET    9.581     3.968E-20     23.953    
PHE    5.892     2.440E-20     14.730    
TYR    7.096     2.939E-20     17.739    
TRP    8.443     3.497E-20     21.108    
HIP    11.131    4.611E-20     27.829    
ETA    31.626    1.310E-19     79.066    
PHO    12.222    5.062E-20     30.554    
CHL    20.802    8.616E-20     52.004    
DGL    9.546     3.954E-20     23.865    
EST    7.244     3.000E-20     18.109    
CYM    16.436    6.807E-20     41.089    
GAN    8.071     3.343E-20     20.178    
HIS    9.874     4.090E-20     24.684    
X00    2.495     1.033E-20     6.238     
X01    11.696    4.845E-20     29.241    
X02    10.404    4.309E-20     26.009    
X03    7.674     3.179E-20     19.185    
X04    20.294    8.406E-20     50.734    
X05    8.258     3.420E-20     20.645    
X06    6.246     2.587E-20     15.614    
X07    8.240     3.413E-20     20.599    
X08    8.232     3.410E-20     20.581    
X09    1.994     8.258E-21     4.985     
X0A    1.954     8.095E-21     4.886     
X0B    5.456     2.260E-20     13.639    
X0C    10.520    4.357E-20     26.300    
X0D    4.609     1.909E-20     11.522    
X0E    7.353     3.046E-20     18.382    
X0F    4.686     1.941E-20     11.716    
X0G    7.506     3.109E-20     18.764    
X0H    6.157     2.550E-20     15.393    
X0I    1.886     7.810E-21     4.714     
X0J    9.902     4.101E-20     24.755    
