#Predicted Hamaker constants for CNT15-OH-4
#Estimated self-vacuum-self Hamaker: 20.036975935229073#Nominal refractive index: 1.5515625827164183
#Name  kT        Joules        kJ/mol    
ALA    1.255     5.196E-21     3.136     
ARG    -2.944    -1.219E-20    -7.361    
LYS    1.458     6.040E-21     3.645     
HID    1.877     7.775E-21     4.693     
HIE    1.906     7.894E-21     4.765     
ASP    5.238     2.170E-20     13.095    
GLU    4.939     2.046E-20     12.347    
SER    5.300     2.195E-20     13.249    
THR    2.454     1.016E-20     6.135     
ASN    4.493     1.861E-20     11.232    
GLN    -0.632    -2.618E-21    -1.580    
CYS    9.158     3.793E-20     22.896    
GLY    6.818     2.824E-20     17.045    
PRO    1.686     6.985E-21     4.216     
VAL    0.708     2.933E-21     1.770     
ILE    -2.484    -1.029E-20    -6.211    
LEU    0.631     2.612E-21     1.576     
MET    0.567     2.349E-21     1.418     
PHE    -0.110    -4.552E-22    -0.275    
TYR    -1.225    -5.073E-21    -3.062    
TRP    -1.733    -7.179E-21    -4.333    
HIP    0.425     1.759E-21     1.062     
ETA    15.761    6.528E-20     39.402    
PHO    -0.811    -3.358E-21    -2.027    
CHL    14.110    5.844E-20     35.275    
DGL    2.716     1.125E-20     6.790     
EST    2.481     1.027E-20     6.202     
CYM    5.076     2.102E-20     12.690    
GAN    1.516     6.281E-21     3.791     
MAN    5.321     2.204E-20     13.303    
FUC    4.228     1.751E-20     10.571    
BGL    6.992     2.896E-20     17.480    
NGL    0.978     4.050E-21     2.444     
NGA    2.589     1.072E-20     6.473     
NC4    14.108    5.843E-20     35.269    
MAS    2.478     1.026E-20     6.195     
PRA    1.516     6.281E-21     3.791     
DMP    -1.076    -4.459E-21    -2.691    
MMM    15.757    6.526E-20     39.391    
BTE    1.533     6.350E-21     3.833     
PAS    4.320     1.789E-20     10.801    
PGL    4.278     1.772E-20     10.696    
HIS    1.510     6.255E-21     3.775     
X00    6.435     2.665E-20     16.088    
X01    -2.260    -9.360E-21    -5.650    
X02    5.901     2.444E-20     14.752    
X03    4.736     1.962E-20     11.840    
X04    6.293     2.607E-20     15.733    
X05    1.181     4.891E-21     2.952     
X06    0.006     2.294E-23     0.014     
X07    1.596     6.611E-21     3.990     
X08    2.545     1.054E-20     6.362     
X09    2.693     1.116E-20     6.733     
X0A    7.299     3.023E-20     18.247    
X0B    -0.897    -3.715E-21    -2.242    
X0C    0.730     3.025E-21     1.826     
X0D    2.506     1.038E-20     6.265     
X0E    7.729     3.201E-20     19.323    
X0F    3.477     1.440E-20     8.693     
X0G    0.676     2.799E-21     1.690     
X0H    -0.026    -1.081E-22    -0.065    
X0I    4.673     1.936E-20     11.684    
X0J    1.023     4.236E-21     2.557     
X0K    14.042    5.816E-20     35.106    
X0L    13.168    5.454E-20     32.921    
X0M    0.750     3.107E-21     1.875     
X0N    1.937     8.023E-21     4.843     
X0O    -0.352    -1.460E-21    -0.881    
X0P    3.990     1.653E-20     9.974     
X0Q    11.391    4.718E-20     28.477    
X0R    0.750     3.107E-21     1.875     
X0S    14.042    5.816E-20     35.106    
X0T    1.937     8.023E-21     4.843     
X0U    1.023     4.236E-21     2.557     
