#Name  kT        Joules        kJ/mol    
ALA    4.537     1.879E-20     11.342    
ARG    25.635    1.062E-19     64.088    
LYS    31.910    1.322E-19     79.775    
HID    25.959    1.075E-19     64.899    
HIE    25.976    1.076E-19     64.941    
ASP    29.149    1.207E-19     72.873    
GLU    24.689    1.023E-19     61.722    
SER    18.823    7.796E-20     47.058    
THR    16.068    6.655E-20     40.171    
ASN    24.811    1.028E-19     62.028    
GLN    21.762    9.014E-20     54.405    
CYS    45.205    1.872E-19     113.012   
GLY    23.367    9.678E-20     58.417    
PRO    21.839    9.046E-20     54.598    
VAL    9.548     3.955E-20     23.870    
ILE    10.264    4.251E-20     25.659    
LEU    10.139    4.200E-20     25.348    
MET    26.478    1.097E-19     66.196    
PHE    16.283    6.744E-20     40.708    
TYR    19.610    8.122E-20     49.024    
TRP    23.333    9.664E-20     58.332    
HIP    30.763    1.274E-19     76.906    
ETA    87.401    3.620E-19     218.503   
PHO    33.775    1.399E-19     84.439    
CHL    57.486    2.381E-19     143.716   
DGL    26.381    1.093E-19     65.953    
EST    20.018    8.292E-20     50.046    
CYM    45.421    1.881E-19     113.552   
GAN    22.305    9.239E-20     55.763    
HIS    27.286    1.130E-19     68.215    
X00    6.895     2.856E-20     17.238    
X01    32.323    1.339E-19     80.808    
X02    28.752    1.191E-19     71.879    
X03    21.208    8.784E-20     53.019    
X04    56.083    2.323E-19     140.207   
X05    22.821    9.452E-20     57.053    
X06    17.260    7.149E-20     43.151    
X07    22.771    9.431E-20     56.926    
X08    22.750    9.423E-20     56.876    
X09    5.510     2.282E-20     13.775    
X0A    5.401     2.237E-20     13.502    
X0B    15.077    6.245E-20     37.693    
X0C    29.073    1.204E-19     72.682    
X0D    12.737    5.275E-20     31.842    
X0E    20.320    8.417E-20     50.801    
X0F    12.951    5.364E-20     32.378    
X0G    20.742    8.591E-20     51.855    
X0H    17.016    7.048E-20     42.541    
X0I    5.211     2.158E-20     13.028    
X0J    27.365    1.133E-19     68.411    
X0K    38.200    1.582E-19     95.500    
X0L    31.041    1.286E-19     77.602    
X0M    47.624    1.973E-19     119.059   
X0N    17.658    7.314E-20     44.144    
X0O    23.175    9.599E-20     57.937    
X0P    7.902     3.273E-20     19.756    
X0Q    72.749    3.013E-19     181.874   
X0R    47.624    1.973E-19     119.059   
X0S    38.200    1.582E-19     95.500    
X0T    17.658    7.314E-20     44.144    
X0U    27.365    1.133E-19     68.411    
X0V    31.041    1.286E-19     77.602    
X0W    45.816    1.898E-19     114.541   
X0X    28.389    1.176E-19     70.972    
X0Y    24.813    1.028E-19     62.034    
X0Z    24.813    1.028E-19     62.034    
X10    26.156    1.083E-19     65.391    
X11    19.367    8.022E-20     48.418    
X12    24.382    1.010E-19     60.954    
X13    22.997    9.525E-20     57.493    
X14    23.175    9.599E-20     57.937    
X15    8.131     3.368E-20     20.328    
X16    9.549     3.955E-20     23.873    
X17    7.519     3.114E-20     18.798    
X18    10.107    4.186E-20     25.268    
X19    10.992    4.553E-20     27.481    
X1A    11.669    4.833E-20     29.172    
X1B    11.670    4.833E-20     29.174    
X1C    13.547    5.611E-20     33.867    
X1D    33.795    1.400E-19     84.489    
X1E    57.487    2.381E-19     143.718   
X1F    20.020    8.292E-20     50.051    
X1G    30.763    1.274E-19     76.906    
X1H    87.399    3.620E-19     218.497   
X1I    35.821    1.484E-19     89.553    
X1J    23.898    9.898E-20     59.745    
X1K    22.304    9.238E-20     55.761    
X1L    25.760    1.067E-19     64.401    
