#Predicted Hamaker constants for Pyrophyllite-001
#Estimated self-vacuum-self Hamaker: 12.63501564283635#Nominal refractive index: 1.421671861140609
#Name  kT        Joules        kJ/mol    
ALA    0.099     4.100E-22     0.247     
ARG    -1.652    -6.841E-21    -4.129    
LYS    0.184     7.612E-22     0.459     
HID    0.358     1.484E-21     0.895     
HIE    0.370     1.533E-21     0.925     
ASP    1.755     7.269E-21     4.388     
GLU    1.631     6.755E-21     4.077     
SER    1.781     7.376E-21     4.452     
THR    0.598     2.478E-21     1.496     
ASN    1.446     5.988E-21     3.614     
GLN    -0.687    -2.845E-21    -1.717    
CYS    3.380     1.400E-20     8.449     
GLY    2.411     9.984E-21     6.026     
PRO    0.279     1.155E-21     0.697     
VAL    -0.129    -5.325E-22    -0.321    
ILE    -1.460    -6.046E-21    -3.649    
LEU    -0.161    -6.663E-22    -0.402    
MET    -0.187    -7.758E-22    -0.468    
PHE    -0.469    -1.944E-21    -1.173    
TYR    -0.934    -3.869E-21    -2.335    
TRP    -1.146    -4.748E-21    -2.866    
HIP    -0.247    -1.021E-21    -0.616    
ETA    6.101     2.527E-20     15.253    
PHO    -0.762    -3.154E-21    -1.904    
CHL    5.423     2.246E-20     13.557    
DGL    0.707     2.929E-21     1.768     
EST    0.609     2.523E-21     1.523     
CYM    1.688     6.991E-21     4.220     
GAN    0.208     8.614E-22     0.520     
MAN    1.790     7.412E-21     4.474     
FUC    1.336     5.533E-21     3.340     
BGL    2.483     1.028E-20     6.207     
NGL    -0.016    -6.737E-23    -0.041    
NGA    0.654     2.711E-21     1.636     
NC4    5.422     2.246E-20     13.554    
MAS    0.608     2.519E-21     1.520     
PRA    0.208     8.615E-22     0.520     
DMP    -0.872    -3.613E-21    -2.181    
MMM    6.099     2.526E-20     15.249    
BTE    0.215     8.903E-22     0.537     
PAS    1.374     5.691E-21     3.435     
PGL    1.357     5.619E-21     3.391     
HMA    1.000     4.143E-21     2.500     
HMB    0.925     3.831E-21     2.312     
HMC    0.388     1.606E-21     0.969     
HMD    0.616     2.552E-21     1.541     
HFE    -1.730    -7.164E-21    -4.324    
PBB    0.000     0.000E+00     0.000     
NXX    0.000     0.000E+00     0.000     
HIS    0.205     8.508E-22     0.514     
HAF    0.205     8.508E-22     0.514     
HAS    0.840     3.481E-21     2.101     
X00    2.252     9.327E-21     5.630     
X01    -1.366    -5.658E-21    -3.415    
X02    2.030     8.409E-21     5.076     
X03    1.547     6.406E-21     3.867     
X04    2.193     9.083E-21     5.482     
X05    0.068     2.830E-22     0.171     
X06    -0.421    -1.745E-21    -1.053    
X07    0.241     9.989E-22     0.603     
X08    0.636     2.634E-21     1.590     
X09    0.698     2.890E-21     1.744     
X0A    2.610     1.081E-20     6.525     
X0B    -0.797    -3.303E-21    -1.994    
X0C    -0.119    -4.942E-22    -0.298    
X0D    0.620     2.567E-21     1.549     
X0E    2.788     1.155E-20     6.970     
X0F    1.024     4.240E-21     2.559     
X0G    -0.142    -5.882E-22    -0.355    
X0H    -0.434    -1.799E-21    -1.086    
X0I    1.521     6.299E-21     3.802     
X0J    0.002     1.025E-23     0.006     
X0K    5.395     2.235E-20     13.487    
X0L    5.035     2.085E-20     12.588    
X0M    -0.111    -4.602E-22    -0.278    
X0N    0.383     1.587E-21     0.958     
X0O    -0.570    -2.363E-21    -1.426    
X0P    1.237     5.122E-21     3.092     
X0Q    4.302     1.782E-20     10.755    
X0R    -0.111    -4.602E-22    -0.278    
X0S    5.395     2.235E-20     13.487    
X0T    0.383     1.587E-21     0.958     
X0U    0.002     1.025E-23     0.006     
X0V    5.035     2.085E-20     12.588    
X0W    1.212     5.018E-21     3.029     
X0X    0.265     1.099E-21     0.664     
X0Y    -0.536    -2.220E-21    -1.340    
X0Z    -0.536    -2.220E-21    -1.340    
X10    1.806     7.480E-21     4.515     
X11    -0.368    -1.524E-21    -0.920    
X12    -0.724    -2.998E-21    -1.809    
X13    0.589     2.439E-21     1.472     
X14    -0.570    -2.363E-21    -1.426    
X15    4.011     1.661E-20     10.027    
X16    1.651     6.840E-21     4.129     
X17    2.542     1.053E-20     6.355     
X18    1.326     5.491E-21     3.314     
X19    0.166     6.867E-22     0.414     
X1A    -0.542    -2.247E-21    -1.356    
X1B    2.711     1.123E-20     6.778     
X1C    -0.576    -2.386E-21    -1.440    
X1D    1.499     6.209E-21     3.747     
X1E    1.936     8.019E-21     4.840     
X1F    1.714     7.101E-21     4.286     
X1G    -0.403    -1.671E-21    -1.008    
X1H    -0.290    -1.203E-21    -0.726    
X1I    0.801     3.319E-21     2.003     
X1J    0.801     3.318E-21     2.002     
X1K    0.920     3.810E-21     2.300     
X1L    2.923     1.211E-20     7.307     
X1M    1.156     4.788E-21     2.890     
X1N    -0.022    -9.248E-23    -0.056    
X1O    0.565     2.341E-21     1.413     
X1P    3.038     1.258E-20     7.596     
X1Q    1.045     4.328E-21     2.612     
X1R    -0.283    -1.173E-21    -0.708    
X1S    -0.373    -1.547E-21    -0.934    
X1T    1.651     6.839E-21     4.128     
X1U    0.947     3.922E-21     2.367     
X1V    4.070     1.686E-20     10.174    
X1W    0.947     3.922E-21     2.367     
X1X    1.405     5.821E-21     3.513     
X1Y    0.083     3.425E-22     0.207     
X1Z    1.385     5.737E-21     3.463     
X20    1.250     5.179E-21     3.126     
X21    1.514     6.269E-21     3.784     
X22    0.805     3.332E-21     2.011     
X23    6.884     2.851E-20     17.210    
X24    -0.050    -2.088E-22    -0.126    
X25    3.692     1.529E-20     9.230     
X26    2.679     1.109E-20     6.697     
X27    -0.070    -2.900E-22    -0.175    
X28    0.725     3.004E-21     1.813     
X29    0.100     4.137E-22     0.250     
X2A    1.652     6.844E-21     4.131     
X2B    2.010     8.325E-21     5.025     
X2C    0.831     3.441E-21     2.077     
X2D    0.162     6.721E-22     0.406     
X2E    5.409     2.240E-20     13.522    
X2F    3.402     1.409E-20     8.506     
X2G    0.545     2.258E-21     1.363     
X2H    -0.225    -9.320E-22    -0.563    
X2I    1.220     5.052E-21     3.049     
X2J    1.180     4.889E-21     2.951     
X2K    1.159     4.802E-21     2.899     
X2L    -0.786    -3.257E-21    -1.966    
X2M    0.098     4.077E-22     0.246     
X2N    1.623     6.722E-21     4.057     
X2O    1.042     4.316E-21     2.605     
X2P    0.085     3.526E-22     0.213     
X2Q    2.064     8.549E-21     5.160     
X2R    -0.407    -1.684E-21    -1.017    
X2S    -0.522    -2.163E-21    -1.306    
X2T    -0.362    -1.500E-21    -0.905    
X2U    0.556     2.302E-21     1.389     
X2V    -0.265    -1.097E-21    -0.662    
X2W    0.544     2.253E-21     1.360     
X2X    0.590     2.445E-21     1.476     
X2Y    0.287     1.188E-21     0.717     
X2Z    1.961     8.123E-21     4.903     
X30    1.264     5.236E-21     3.160     
X31    0.102     4.236E-22     0.256     
X32    0.443     1.833E-21     1.107     
X33    1.372     5.684E-21     3.431     
X34    1.653     6.848E-21     4.134     
X35    -0.171    -7.103E-22    -0.429    
X36    0.312     1.292E-21     0.780     
X37    1.417     5.871E-21     3.544     
X38    2.109     8.736E-21     5.273     
X39    0.260     1.077E-21     0.650     
X3A    1.014     4.199E-21     2.535     
X3B    2.170     8.987E-21     5.424     
X3C    0.080     3.316E-22     0.200     
X3D    1.124     4.655E-21     2.810     
X3E    1.499     6.208E-21     3.747     
X3F    0.554     2.296E-21     1.386     
X3G    1.839     7.615E-21     4.596     
X3H    0.254     1.050E-21     0.634     
X3I    1.423     5.894E-21     3.557     
X3J    -0.117    -4.828E-22    -0.291    
X3K    0.538     2.226E-21     1.344     
X3L    -0.252    -1.042E-21    -0.629    
X3M    1.254     5.192E-21     3.134     
X3N    0.008     3.440E-23     0.021     
X3O    0.146     6.045E-22     0.365     
X3P    0.105     4.366E-22     0.264     
X3Q    1.180     4.886E-21     2.949     
X3R    0.230     9.533E-22     0.575     
X3S    2.503     1.037E-20     6.257     
X3T    -0.005    -2.042E-23    -0.012    
X3U    0.954     3.953E-21     2.386     
X3V    2.341     9.696E-21     5.852     
X3W    0.118     4.879E-22     0.294     
X3X    0.552     2.287E-21     1.380     
X3Y    -0.017    -7.141E-23    -0.043    
X3Z    1.620     6.711E-21     4.051     
X40    0.678     2.810E-21     1.696     
X41    0.970     4.016E-21     2.424     
X42    3.077     1.274E-20     7.692     
X43    1.141     4.725E-21     2.852     
X44    2.169     8.984E-21     5.423     
X45    0.542     2.247E-21     1.356     
X46    1.453     6.019E-21     3.633     
X47    -0.209    -8.668E-22    -0.523    
X48    1.492     6.180E-21     3.730     
X49    -0.496    -2.054E-21    -1.240    
X4A    -0.162    -6.691E-22    -0.404    
X4B    0.602     2.494E-21     1.505     
X4C    -0.361    -1.497E-21    -0.904    
X4D    0.317     1.312E-21     0.792     
X4E    0.487     2.016E-21     1.217     
X4F    0.436     1.807E-21     1.091     
X4G    2.604     1.078E-20     6.509     
X4H    2.114     8.757E-21     5.286     
X4I    -0.440    -1.823E-21    -1.100    
X4J    1.871     7.748E-21     4.676     
X4K    -0.112    -4.650E-22    -0.281    
X4L    2.607     1.080E-20     6.517     
X4M    0.185     7.681E-22     0.464     
X4N    0.086     3.579E-22     0.216     
X4O    0.960     3.976E-21     2.400     
X4P    1.343     5.561E-21     3.357     
X4Q    2.477     1.026E-20     6.193     
X4R    -0.504    -2.089E-21    -1.261    
X4S    1.751     7.251E-21     4.377     
X4T    1.144     4.740E-21     2.861     
X4U    1.593     6.599E-21     3.983     
X4V    0.428     1.775E-21     1.071     
X4W    -0.732    -3.032E-21    -1.830    
X4X    1.825     7.559E-21     4.562     
X4Y    0.539     2.234E-21     1.348     
X4Z    0.773     3.201E-21     1.932     
X50    -0.648    -2.685E-21    -1.621    
X51    -0.067    -2.792E-22    -0.169    
X52    0.200     8.299E-22     0.501     
X53    0.973     4.030E-21     2.432     
X54    -1.752    -7.258E-21    -4.381    
X55    1.271     5.265E-21     3.178     
X56    1.472     6.097E-21     3.680     
X57    -0.544    -2.254E-21    -1.360    
X58    0.139     5.748E-22     0.347     
X59    0.605     2.505E-21     1.512     
X5A    1.034     4.282E-21     2.584     
X5B    3.183     1.318E-20     7.957     
X5C    -0.505    -2.091E-21    -1.262    
X5D    -0.775    -3.210E-21    -1.937    
X5E    -0.400    -1.657E-21    -1.000    
X5F    -0.363    -1.502E-21    -0.907    
X5G    -1.576    -6.526E-21    -3.939    
X5H    -0.608    -2.518E-21    -1.520    
X5I    -1.080    -4.473E-21    -2.700    
