#Predicted Hamaker constants for ZnO10m10NBDry
#Estimated self-vacuum-self Hamaker: 46.46302985102729#Nominal refractive index: 1.9362431735118386
#Name  kT        Joules        kJ/mol    
ALA    4.286     1.775E-20     10.716    
ARG    -6.318    -2.617E-20    -15.794   
LYS    4.803     1.989E-20     12.007    
HID    5.866     2.430E-20     14.666    
HIE    5.939     2.460E-20     14.847    
ASP    14.429    5.976E-20     36.072    
GLU    13.664    5.660E-20     34.161    
SER    14.587    6.042E-20     36.468    
THR    7.332     3.037E-20     18.329    
ASN    12.525    5.188E-20     31.312    
GLN    -0.488    -2.022E-21    -1.220    
CYS    24.504    1.015E-19     61.261    
GLY    18.478    7.653E-20     46.194    
PRO    5.382     2.229E-20     13.454    
VAL    2.902     1.202E-20     7.254     
ILE    -5.160    -2.137E-20    -12.900   
LEU    2.705     1.121E-20     6.763     
MET    2.545     1.054E-20     6.361     
PHE    0.832     3.444E-21     2.079     
TYR    -1.985    -8.221E-21    -4.962    
TRP    -3.268    -1.353E-20    -8.169    
HIP    2.184     9.047E-21     5.461     
ETA    41.740    1.729E-19     104.349   
PHO    -0.940    -3.892E-21    -2.349    
CHL    37.394    1.549E-19     93.485    
DGL    7.997     3.312E-20     19.993    
EST    7.399     3.065E-20     18.497    
CYM    14.014    5.805E-20     35.036    
GAN    4.950     2.050E-20     12.376    
MAN    14.641    6.064E-20     36.604    
FUC    11.850    4.908E-20     29.625    
BGL    18.924    7.838E-20     47.310    
NGL    3.585     1.485E-20     8.962     
NGA    7.675     3.179E-20     19.188    
NC4    37.388    1.549E-19     93.469    
MAS    7.392     3.062E-20     18.481    
PRA    4.950     2.050E-20     12.376    
DMP    -1.610    -6.670E-21    -4.026    
MMM    41.728    1.728E-19     104.320   
BTE    4.993     2.068E-20     12.482    
PAS    12.085    5.005E-20     30.212    
PGL    11.977    4.961E-20     29.943    
HMA    9.791     4.055E-20     24.477    
HMB    9.330     3.864E-20     23.325    
HMC    6.046     2.504E-20     15.116    
HMD    7.441     3.082E-20     18.604    
