#Name  kT        Joules        kJ/mol    
ALA    0.453     1.878E-21     1.133     
ARG    2.561     1.061E-20     6.403     
LYS    3.188     1.321E-20     7.971     
HID    2.594     1.074E-20     6.484     
HIE    2.595     1.075E-20     6.488     
ASP    2.912     1.206E-20     7.281     
GLU    2.467     1.022E-20     6.167     
SER    1.881     7.790E-21     4.702     
THR    1.605     6.650E-21     4.014     
ASN    2.479     1.027E-20     6.197     
GLN    2.174     9.006E-21     5.436     
CYS    4.517     1.871E-20     11.291    
GLY    2.335     9.670E-21     5.837     
PRO    2.182     9.038E-21     5.455     
VAL    0.954     3.951E-21     2.385     
ILE    1.025     4.247E-21     2.564     
LEU    1.013     4.196E-21     2.533     
MET    2.646     1.096E-20     6.614     
PHE    1.627     6.739E-21     4.067     
TYR    1.959     8.115E-21     4.898     
TRP    2.331     9.656E-21     5.828     
HIP    3.074     1.273E-20     7.684     
ETA    8.733     3.617E-20     21.831    
PHO    3.375     1.398E-20     8.436     
CHL    5.744     2.379E-20     14.359    
DGL    2.636     1.092E-20     6.590     
EST    2.000     8.284E-21     5.000     
CYM    4.538     1.880E-20     11.345    
GAN    2.229     9.231E-21     5.571     
HIS    2.726     1.129E-20     6.816     
X00    0.689     2.853E-21     1.722     
X01    3.230     1.338E-20     8.074     
X02    2.873     1.190E-20     7.182     
X03    2.119     8.776E-21     5.297     
X04    5.603     2.321E-20     14.009    
X05    2.280     9.444E-21     5.700     
X06    1.725     7.143E-21     4.311     
X07    2.275     9.423E-21     5.688     
X08    2.273     9.415E-21     5.683     
X09    0.551     2.280E-21     1.376     
X0A    0.540     2.235E-21     1.349     
X0B    1.506     6.239E-21     3.766     
X0C    2.905     1.203E-20     7.262     
X0D    1.273     5.271E-21     3.181     
X0E    2.030     8.409E-21     5.076     
X0F    1.294     5.360E-21     3.235     
X0G    2.072     8.584E-21     5.181     
X0H    1.700     7.042E-21     4.250     
X0I    0.521     2.157E-21     1.302     
X0J    2.734     1.132E-20     6.835     
X0K    3.817     1.581E-20     9.542     
X0L    3.101     1.285E-20     7.753     
X0M    4.758     1.971E-20     11.895    
X0N    1.764     7.307E-21     4.411     
X0O    2.315     9.591E-21     5.789     
X0P    0.790     3.270E-21     1.974     
X0Q    7.269     3.011E-20     18.171    
X0R    4.758     1.971E-20     11.895    
X0S    3.817     1.581E-20     9.542     
X0T    1.764     7.307E-21     4.411     
X0U    2.734     1.132E-20     6.835     
X0V    3.101     1.285E-20     7.753     
X0W    4.578     1.896E-20     11.444    
X0X    2.836     1.175E-20     7.091     
X0Y    2.479     1.027E-20     6.198     
X0Z    2.479     1.027E-20     6.198     
X10    2.613     1.082E-20     6.533     
X11    1.935     8.015E-21     4.838     
X12    2.436     1.009E-20     6.090     
X13    2.298     9.517E-21     5.744     
X14    2.315     9.591E-21     5.789     
X15    0.812     3.365E-21     2.031     
X16    0.954     3.952E-21     2.385     
X17    0.751     3.112E-21     1.878     
X18    1.010     4.183E-21     2.525     
X19    1.098     4.549E-21     2.746     
X1A    1.166     4.829E-21     2.915     
X1B    1.166     4.829E-21     2.915     
X1C    1.353     5.606E-21     3.384     
X1D    3.377     1.399E-20     8.441     
X1E    5.744     2.379E-20     14.359    
X1F    2.000     8.285E-21     5.001     
X1G    3.074     1.273E-20     7.684     
X1H    8.732     3.617E-20     21.831    
X1I    3.579     1.482E-20     8.947     
X1J    2.388     9.890E-21     5.969     
X1K    2.228     9.230E-21     5.571     
X1L    2.574     1.066E-20     6.434     
X1M    2.362     9.783E-21     5.905     
X1N    2.619     1.085E-20     6.548     
X1O    2.624     1.087E-20     6.561     
X1P    2.617     1.084E-20     6.542     
X1Q    1.388     5.748E-21     3.469     
X1R    2.265     9.383E-21     5.664     
X1S    1.681     6.962E-21     4.202     
X1T    17.826    7.383E-20     44.565    
X1U    2.079     8.612E-21     5.198     
X1V    4.332     1.794E-20     10.831    
X1W    3.805     1.576E-20     9.512     
X1X    2.324     9.627E-21     5.811     
X1Y    2.159     8.941E-21     5.397     
X1Z    2.022     8.374E-21     5.054     
X20    3.214     1.331E-20     8.034     
X21    2.334     9.669E-21     5.836     
X22    4.063     1.683E-20     10.157    
X23    2.289     9.482E-21     5.723     
X24    6.650     2.754E-20     16.624    
X25    3.637     1.506E-20     9.093     
X26    2.447     1.013E-20     6.116     
X27    1.649     6.828E-21     4.122     
X28    3.958     1.639E-20     9.895     
X29    0.909     3.765E-21     2.272     
X2A    2.902     1.202E-20     7.254     
X2B    2.294     9.503E-21     5.736     
X2C    2.021     8.370E-21     5.052     
X2D    2.869     1.188E-20     7.173     
X2E    2.412     9.989E-21     6.029     
X2F    2.223     9.207E-21     5.557     
X2G    3.065     1.270E-20     7.663     
X2H    2.172     8.996E-21     5.430     
X2I    2.413     9.996E-21     6.033     
X2J    4.451     1.844E-20     11.127    
X2K    2.286     9.469E-21     5.716     
X2L    2.497     1.034E-20     6.242     
X2M    2.706     1.121E-20     6.766     
X2N    3.649     1.511E-20     9.123     
X2O    2.297     9.512E-21     5.741     
X2P    2.967     1.229E-20     7.418     
X2Q    3.090     1.280E-20     7.725     
X2R    2.270     9.401E-21     5.675     
X2S    1.452     6.012E-21     3.629     
X2T    2.083     8.626E-21     5.207     
X2U    2.153     8.917E-21     5.382     
X2V    1.862     7.712E-21     4.655     
X2W    3.753     1.555E-20     9.383     
X2X    3.008     1.246E-20     7.520     
