#Predicted Hamaker constants for TungstenDisulfide-001
#Estimated self-vacuum-self Hamaker: 58.5021730693282#Nominal refractive index: 2.096116704371129
#Name  kT        Joules        kJ/mol    
ALA    5.380     2.229E-20     13.451    
ARG    -7.527    -3.118E-20    -18.819   
LYS    6.010     2.489E-20     15.025    
HID    7.307     3.026E-20     18.267    
HIE    7.395     3.063E-20     18.489    
ASP    17.766    7.359E-20     44.415    
GLU    16.831    6.971E-20     42.077    
SER    17.960    7.439E-20     44.899    
THR    9.095     3.767E-20     22.737    
ASN    15.438    6.394E-20     38.594    
GLN    -0.436    -1.807E-21    -1.091    
CYS    30.116    1.247E-19     75.290    
GLY    22.723    9.412E-20     56.808    
PRO    6.716     2.782E-20     16.790    
VAL    3.693     1.529E-20     9.231     
ILE    -6.121    -2.535E-20    -15.301   
LEU    3.453     1.430E-20     8.633     
MET    3.257     1.349E-20     8.143     
PHE    1.171     4.848E-21     2.926     
TYR    -2.258    -9.353E-21    -5.645    
TRP    -3.819    -1.582E-20    -9.547    
HIP    2.818     1.167E-20     7.046     
ETA    51.373    2.128E-19     128.433   
PHO    -0.986    -4.084E-21    -2.465    
CHL    45.996    1.905E-19     114.989   
DGL    9.907     4.103E-20     24.768    
EST    9.177     3.801E-20     22.942    
CYM    17.259    7.149E-20     43.148    
GAN    6.190     2.564E-20     15.475    
MAN    18.026    7.466E-20     45.066    
FUC    14.613    6.053E-20     36.532    
BGL    23.270    9.638E-20     58.175    
NGL    4.525     1.874E-20     11.313    
NGA    9.514     3.941E-20     23.785    
NC4    45.988    1.905E-19     114.969   
MAS    9.169     3.798E-20     22.922    
PRA    6.190     2.564E-20     15.475    
DMP    -1.802    -7.466E-21    -4.506    
MMM    51.359    2.127E-19     128.397   
BTE    6.242     2.585E-20     15.604    
PAS    14.900    6.171E-20     37.250    
PGL    14.768    6.117E-20     36.921    
HMA    12.097    5.010E-20     30.242    
HMB    11.534    4.777E-20     28.836    
HMC    7.527     3.117E-20     18.816    
HMD    9.229     3.823E-20     23.072    
HFE    -8.098    -3.354E-20    -20.246   
HIS    6.171     2.556E-20     15.427    
