#Predicted Hamaker constants for hydroxyapatite-101-ph10
#Estimated self-vacuum-self Hamaker: 19.70057777568121#Nominal refractive index: 1.5460329974956524
#Name  kT        Joules        kJ/mol    
ALA    1.207     4.998E-21     3.017     
ARG    -2.891    -1.197E-20    -7.227    
LYS    1.405     5.821E-21     3.514     
HID    1.814     7.515E-21     4.536     
HIE    1.842     7.630E-21     4.605     
ASP    5.093     2.110E-20     12.734    
GLU    4.802     1.989E-20     12.004    
SER    5.154     2.135E-20     12.885    
THR    2.377     9.846E-21     5.943     
ASN    4.366     1.809E-20     10.916    
GLN    -0.634    -2.627E-21    -1.586    
CYS    8.918     3.694E-20     22.296    
GLY    6.635     2.748E-20     16.588    
PRO    1.628     6.743E-21     4.070     
VAL    0.673     2.789E-21     1.684     
ILE    -2.442    -1.011E-20    -6.105    
LEU    0.598     2.476E-21     1.494     
MET    0.536     2.219E-21     1.340     
PHE    -0.125    -5.168E-22    -0.312    
TYR    -1.213    -5.023E-21    -3.032    
TRP    -1.709    -7.079E-21    -4.273    
HIP    0.397     1.644E-21     0.992     
ETA    15.359    6.361E-20     38.396    
PHO    -0.809    -3.350E-21    -2.022    
CHL    13.748    5.695E-20     34.371    
DGL    2.633     1.090E-20     6.582     
EST    2.403     9.953E-21     6.008     
CYM    4.935     2.044E-20     12.338    
GAN    1.462     6.056E-21     3.655     
MAN    5.175     2.143E-20     12.937    
FUC    4.108     1.702E-20     10.271    
BGL    6.805     2.818E-20     17.012    
NGL    0.937     3.879E-21     2.341     
NGA    2.509     1.039E-20     6.273     
NC4    13.746    5.694E-20     34.365    
MAS    2.401     9.943E-21     6.001     
PRA    1.462     6.056E-21     3.655     
DMP    -1.068    -4.424E-21    -2.670    
MMM    15.354    6.360E-20     38.386    
BTE    1.478     6.124E-21     3.696     
PAS    4.198     1.739E-20     10.496    
PGL    4.157     1.722E-20     10.393    
HMA    3.320     1.375E-20     8.301     
HMB    3.144     1.302E-20     7.859     
HMC    1.884     7.801E-21     4.709     
HMD    2.419     1.002E-20     6.048     
HFE    -3.073    -1.273E-20    -7.682    
PBB    0.000     0.000E+00     0.000     
NXX    0.000     0.000E+00     0.000     
HIS    1.456     6.031E-21     3.640     
HAF    1.456     6.031E-21     3.640     
HAS    2.946     1.220E-20     7.364     
X00    6.262     2.594E-20     15.654    
X01    -2.223    -9.207E-21    -5.557    
X02    5.740     2.378E-20     14.351    
X03    4.604     1.907E-20     11.509    
X04    6.123     2.536E-20     15.308    
X05    1.135     4.700E-21     2.837     
X06    -0.012    -5.024E-23    -0.030    
X07    1.540     6.378E-21     3.850     
X08    2.466     1.021E-20     6.165     
X09    2.611     1.081E-20     6.527     
X0A    7.104     2.943E-20     17.760    
X0B    -0.893    -3.698E-21    -2.232    
X0C    0.695     2.879E-21     1.738     
X0D    2.428     1.006E-20     6.069     
X0E    7.524     3.116E-20     18.810    
X0F    3.376     1.398E-20     8.439     
X0G    0.642     2.659E-21     1.605     
X0H    -0.043    -1.781E-22    -0.107    
X0I    4.543     1.882E-20     11.357    
X0J    0.981     4.061E-21     2.451     
X0K    13.682    5.667E-20     34.206    
X0L    12.830    5.314E-20     32.075    
X0M    0.714     2.959E-21     1.786     
X0N    1.873     7.757E-21     4.682     
X0O    -0.361    -1.497E-21    -0.904    
X0P    3.876     1.605E-20     9.689     
X0Q    11.096    4.596E-20     27.740    
X0R    0.714     2.959E-21     1.786     
X0S    13.682    5.667E-20     34.206    
X0T    1.873     7.757E-21     4.682     
X0U    0.981     4.061E-21     2.451     
X0V    12.830    5.314E-20     32.075    
X0W    3.817     1.581E-20     9.542     
X0X    1.597     6.614E-21     3.992     
X0Y    -0.281    -1.163E-21    -0.702    
X0Z    -0.281    -1.163E-21    -0.702    
X10    5.213     2.159E-20     13.033    
X11    0.113     4.681E-22     0.283     
X12    -0.720    -2.983E-21    -1.801    
X13    2.355     9.755E-21     5.888     
X14    -0.361    -1.497E-21    -0.904    
X15    10.408    4.311E-20     26.020    
X16    4.850     2.009E-20     12.125    
X17    6.945     2.876E-20     17.361    
X18    4.085     1.692E-20     10.212    
X19    1.363     5.646E-21     3.408     
X1A    -0.296    -1.226E-21    -0.740    
X1B    7.343     3.041E-20     18.357    
X1C    -0.375    -1.552E-21    -0.937    
X1D    4.492     1.860E-20     11.229    
X1E    5.519     2.286E-20     13.798    
X1F    4.998     2.070E-20     12.494    
X1G    0.030     1.233E-22     0.074     
X1H    0.294     1.220E-21     0.736     
X1I    2.854     1.182E-20     7.134     
X1J    2.853     1.182E-20     7.132     
X1K    3.132     1.297E-20     7.830     
X1L    7.841     3.248E-20     19.603    
X1M    3.686     1.527E-20     9.215     
X1N    0.922     3.820E-21     2.306     
X1O    2.300     9.525E-21     5.749     
X1P    8.114     3.361E-20     20.284    
X1Q    3.425     1.419E-20     8.563     
X1R    0.311     1.289E-21     0.778     
X1S    0.100     4.139E-22     0.250     
X1T    4.849     2.008E-20     12.123    
X1U    3.195     1.324E-20     7.989     
X1V    10.547    4.368E-20     26.367    
X1W    3.195     1.324E-20     7.989     
X1X    4.272     1.769E-20     10.679    
X1Y    1.168     4.840E-21     2.921     
X1Z    4.224     1.750E-20     10.560    
X20    3.908     1.619E-20     9.769     
X21    4.526     1.875E-20     11.315    
X22    2.861     1.185E-20     7.153     
X23    17.220    7.133E-20     43.051    
X24    0.857     3.548E-21     2.141     
X25    9.655     3.999E-20     24.137    
X26    7.266     3.010E-20     18.166    
X27    0.811     3.358E-21     2.027     
X28    2.675     1.108E-20     6.688     
X29    1.209     5.007E-21     3.022     
X2A    4.852     2.010E-20     12.130    
X2B    5.693     2.358E-20     14.232    
X2C    2.923     1.211E-20     7.306     
X2D    1.355     5.612E-21     3.388     
X2E    13.715    5.681E-20     34.288    
X2F    8.971     3.716E-20     22.429    
X2G    2.252     9.330E-21     5.631     
X2H    0.448     1.854E-21     1.119     
X2I    3.836     1.589E-20     9.589     
X2J    3.743     1.550E-20     9.358     
X2K    3.694     1.530E-20     9.236     
X2L    -0.867    -3.591E-21    -2.167    
X2M    1.205     4.993E-21     3.013     
X2N    4.783     1.981E-20     11.957    
X2O    3.419     1.416E-20     8.546     
X2P    1.174     4.864E-21     2.936     
X2Q    5.820     2.411E-20     14.550    
X2R    0.022     9.178E-23     0.055     
X2S    -0.249    -1.030E-21    -0.622    
X2T    0.126     5.227E-22     0.315     
X2U    2.278     9.434E-21     5.694     
X2V    0.354     1.466E-21     0.885     
X2W    2.250     9.319E-21     5.625     
X2X    2.359     9.770E-21     5.897     
X2Y    1.647     6.821E-21     4.117     
X2Z    5.578     2.310E-20     13.945    
X30    3.940     1.632E-20     9.850     
X31    1.214     5.030E-21     3.036     
X32    2.012     8.335E-21     5.031     
X33    4.194     1.737E-20     10.486    
X34    4.855     2.011E-20     12.136    
X35    0.573     2.373E-21     1.432     
X36    1.706     7.065E-21     4.264     
X37    4.300     1.781E-20     10.751    
X38    5.926     2.454E-20     14.814    
X39    1.584     6.561E-21     3.960     
X3A    3.353     1.389E-20     8.381     
X3B    6.068     2.513E-20     15.171    
X3C    1.162     4.814E-21     2.906     
X3D    3.611     1.496E-20     9.027     
X3E    4.491     1.860E-20     11.229    
X3F    2.274     9.419E-21     5.685     
X3G    5.290     2.191E-20     13.224    
X3H    1.569     6.499E-21     3.922     
X3I    4.313     1.786E-20     10.783    
X3J    0.702     2.906E-21     1.754     
X3K    2.235     9.257E-21     5.587     
X3L    0.385     1.596E-21     0.963     
X3M    3.915     1.622E-20     9.788     
X3N    0.994     4.118E-21     2.485     
X3O    1.317     5.454E-21     3.292     
X3P    1.222     5.060E-21     3.054     
X3Q    3.742     1.550E-20     9.354     
X3R    1.514     6.271E-21     3.785     
X3S    6.852     2.838E-20     17.131    
X3T    0.963     3.989E-21     2.408     
X3U    3.213     1.331E-20     8.032     
X3V    6.471     2.680E-20     16.178    
X3W    1.251     5.181E-21     3.127     
X3X    2.269     9.398E-21     5.673     
X3Y    0.934     3.870E-21     2.336     
X3Z    4.777     1.979E-20     11.942    
X40    2.565     1.063E-20     6.413     
X41    3.248     1.346E-20     8.121     
X42    8.204     3.398E-20     20.510    
X43    3.651     1.512E-20     9.127     
X44    6.067     2.513E-20     15.168    
X45    2.246     9.305E-21     5.616     
X46    4.384     1.816E-20     10.960    
X47    0.484     2.006E-21     1.211     
X48    4.475     1.854E-20     11.188    
X49    -0.187    -7.748E-22    -0.468    
X4A    0.596     2.470E-21     1.491     
X4B    2.386     9.883E-21     5.965     
X4C    0.128     5.303E-22     0.320     
X4D    1.717     7.113E-21     4.293     
X4E    2.116     8.763E-21     5.289     
X4F    1.997     8.273E-21     4.994     
X4G    7.090     2.937E-20     17.725    
X4H    5.938     2.459E-20     14.845    
X4I    -0.056    -2.323E-22    -0.140    
X4J    5.365     2.222E-20     13.412    
X4K    0.712     2.948E-21     1.779     
X4L    7.097     2.939E-20     17.742    
X4M    1.409     5.837E-21     3.523     
X4N    1.177     4.876E-21     2.943     
X4O    3.226     1.336E-20     8.065     
X4P    4.125     1.708E-20     10.311    
X4Q    6.792     2.813E-20     16.980    
X4R    -0.207    -8.557E-22    -0.516    
X4S    5.083     2.105E-20     12.708    
X4T    3.659     1.516E-20     9.147     
X4U    4.713     1.952E-20     11.782    
X4V    1.979     8.197E-21     4.948     
X4W    -0.740    -3.064E-21    -1.850    
X4X    5.258     2.178E-20     13.144    
X4Y    2.239     9.274E-21     5.597     
X4Z    2.787     1.154E-20     6.967     
X50    -0.544    -2.252E-21    -1.359    
X51    0.817     3.383E-21     2.042     
X52    1.444     5.982E-21     3.611     
X53    3.256     1.349E-20     8.141     
X54    -3.126    -1.295E-20    -7.816    
X55    3.957     1.639E-20     9.892     
X56    4.428     1.834E-20     11.070    
X57    -0.300    -1.242E-21    -0.750    
X58    1.300     5.384E-21     3.250     
X59    2.393     9.911E-21     5.982     
X5A    3.399     1.408E-20     8.498     
X5B    8.454     3.502E-20     21.135    
X5C    -0.208    -8.619E-22    -0.520    
X5D    -0.840    -3.480E-21    -2.101    
X5E    0.038     1.558E-22     0.094     
X5F    0.125     5.184E-22     0.313     
X5G    -2.713    -1.124E-20    -6.783    
X5H    -0.449    -1.861E-21    -1.123    
X5I    -1.554    -6.436E-21    -3.885    
X5J    1.368     5.665E-21     3.419     
X5K    0.004     1.620E-23     0.010     
X5L    2.133     8.835E-21     5.333     
X5M    1.145     4.743E-21     2.863     
X5N    -3.372    -1.397E-20    -8.430    
X5O    -0.568    -2.352E-21    -1.420    
X5P    1.373     5.688E-21     3.433     
X5Q    -1.387    -5.746E-21    -3.468    
X5R    -3.222    -1.334E-20    -8.054    
X5S    -0.119    -4.917E-22    -0.297    
X5T    0.141     5.837E-22     0.352     
X5U    -2.534    -1.050E-20    -6.335    
X5V    0.432     1.790E-21     1.081     
X5W    -2.180    -9.030E-21    -5.450    
X5X    -1.145    -4.744E-21    -2.863    
X5Y    0.000     1.224E-24     0.001     
X5Z    1.600     6.628E-21     4.001     
X60    -1.736    -7.190E-21    -4.340    
X61    -1.385    -5.737E-21    -3.463    
X62    -1.365    -5.653E-21    -3.412    
X63    0.634     2.626E-21     1.585     
X64    -1.922    -7.962E-21    -4.806    
X65    -0.680    -2.818E-21    -1.701    
X66    -0.399    -1.652E-21    -0.997    
X67    1.847     7.648E-21     4.616     
X68    0.819     3.392E-21     2.048     
X69    12.707    5.263E-20     31.768    
X6A    -0.247    -1.021E-21    -0.616    
X6B    1.708     7.073E-21     4.269     
X6C    2.792     1.156E-20     6.980     
X6D    0.699     2.897E-21     1.749     
X6E    -1.348    -5.585E-21    -3.371    
X6F    0.236     9.755E-22     0.589     
X6G    -3.432    -1.422E-20    -8.580    
X6H    1.207     4.998E-21     3.017     
X6I    4.366     1.809E-20     10.916    
X6J    8.918     3.694E-20     22.296    
X6K    -0.634    -2.627E-21    -1.586    
X6L    -2.442    -1.011E-20    -6.105    
X6M    0.598     2.476E-21     1.494     
X6N    0.536     2.219E-21     1.340     
X6O    -0.125    -5.168E-22    -0.312    
X6P    5.154     2.135E-20     12.885    
X6Q    2.377     9.846E-21     5.943     
X6R    -1.709    -7.079E-21    -4.273    
X6S    -1.213    -5.023E-21    -3.032    
X6T    0.673     2.789E-21     1.684     
X6U    -2.891    -1.197E-20    -7.227    
X6V    5.093     2.110E-20     12.734    
X6W    1.814     7.515E-21     4.536     
X6X    1.842     7.630E-21     4.605     
X6Y    4.802     1.989E-20     12.004    
X6Z    1.405     5.821E-21     3.514     
X70    0.397     1.644E-21     0.992     
X71    4.198     1.739E-20     10.496    
X72    4.157     1.722E-20     10.393    
X73    -0.230    -9.508E-22    -0.574    
