#Name  kT        Joules        kJ/mol    
ALA    2.061     8.535E-21     5.152     
ARG    11.644    4.823E-20     29.109    
LYS    14.494    6.003E-20     36.234    
HID    11.791    4.884E-20     29.477    
HIE    11.799    4.887E-20     29.496    
ASP    13.240    5.484E-20     33.099    
GLU    11.214    4.645E-20     28.035    
SER    8.550     3.541E-20     21.374    
THR    7.298     3.023E-20     18.246    
ASN    11.269    4.668E-20     28.174    
GLN    9.884     4.094E-20     24.711    
CYS    20.532    8.504E-20     51.331    
GLY    10.613    4.396E-20     26.533    
PRO    9.919     4.109E-20     24.799    
VAL    4.337     1.796E-20     10.842    
ILE    4.662     1.931E-20     11.655    
LEU    4.605     1.907E-20     11.513    
MET    12.027    4.981E-20     30.066    
PHE    7.396     3.063E-20     18.490    
TYR    8.907     3.689E-20     22.267    
TRP    10.598    4.390E-20     26.495    
HIP    13.972    5.787E-20     34.931    
ETA    39.698    1.644E-19     99.245    
PHO    15.341    6.354E-20     38.352    
CHL    26.111    1.081E-19     65.277    
DGL    11.982    4.963E-20     29.956    
EST    9.092     3.766E-20     22.731    
CYM    20.630    8.545E-20     51.576    
GAN    10.131    4.196E-20     25.328    
HIS    12.393    5.133E-20     30.984    
X00    3.132     1.297E-20     7.830     
X01    14.681    6.081E-20     36.704    
X02    13.059    5.409E-20     32.648    
X03    9.633     3.990E-20     24.082    
X04    25.473    1.055E-19     63.683    
X05    10.366    4.293E-20     25.914    
X06    7.840     3.247E-20     19.599    
X07    10.343    4.284E-20     25.856    
X08    10.333    4.280E-20     25.833    
X09    2.503     1.037E-20     6.257     
X0A    2.453     1.016E-20     6.133     
X0B    6.848     2.836E-20     17.120    
X0C    13.205    5.469E-20     33.013    
X0D    5.785     2.396E-20     14.463    
X0E    9.230     3.823E-20     23.074    
X0F    5.883     2.437E-20     14.706    
X0G    9.421     3.902E-20     23.553    
X0H    7.729     3.201E-20     19.322    
X0I    2.367     9.804E-21     5.917     
X0J    12.429    5.148E-20     31.073    
X0K    17.351    7.187E-20     43.376    
X0L    14.099    5.840E-20     35.247    
X0M    21.631    8.959E-20     54.077    
X0N    8.020     3.322E-20     20.050    
X0O    10.526    4.360E-20     26.315    
X0P    3.589     1.487E-20     8.973     
X0Q    33.043    1.369E-19     82.608    
X0R    21.631    8.959E-20     54.077    
X0S    17.351    7.187E-20     43.376    
X0T    8.020     3.322E-20     20.050    
X0U    12.429    5.148E-20     31.073    
X0V    14.099    5.840E-20     35.247    
X0W    20.810    8.619E-20     52.025    
X0X    12.894    5.341E-20     32.236    
X0Y    11.270    4.668E-20     28.176    
X0Z    11.270    4.668E-20     28.176    
X10    11.880    4.921E-20     29.701    
X11    8.797     3.644E-20     21.992    
X12    11.074    4.587E-20     27.686    
X13    10.445    4.326E-20     26.114    
X14    10.526    4.360E-20     26.315    
X15    3.693     1.530E-20     9.233     
X16    4.337     1.796E-20     10.843    
X17    3.415     1.415E-20     8.538     
X18    4.591     1.901E-20     11.477    
X19    4.993     2.068E-20     12.482    
X1A    5.300     2.195E-20     13.250    
X1B    5.300     2.195E-20     13.251    
X1C    6.153     2.549E-20     15.383    
X1D    15.350    6.358E-20     38.375    
