#Predicted Hamaker constants for AuFCC100-Ablate0
#Estimated self-vacuum-self Hamaker: 256.3622205578722#Uses generic metal model, nu_plasma = 5e15 
#Name  kT        Joules        kJ/mol    
ALA    9.696     4.016E-20     24.241    
ARG    -12.054   -4.993E-20    -30.135   
LYS    10.739    4.448E-20     26.849    
HID    12.882    5.336E-20     32.204    
HIE    13.028    5.396E-20     32.569    
ASP    29.877    1.237E-19     74.692    
GLU    28.378    1.175E-19     70.946    
SER    30.187    1.250E-19     75.467    
THR    15.822    6.554E-20     39.556    
ASN    26.138    1.083E-19     65.345    
GLN    -0.019    -7.803E-23    -0.047    
CYS    49.251    2.040E-19     123.129   
GLY    37.747    1.563E-19     94.369    
PRO    11.906    4.931E-20     29.766    
VAL    6.892     2.855E-20     17.231    
ILE    -9.650    -3.997E-20    -24.125   
LEU    6.494     2.690E-20     16.234    
MET    6.167     2.554E-20     15.418    
PHE    2.680     1.110E-20     6.699     
TYR    -3.091    -1.280E-20    -7.728    
TRP    -5.734    -2.375E-20    -14.335   
HIP    5.435     2.251E-20     13.588    
ETA    80.616    3.339E-19     201.541   
PHO    -0.944    -3.911E-21    -2.361    
CHL    72.937    3.021E-19     182.343   
DGL    17.154    7.105E-20     42.885    
EST    15.958    6.610E-20     39.894    
CYM    29.065    1.204E-19     72.663    
GAN    11.037    4.571E-20     27.592    
MAN    30.293    1.255E-19     75.733    
FUC    24.807    1.028E-19     62.018    
BGL    38.608    1.599E-19     96.520    
NGL    8.277     3.428E-20     20.693    
NGA    16.510    6.838E-20     41.275    
NC4    72.926    3.021E-19     182.314   
MAS    15.944    6.604E-20     39.861    
PRA    11.037    4.571E-20     27.592    
DMP    -2.321    -9.615E-21    -5.804    
MMM    80.596    3.338E-19     201.490   
BTE    11.122    4.607E-20     27.806    
PAS    25.271    1.047E-19     63.177    
PGL    25.059    1.038E-19     62.647    
HMA    20.728    8.586E-20     51.821    
HMB    19.812    8.206E-20     49.530    
HMC    13.244    5.485E-20     33.109    
HMD    16.042    6.645E-20     40.106    
HFE    -13.032   -5.398E-20    -32.579   
PBB    0.000     0.000E+00     0.000     
NXX    0.000     0.000E+00     0.000     
HIS    11.005    4.558E-20     27.513    
HAF    11.005    4.558E-20     27.513    
HAS    18.782    7.780E-20     46.956    
X00    35.848    1.485E-19     89.619    
X01    -8.477    -3.511E-20    -21.194   
X02    33.189    1.375E-19     82.972    
X03    27.360    1.133E-19     68.401    
X04    35.142    1.456E-19     87.855    
X05    9.319     3.860E-20     23.297    
X06    3.275     1.357E-20     8.188     
X07    11.445    4.740E-20     28.612    
X08    16.285    6.745E-20     40.713    
X09    17.040    7.058E-20     42.599    
X0A    40.126    1.662E-19     100.314   
X0B    -1.391    -5.761E-21    -3.477    
X0C    7.006     2.902E-20     17.516    
X0D    16.086    6.663E-20     40.215    
X0E    42.248    1.750E-19     105.620   
X0F    21.016    8.705E-20     52.539    
X0G    6.727     2.786E-20     16.816    
X0H    3.112     1.289E-20     7.780     
X0I    27.046    1.120E-19     67.616    
X0J    8.508     3.524E-20     21.270    
X0K    72.620    3.008E-19     181.549   
X0L    68.506    2.837E-19     171.264   
X0M    7.108     2.944E-20     17.770    
X0N    13.187    5.462E-20     32.968    
X0O    1.427     5.910E-21     3.567     
X0P    23.604    9.777E-20     59.011    
