#Name  kT        Joules        kJ/mol    
ALA    4.140     1.715E-20     10.349    
ARG    23.390    9.688E-20     58.476    
LYS    29.116    1.206E-19     72.790    
HID    23.686    9.811E-20     59.216    
HIE    23.702    9.817E-20     59.254    
ASP    26.597    1.102E-19     66.492    
GLU    22.527    9.331E-20     56.318    
SER    17.175    7.114E-20     42.938    
THR    14.661    6.073E-20     36.654    
ASN    22.639    9.377E-20     56.597    
GLN    19.856    8.224E-20     49.641    
CYS    41.247    1.708E-19     103.117   
GLY    21.321    8.831E-20     53.302    
PRO    19.927    8.254E-20     49.817    
VAL    8.712     3.608E-20     21.780    
ILE    9.365     3.879E-20     23.412    
LEU    9.251     3.832E-20     23.128    
MET    24.160    1.001E-19     60.400    
PHE    14.857    6.154E-20     37.144    
TYR    17.893    7.411E-20     44.732    
TRP    21.290    8.818E-20     53.225    
HIP    28.069    1.163E-19     70.172    
ETA    79.748    3.303E-19     199.371   
PHO    30.818    1.276E-19     77.045    
CHL    52.453    2.173E-19     131.132   
DGL    24.071    9.970E-20     60.178    
EST    18.266    7.566E-20     45.664    
CYM    41.444    1.717E-19     103.609   
GAN    20.352    8.430E-20     50.880    
HIS    24.897    1.031E-19     62.242    
X00    6.291     2.606E-20     15.729    
X01    29.493    1.222E-19     73.733    
X02    26.234    1.087E-19     65.585    
X03    19.351    8.015E-20     48.377    
X04    51.172    2.120E-19     127.931   
X05    20.823    8.625E-20     52.058    
X06    15.749    6.523E-20     39.373    
X07    20.777    8.606E-20     51.942    
X08    20.758    8.598E-20     51.896    
X09    5.028     2.082E-20     12.569    
X0A    4.928     2.041E-20     12.320    
X0B    13.757    5.698E-20     34.393    
X0C    26.527    1.099E-19     66.318    
X0D    11.621    4.814E-20     29.054    
X0E    18.541    7.680E-20     46.353    
X0F    11.817    4.895E-20     29.543    
X0G    18.926    7.839E-20     47.315    
X0H    15.526    6.431E-20     38.816    
X0I    4.755     1.969E-20     11.887    
X0J    24.969    1.034E-19     62.421    
X0K    34.855    1.444E-19     87.138    
X0L    28.323    1.173E-19     70.807    
X0M    43.454    1.800E-19     108.634   
X0N    16.111    6.673E-20     40.279    
X0O    21.146    8.758E-20     52.864    
X0P    7.210     2.986E-20     18.026    
X0Q    66.379    2.749E-19     165.949   
X0R    43.454    1.800E-19     108.634   
X0S    34.855    1.444E-19     87.138    
X0T    16.111    6.673E-20     40.279    
X0U    24.969    1.034E-19     62.421    
X0V    28.323    1.173E-19     70.807    
X0W    41.805    1.732E-19     104.511   
X0X    25.903    1.073E-19     64.758    
X0Y    22.641    9.378E-20     56.602    
X0Z    22.641    9.378E-20     56.602    
X10    23.866    9.885E-20     59.665    
X11    17.672    7.319E-20     44.179    
X12    22.247    9.215E-20     55.617    
X13    20.984    8.691E-20     52.459    
X14    21.146    8.758E-20     52.864    
X15    7.419     3.073E-20     18.548    
X16    8.713     3.609E-20     21.782    
X17    6.861     2.842E-20     17.152    
X18    9.222     3.820E-20     23.055    
X19    10.030    4.154E-20     25.075    
X1A    10.647    4.410E-20     26.618    
X1B    10.648    4.410E-20     26.619    
X1C    12.361    5.120E-20     30.902    
X1D    30.836    1.277E-19     77.091    
X1E    52.454    2.173E-19     131.134   
X1F    18.267    7.566E-20     45.668    
X1G    28.069    1.163E-19     70.172    
X1H    79.746    3.303E-19     199.365   
X1I    32.685    1.354E-19     81.712    
X1J    21.805    9.032E-20     54.513    
