#Name  kT        Joules        kJ/mol    
ALA    3.599     1.491E-20     8.998     
ARG    20.336    8.423E-20     50.840    
LYS    25.314    1.048E-19     63.284    
HID    20.593    8.530E-20     51.483    
HIE    20.607    8.535E-20     51.516    
ASP    23.124    9.578E-20     57.809    
GLU    19.585    8.112E-20     48.964    
SER    14.932    6.185E-20     37.331    
THR    12.747    5.280E-20     31.867    
ASN    19.683    8.152E-20     49.206    
GLN    17.263    7.150E-20     43.159    
CYS    35.860    1.485E-19     89.651    
GLY    18.537    7.678E-20     46.342    
PRO    17.325    7.176E-20     43.312    
VAL    7.574     3.137E-20     18.936    
ILE    8.142     3.372E-20     20.355    
LEU    8.043     3.331E-20     20.108    
MET    21.005    8.700E-20     52.512    
PHE    12.917    5.350E-20     32.293    
TYR    15.556    6.443E-20     38.890    
TRP    18.510    7.667E-20     46.274    
HIP    24.404    1.011E-19     61.009    
ETA    69.334    2.872E-19     173.336   
PHO    26.794    1.110E-19     66.984    
CHL    45.603    1.889E-19     114.008   
DGL    20.928    8.668E-20     52.319    
EST    15.880    6.578E-20     39.701    
CYM    36.032    1.492E-19     90.079    
GAN    17.694    7.329E-20     44.236    
HIS    21.646    8.966E-20     54.114    
X00    5.470     2.266E-20     13.675    
X01    25.642    1.062E-19     64.104    
X02    22.808    9.447E-20     57.021    
X03    16.824    6.968E-20     42.059    
X04    44.490    1.843E-19     111.225   
X05    18.104    7.499E-20     45.260    
X06    13.692    5.671E-20     34.231    
X07    18.064    7.482E-20     45.159    
X08    18.048    7.475E-20     45.119    
X09    4.371     1.810E-20     10.928    
X0A    4.284     1.775E-20     10.711    
X0B    11.961    4.954E-20     29.901    
X0C    23.063    9.553E-20     57.658    
X0D    10.104    4.185E-20     25.260    
X0E    16.120    6.677E-20     40.300    
X0F    10.274    4.255E-20     25.685    
X0G    16.454    6.815E-20     41.136    
X0H    13.499    5.591E-20     33.747    
X0I    4.134     1.712E-20     10.335    
X0J    21.708    8.991E-20     54.270    
X0K    30.303    1.255E-19     75.759    
X0L    24.624    1.020E-19     61.561    
X0M    37.779    1.565E-19     94.448    
X0N    14.008    5.802E-20     35.019    
X0O    18.384    7.615E-20     45.961    
X0P    6.269     2.596E-20     15.672    
X0Q    57.711    2.390E-19     144.278   
X0R    37.779    1.565E-19     94.448    
X0S    30.303    1.255E-19     75.759    
X0T    14.008    5.802E-20     35.019    
X0U    21.708    8.991E-20     54.270    
X0V    24.624    1.020E-19     61.561    
X0W    36.345    1.505E-19     90.864    
X0X    22.521    9.328E-20     56.301    
X0Y    19.684    8.153E-20     49.210    
X0Z    19.684    8.153E-20     49.210    
X10    20.749    8.594E-20     51.874    
X11    15.364    6.364E-20     38.410    
X12    19.342    8.011E-20     48.354    
X13    18.243    7.556E-20     45.609    
X14    18.384    7.615E-20     45.961    
X15    6.450     2.672E-20     16.126    
X16    7.575     3.138E-20     18.938    
X17    5.965     2.471E-20     14.913    
X18    8.018     3.321E-20     20.045    
X19    8.720     3.612E-20     21.800    
X1A    9.257     3.834E-20     23.142    
X1B    9.257     3.834E-20     23.143    
X1C    10.746    4.451E-20     26.866    
X1D    26.810    1.110E-19     67.024    
X1E    45.604    1.889E-19     114.010   
X1F    15.882    6.578E-20     39.705    
X1G    24.404    1.011E-19     61.009    
X1H    69.332    2.872E-19     173.331   
X1I    28.416    1.177E-19     71.041    
X1J    18.958    7.852E-20     47.395    
