#Predicted Hamaker constants for CaO001
#Estimated self-vacuum-self Hamaker: 28.832037000602533#Nominal refractive index: 1.6882617556594728
#Name  kT        Joules        kJ/mol    
ALA    2.399     9.936E-21     5.997     
ARG    -4.221    -1.748E-20    -10.552   
LYS    2.720     1.127E-20     6.801     
HID    3.382     1.401E-20     8.455     
HIE    3.427     1.420E-20     8.568     
ASP    8.697     3.602E-20     21.743    
GLU    8.224     3.406E-20     20.560    
SER    8.795     3.643E-20     21.988    
THR    4.293     1.778E-20     10.734    
ASN    7.518     3.114E-20     18.794    
GLN    -0.578    -2.392E-21    -1.444    
CYS    14.917    6.179E-20     37.293    
GLY    11.202    4.640E-20     28.004    
PRO    3.081     1.276E-20     7.702     
VAL    1.536     6.363E-21     3.841     
ILE    -3.497    -1.448E-20    -8.742    
LEU    1.414     5.856E-21     3.535     
MET    1.314     5.441E-21     3.284     
PHE    0.246     1.018E-21     0.614     
TYR    -1.512    -6.263E-21    -3.780    
TRP    -2.313    -9.582E-21    -5.784    
HIP    1.089     4.511E-21     2.723     
ETA    25.452    1.054E-19     63.629    
PHO    -0.859    -3.560E-21    -2.149    
CHL    22.810    9.448E-20     57.024    
DGL    4.707     1.950E-20     11.768    
EST    4.335     1.796E-20     10.839    
CYM    8.441     3.496E-20     21.102    
GAN    2.812     1.165E-20     7.031     
MAN    8.829     3.657E-20     22.073    
FUC    7.099     2.940E-20     17.748    
BGL    11.477    4.754E-20     28.693    
NGL    1.962     8.126E-21     4.905     
NGA    4.507     1.867E-20     11.268    
NC4    22.806    9.446E-20     57.014    
MAS    4.331     1.794E-20     10.828    
PRA    2.812     1.165E-20     7.031     
DMP    -1.278    -5.294E-21    -3.196    
MMM    25.445    1.054E-19     63.611    
BTE    2.839     1.176E-20     7.097     
PAS    7.245     3.001E-20     18.112    
PGL    7.178     2.973E-20     17.945    
HMA    5.821     2.411E-20     14.553    
HMB    5.535     2.293E-20     13.838    
HMC    3.494     1.447E-20     8.735     
HMD    4.362     1.807E-20     10.905    
HFE    -4.515    -1.870E-20    -11.286   
HIS    2.802     1.161E-20     7.006     
HAF    2.802     1.161E-20     7.006     
HAS    5.214     2.160E-20     13.035    
X00    10.594    4.388E-20     26.486    
X01    -3.143    -1.302E-20    -7.857    
X02    9.748     4.037E-20     24.369    
X03    7.903     3.273E-20     19.757    
X04    10.369    4.295E-20     25.924    
X05    2.283     9.454E-21     5.706     
X06    0.428     1.772E-21     1.070     
X07    2.938     1.217E-20     7.345     
X08    4.437     1.838E-20     11.093    
X09    4.672     1.935E-20     11.679    
X0A    11.964    4.956E-20     29.910    
X0B    -0.995    -4.123E-21    -2.488    
X0C    1.571     6.508E-21     3.928     
X0D    4.375     1.812E-20     10.938    
X0E    12.647    5.238E-20     31.618    
X0F    5.911     2.448E-20     14.778    
X0G    1.485     6.152E-21     3.713     
X0H    0.378     1.565E-21     0.945     
X0I    7.804     3.232E-20     19.509    
X0J    2.033     8.420E-21     5.082     
X0K    22.701    9.403E-20     56.753    
X0L    21.305    8.824E-20     53.263    
X0M    1.603     6.638E-21     4.006     
X0N    3.477     1.440E-20     8.692     
X0O    -0.137    -5.666E-22    -0.342    
X0P    6.722     2.784E-20     16.804    
X0Q    18.470    7.650E-20     46.175    
X0R    1.603     6.638E-21     4.006     
X0S    22.701    9.403E-20     56.753    
X0T    3.477     1.440E-20     8.692     
X0U    2.033     8.420E-21     5.082     
X0V    21.305    8.824E-20     53.263    
X0W    6.626     2.745E-20     16.565    
X0X    3.030     1.255E-20     7.575     
X0Y    -0.006    -2.622E-23    -0.016    
X0Z    -0.006    -2.622E-23    -0.016    
X10    8.892     3.683E-20     22.229    
X11    0.630     2.610E-21     1.575     
X12    -0.717    -2.968E-21    -1.791    
X13    4.258     1.764E-20     10.645    
X14    -0.137    -5.666E-22    -0.342    
X15    17.347    7.185E-20     43.367    
X16    8.302     3.439E-20     20.755    
X17    11.705    4.848E-20     29.261    
X18    7.061     2.924E-20     17.651    
X19    2.652     1.099E-20     6.630     
X1A    -0.031    -1.281E-22    -0.077    
X1B    12.352    5.116E-20     30.880    
X1C    -0.158    -6.547E-22    -0.395    
X1D    7.721     3.198E-20     19.301    
X1E    9.388     3.889E-20     23.471    
X1F    8.542     3.538E-20     21.355    
X1G    0.496     2.053E-21     1.239     
X1H    0.923     3.825E-21     2.309     
X1I    5.065     2.098E-20     12.663    
X1J    5.064     2.097E-20     12.660    
X1K    5.516     2.285E-20     13.790    
X1L    13.163    5.452E-20     32.908    
X1M    6.414     2.657E-20     16.036    
X1N    1.939     8.031E-21     4.847     
X1O    4.168     1.726E-20     10.420    
X1P    13.607    5.636E-20     34.016    
X1Q    5.992     2.482E-20     14.979    
X1R    0.951     3.937E-21     2.377     
X1S    0.609     2.522E-21     1.522     
X1T    8.301     3.438E-20     20.752    
X1U    5.619     2.327E-20     14.048    
X1V    17.573    7.279E-20     43.933    
X1W    5.619     2.327E-20     14.048    
X1X    7.364     3.050E-20     18.409    
X1Y    2.337     9.680E-21     5.843     
X1Z    7.287     3.018E-20     18.217    
X20    6.774     2.806E-20     16.934    
X21    7.776     3.221E-20     19.441    
X22    5.077     2.103E-20     12.694    
X23    28.514    1.181E-19     71.286    
X24    1.832     7.590E-21     4.581     
X25    16.118    6.676E-20     40.295    
X26    12.228    5.065E-20     30.570    
X27    1.758     7.282E-21     4.395     
