#Predicted Hamaker constants for TricalciumSilicate-Wet-010
#Estimated self-vacuum-self Hamaker: 30.29183489065792#Nominal refractive index: 1.7098215936600645
#Name  kT        Joules        kJ/mol    
ALA    2.573     1.066E-20     6.431     
ARG    -4.414    -1.828E-20    -11.035   
LYS    2.912     1.206E-20     7.280     
HID    3.611     1.496E-20     9.027     
HIE    3.658     1.515E-20     9.146     
ASP    9.223     3.820E-20     23.058    
GLU    8.723     3.613E-20     21.808    
SER    9.327     3.863E-20     23.317    
THR    4.573     1.894E-20     11.432    
ASN    7.977     3.304E-20     19.943    
GLN    -0.569    -2.358E-21    -1.423    
CYS    15.795    6.542E-20     39.486    
GLY    11.869    4.916E-20     29.672    
PRO    3.292     1.364E-20     8.231     
VAL    1.662     6.884E-21     4.155     
ILE    -3.650    -1.512E-20    -9.125    
LEU    1.533     6.349E-21     3.832     
MET    1.427     5.911E-21     3.568     
PHE    0.300     1.241E-21     0.749     
TYR    -1.556    -6.443E-21    -3.889    
TRP    -2.401    -9.946E-21    -6.003    
HIP    1.190     4.929E-21     2.975     
ETA    26.934    1.116E-19     67.335    
PHO    -0.867    -3.590E-21    -2.167    
CHL    24.139    9.998E-20     60.347    
DGL    5.010     2.075E-20     12.524    
EST    4.617     1.912E-20     11.543    
CYM    8.952     3.708E-20     22.381    
GAN    3.009     1.246E-20     7.522     
MAN    9.362     3.878E-20     23.406    
FUC    7.535     3.121E-20     18.839    
BGL    12.160    5.037E-20     30.400    
NGL    2.111     8.745E-21     5.278     
NGA    4.798     1.987E-20     11.996    
NC4    24.135    9.997E-20     60.337    
MAS    4.613     1.911E-20     11.532    
PRA    3.009     1.246E-20     7.522     
DMP    -1.309    -5.421E-21    -3.272    
MMM    26.926    1.115E-19     67.316    
BTE    3.037     1.258E-20     7.592     
PAS    7.689     3.185E-20     19.223    
PGL    7.619     3.156E-20     19.047    
HIS    2.999     1.242E-20     7.496     
X00    11.227    4.650E-20     28.068    
X01    -3.277    -1.357E-20    -8.192    
X02    10.333    4.280E-20     25.832    
X03    8.384     3.473E-20     20.960    
X04    10.990    4.552E-20     27.474    
X05    2.450     1.015E-20     6.124     
X06    0.492     2.037E-21     1.230     
