#Predicted Hamaker constants for CNT15-NH3+-4
#Estimated self-vacuum-self Hamaker: 18.899776613270618#Nominal refractive index: 1.5327543531922387
#Name  kT        Joules        kJ/mol    
ALA    1.091     4.520E-21     2.728     
ARG    -2.762    -1.144E-20    -6.905    
LYS    1.278     5.294E-21     3.195     
HID    1.663     6.886E-21     4.156     
HIE    1.689     6.995E-21     4.222     
ASP    4.745     1.965E-20     11.863    
GLU    4.471     1.852E-20     11.177    
SER    4.802     1.989E-20     12.005    
THR    2.192     9.078E-21     5.479     
ASN    4.062     1.682E-20     10.155    
GLN    -0.640    -2.650E-21    -1.599    
CYS    8.340     3.454E-20     20.849    
GLY    6.194     2.566E-20     15.486    
PRO    1.487     6.161E-21     3.719     
VAL    0.590     2.443E-21     1.475     
ILE    -2.340    -9.691E-21    -5.850    
LEU    0.519     2.149E-21     1.297     
MET    0.461     1.907E-21     1.151     
PHE    -0.161    -6.655E-22    -0.402    
TYR    -1.184    -4.903E-21    -2.959    
TRP    -1.650    -6.836E-21    -4.126    
HIP    0.330     1.367E-21     0.825     
ETA    14.389    5.960E-20     35.972    
PHO    -0.804    -3.329E-21    -2.010    
CHL    12.877    5.334E-20     32.192    
DGL    2.432     1.007E-20     6.080     
EST    2.216     9.179E-21     5.540     
CYM    4.597     1.904E-20     11.492    
GAN    1.331     5.515E-21     3.329     
MAN    4.821     1.997E-20     12.054    
FUC    3.819     1.582E-20     9.548     
BGL    6.354     2.632E-20     15.884    
NGL    0.837     3.468E-21     2.093     
NGA    2.316     9.592E-21     5.789     
NC4    12.875    5.333E-20     32.187    
MAS    2.214     9.169E-21     5.534     
PRA    1.331     5.515E-21     3.329     
DMP    -1.048    -4.339E-21    -2.619    
MMM    14.385    5.958E-20     35.962    
BTE    1.347     5.578E-21     3.367     
PAS    3.904     1.617E-20     9.759     
PGL    3.865     1.601E-20     9.663     
HMA    3.078     1.275E-20     7.696     
HMB    2.912     1.206E-20     7.281     
HMC    1.728     7.156E-21     4.319     
HMD    2.231     9.242E-21     5.579     
HFE    -2.933    -1.215E-20    -7.333    
HIS    1.326     5.491E-21     3.314     
HAF    1.326     5.491E-21     3.314     
HAS    2.726     1.129E-20     6.815     
X00    5.843     2.420E-20     14.608    
X01    -2.134    -8.838E-21    -5.334    
X02    5.353     2.217E-20     13.383    
X03    4.285     1.775E-20     10.712    
X04    5.713     2.366E-20     14.282    
X05    1.024     4.240E-21     2.559     
X06    -0.055    -2.267E-22    -0.137    
X07    1.405     5.818E-21     3.512     
X08    2.275     9.424E-21     5.688     
X09    2.411     9.987E-21     6.028     
X0A    6.635     2.748E-20     16.588    
X0B    -0.883    -3.657E-21    -2.207    
X0C    0.610     2.528E-21     1.526     
X0D    2.239     9.275E-21     5.598     
X0E    7.030     2.912E-20     17.574    
X0F    3.130     1.297E-20     7.826     
X0G    0.560     2.321E-21     1.401     
X0H    -0.084    -3.469E-22    -0.209    
X0I    4.228     1.751E-20     10.569    
X0J    0.879     3.639E-21     2.197     
X0K    12.815    5.308E-20     32.037    
X0L    12.014    4.976E-20     30.036    
X0M    0.628     2.603E-21     1.571     
X0N    1.717     7.114E-21     4.294     
