#Name  kT        Joules        kJ/mol    
ALA    3.660     1.516E-20     9.150     
ARG    20.679    8.565E-20     51.698    
LYS    25.741    1.066E-19     64.352    
HID    20.941    8.674E-20     52.352    
HIE    20.954    8.679E-20     52.386    
ASP    23.514    9.739E-20     58.785    
GLU    19.916    8.249E-20     49.790    
SER    15.184    6.289E-20     37.961    
THR    12.962    5.369E-20     32.405    
ASN    20.015    8.290E-20     50.037    
GLN    17.555    7.271E-20     43.887    
CYS    36.466    1.510E-19     91.164    
GLY    18.849    7.807E-20     47.124    
PRO    17.617    7.297E-20     44.043    
VAL    7.702     3.190E-20     19.255    
ILE    8.279     3.429E-20     20.699    
LEU    8.179     3.388E-20     20.448    
MET    21.359    8.847E-20     53.399    
PHE    13.135    5.441E-20     32.838    
TYR    15.819    6.552E-20     39.547    
TRP    18.822    7.796E-20     47.055    
HIP    24.815    1.028E-19     62.038    
ETA    70.505    2.920E-19     176.261   
PHO    27.246    1.129E-19     68.115    
CHL    46.373    1.921E-19     115.932   
DGL    21.281    8.814E-20     53.202    
EST    16.148    6.689E-20     40.371    
CYM    36.640    1.518E-19     91.599    
GAN    17.993    7.453E-20     44.982    
HIS    22.011    9.117E-20     55.028    
X00    5.562     2.304E-20     13.905    
X01    26.074    1.080E-19     65.186    
X02    23.193    9.606E-20     57.983    
X03    17.108    7.086E-20     42.769    
X04    45.241    1.874E-19     113.102   
X05    18.409    7.625E-20     46.024    
X06    13.924    5.767E-20     34.809    
X07    18.368    7.608E-20     45.921    
X08    18.352    7.601E-20     45.880    
X09    4.445     1.841E-20     11.112    
X0A    4.357     1.805E-20     10.892    
X0B    12.162    5.038E-20     30.406    
X0C    23.452    9.714E-20     58.631    
X0D    10.274    4.256E-20     25.686    
X0E    16.392    6.789E-20     40.980    
X0F    10.447    4.327E-20     26.119    
X0G    16.732    6.930E-20     41.830    
X0H    13.727    5.685E-20     34.317    
X0I    4.204     1.741E-20     10.509    
X0J    22.074    9.143E-20     55.186    
X0K    30.815    1.276E-19     77.037    
X0L    25.040    1.037E-19     62.600    
X0M    38.417    1.591E-19     96.042    
X0N    14.244    5.900E-20     35.610    
X0O    18.695    7.743E-20     46.736    
X0P    6.375     2.640E-20     15.936    
X0Q    58.685    2.431E-19     146.713   
X0R    38.417    1.591E-19     96.042    
X0S    30.815    1.276E-19     77.037    
X0T    14.244    5.900E-20     35.610    
X0U    22.074    9.143E-20     55.186    
X0V    25.040    1.037E-19     62.600    
X0W    36.959    1.531E-19     92.397    
X0X    22.901    9.485E-20     57.251    
X0Y    20.016    8.291E-20     50.041    
X0Z    20.016    8.291E-20     50.041    
X10    21.100    8.739E-20     52.749    
X11    15.623    6.471E-20     39.058    
X12    19.668    8.146E-20     49.170    
X13    18.551    7.684E-20     46.378    
X14    18.695    7.743E-20     46.736    
X15    6.559     2.717E-20     16.398    
X16    7.703     3.191E-20     19.257    
X17    6.066     2.512E-20     15.164    
X18    8.153     3.377E-20     20.383    
X19    8.867     3.673E-20     22.168    
X1A    9.413     3.899E-20     23.532    
X1B    9.414     3.899E-20     23.534    
X1C    10.928    4.526E-20     27.320    
X1D    27.262    1.129E-19     68.155    
X1E    46.374    1.921E-19     115.934   
X1F    16.150    6.689E-20     40.375    
X1G    24.815    1.028E-19     62.038    
X1H    70.502    2.920E-19     176.256   
X1I    28.896    1.197E-19     72.240    
X1J    19.278    7.985E-20     48.195    
X1K    17.992    7.452E-20     44.981    
X1L    20.780    8.607E-20     51.951    
X1M    19.070    7.899E-20     47.676    
X1N    21.148    8.759E-20     52.869    
X1O    21.189    8.776E-20     52.973    
X1P    21.126    8.750E-20     52.816    
X1Q    11.204    4.640E-20     28.009    
X1R    18.291    7.576E-20     45.727    
X1S    13.570    5.621E-20     33.925    
X1T    143.924   5.961E-19     359.810   
X1U    16.787    6.953E-20     41.967    
X1V    34.979    1.449E-19     87.448    
X1W    30.720    1.272E-19     76.801    
X1X    18.766    7.773E-20     46.915    
X1Y    17.428    7.219E-20     43.571    
X1Z    16.323    6.761E-20     40.807    
X20    25.946    1.075E-19     64.866    
X21    18.847    7.806E-20     47.118    
X22    32.801    1.359E-19     82.003    
X23    18.482    7.655E-20     46.206    
X24    53.689    2.224E-19     134.222   
X25    29.364    1.216E-19     73.411    
X26    19.753    8.182E-20     49.383    
X27    13.310    5.513E-20     33.276    
X28    31.956    1.324E-19     79.891    
X29    7.339     3.040E-20     18.346    
X2A    23.427    9.703E-20     58.568    
X2B    18.523    7.672E-20     46.309    
X2C    16.316    6.758E-20     40.791    
X2D    23.167    9.596E-20     57.917    
X2E    19.471    8.065E-20     48.676    
X2F    17.948    7.434E-20     44.870    
X2G    24.747    1.025E-19     61.868    
X2H    17.536    7.263E-20     43.840    
X2I    19.485    8.071E-20     48.712    
X2J    35.936    1.488E-19     89.840    
X2K    18.459    7.645E-20     46.146    
X2L    20.157    8.349E-20     50.393    
X2M    21.849    9.050E-20     54.624    
X2N    29.463    1.220E-19     73.658    
X2O    18.542    7.680E-20     46.354    
X2P    23.957    9.923E-20     59.891    
