#Predicted Hamaker constants for grapheneoxide
#Estimated self-vacuum-self Hamaker: 26.099313888421104#Nominal refractive index: 1.6471619190358173
#Name  kT        Joules        kJ/mol    
ALA    2.063     8.543E-21     5.157     
ARG    -3.846    -1.593E-20    -9.615    
LYS    2.350     9.732E-21     5.874     
HID    2.940     1.218E-20     7.350     
HIE    2.980     1.234E-20     7.450     
ASP    7.680     3.181E-20     19.199    
GLU    7.258     3.006E-20     18.144    
SER    7.767     3.217E-20     19.418    
THR    3.753     1.554E-20     9.382     
ASN    6.628     2.745E-20     16.570    
GLN    -0.594    -2.459E-21    -1.484    
CYS    13.221    5.476E-20     33.053    
GLY    9.912     4.105E-20     24.779    
PRO    2.671     1.106E-20     6.677     
VAL    1.293     5.356E-21     3.233     
ILE    -3.200    -1.325E-20    -7.999    
LEU    1.184     4.903E-21     2.959     
MET    1.094     4.533E-21     2.736     
PHE    0.141     5.852E-22     0.353     
TYR    -1.428    -5.913E-21    -3.569    
TRP    -2.143    -8.877E-21    -5.358    
HIP    0.894     3.703E-21     2.235     
ETA    22.591    9.357E-20     56.477    
PHO    -0.845    -3.501E-21    -2.113    
CHL    20.243    8.385E-20     50.608    
DGL    4.122     1.707E-20     10.305    
EST    3.790     1.570E-20     9.476     
CYM    7.451     3.086E-20     18.628    
GAN    2.431     1.007E-20     6.079     
MAN    7.797     3.230E-20     19.493    
FUC    6.255     2.591E-20     15.637    
BGL    10.157    4.207E-20     25.393    
NGL    1.673     6.928E-21     4.182     
NGA    3.943     1.633E-20     9.858     
NC4    20.240    8.383E-20     50.599    
MAS    3.787     1.568E-20     9.467     
PRA    2.431     1.007E-20     6.079     
DMP    -1.219    -5.049E-21    -3.047    
MMM    22.585    9.354E-20     56.461    
BTE    2.455     1.017E-20     6.137     
PAS    6.385     2.645E-20     15.962    
PGL    6.325     2.620E-20     15.814    
HIS    2.423     1.003E-20     6.057     
X00    9.371     3.881E-20     23.426    
X01    -2.884    -1.194E-20    -7.209    
X02    8.616     3.569E-20     21.540    
X03    6.971     2.887E-20     17.428    
X04    9.170     3.798E-20     22.925    
X05    1.959     8.114E-21     4.897     
X06    0.304     1.258E-21     0.759     
X07    2.544     1.054E-20     6.359     
X08    3.881     1.608E-20     9.703     
X09    4.090     1.694E-20     10.225    
X0A    10.591    4.387E-20     26.478    
X0B    -0.966    -4.003E-21    -2.416    
X0C    1.324     5.485E-21     3.311     
X0D    3.826     1.585E-20     9.565     
X0E    11.199    4.639E-20     27.998    
X0F    5.196     2.152E-20     12.989    
X0G    1.248     5.167E-21     3.119     
X0H    0.259     1.074E-21     0.648     
X0I    6.883     2.851E-20     17.208    
X0J    1.736     7.191E-21     4.340     
X0K    20.147    8.345E-20     50.367    
X0L    18.905    7.831E-20     47.263    
X0M    1.352     5.600E-21     3.380     
X0N    3.024     1.253E-20     7.561     
X0O    -0.200    -8.289E-22    -0.500    
X0P    5.918     2.451E-20     14.796    
X0Q    16.384    6.786E-20     40.959    
X0R    1.352     5.600E-21     3.380     
X0S    20.147    8.345E-20     50.367    
X0T    3.024     1.253E-20     7.561     
X0U    1.736     7.191E-21     4.340     
X0V    18.905    7.831E-20     47.263    
X0W    5.833     2.416E-20     14.583    
X0X    2.626     1.088E-20     6.565     
X0Y    -0.084    -3.466E-22    -0.209    
X0Z    -0.084    -3.466E-22    -0.209    
X10    7.853     3.253E-20     19.633    
X11    0.484     2.006E-21     1.211     
X12    -0.718    -2.972E-21    -1.794    
X13    3.721     1.541E-20     9.303     
X14    -0.200    -8.289E-22    -0.500    
X15    15.384    6.372E-20     38.460    
X16    7.328     3.035E-20     18.319    
X17    10.360    4.291E-20     25.899    
X18    6.221     2.577E-20     15.551    
X19    2.289     9.479E-21     5.722     
X1A    -0.106    -4.376E-22    -0.264    
X1B    10.937    4.530E-20     27.342    
X1C    -0.219    -9.076E-22    -0.548    
X1D    6.809     2.820E-20     17.023    
X1E    8.296     3.436E-20     20.739    
X1F    7.541     3.124E-20     18.853    
X1G    0.364     1.509E-21     0.911     
X1H    0.746     3.090E-21     1.865     
X1I    4.441     1.840E-20     11.103    
X1J    4.440     1.839E-20     11.100    
X1K    4.843     2.006E-20     12.108    
X1L    11.659    4.829E-20     29.148    
X1M    5.644     2.338E-20     14.111    
X1N    1.652     6.844E-21     4.131     
X1O    3.641     1.508E-20     9.102     
X1P    12.054    4.993E-20     30.135    
X1Q    5.267     2.182E-20     13.168    
X1R    0.770     3.191E-21     1.926     
X1S    0.465     1.928E-21     1.164     
X1T    7.326     3.034E-20     18.315    
X1U    4.935     2.044E-20     12.338    
X1V    15.585    6.455E-20     38.964    
X1W    4.935     2.044E-20     12.338    
X1X    6.491     2.689E-20     16.227    
X1Y    2.007     8.315E-21     5.019     
X1Z    6.422     2.660E-20     16.055    
X20    5.965     2.471E-20     14.912    
X21    6.859     2.841E-20     17.147    
X22    4.452     1.844E-20     11.130    
X23    25.311    1.048E-19     63.276    
X24    1.557     6.450E-21     3.893     
X25    14.290    5.919E-20     35.726    
X26    10.826    4.484E-20     27.065    
X27    1.491     6.176E-21     3.727     
X28    4.183     1.733E-20     10.458    
X29    2.066     8.556E-21     5.164     
X2A    7.330     3.036E-20     18.326    
X2B    8.547     3.540E-20     21.368    
X2C    4.541     1.881E-20     11.352    
X2D    2.277     9.430E-21     5.692     
X2E    20.194    8.364E-20     50.486    
X2F    13.298    5.508E-20     33.246    
X2G    3.573     1.480E-20     8.932     
X2H    0.967     4.005E-21     2.417     
X2I    5.861     2.427E-20     14.652    
X2J    5.727     2.372E-20     14.317    
X2K    5.656     2.343E-20     14.140    
X2L    -0.929    -3.848E-21    -2.323    
X2M    2.061     8.536E-21     5.152     
X2N    7.230     2.995E-20     18.075    
X2O    5.258     2.178E-20     13.144    
X2P    2.016     8.349E-21     5.039     
X2Q    8.731     3.616E-20     21.828    
X2R    0.353     1.463E-21     0.883     
X2S    -0.038    -1.557E-22    -0.094    
X2T    0.503     2.085E-21     1.258     
X2U    3.609     1.495E-20     9.023     
X2V    0.832     3.446E-21     2.080     
X2W    3.569     1.478E-20     8.923     
X2X    3.726     1.543E-20     9.316     
X2Y    2.698     1.117E-20     6.745     
X2Z    8.381     3.471E-20     20.952    
X30    6.011     2.490E-20     15.028    
X31    2.074     8.589E-21     5.184     
X32    3.226     1.336E-20     8.065     
X33    6.379     2.642E-20     15.948    
X34    7.334     3.038E-20     18.335    
X35    1.148     4.754E-21     2.870     
X36    2.783     1.153E-20     6.958     
X37    6.532     2.706E-20     16.331    
X38    8.884     3.680E-20     22.211    
X39    2.607     1.080E-20     6.518     
X3A    5.162     2.138E-20     12.905    
X3B    9.091     3.765E-20     22.727    
X3C    1.999     8.278E-21     4.996     
X3D    5.536     2.293E-20     13.839    
X3E    6.809     2.820E-20     17.022    
X3F    3.604     1.493E-20     9.010     
X3G    7.964     3.299E-20     19.909    
X3H    2.586     1.071E-20     6.464     
X3I    6.551     2.713E-20     16.377    
X3J    1.334     5.524E-21     3.334     
X3K    3.547     1.469E-20     8.868     
X3L    0.877     3.633E-21     2.193     
X3M    5.975     2.475E-20     14.938    
X3N    1.756     7.273E-21     4.390     
X3O    2.222     9.202E-21     5.554     
X3P    2.084     8.633E-21     5.211     
X3Q    5.725     2.371E-20     14.311    
X3R    2.506     1.038E-20     6.266     
X3S    10.226    4.236E-20     25.565    
X3T    1.711     7.087E-21     4.278     
X3U    4.960     2.055E-20     12.401    
X3V    9.674     4.007E-20     24.185    
X3W    2.126     8.807E-21     5.316     
X3X    3.597     1.490E-20     8.992     
X3Y    1.669     6.915E-21     4.174     
X3Z    7.222     2.991E-20     18.054    
X40    4.025     1.667E-20     10.062    
X41    5.012     2.076E-20     12.529    
X42    12.185    5.047E-20     30.464    
X43    5.593     2.317E-20     13.983    
X44    9.089     3.765E-20     22.722    
X45    3.564     1.476E-20     8.910     
X46    6.654     2.756E-20     16.634    
X47    1.020     4.226E-21     2.550     
X48    6.786     2.811E-20     16.964    
X49    0.051     2.131E-22     0.129     
X4A    1.182     4.894E-21     2.954     
X4B    3.766     1.560E-20     9.415     
X4C    0.506     2.096E-21     1.265     
X4D    2.800     1.160E-20     7.000     
X4E    3.375     1.398E-20     8.438     
X4F    3.204     1.327E-20     8.011     
X4G    10.571    4.378E-20     26.426    
X4H    8.902     3.687E-20     22.255    
X4I    0.240     9.956E-22     0.601     
X4J    8.073     3.344E-20     20.181    
X4K    1.348     5.584E-21     3.370     
X4L    10.580    4.382E-20     26.450    
X4M    2.355     9.755E-21     5.888     
X4N    2.020     8.367E-21     5.050     
X4O    4.980     2.063E-20     12.449    
X4P    6.278     2.600E-20     15.696    
X4Q    10.139    4.200E-20     25.347    
X4R    0.023     9.636E-23     0.058     
X4S    7.665     3.175E-20     19.162    
X4T    5.605     2.322E-20     14.013    
X4U    7.129     2.953E-20     17.823    
X4V    3.178     1.316E-20     7.944     
X4W    -0.746    -3.089E-21    -1.865    
X4X    7.917     3.279E-20     19.793    
X4Y    3.553     1.472E-20     8.883     
X4Z    4.344     1.799E-20     10.861    
X50    -0.463    -1.917E-21    -1.157    
X51    1.500     6.212E-21     3.749     
X52    2.406     9.964E-21     6.014     
X53    5.023     2.081E-20     12.558    
X54    -4.185    -1.734E-20    -10.463   
X55    6.035     2.500E-20     15.089    
X56    6.717     2.782E-20     16.793    
X57    -0.111    -4.607E-22    -0.278    
X58    2.197     9.101E-21     5.493     
X59    3.775     1.564E-20     9.439     
X5A    5.230     2.166E-20     13.074    
X5B    12.548    5.197E-20     31.370    
X5C    0.021     8.738E-23     0.053     
X5D    -0.891    -3.689E-21    -2.226    
X5E    0.376     1.556E-21     0.939     
X5F    0.502     2.079E-21     1.255     
X5G    -3.590    -1.487E-20    -8.975    
X5H    -0.327    -1.354E-21    -0.817    
X5I    -1.919    -7.950E-21    -4.799    
X5J    2.295     9.506E-21     5.738     
X5K    0.327     1.354E-21     0.817     
X5L    3.400     1.408E-20     8.501     
X5M    1.974     8.176E-21     4.935     
X5N    -4.539    -1.880E-20    -11.347   
X5O    -0.498    -2.062E-21    -1.245    
X5P    2.303     9.539E-21     5.758     
X5Q    -1.679    -6.955E-21    -4.198    
X5R    -4.323    -1.790E-20    -10.807   
X5S    0.150     6.214E-22     0.375     
X5T    0.525     2.173E-21     1.311     
X5U    -3.332    -1.380E-20    -8.330    
X5V    0.945     3.914E-21     2.362     
X5W    -2.822    -1.169E-20    -7.055    
X5X    -1.331    -5.511E-21    -3.326    
X5Y    0.322     1.333E-21     0.804     
X5Z    2.631     1.090E-20     6.577     
X60    -2.182    -9.037E-21    -5.455    
X61    -1.676    -6.943E-21    -4.191    
X62    -1.647    -6.822E-21    -4.118    
X63    1.236     5.120E-21     3.090     
X64    -2.450    -1.015E-20    -6.126    
X65    -0.660    -2.734E-21    -1.650    
X66    -0.254    -1.053E-21    -0.635    
X67    2.986     1.237E-20     7.466     
X68    1.503     6.226E-21     3.758     
X69    18.727    7.757E-20     46.817    
X6A    -0.034    -1.422E-22    -0.086    
X6B    2.786     1.154E-20     6.964     
X6C    4.352     1.803E-20     10.880    
X6D    1.330     5.511E-21     3.326     
X6E    -1.623    -6.723E-21    -4.058    
X6F    0.661     2.738E-21     1.653     
X6G    -4.626    -1.916E-20    -11.565   
X6H    2.063     8.543E-21     5.157     
X6I    6.628     2.745E-20     16.570    
X6J    13.221    5.476E-20     33.053    
X6K    -0.594    -2.459E-21    -1.484    
X6L    -3.200    -1.325E-20    -7.999    
X6M    1.184     4.903E-21     2.959     
X6N    1.094     4.533E-21     2.736     
X6O    0.141     5.852E-22     0.353     
X6P    7.767     3.217E-20     19.418    
X6Q    3.753     1.554E-20     9.382     
X6R    -2.143    -8.877E-21    -5.358    
X6S    -1.428    -5.913E-21    -3.569    
X6T    1.293     5.356E-21     3.233     
X6U    -3.846    -1.593E-20    -9.615    
X6V    7.680     3.181E-20     19.199    
X6W    2.940     1.218E-20     7.350     
