#Name  kT        Joules        kJ/mol    
ALA    3.473     1.439E-20     8.683     
ARG    19.626    8.129E-20     49.064    
LYS    24.429    1.012E-19     61.074    
HID    19.874    8.232E-20     49.685    
HIE    19.887    8.237E-20     49.717    
ASP    22.316    9.243E-20     55.790    
GLU    18.901    7.829E-20     47.253    
SER    14.411    5.969E-20     36.027    
THR    12.302    5.095E-20     30.754    
ASN    18.995    7.868E-20     47.487    
GLN    16.660    6.901E-20     41.651    
CYS    34.608    1.433E-19     86.519    
GLY    17.889    7.410E-20     44.723    
PRO    16.719    6.925E-20     41.799    
VAL    7.310     3.028E-20     18.274    
ILE    7.858     3.255E-20     19.644    
LEU    7.762     3.215E-20     19.406    
MET    20.271    8.396E-20     50.678    
PHE    12.466    5.163E-20     31.165    
TYR    15.013    6.218E-20     37.532    
TRP    17.863    7.399E-20     44.658    
HIP    23.551    9.755E-20     58.878    
ETA    66.912    2.771E-19     167.281   
PHO    25.858    1.071E-19     64.644    
CHL    44.010    1.823E-19     110.026   
DGL    20.197    8.365E-20     50.492    
EST    15.326    6.348E-20     38.314    
CYM    34.773    1.440E-19     86.932    
GAN    17.076    7.073E-20     42.691    
HIS    20.890    8.652E-20     52.224    
X00    5.279     2.186E-20     13.197    
X01    24.746    1.025E-19     61.865    
X02    22.012    9.117E-20     55.029    
X03    16.236    6.725E-20     40.590    
X04    42.936    1.778E-19     107.340   
X05    17.471    7.237E-20     43.679    
X06    13.214    5.473E-20     33.035    
X07    17.433    7.220E-20     43.582    
X08    17.417    7.214E-20     43.543    
X09    4.218     1.747E-20     10.546    
X0A    4.135     1.713E-20     10.337    
X0B    11.543    4.781E-20     28.857    
X0C    22.258    9.219E-20     55.644    
X0D    9.751     4.039E-20     24.377    
X0E    15.557    6.444E-20     38.892    
X0F    9.915     4.107E-20     24.788    
X0G    15.880    6.577E-20     39.699    
X0H    13.027    5.396E-20     32.568    
X0I    3.990     1.652E-20     9.974     
X0J    20.950    8.677E-20     52.374    
X0K    29.245    1.211E-19     73.112    
X0L    23.764    9.843E-20     59.411    
X0M    36.459    1.510E-19     91.149    
X0N    13.518    5.599E-20     33.796    
X0O    17.742    7.349E-20     44.355    
X0P    6.050     2.506E-20     15.124    
X0Q    55.695    2.307E-19     139.238   
X0R    36.459    1.510E-19     91.149    
X0S    29.245    1.211E-19     73.112    
X0T    13.518    5.599E-20     33.796    
X0U    20.950    8.677E-20     52.374    
