#Name  kT        Joules        kJ/mol    
ALA    1.355     5.611E-21     3.387     
ARG    7.654     3.170E-20     19.136    
LYS    9.528     3.946E-20     23.820    
HID    7.751     3.211E-20     19.378    
HIE    7.756     3.213E-20     19.391    
ASP    8.704     3.605E-20     21.759    
GLU    7.372     3.053E-20     18.430    
SER    5.621     2.328E-20     14.051    
THR    4.798     1.987E-20     11.995    
ASN    7.409     3.069E-20     18.521    
GLN    6.498     2.691E-20     16.245    
CYS    13.498    5.591E-20     33.745    
GLY    6.977     2.890E-20     17.443    
PRO    6.521     2.701E-20     16.303    
VAL    2.851     1.181E-20     7.127     
ILE    3.065     1.269E-20     7.662     
LEU    3.028     1.254E-20     7.569     
MET    7.906     3.275E-20     19.766    
PHE    4.862     2.014E-20     12.155    
TYR    5.855     2.425E-20     14.638    
TRP    6.967     2.886E-20     17.418    
HIP    9.186     3.805E-20     22.964    
ETA    26.098    1.081E-19     65.244    
PHO    10.085    4.177E-20     25.213    
CHL    17.165    7.110E-20     42.913    
DGL    7.877     3.263E-20     19.693    
EST    5.977     2.476E-20     14.943    
CYM    13.562    5.617E-20     33.906    
GAN    6.660     2.759E-20     16.650    
HIS    8.147     3.375E-20     20.369    
X00    2.059     8.528E-21     5.147     
X01    9.652     3.998E-20     24.129    
X02    8.585     3.556E-20     21.463    
X03    6.332     2.623E-20     15.831    
X04    16.746    6.936E-20     41.865    
X05    6.814     2.822E-20     17.036    
X06    5.154     2.135E-20     12.885    
X07    6.799     2.816E-20     16.998    
X08    6.793     2.814E-20     16.983    
X09    1.645     6.815E-21     4.113     
X0A    1.613     6.680E-21     4.032     
X0B    4.502     1.865E-20     11.255    
X0C    8.681     3.596E-20     21.703    
X0D    3.803     1.575E-20     9.508     
X0E    6.068     2.513E-20     15.169    
X0F    3.867     1.602E-20     9.668     
X0G    6.193     2.565E-20     15.484    
X0H    5.081     2.105E-20     12.702    
X0I    1.556     6.445E-21     3.890     
X0J    8.171     3.384E-20     20.427    
X0K    11.406    4.724E-20     28.516    
X0L    9.269     3.839E-20     23.172    
X0M    14.220    5.890E-20     35.550    
X0N    5.272     2.184E-20     13.181    
X0O    6.920     2.866E-20     17.300    
X0P    2.360     9.773E-21     5.899     
X0Q    21.723    8.997E-20     54.306    
X0R    14.220    5.890E-20     35.550    
X0S    11.406    4.724E-20     28.516    
X0T    5.272     2.184E-20     13.181    
X0U    8.171     3.384E-20     20.427    
X0V    9.269     3.839E-20     23.172    
X0W    13.680    5.666E-20     34.201    
X0X    8.477     3.511E-20     21.192    
X0Y    7.409     3.069E-20     18.523    
X0Z    7.409     3.069E-20     18.523    
X10    7.810     3.235E-20     19.525    
X11    5.783     2.395E-20     14.457    
