#Name  kT        Joules        kJ/mol    
ALA    3.511     1.454E-20     8.776     
ARG    19.836    8.216E-20     49.589    
LYS    24.691    1.023E-19     61.728    
HID    20.087    8.320E-20     50.217    
HIE    20.100    8.325E-20     50.249    
ASP    22.555    9.342E-20     56.387    
GLU    19.104    7.913E-20     47.759    
SER    14.565    6.033E-20     36.412    
THR    12.433    5.150E-20     31.083    
ASN    19.198    7.952E-20     47.996    
GLN    16.839    6.975E-20     42.097    
CYS    34.978    1.449E-19     87.446    
GLY    18.081    7.489E-20     45.202    
PRO    16.899    6.999E-20     42.246    
VAL    7.388     3.060E-20     18.470    
ILE    7.942     3.289E-20     19.854    
LEU    7.845     3.250E-20     19.614    
MET    20.488    8.486E-20     51.221    
PHE    12.600    5.219E-20     31.499    
TYR    15.174    6.285E-20     37.934    
TRP    18.054    7.478E-20     45.136    
HIP    23.803    9.859E-20     59.508    
ETA    67.629    2.801E-19     169.073   
PHO    26.135    1.082E-19     65.337    
CHL    44.482    1.842E-19     111.204   
DGL    20.413    8.455E-20     51.033    
EST    15.490    6.416E-20     38.724    
CYM    35.145    1.456E-19     87.864    
GAN    17.259    7.149E-20     43.148    
HIS    21.113    8.745E-20     52.783    
X00    5.335     2.210E-20     13.338    
X01    25.011    1.036E-19     62.528    
X02    22.247    9.215E-20     55.618    
X03    16.410    6.797E-20     41.025    
X04    43.396    1.797E-19     108.489   
X05    17.659    7.314E-20     44.147    
X06    13.356    5.532E-20     33.389    
X07    17.619    7.298E-20     44.048    
X08    17.604    7.291E-20     44.009    
X09    4.264     1.766E-20     10.659    
X0A    4.179     1.731E-20     10.448    
X0B    11.666    4.832E-20     29.166    
X0C    22.496    9.318E-20     56.240    
X0D    9.855     4.082E-20     24.638    
X0E    15.723    6.513E-20     39.309    
X0F    10.021    4.151E-20     25.053    
X0G    16.050    6.648E-20     40.124    
X0H    13.167    5.454E-20     32.917    
X0I    4.032     1.670E-20     10.081    
X0J    21.174    8.770E-20     52.935    
X0K    29.558    1.224E-19     73.895    
X0L    24.019    9.948E-20     60.047    
X0M    36.850    1.526E-19     92.125    
X0N    13.663    5.659E-20     34.157    
X0O    17.932    7.427E-20     44.830    
X0P    6.115     2.533E-20     15.286    
X0Q    56.292    2.332E-19     140.729   
X0R    36.850    1.526E-19     92.125    
X0S    29.558    1.224E-19     73.895    
X0T    13.663    5.659E-20     34.157    
X0U    21.174    8.770E-20     52.935    
X0V    24.019    9.948E-20     60.047    
X0W    35.452    1.468E-19     88.629    
X0X    21.967    9.098E-20     54.917    
X0Y    19.200    7.953E-20     48.000    
X0Z    19.200    7.953E-20     48.000    
X10    20.239    8.383E-20     50.598    
X11    14.986    6.207E-20     37.465    
X12    18.866    7.814E-20     47.165    
X13    17.795    7.370E-20     44.487    
X14    17.932    7.427E-20     44.830    
X15    6.292     2.606E-20     15.729    
X16    7.389     3.060E-20     18.472    
X17    5.818     2.410E-20     14.546    
X18    7.821     3.239E-20     19.552    
X19    8.506     3.523E-20     21.264    
X1A    9.029     3.740E-20     22.572    
X1B    9.030     3.740E-20     22.574    
X1C    10.482    4.342E-20     26.205    
X1D    26.150    1.083E-19     65.375    
X1E    44.482    1.842E-19     111.206   
X1F    15.491    6.416E-20     38.728    
X1G    23.803    9.859E-20     59.508    
X1H    67.627    2.801E-19     169.068   
X1I    27.718    1.148E-19     69.294    
X1J    18.492    7.659E-20     46.229    
X1K    17.258    7.148E-20     43.146    
X1L    19.933    8.256E-20     49.832    
X1M    18.293    7.577E-20     45.731    
X1N    20.285    8.402E-20     50.713    
X1O    20.325    8.419E-20     50.813    
X1P    20.265    8.394E-20     50.662    
X1Q    10.747    4.451E-20     26.866    
