#Predicted Hamaker constants for ZnS-sphalerite-110
#Estimated self-vacuum-self Hamaker: 29.517958363412188#Nominal refractive index: 1.6984239018147962
#Name  kT        Joules        kJ/mol    
ALA    2.481     1.028E-20     6.202     
ARG    -4.312    -1.786E-20    -10.780   
LYS    2.811     1.164E-20     7.027     
HID    3.490     1.446E-20     8.725     
HIE    3.536     1.465E-20     8.841     
ASP    8.946     3.705E-20     22.365    
GLU    8.460     3.504E-20     21.150    
SER    9.047     3.747E-20     22.616    
THR    4.426     1.833E-20     11.064    
ASN    7.735     3.204E-20     19.337    
GLN    -0.574    -2.376E-21    -1.434    
CYS    15.332    6.350E-20     38.329    
GLY    11.517    4.770E-20     28.792    
PRO    3.181     1.317E-20     7.952     
VAL    1.596     6.609E-21     3.989     
ILE    -3.569    -1.478E-20    -8.923    
LEU    1.470     6.089E-21     3.675     
MET    1.367     5.663E-21     3.418     
PHE    0.271     1.123E-21     0.678     
TYR    -1.533    -6.348E-21    -3.832    
TRP    -2.355    -9.754E-21    -5.888    
HIP    1.137     4.709E-21     2.842     
ETA    26.152    1.083E-19     65.380    
PHO    -0.863    -3.574E-21    -2.157    
CHL    23.438    9.708E-20     58.594    
DGL    4.850     2.009E-20     12.126    
EST    4.469     1.851E-20     11.171    
CYM    8.682     3.596E-20     21.706    
GAN    2.905     1.203E-20     7.263     
MAN    9.081     3.761E-20     22.703    
FUC    7.305     3.026E-20     18.263    
BGL    11.800    4.887E-20     29.500    
NGL    2.032     8.418E-21     5.081     
NGA    4.645     1.924E-20     11.612    
NC4    23.434    9.706E-20     58.584    
MAS    4.464     1.849E-20     11.161    
PRA    2.905     1.203E-20     7.263     
DMP    -1.293    -5.354E-21    -3.232    
MMM    26.145    1.083E-19     65.362    
BTE    2.932     1.215E-20     7.331     
PAS    7.455     3.088E-20     18.637    
PGL    7.386     3.059E-20     18.466    
HMA    5.994     2.483E-20     14.984    
HMB    5.700     2.361E-20     14.250    
HMC    3.605     1.493E-20     9.013     
HMD    4.496     1.862E-20     11.239    
HFE    -4.614    -1.911E-20    -11.534   
HIS    2.895     1.199E-20     7.238     
HAF    2.895     1.199E-20     7.238     
HAS    5.370     2.224E-20     13.426    
X00    10.893    4.512E-20     27.234    
X01    -3.206    -1.328E-20    -8.015    
X02    10.024    4.152E-20     25.060    
X03    8.130     3.367E-20     20.325    
X04    10.662    4.416E-20     26.656    
X05    2.362     9.782E-21     5.904     
X06    0.458     1.897E-21     1.145     
X07    3.034     1.257E-20     7.586     
X08    4.573     1.894E-20     11.433    
X09    4.814     1.994E-20     12.034    
X0A    12.300    5.094E-20     30.749    
X0B    -1.002    -4.152E-21    -2.506    
X0C    1.632     6.758E-21     4.079     
X0D    4.510     1.868E-20     11.274    
