#Name  kT        Joules        kJ/mol    
ALA    1.140     4.722E-21     2.850     
ARG    6.441     2.668E-20     16.103    
LYS    8.018     3.321E-20     20.044    
HID    6.523     2.702E-20     16.306    
HIE    6.527     2.703E-20     16.317    
ASP    7.324     3.034E-20     18.310    
GLU    6.203     2.569E-20     15.508    
SER    4.730     1.959E-20     11.824    
THR    4.037     1.672E-20     10.093    
ASN    6.234     2.582E-20     15.585    
GLN    5.468     2.265E-20     13.670    
CYS    11.358    4.704E-20     28.395    
GLY    5.871     2.432E-20     14.678    
PRO    5.487     2.273E-20     13.718    
VAL    2.399     9.937E-21     5.998     
ILE    2.579     1.068E-20     6.447     
LEU    2.548     1.055E-20     6.369     
MET    6.653     2.756E-20     16.632    
PHE    4.091     1.695E-20     10.228    
TYR    4.927     2.041E-20     12.318    
TRP    5.863     2.428E-20     14.657    
HIP    7.729     3.201E-20     19.323    
ETA    21.960    9.096E-20     54.901    
PHO    8.486     3.515E-20     21.216    
CHL    14.444    5.983E-20     36.110    
DGL    6.628     2.745E-20     16.571    
EST    5.030     2.083E-20     12.575    
CYM    11.412    4.727E-20     28.531    
GAN    5.604     2.321E-20     14.011    
HIS    6.856     2.840E-20     17.140    
X00    1.732     7.176E-21     4.331     
X01    8.122     3.364E-20     20.304    
X02    7.224     2.992E-20     18.060    
X03    5.329     2.207E-20     13.322    
X04    14.091    5.837E-20     35.228    
X05    5.734     2.375E-20     14.335    
X06    4.337     1.796E-20     10.842    
X07    5.721     2.370E-20     14.303    
X08    5.716     2.368E-20     14.291    
X09    1.384     5.734E-21     3.461     
X0A    1.357     5.621E-21     3.393     
X0B    3.788     1.569E-20     9.471     
X0C    7.305     3.026E-20     18.262    
X0D    3.200     1.326E-20     8.001     
X0E    5.106     2.115E-20     12.764    
X0F    3.254     1.348E-20     8.135     
X0G    5.212     2.159E-20     13.029    
X0H    4.276     1.771E-20     10.689    
X0I    1.309     5.423E-21     3.273     
X0J    6.876     2.848E-20     17.189    
X0K    9.598     3.975E-20     23.995    
X0L    7.799     3.230E-20     19.498    
X0M    11.966    4.956E-20     29.915    
X0N    4.437     1.838E-20     11.092    
X0O    5.823     2.412E-20     14.557    
X0P    1.986     8.224E-21     4.964     
X0Q    18.279    7.571E-20     45.698    
X0R    11.966    4.956E-20     29.915    
X0S    9.598     3.975E-20     23.995    
X0T    4.437     1.838E-20     11.092    
X0U    6.876     2.848E-20     17.189    
X0V    7.799     3.230E-20     19.498    
X0W    11.512    4.768E-20     28.779    
X0X    7.133     2.954E-20     17.832    
X0Y    6.235     2.582E-20     15.587    
X0Z    6.235     2.582E-20     15.587    
X10    6.572     2.722E-20     16.430    
X11    4.866     2.016E-20     12.166    
X12    6.126     2.537E-20     15.315    
X13    5.778     2.393E-20     14.446    
X14    5.823     2.412E-20     14.557    
X15    2.043     8.462E-21     5.108     
X16    2.399     9.938E-21     5.998     
X17    1.889     7.825E-21     4.723     
X18    2.540     1.052E-20     6.349     
X19    2.762     1.144E-20     6.905     
X1A    2.932     1.214E-20     7.330     
X1B    2.932     1.214E-20     7.330     
X1C    3.404     1.410E-20     8.509     
X1D    8.491     3.517E-20     21.229    
X1E    14.444    5.983E-20     36.111    
X1F    5.030     2.084E-20     12.576    
X1G    7.729     3.201E-20     19.323    
X1H    21.960    9.096E-20     54.900    
X1I    9.000     3.728E-20     22.501    
X1J    6.005     2.487E-20     15.011    
X1K    5.604     2.321E-20     14.010    
X1L    6.473     2.681E-20     16.181    
X1M    5.940     2.460E-20     14.850    
X1N    6.587     2.728E-20     16.467    
X1O    6.600     2.734E-20     16.500    
X1P    6.580     2.726E-20     16.451    
X1Q    3.490     1.445E-20     8.724     
X1R    5.697     2.360E-20     14.243    
X1S    4.227     1.751E-20     10.567    
X1T    44.829    1.857E-19     112.072   
X1U    5.229     2.166E-20     13.072    
X1V    10.895    4.513E-20     27.238    
X1W    9.569     3.963E-20     23.922    
X1X    5.845     2.421E-20     14.613    
X1Y    5.428     2.248E-20     13.571    
X1Z    5.084     2.106E-20     12.711    
X20    8.082     3.347E-20     20.204    
X21    5.870     2.432E-20     14.676    
X22    10.217    4.232E-20     25.542    
X23    5.757     2.384E-20     14.392    
X24    16.723    6.926E-20     41.807    
X25    9.146     3.788E-20     22.866    
X26    6.153     2.548E-20     15.382    
X27    4.146     1.717E-20     10.365    
X28    9.954     4.123E-20     24.884    
X29    2.286     9.468E-21     5.714     
X2A    7.297     3.022E-20     18.243    
X2B    5.770     2.390E-20     14.424    
X2C    5.082     2.105E-20     12.705    
