#Predicted Hamaker constants for SiO2-Quartz
#Estimated self-vacuum-self Hamaker: 18.010027547757506#Nominal refractive index: 1.5177982287770118
#Name  kT        Joules        kJ/mol    
ALA    0.960     3.978E-21     2.401     
ARG    -2.616    -1.083E-20    -6.539    
LYS    1.134     4.696E-21     2.835     
HID    1.491     6.174E-21     3.726     
HIE    1.515     6.275E-21     3.787     
ASP    4.351     1.802E-20     10.876    
GLU    4.096     1.697E-20     10.240    
SER    4.403     1.824E-20     11.008    
THR    1.982     8.208E-21     4.954     
ASN    3.717     1.539E-20     9.292     
GLN    -0.646    -2.676E-21    -1.615    
CYS    7.684     3.183E-20     19.211    
GLY    5.695     2.359E-20     14.237    
PRO    1.328     5.501E-21     3.320     
VAL    0.495     2.051E-21     1.238     
ILE    -2.224    -9.211E-21    -5.560    
LEU    0.429     1.778E-21     1.073     
MET    0.375     1.554E-21     0.938     
PHE    -0.201    -8.340E-22    -0.503    
TYR    -1.151    -4.767E-21    -2.877    
TRP    -1.584    -6.561E-21    -3.960    
HIP    0.254     1.052E-21     0.635     
ETA    13.291    5.505E-20     33.228    
PHO    -0.798    -3.306E-21    -1.996    
CHL    11.890    4.925E-20     29.726    
DGL    2.204     9.131E-21     5.511     
EST    2.004     8.301E-21     5.011     
CYM    4.213     1.745E-20     10.532    
GAN    1.183     4.901E-21     2.958     
MAN    4.421     1.831E-20     11.053    
FUC    3.492     1.446E-20     8.729     
BGL    5.842     2.420E-20     14.606    
NGL    0.725     3.002E-21     1.812     
NGA    2.097     8.684E-21     5.242     
NC4    11.888    4.924E-20     29.720    
MAS    2.002     8.292E-21     5.005     
PRA    1.183     4.901E-21     2.958     
DMP    -1.025    -4.243E-21    -2.561    
MMM    13.287    5.504E-20     33.219    
BTE    1.198     4.960E-21     2.994     
PAS    3.570     1.479E-20     8.925     
PGL    3.534     1.464E-20     8.835     
HMA    2.804     1.162E-20     7.011     
HMB    2.650     1.098E-20     6.626     
HMC    1.551     6.424E-21     3.877     
HMD    2.018     8.360E-21     5.046     
HFE    -2.775    -1.149E-20    -6.937    
HIS    1.178     4.880E-21     2.945     
HAF    1.178     4.880E-21     2.945     
HAS    2.477     1.026E-20     6.194     
X00    5.369     2.224E-20     13.422    
X01    -2.033    -8.419E-21    -5.081    
X02    4.915     2.036E-20     12.286    
X03    3.924     1.625E-20     9.809     
X04    5.248     2.174E-20     13.121    
X05    0.898     3.718E-21     2.244     
X06    -0.103    -4.268E-22    -0.258    
X07    1.251     5.183E-21     3.128     
X08    2.059     8.528E-21     5.148     
X09    2.185     9.051E-21     5.463     
X0A    6.103     2.528E-20     15.259    
X0B    -0.872    -3.610E-21    -2.179    
X0C    0.514     2.129E-21     1.285     
X0D    2.026     8.390E-21     5.064     
X0E    6.469     2.680E-20     16.173    
X0F    2.853     1.182E-20     7.131     
X0G    0.468     1.937E-21     1.169     
X0H    -0.130    -5.384E-22    -0.325    
X0I    3.870     1.603E-20     9.676     
X0J    0.763     3.161E-21     1.908     
X0K    11.833    4.901E-20     29.582    
X0L    11.091    4.594E-20     27.727    
X0M    0.531     2.199E-21     1.327     
X0N    1.542     6.385E-21     3.854     
X0O    -0.408    -1.690E-21    -1.020    
X0P    3.289     1.362E-20     8.221     
X0Q    9.581     3.969E-20     23.953    
X0R    0.531     2.199E-21     1.327     
X0S    11.833    4.901E-20     29.582    
