#Predicted Hamaker constants for SiO2-Amorphous
#Estimated self-vacuum-self Hamaker: 17.17946357493666#Nominal refractive index: 1.5036289140637034
#Name  kT        Joules        kJ/mol    
ALA    0.836     3.462E-21     2.089     
ARG    -2.476    -1.026E-20    -6.190    
LYS    0.996     4.127E-21     2.491     
HID    1.327     5.495E-21     3.317     
HIE    1.349     5.588E-21     3.373     
ASP    3.974     1.646E-20     9.936     
GLU    3.739     1.549E-20     9.347     
SER    4.023     1.666E-20     10.058    
THR    1.781     7.378E-21     4.453     
ASN    3.388     1.403E-20     8.469     
GLN    -0.652    -2.700E-21    -1.630    
CYS    7.060     2.924E-20     17.649    
GLY    5.218     2.161E-20     13.046    
PRO    1.176     4.871E-21     2.940     
VAL    0.405     1.677E-21     1.012     
ILE    -2.113    -8.753E-21    -5.283    
LEU    0.344     1.424E-21     0.859     
MET    0.294     1.216E-21     0.734     
PHE    -0.240    -9.947E-22    -0.600    
TYR    -1.119    -4.637E-21    -2.799    
TRP    -1.521    -6.299E-21    -3.802    
HIP    0.181     7.517E-22     0.454     
ETA    12.246    5.072E-20     30.615    
PHO    -0.793    -3.284E-21    -1.982    
CHL    10.951    4.536E-20     27.376    
DGL    1.988     8.233E-21     4.969     
EST    1.802     7.464E-21     4.505     
CYM    3.847     1.593E-20     9.617     
GAN    1.042     4.316E-21     2.605     
MAN    4.040     1.673E-20     10.100    
FUC    3.179     1.317E-20     7.948     
BGL    5.355     2.218E-20     13.388    
NGL    0.618     2.558E-21     1.544     
NGA    1.888     7.819E-21     4.719     
NC4    10.949    4.535E-20     27.372    
MAS    1.800     7.456E-21     4.500     
PRA    1.042     4.316E-21     2.605     
DMP    -1.002    -4.152E-21    -2.506    
MMM    12.242    5.071E-20     30.606    
BTE    1.055     4.371E-21     2.638     
PAS    3.252     1.347E-20     8.129     
PGL    3.219     1.333E-20     8.047     
HMA    2.543     1.053E-20     6.357     
HMB    2.400     9.942E-21     6.001     
HMC    1.382     5.726E-21     3.456     
HMD    1.815     7.519E-21     4.538     
HFE    -2.623    -1.087E-20    -6.559    
HIS    1.037     4.296E-21     2.593     
HAF    1.037     4.296E-21     2.593     
HAS    2.240     9.279E-21     5.601     
X00    4.917     2.037E-20     12.293    
X01    -1.936    -8.019E-21    -4.840    
X02    4.496     1.862E-20     11.241    
X03    3.579     1.482E-20     8.948     
X04    4.805     1.990E-20     12.013    
X05    0.778     3.221E-21     1.944     
X06    -0.149    -6.176E-22    -0.373    
X07    1.105     4.577E-21     2.762     
X08    1.853     7.675E-21     4.632     
X09    1.970     8.159E-21     4.925     
X0A    5.597     2.318E-20     13.992    
X0B    -0.861    -3.566E-21    -2.152    
X0C    0.422     1.750E-21     1.056     
X0D    1.822     7.547E-21     4.555     
X0E    5.935     2.458E-20     14.839    
X0F    2.588     1.072E-20     6.469     
X0G    0.379     1.572E-21     0.949     
X0H    -0.174    -7.209E-22    -0.435    
X0I    3.530     1.462E-20     8.825     
X0J    0.653     2.705E-21     1.632     
X0K    10.897    4.514E-20     27.243    
X0L    10.211    4.229E-20     25.528    
X0M    0.438     1.814E-21     1.095     
X0N    1.374     5.690E-21     3.434     
X0O    -0.431    -1.787E-21    -1.079    
X0P    2.991     1.239E-20     7.478     
X0Q    8.815     3.651E-20     22.037    
