#Name  kT        Joules        kJ/mol    
ALA    12.022    4.979E-20     30.055    
ARG    67.929    2.814E-19     169.823   
LYS    84.557    3.502E-19     211.391   
HID    68.789    2.849E-19     171.971   
HIE    68.833    2.851E-19     172.083   
ASP    77.241    3.199E-19     193.103   
GLU    65.422    2.710E-19     163.555   
SER    49.879    2.066E-19     124.697   
THR    42.579    1.764E-19     106.448   
ASN    65.746    2.723E-19     164.366   
GLN    57.666    2.388E-19     144.165   
CYS    119.786   4.961E-19     299.465   
GLY    61.919    2.565E-19     154.797   
PRO    57.870    2.397E-19     144.676   
VAL    25.301    1.048E-19     63.252    
ILE    27.197    1.126E-19     67.993    
LEU    26.867    1.113E-19     67.168    
MET    70.164    2.906E-19     175.409   
PHE    43.148    1.787E-19     107.870   
TYR    51.963    2.152E-19     129.907   
TRP    61.829    2.561E-19     154.571   
HIP    81.516    3.376E-19     203.791   
ETA    231.601   9.593E-19     579.001   
PHO    89.500    3.707E-19     223.750   
CHL    152.331   6.309E-19     380.827   
DGL    69.906    2.895E-19     174.765   
EST    53.046    2.197E-19     132.615   
CYM    120.358   4.985E-19     300.895   
GAN    59.105    2.448E-19     147.763   
HIS    72.304    2.995E-19     180.761   
X00    18.271    7.568E-20     45.678    
X01    85.652    3.548E-19     214.130   
X02    76.187    3.156E-19     190.469   
X03    56.197    2.328E-19     140.493   
X04    148.612   6.155E-19     371.529   
X05    60.473    2.505E-19     151.183   
X06    45.738    1.894E-19     114.344   
X07    60.339    2.499E-19     150.847   
X08    60.285    2.497E-19     150.713   
X09    14.601    6.048E-20     36.502    
X0A    14.312    5.928E-20     35.779    
X0B    39.952    1.655E-19     99.881    
X0C    77.039    3.191E-19     192.598   
X0D    33.750    1.398E-19     84.376    
X0E    53.846    2.230E-19     134.615   
X0F    34.319    1.421E-19     85.797    
X0G    54.963    2.277E-19     137.408   
X0H    45.091    1.868E-19     112.727   
X0I    13.809    5.720E-20     34.522    
X0J    72.512    3.003E-19     181.280   
X0K    101.224   4.193E-19     253.060   
X0L    82.254    3.407E-19     205.635   
X0M    126.195   5.227E-19     315.488   
X0N    46.790    1.938E-19     116.975   
X0O    61.410    2.544E-19     153.525   
X0P    20.940    8.673E-20     52.349    
X0Q    192.775   7.985E-19     481.938   
X0R    126.195   5.227E-19     315.488   
X0S    101.224   4.193E-19     253.060   
X0T    46.790    1.938E-19     116.975   
X0U    72.512    3.003E-19     181.280   
X0V    82.254    3.407E-19     205.635   
X0W    121.406   5.029E-19     303.516   
X0X    75.226    3.116E-19     188.066   
X0Y    65.752    2.723E-19     164.380   
X0Z    65.752    2.723E-19     164.380   
X10    69.310    2.871E-19     173.276   
X11    51.321    2.126E-19     128.302   
X12    64.608    2.676E-19     161.520   
X13    60.939    2.524E-19     152.348   
X14    61.410    2.544E-19     153.525   
X15    21.546    8.924E-20     53.865    
X16    25.304    1.048E-19     63.259    
X17    19.925    8.253E-20     49.813    
X18    26.782    1.109E-19     66.956    
X19    29.128    1.206E-19     72.820    
X1A    30.920    1.281E-19     77.301    
X1B    30.923    1.281E-19     77.306    
X1C    35.897    1.487E-19     89.743    
X1D    89.553    3.709E-19     223.883   
X1E    152.333   6.310E-19     380.832   
X1F    53.051    2.197E-19     132.628   
X1G    81.516    3.376E-19     203.791   
X1H    231.594   9.592E-19     578.985   
X1I    94.921    3.932E-19     237.302   
X1J    63.326    2.623E-19     158.314   
X1K    59.103    2.448E-19     147.757   
X1L    68.261    2.827E-19     170.653   
X1M    62.644    2.595E-19     156.610   
X1N    69.468    2.877E-19     173.670   
X1O    69.605    2.883E-19     174.012   
X1P    69.399    2.874E-19     173.496   
X1Q    36.802    1.524E-19     92.006    
X1R    60.083    2.489E-19     150.208   
X1S    44.576    1.846E-19     111.440   
X1T    472.777   1.958E-18     1181.942  
X1U    55.143    2.284E-19     137.858   
X1V    114.904   4.759E-19     287.260   
X1W    100.913   4.180E-19     252.284   
X1X    61.645    2.553E-19     154.112   
X1Y    57.250    2.371E-19     143.125   
X1Z    53.619    2.221E-19     134.048   
X20    85.231    3.530E-19     213.078   
X21    61.912    2.564E-19     154.779   
X22    107.749   4.463E-19     269.372   
X23    60.712    2.515E-19     151.781   
X24    176.363   7.305E-19     440.907   
X25    96.459    3.995E-19     241.148   
X26    64.887    2.688E-19     162.219   
X27    43.724    1.811E-19     109.309   
X28    104.974   4.348E-19     262.434   
X29    24.106    9.985E-20     60.266    
X2A    76.957    3.188E-19     192.392   
X2B    60.848    2.520E-19     152.119   
X2C    53.598    2.220E-19     133.995   
X2D    76.101    3.152E-19     190.253   
X2E    63.959    2.649E-19     159.897   
X2F    58.957    2.442E-19     147.393   
X2G    81.292    3.367E-19     203.229   
X2H    57.604    2.386E-19     144.011   
X2I    64.006    2.651E-19     160.015   
