#Predicted Hamaker constants for CNT15-OH-14
#Estimated self-vacuum-self Hamaker: 21.15883498042836#Nominal refractive index: 1.56980913621618
#Name  kT        Joules        kJ/mol    
ALA    1.412     5.847E-21     3.529     
ARG    -3.120    -1.292E-20    -7.799    
LYS    1.631     6.757E-21     4.079     
HID    2.084     8.631E-21     5.209     
HIE    2.115     8.758E-21     5.286     
ASP    5.712     2.366E-20     14.280    
GLU    5.389     2.232E-20     13.473    
SER    5.779     2.394E-20     14.447    
THR    2.706     1.121E-20     6.766     
ASN    4.907     2.033E-20     12.269    
GLN    -0.625    -2.587E-21    -1.561    
CYS    9.946     4.120E-20     24.866    
GLY    7.419     3.073E-20     18.546    
PRO    1.878     7.777E-21     4.694     
VAL    0.822     3.404E-21     2.054     
ILE    -2.624    -1.087E-20    -6.559    
LEU    0.738     3.057E-21     1.845     
MET    0.670     2.773E-21     1.674     
PHE    -0.061    -2.529E-22    -0.153    
TYR    -1.264    -5.236E-21    -3.161    
TRP    -1.813    -7.509E-21    -4.533    
HIP    0.516     2.137E-21     1.290     
ETA    17.083    7.076E-20     42.708    
PHO    -0.817    -3.386E-21    -2.044    
CHL    15.298    6.336E-20     38.245    
DGL    2.989     1.238E-20     7.473     
EST    2.735     1.133E-20     6.838     
CYM    5.537     2.293E-20     13.843    
GAN    1.694     7.017E-21     4.235     
MAN    5.802     2.403E-20     14.505    
FUC    4.622     1.914E-20     11.555    
BGL    7.606     3.150E-20     19.016    
NGL    1.113     4.609E-21     2.782     
NGA    2.852     1.181E-20     7.131     
NC4    15.295    6.335E-20     38.239    
MAS    2.732     1.132E-20     6.831     
PRA    1.694     7.017E-21     4.235     
DMP    -1.104    -4.573E-21    -2.760    
MMM    17.079    7.074E-20     42.696    
BTE    1.712     7.092E-21     4.281     
PAS    4.721     1.956E-20     11.803    
PGL    4.676     1.937E-20     11.690    
HMA    3.750     1.553E-20     9.375     
HMB    3.555     1.472E-20     8.886     
HMC    2.160     8.948E-21     5.401     
HMD    2.753     1.140E-20     6.883     
HFE    -3.321    -1.376E-20    -8.303    
PBB    0.000     0.000E+00     0.000     
NXX    0.000     0.000E+00     0.000     
HIS    1.687     6.989E-21     4.219     
HAF    1.687     6.989E-21     4.219     
HAS    3.335     1.381E-20     8.338     
X00    7.005     2.901E-20     17.512    
X01    -2.381    -9.863E-21    -5.953    
X02    6.428     2.662E-20     16.070    
X03    5.170     2.141E-20     12.925    
X04    6.852     2.838E-20     17.129    
X05    1.332     5.517E-21     3.330     
X06    0.064     2.631E-22     0.159     
X07    1.780     7.374E-21     4.451     
X08    2.805     1.162E-20     7.011     
X09    2.965     1.228E-20     7.412     
X0A    7.938     3.288E-20     19.844    
X0B    -0.910    -3.771E-21    -2.276    
X0C    0.846     3.503E-21     2.114     
X0D    2.762     1.144E-20     6.906     
X0E    8.402     3.480E-20     21.006    
X0F    3.811     1.579E-20     9.528     
X0G    0.787     3.260E-21     1.967     
X0H    0.029     1.217E-22     0.073     
X0I    5.103     2.113E-20     12.756    
X0J    1.161     4.810E-21     2.903     
X0K    15.225    6.306E-20     38.062    
X0L    14.280    5.915E-20     35.700    
