#Predicted Hamaker constants for tri-graphene
#Estimated self-vacuum-self Hamaker: 56.479616916468814#Nominal refractive index: 2.0695689222775684
#Name  kT        Joules        kJ/mol    
ALA    5.205     2.156E-20     13.013    
ARG    -7.334    -3.038E-20    -18.335   
LYS    5.817     2.409E-20     14.542    
HID    7.076     2.931E-20     17.690    
HIE    7.162     2.966E-20     17.905    
ASP    17.230    7.137E-20     43.076    
GLU    16.323    6.761E-20     40.807    
SER    17.418    7.215E-20     43.546    
THR    8.812     3.650E-20     22.030    
ASN    14.970    6.201E-20     37.425    
GLN    -0.445    -1.842E-21    -1.112    
CYS    29.214    1.210E-19     73.035    
GLY    22.041    9.129E-20     55.103    
PRO    6.502     2.693E-20     16.255    
VAL    3.566     1.477E-20     8.915     
ILE    -5.967    -2.471E-20    -14.917   
LEU    3.333     1.381E-20     8.333     
MET    3.143     1.302E-20     7.858     
PHE    1.116     4.624E-21     2.791     
TYR    -2.214    -9.171E-21    -5.536    
TRP    -3.731    -1.545E-20    -9.326    
HIP    2.717     1.125E-20     6.792     
ETA    49.819    2.063E-19     124.547   
PHO    -0.979    -4.053E-21    -2.446    
CHL    44.609    1.848E-19     111.523   
DGL    9.601     3.977E-20     24.002    
EST    8.892     3.683E-20     22.230    
CYM    16.738    6.933E-20     41.846    
GAN    5.991     2.482E-20     14.978    
MAN    17.483    7.241E-20     43.708    
FUC    14.170    5.869E-20     35.424    
BGL    22.572    9.349E-20     56.430    
NGL    4.374     1.812E-20     10.936    
NGA    9.219     3.819E-20     23.048    
NC4    44.602    1.847E-19     111.504   
MAS    8.884     3.680E-20     22.210    
PRA    5.991     2.482E-20     14.978    
DMP    -1.772    -7.338E-21    -4.429    
MMM    49.805    2.063E-19     124.513   
BTE    6.042     2.502E-20     15.104    
PAS    14.448    5.984E-20     36.121    
PGL    14.321    5.932E-20     35.802    
HMA    11.727    4.857E-20     29.318    
HMB    11.181    4.631E-20     27.952    
HMC    7.289     3.019E-20     18.223    
HMD    8.942     3.704E-20     22.356    
HFE    -7.888    -3.267E-20    -19.721   
HIS    5.973     2.474E-20     14.932    
HAF    5.973     2.474E-20     14.932    
HAS    10.568    4.377E-20     26.420    
X00    20.873    8.646E-20     52.183    
X01    -5.298    -2.195E-20    -13.246   
X02    19.246    7.972E-20     48.115    
X03    15.708    6.506E-20     39.269    
X04    20.441    8.466E-20     51.101    
X05    4.984     2.064E-20     12.460    
X06    1.462     6.054E-21     3.654     
X07    6.231     2.581E-20     15.577    
X08    9.086     3.763E-20     22.715    
X09    9.533     3.948E-20     23.832    
X0A    23.510    9.738E-20     58.775    
X0B    -1.236    -5.119E-21    -3.090    
X0C    3.632     1.505E-20     9.081     
X0D    8.968     3.715E-20     22.420    
X0E    24.826    1.028E-19     62.066    
X0F    11.899    4.928E-20     29.746    
X0G    3.469     1.437E-20     8.673     
X0H    1.367     5.662E-21     3.418     
X0I    15.518    6.427E-20     38.795    
X0J    4.509     1.868E-20     11.274    
X0K    44.396    1.839E-19     110.991   
X0L    41.656    1.725E-19     104.140   
X0M    3.692     1.529E-20     9.229     
X0N    7.256     3.005E-20     18.140    
