#Predicted Hamaker constants for LithiumCobaltOxide-001
#Estimated self-vacuum-self Hamaker: 48.588058678118394#Nominal refractive index: 1.9648342517768258
#Name  kT        Joules        kJ/mol    
ALA    4.489     1.859E-20     11.222    
ARG    -6.542    -2.710E-20    -16.354   
LYS    5.026     2.082E-20     12.566    
HID    6.133     2.540E-20     15.332    
HIE    6.208     2.571E-20     15.521    
ASP    15.046    6.232E-20     37.614    
GLU    14.250    5.902E-20     35.624    
SER    15.210    6.300E-20     38.026    
THR    7.658     3.172E-20     19.144    
ASN    13.063    5.411E-20     32.658    
GLN    -0.479    -1.982E-21    -1.196    
CYS    25.540    1.058E-19     63.850    
GLY    19.262    7.978E-20     48.155    
PRO    5.629     2.331E-20     14.071    
VAL    3.048     1.263E-20     7.620     
ILE    -5.338    -2.211E-20    -13.345   
LEU    2.844     1.178E-20     7.109     
MET    2.677     1.109E-20     6.691     
PHE    0.894     3.704E-21     2.236     
TYR    -2.035    -8.431E-21    -5.088    
TRP    -3.370    -1.396E-20    -8.424    
HIP    2.302     9.534E-21     5.754     
ETA    43.511    1.802E-19     108.779   
PHO    -0.948    -3.927E-21    -2.370    
CHL    38.977    1.614E-19     97.444    
DGL    8.351     3.459E-20     20.876    
EST    7.728     3.201E-20     19.320    
CYM    14.614    6.053E-20     36.535    
GAN    5.180     2.145E-20     12.950    
MAN    15.267    6.324E-20     38.168    
FUC    12.361    5.120E-20     30.902    
BGL    19.727    8.171E-20     49.317    
NGL    3.759     1.557E-20     9.397     
NGA    8.015     3.320E-20     20.038    
NC4    38.971    1.614E-19     97.427    
MAS    7.721     3.198E-20     19.303    
PRA    5.180     2.145E-20     12.950    
DMP    -1.646    -6.818E-21    -4.115    
MMM    43.499    1.802E-19     108.748   
BTE    5.224     2.164E-20     13.060    
PAS    12.605    5.221E-20     31.513    
PGL    12.493    5.175E-20     31.233    
HMA    10.217    4.232E-20     25.543    
HMB    9.738     4.033E-20     24.344    
HMC    6.320     2.618E-20     15.801    
HMD    7.772     3.219E-20     19.430    
HFE    -7.030    -2.912E-20    -17.575   
HIS    5.163     2.139E-20     12.909    
HAF    5.163     2.139E-20     12.909    
HAS    9.200     3.810E-20     22.999    
X00    18.239    7.554E-20     45.596    
X01    -4.750    -1.967E-20    -11.874   
X02    16.812    6.964E-20     42.031    
X03    13.710    5.679E-20     34.275    
X04    17.859    7.397E-20     44.649    
X05    4.295     1.779E-20     10.737    
X06    1.198     4.962E-21     2.995     
X07    5.390     2.233E-20     13.476    
X08    7.898     3.271E-20     19.746    
X09    8.291     3.434E-20     20.727    
X0A    20.548    8.511E-20     51.370    
X0B    -1.175    -4.865E-21    -2.936    
X0C    3.107     1.287E-20     7.766     
X0D    7.795     3.229E-20     19.487    
X0E    21.701    8.988E-20     54.252    
X0F    10.368    4.294E-20     25.919    
X0G    2.963     1.227E-20     7.408     
X0H    1.115     4.618E-21     2.787     
X0I    13.544    5.610E-20     33.859    
X0J    3.878     1.606E-20     9.694     
X0K    38.792    1.607E-19     96.980    
X0L    36.404    1.508E-19     91.010    
X0M    3.159     1.308E-20     7.897     
X0N    6.291     2.606E-20     15.727    
X0O    0.256     1.062E-21     0.641     
X0P    11.727    4.857E-20     29.318    
X0Q    31.571    1.308E-19     78.927    
X0R    3.159     1.308E-20     7.897     
X0S    38.792    1.607E-19     96.980    
X0T    6.291     2.606E-20     15.727    
X0U    3.878     1.606E-20     9.694     
X0V    36.404    1.508E-19     91.010    
X0W    11.567    4.791E-20     28.917    
X0X    5.544     2.296E-20     13.860    
X0Y    0.474     1.963E-21     1.185     
X0Z    0.474     1.963E-21     1.185     
X10    15.372    6.367E-20     38.431    
X11    1.536     6.360E-21     3.839     
X12    -0.710    -2.941E-21    -1.775    
X13    7.598     3.147E-20     18.995    
X14    0.256     1.062E-21     0.641     
X15    29.661    1.229E-19     74.152    
X16    14.381    5.957E-20     35.953    
X17    20.110    8.329E-20     50.275    
X18    12.296    5.093E-20     30.740    
X19    4.912     2.035E-20     12.281    
X1A    0.433     1.793E-21     1.082     
X1B    21.203    8.782E-20     53.007    
X1C    0.221     9.150E-22     0.552     
X1D    13.404    5.552E-20     33.510    
X1E    16.208    6.713E-20     40.519    
X1F    14.784    6.124E-20     36.960    
X1G    1.311     5.430E-21     3.278     
