#Predicted Hamaker constants for Polypropylene-R10-GAFF
#Estimated self-vacuum-self Hamaker: 8.434956305495284#Nominal refractive index: 1.336007506286492
#Name  kT        Joules        kJ/mol    
ALA    -0.698    -2.890E-21    -1.745    
ARG    -0.758    -3.141E-21    -1.896    
LYS    -0.695    -2.878E-21    -1.737    
HID    -0.689    -2.853E-21    -1.722    
HIE    -0.689    -2.852E-21    -1.721    
ASP    -0.641    -2.654E-21    -1.602    
GLU    -0.645    -2.672E-21    -1.613    
SER    -0.640    -2.651E-21    -1.600    
THR    -0.681    -2.819E-21    -1.702    
ASN    -0.651    -2.698E-21    -1.629    
GLN    -0.725    -3.003E-21    -1.812    
CYS    -0.585    -2.423E-21    -1.463    
GLY    -0.618    -2.561E-21    -1.546    
PRO    -0.692    -2.865E-21    -1.729    
VAL    -0.706    -2.923E-21    -1.764    
ILE    -0.752    -3.113E-21    -1.879    
LEU    -0.707    -2.928E-21    -1.767    
MET    -0.708    -2.931E-21    -1.769    
PHE    -0.717    -2.972E-21    -1.794    
TYR    -0.733    -3.038E-21    -1.834    
TRP    -0.741    -3.068E-21    -1.852    
HIP    -0.710    -2.940E-21    -1.774    
ETA    -0.492    -2.037E-21    -1.230    
PHO    -0.728    -3.013E-21    -1.819    
CHL    -0.515    -2.133E-21    -1.288    
DGL    -0.677    -2.804E-21    -1.692    
EST    -0.680    -2.818E-21    -1.701    
CYM    -0.643    -2.664E-21    -1.608    
GAN    -0.694    -2.875E-21    -1.735    
MAN    -0.640    -2.649E-21    -1.599    
FUC    -0.655    -2.714E-21    -1.638    
BGL    -0.616    -2.551E-21    -1.540    
NGL    -0.702    -2.907E-21    -1.755    
NGA    -0.679    -2.811E-21    -1.697    
NC4    -0.515    -2.133E-21    -1.288    
MAS    -0.680    -2.818E-21    -1.701    
PRA    -0.694    -2.875E-21    -1.735    
DMP    -0.731    -3.029E-21    -1.828    
MMM    -0.492    -2.038E-21    -1.230    
BTE    -0.694    -2.874E-21    -1.735    
PAS    -0.654    -2.709E-21    -1.635    
PGL    -0.655    -2.711E-21    -1.636    
HMA    -0.667    -2.762E-21    -1.667    
HMB    -0.669    -2.773E-21    -1.674    
HMC    -0.688    -2.849E-21    -1.720    
HMD    -0.680    -2.817E-21    -1.700    
HFE    -0.761    -3.152E-21    -1.902    
PBB    0.000     0.000E+00     0.000     
NXX    0.000     0.000E+00     0.000     
HIS    -0.694    -2.875E-21    -1.735    
HAF    -0.694    -2.875E-21    -1.735    
HAS    -0.672    -2.785E-21    -1.681    
X00    -0.624    -2.584E-21    -1.559    
X01    -0.748    -3.100E-21    -1.871    
X02    -0.631    -2.615E-21    -1.578    
X03    -0.648    -2.684E-21    -1.620    
X04    -0.626    -2.592E-21    -1.564    
X05    -0.699    -2.895E-21    -1.747    
X06    -0.716    -2.965E-21    -1.789    
X07    -0.693    -2.870E-21    -1.732    
X08    -0.679    -2.814E-21    -1.698    
X09    -0.677    -2.805E-21    -1.693    
X0A    -0.611    -2.533E-21    -1.529    
X0B    -0.729    -3.018E-21    -1.822    
X0C    -0.705    -2.922E-21    -1.763    
X0D    -0.680    -2.816E-21    -1.700    
X0E    -0.605    -2.507E-21    -1.513    
X0F    -0.666    -2.759E-21    -1.665    
X0G    -0.706    -2.925E-21    -1.765    
X0H    -0.716    -2.967E-21    -1.791    
X0I    -0.649    -2.688E-21    -1.622    
X0J    -0.701    -2.904E-21    -1.753    
X0K    -0.516    -2.137E-21    -1.290    
X0L    -0.528    -2.188E-21    -1.321    
X0M    -0.705    -2.920E-21    -1.763    
X0N    -0.688    -2.850E-21    -1.720    
X0O    -0.721    -2.986E-21    -1.802    
X0P    -0.659    -2.728E-21    -1.647    
X0Q    -0.553    -2.292E-21    -1.384    
X0R    -0.705    -2.920E-21    -1.763    
X0S    -0.516    -2.137E-21    -1.290    
X0T    -0.688    -2.850E-21    -1.720    
X0U    -0.701    -2.904E-21    -1.753    
X0V    -0.528    -2.188E-21    -1.321    
X0W    -0.660    -2.732E-21    -1.649    
X0X    -0.692    -2.867E-21    -1.730    
X0Y    -0.720    -2.981E-21    -1.799    
X0Z    -0.720    -2.981E-21    -1.799    
X10    -0.639    -2.647E-21    -1.598    
X11    -0.714    -2.957E-21    -1.785    
X12    -0.726    -3.008E-21    -1.816    
X13    -0.681    -2.821E-21    -1.702    
X14    -0.721    -2.986E-21    -1.802    
X15    -0.563    -2.334E-21    -1.408    
X16    -0.644    -2.669E-21    -1.611    
X17    -0.614    -2.542E-21    -1.534    
X18    -0.656    -2.716E-21    -1.639    
X19    -0.696    -2.881E-21    -1.739    
X1A    -0.720    -2.982E-21    -1.800    
X1B    -0.608    -2.518E-21    -1.520    
X1C    -0.721    -2.987E-21    -1.803    
X1D    -0.650    -2.691E-21    -1.624    
X1E    -0.635    -2.629E-21    -1.587    
X1F    -0.642    -2.660E-21    -1.606    
X1G    -0.715    -2.962E-21    -1.788    
X1H    -0.711    -2.946E-21    -1.778    
X1I    -0.674    -2.790E-21    -1.684    
X1J    -0.674    -2.790E-21    -1.684    
X1K    -0.670    -2.773E-21    -1.674    
X1L    -0.601    -2.488E-21    -1.502    
X1M    -0.661    -2.740E-21    -1.654    
X1N    -0.702    -2.908E-21    -1.755    
X1O    -0.682    -2.824E-21    -1.704    
X1P    -0.597    -2.472E-21    -1.492    
X1Q    -0.665    -2.756E-21    -1.663    
X1R    -0.711    -2.945E-21    -1.778    
X1S    -0.714    -2.958E-21    -1.785    
X1T    -0.644    -2.669E-21    -1.611    
X1U    -0.669    -2.770E-21    -1.672    
X1V    -0.561    -2.325E-21    -1.403    
X1W    -0.669    -2.770E-21    -1.672    
X1X    -0.653    -2.704E-21    -1.632    
X1Y    -0.698    -2.893E-21    -1.746    
X1Z    -0.654    -2.707E-21    -1.634    
X20    -0.658    -2.726E-21    -1.646    
X21    -0.649    -2.689E-21    -1.623    
X22    -0.674    -2.790E-21    -1.684    
X23    -0.465    -1.927E-21    -1.163    
X24    -0.703    -2.912E-21    -1.758    
X25    -0.574    -2.379E-21    -1.436    
X26    -0.609    -2.523E-21    -1.523    
X27    -0.704    -2.915E-21    -1.759    
X28    -0.676    -2.801E-21    -1.691    
X29    -0.698    -2.890E-21    -1.745    
X2A    -0.644    -2.669E-21    -1.611    
X2B    -0.632    -2.618E-21    -1.580    
X2C    -0.673    -2.786E-21    -1.682    
X2D    -0.696    -2.881E-21    -1.739    
X2E    -0.516    -2.135E-21    -1.289    
X2F    -0.584    -2.420E-21    -1.461    
X2G    -0.682    -2.827E-21    -1.706    
X2H    -0.709    -2.937E-21    -1.773    
X2I    -0.659    -2.731E-21    -1.648    
X2J    -0.661    -2.736E-21    -1.652    
X2K    -0.661    -2.739E-21    -1.653    
X2L    -0.728    -3.017E-21    -1.821    
X2M    -0.698    -2.891E-21    -1.745    
X2N    -0.645    -2.673E-21    -1.613    
X2O    -0.665    -2.756E-21    -1.663    
X2P    -0.698    -2.892E-21    -1.746    
X2Q    -0.630    -2.610E-21    -1.576    
X2R    -0.715    -2.963E-21    -1.788    
X2S    -0.719    -2.979E-21    -1.798    
X2T    -0.714    -2.956E-21    -1.784    
X2U    -0.682    -2.825E-21    -1.705    
X2V    -0.710    -2.942E-21    -1.776    
X2W    -0.683    -2.827E-21    -1.706    
X2X    -0.681    -2.820E-21    -1.702    
X2Y    -0.691    -2.864E-21    -1.728    
X2Z    -0.634    -2.625E-21    -1.584    
X30    -0.658    -2.724E-21    -1.644    
X31    -0.698    -2.890E-21    -1.744    
X32    -0.686    -2.841E-21    -1.715    
X33    -0.654    -2.709E-21    -1.635    
X34    -0.644    -2.669E-21    -1.611    
X35    -0.707    -2.929E-21    -1.768    
X36    -0.691    -2.860E-21    -1.726    
X37    -0.652    -2.702E-21    -1.631    
X38    -0.629    -2.604E-21    -1.572    
X39    -0.692    -2.868E-21    -1.731    
X3A    -0.666    -2.760E-21    -1.666    
X3B    -0.627    -2.595E-21    -1.566    
X3C    -0.699    -2.893E-21    -1.746    
X3D    -0.663    -2.744E-21    -1.656    
X3E    -0.650    -2.691E-21    -1.624    
X3F    -0.682    -2.826E-21    -1.705    
X3G    -0.638    -2.642E-21    -1.595    
X3H    -0.693    -2.868E-21    -1.731    
X3I    -0.652    -2.702E-21    -1.631    
X3J    -0.705    -2.921E-21    -1.763    
X3K    -0.683    -2.828E-21    -1.707    
X3L    -0.710    -2.941E-21    -1.775    
X3M    -0.658    -2.726E-21    -1.645    
X3N    -0.701    -2.903E-21    -1.752    
X3O    -0.696    -2.884E-21    -1.741    
X3P    -0.698    -2.890E-21    -1.744    
X3Q    -0.661    -2.736E-21    -1.652    
X3R    -0.693    -2.872E-21    -1.733    
X3S    -0.615    -2.548E-21    -1.538    
X3T    -0.701    -2.905E-21    -1.754    
X3U    -0.668    -2.768E-21    -1.671    
X3V    -0.621    -2.571E-21    -1.552    
X3W    -0.697    -2.888E-21    -1.743    
X3X    -0.682    -2.826E-21    -1.706    
X3Y    -0.702    -2.907E-21    -1.755    
X3Z    -0.645    -2.674E-21    -1.614    
X40    -0.678    -2.808E-21    -1.695    
X41    -0.668    -2.766E-21    -1.670    
X42    -0.595    -2.466E-21    -1.489    
X43    -0.662    -2.742E-21    -1.655    
X44    -0.627    -2.595E-21    -1.567    
X45    -0.683    -2.827E-21    -1.706    
X46    -0.651    -2.697E-21    -1.628    
X47    -0.708    -2.934E-21    -1.771    
X48    -0.650    -2.692E-21    -1.625    
X49    -0.718    -2.975E-21    -1.796    
X4A    -0.707    -2.928E-21    -1.767    
X4B    -0.681    -2.819E-21    -1.701    
X4C    -0.714    -2.956E-21    -1.784    
X4D    -0.690    -2.859E-21    -1.726    
X4E    -0.684    -2.835E-21    -1.711    
X4F    -0.686    -2.842E-21    -1.716    
X4G    -0.612    -2.534E-21    -1.529    
X4H    -0.628    -2.603E-21    -1.571    
X4I    -0.716    -2.967E-21    -1.791    
X4J    -0.637    -2.638E-21    -1.592    
X4K    -0.705    -2.921E-21    -1.763    
X4L    -0.612    -2.533E-21    -1.529    
X4M    -0.695    -2.878E-21    -1.737    
X4N    -0.698    -2.892E-21    -1.746    
X4O    -0.668    -2.768E-21    -1.670    
X4P    -0.655    -2.713E-21    -1.638    
X4Q    -0.616    -2.552E-21    -1.540    
X4R    -0.719    -2.977E-21    -1.797    
X4S    -0.641    -2.655E-21    -1.602    
X4T    -0.662    -2.741E-21    -1.655    
X4U    -0.646    -2.677E-21    -1.616    
X4V    -0.687    -2.843E-21    -1.716    
X4W    -0.727    -3.009E-21    -1.816    
X4X    -0.638    -2.644E-21    -1.596    
X4Y    -0.683    -2.828E-21    -1.707    
X4Z    -0.675    -2.794E-21    -1.687    
X50    -0.724    -2.997E-21    -1.809    
X51    -0.704    -2.914E-21    -1.759    
X52    -0.694    -2.876E-21    -1.736    
X53    -0.668    -2.766E-21    -1.669    
X54    -0.762    -3.155E-21    -1.904    
X55    -0.657    -2.723E-21    -1.644    
X56    -0.651    -2.695E-21    -1.626    
X57    -0.720    -2.982E-21    -1.800    
X58    -0.696    -2.885E-21    -1.741    
X59    -0.680    -2.818E-21    -1.701    
X5A    -0.666    -2.757E-21    -1.664    
X5B    -0.592    -2.451E-21    -1.479    
X5C    -0.719    -2.977E-21    -1.797    
X5D    -0.728    -3.015E-21    -1.820    
X5E    -0.715    -2.962E-21    -1.788    
X5F    -0.714    -2.956E-21    -1.784    
X5G    -0.756    -3.130E-21    -1.889    
X5H    -0.722    -2.991E-21    -1.806    
X5I    -0.739    -3.059E-21    -1.846    
X5J    -0.695    -2.881E-21    -1.739    
X5K    -0.716    -2.964E-21    -1.789    
X5L    -0.684    -2.834E-21    -1.711    
X5M    -0.699    -2.894E-21    -1.747    
X5N    -0.765    -3.170E-21    -1.913    
X5O    -0.724    -2.999E-21    -1.810    
X5P    -0.695    -2.880E-21    -1.739    
X5Q    -0.736    -3.049E-21    -1.840    
X5R    -0.763    -3.161E-21    -1.908    
X5S    -0.717    -2.971E-21    -1.793    
X5T    -0.714    -2.955E-21    -1.784    
X5U    -0.753    -3.119E-21    -1.882    
X5V    -0.709    -2.938E-21    -1.773    
X5W    -0.748    -3.097E-21    -1.869    
X5X    -0.732    -3.034E-21    -1.831    
X5Y    -0.716    -2.964E-21    -1.789    
X5Z    -0.692    -2.867E-21    -1.730    
X60    -0.741    -3.070E-21    -1.853    
X61    -0.736    -3.049E-21    -1.840    
X62    -0.736    -3.047E-21    -1.839    
X63    -0.706    -2.925E-21    -1.766    
X64    -0.744    -3.081E-21    -1.860    
X65    -0.726    -3.006E-21    -1.814    
X66    -0.721    -2.988E-21    -1.804    
X67    -0.688    -2.852E-21    -1.721    
X68    -0.704    -2.914E-21    -1.759    
X69    -0.530    -2.196E-21    -1.325    
X6A    -0.719    -2.979E-21    -1.798    
X6B    -0.690    -2.860E-21    -1.726    
X6C    -0.675    -2.794E-21    -1.686    
X6D    -0.705    -2.921E-21    -1.763    
X6E    -0.735    -3.046E-21    -1.839    
X6F    -0.712    -2.950E-21    -1.780    
X6G    -0.766    -3.174E-21    -1.916    
X6H    -0.698    -2.890E-21    -1.745    
X6I    -0.651    -2.698E-21    -1.629    
X6J    -0.585    -2.423E-21    -1.463    
X6K    -0.725    -3.003E-21    -1.812    
X6L    -0.752    -3.113E-21    -1.879    
X6M    -0.707    -2.928E-21    -1.767    
X6N    -0.708    -2.931E-21    -1.769    
X6O    -0.717    -2.972E-21    -1.794    
X6P    -0.640    -2.651E-21    -1.600    
X6Q    -0.681    -2.819E-21    -1.702    
X6R    -0.741    -3.068E-21    -1.852    
X6S    -0.733    -3.038E-21    -1.834    
X6T    -0.706    -2.923E-21    -1.764    
X6U    -0.758    -3.141E-21    -1.896    
X6V    -0.641    -2.654E-21    -1.602    
X6W    -0.689    -2.853E-21    -1.722    
X6X    -0.689    -2.852E-21    -1.721    
X6Y    -0.645    -2.672E-21    -1.613    
X6Z    -0.695    -2.878E-21    -1.737    
X70    -0.710    -2.940E-21    -1.774    
X71    -0.654    -2.709E-21    -1.635    
X72    -0.655    -2.711E-21    -1.636    
X73    -0.719    -2.978E-21    -1.797    
X74    -0.728    -3.014E-21    -1.819    
X75    -0.742    -3.074E-21    -1.856    
X76    -0.739    -3.060E-21    -1.847    
X77    -0.745    -3.087E-21    -1.863    
X78    -0.716    -2.966E-21    -1.790    
X79    -0.735    -3.044E-21    -1.837    
X7A    -0.746    -3.091E-21    -1.865    
X7B    -0.757    -3.136E-21    -1.893    
X7C    -0.548    -2.271E-21    -1.371    
X7D    -0.682    -2.825E-21    -1.705    
X7E    -0.602    -2.495E-21    -1.506    
X7F    -0.659    -2.728E-21    -1.647    
X7G    -0.523    -2.166E-21    -1.307    
X7H    -0.609    -2.523E-21    -1.523    
X7I    -0.607    -2.516E-21    -1.519    
X7J    -0.623    -2.580E-21    -1.557    
X7K    -0.636    -2.635E-21    -1.591    
X7L    -0.629    -2.605E-21    -1.573    
X7M    -0.667    -2.764E-21    -1.668    
X7N    -0.529    -2.191E-21    -1.322    
X7O    -0.644    -2.667E-21    -1.610    
X7P    -0.588    -2.437E-21    -1.471    
X7Q    -0.598    -2.475E-21    -1.494    
X7R    -0.655    -2.714E-21    -1.638    
X7S    -0.536    -2.219E-21    -1.339    
X7T    -0.622    -2.577E-21    -1.555    
X7U    -0.550    -2.278E-21    -1.375    
X7V    -0.496    -2.054E-21    -1.240    
X7W    -0.650    -2.693E-21    -1.625    
X7X    -0.715    -2.963E-21    -1.788    
X7Y    -0.624    -2.584E-21    -1.560    
X7Z    -0.668    -2.765E-21    -1.669    
X80    -0.706    -2.926E-21    -1.766    
X81    -0.583    -2.416E-21    -1.458    
X82    -0.682    -2.823E-21    -1.704    
X83    -0.567    -2.350E-21    -1.419    
X84    -0.633    -2.622E-21    -1.583    
X85    -0.695    -2.881E-21    -1.739    
X86    -0.709    -2.938E-21    -1.773    
X87    -0.612    -2.535E-21    -1.530    
X88    -0.711    -2.943E-21    -1.776    
X89    -0.697    -2.886E-21    -1.742    
X8A    -0.500    -2.073E-21    -1.251    
X8B    -0.639    -2.645E-21    -1.597    
X8C    -0.503    -2.083E-21    -1.257    
X8D    -0.576    -2.385E-21    -1.440    
X8E    -0.657    -2.720E-21    -1.642    
X8F    -0.688    -2.851E-21    -1.721    
X8G    -0.638    -2.644E-21    -1.596    
X8H    -0.627    -2.597E-21    -1.567    
X8I    -0.559    -2.316E-21    -1.398    
X8J    -0.741    -3.069E-21    -1.852    
X8K    -0.711    -2.944E-21    -1.777    
X8L    -0.646    -2.676E-21    -1.615    
X8M    -0.715    -2.960E-21    -1.787    
X8N    -0.590    -2.442E-21    -1.474    
X8O    -0.610    -2.526E-21    -1.524    
X8P    -0.553    -2.290E-21    -1.382    
X8Q    -0.529    -2.191E-21    -1.322    
X8R    -0.515    -2.134E-21    -1.288    
